millis,A0,A1,A2,B0,B1,B2,C0,C1,C2,D0,D1,D2,E0,E1,E2,F0,F1,F2
3581,2.134822,0.73401135,-57.49866,128.0685,-22.287394,-0.85429335,-123.119705,3.7516513,11.911322,-87.93079,14.739347,-22.528168,81.72192,3.5582607,3.6355813,-41.748024,1.9314864,-6.4281454
3592,2.134822,0.73401135,-57.49866,128.06927,-22.284523,-0.8480771,-123.119705,3.7516513,11.911322,-87.92003,14.73969,-22.52652,81.7219,3.5635402,3.6401367,-41.748024,1.9314864,-6.4281454
3602,2.134822,0.73401135,-57.49866,128.07083,-22.281157,-0.85720086,-123.119705,3.7516513,11.911322,-87.92003,14.73969,-22.52652,81.7219,3.5635402,3.6401367,-41.748024,1.9314864,-6.4281454
3612,2.134822,0.73401135,-57.49866,128.07083,-22.281157,-0.85720086,-123.12001,3.7482805,11.917448,-87.93079,14.739347,-22.528168,81.7219,3.5635402,3.6401367,-41.747402,1.9289757,-6.4346695
3623,2.134822,0.73401135,-57.49866,128.07161,-22.27829,-0.8509844,-123.12001,3.7482805,11.917448,-87.93081,14.734589,-22.523867,81.7219,3.5688202,3.644692,-41.747402,1.9289757,-6.4346695
3633,2.1409504,0.7373736,-57.49847,128.07161,-22.27829,-0.8509844,-123.12001,3.7482805,11.917448,-87.92098,14.739782,-22.516958,81.7219,3.5688202,3.644692,-41.747402,1.9289757,-6.4346695
3644,2.1409504,0.7373736,-57.49847,128.07161,-22.27829,-0.8509844,-123.120316,3.7449095,11.923574,-87.92098,14.739782,-22.516958,81.7219,3.5688202,3.644692,-41.747402,1.9289757,-6.4346695
3655,2.1409504,0.7373736,-57.49847,128.07161,-22.27829,-0.8509844,-123.119675,3.7509892,11.92686,-87.92098,14.739782,-22.516958,81.7219,3.5688202,3.644692,-41.74678,1.9264654,-6.4411936
3666,2.1409504,0.7373736,-57.49847,128.07394,-22.272055,-0.8538911,-123.119675,3.7509892,11.92686,-87.92005,14.734931,-22.522219,81.7219,3.5688202,3.644692,-41.74678,1.9264654,-6.4411936
3680,2.1409504,0.7373736,-57.49847,128.07394,-22.272055,-0.8538911,-123.11997,3.7476184,11.932987,-87.92005,14.734931,-22.522219,81.7219,3.5741,3.649248,-41.74678,1.9264654,-6.4411936
3688,2.1409504,0.7373736,-57.49847,128.07394,-22.272055,-0.8538911,-123.11997,3.7476184,11.932987,-87.92005,14.734931,-22.522219,81.7219,3.5741,3.649248,-41.74678,1.9264654,-6.4411936
3697,2.1409504,0.7373736,-57.49847,128.07394,-22.272055,-0.8538911,-123.11997,3.7476184,11.932987,-87.92005,14.734931,-22.522219,81.7219,3.5741,3.649248,-41.74616,1.9239554,-6.4477177
3708,2.1409504,0.7373736,-57.49847,128.07394,-22.272055,-0.8538911,-123.11997,3.7476184,11.932987,-87.92005,14.734931,-22.522219,81.7219,3.5741,3.649248,-41.74616,1.9239554,-6.4477177
3718,2.1409504,0.7373736,-57.49847,128.07394,-22.272055,-0.8538911,-123.11304,3.743347,11.939722,-87.92005,14.734931,-22.522219,81.72189,3.5793796,3.653803,-41.74616,1.9239554,-6.4477177
3728,2.1409504,0.7373736,-57.49847,128.07318,-22.274921,-0.8601075,-123.11304,3.743347,11.939722,-87.92005,14.734931,-22.522219,81.72189,3.5793796,3.653803,-41.74616,1.9239554,-6.4477177
3739,2.1409504,0.7373736,-57.49847,128.07318,-22.274921,-0.8601075,-123.11304,3.743347,11.939722,-87.92005,14.734931,-22.522219,81.72189,3.5793796,3.653803,-41.74616,1.9239554,-6.4477177
3750,2.1409504,0.7373736,-57.49847,128.07318,-22.274921,-0.8601075,-123.11334,3.7399752,11.945847,-87.92006,14.730174,-22.517912,81.72189,3.5793796,3.653803,-41.745533,1.9214453,-6.454242
3760,2.1409504,0.7373736,-57.49847,128.07318,-22.274921,-0.8601075,-123.11334,3.7399752,11.945847,-87.92006,14.730174,-22.517912,81.72189,3.5793796,3.653803,-41.745533,1.9214453,-6.454242
3772,2.1375866,0.7312434,-57.498722,128.07318,-22.274921,-0.8601075,-123.11334,3.7399752,11.945847,-87.92006,14.730174,-22.517912,81.72189,3.5846596,3.6583588,-41.745533,1.9214453,-6.454242
3781,2.1375866,0.7312434,-57.498722,128.07318,-22.274921,-0.8601075,-123.11334,3.7399752,11.945847,-87.92006,14.730174,-22.517912,81.72189,3.5846596,3.6583588,-41.745533,1.9214453,-6.454242
3793,2.1375866,0.7312434,-57.498722,128.07318,-22.274921,-0.8601075,-123.11365,3.736604,11.951972,-87.92006,14.730174,-22.517912,81.72189,3.5846596,3.6583588,-41.74529,1.92796,-6.4567275
3804,2.1375866,0.7312434,-57.498722,128.07553,-22.268692,-0.86301434,-123.11365,3.736604,11.951972,-87.92006,14.730174,-22.517912,81.72189,3.5846596,3.6583588,-41.74529,1.92796,-6.4567275
3813,2.1372914,0.73137337,-57.50485,128.07553,-22.268692,-0.86301434,-123.11365,3.736604,11.951972,-87.919846,14.736549,-22.522383,81.721886,3.589939,3.6629148,-41.744667,1.9254498,-6.4632516
3824,2.1372914,0.73137337,-57.50485,128.07553,-22.268692,-0.86301434,-123.11365,3.736604,11.951972,-87.919846,14.736549,-22.522383,81.721886,3.589939,3.6629148,-41.744667,1.9254498,-6.4632516
3834,2.1375866,0.7312434,-57.498722,128.07553,-22.268692,-0.86301434,-123.11365,3.736604,11.951972,-87.919846,14.736549,-22.522383,81.721886,3.589939,3.6629148,-41.744667,1.9254498,-6.4632516
3845,2.1375866,0.7312434,-57.498722,128.07553,-22.268692,-0.86301434,-123.11365,3.736604,11.951972,-87.91913,14.725321,-22.52317,81.721886,3.589939,3.6629148,-41.744667,1.9254498,-6.4632516
3855,2.1375866,0.7312434,-57.498722,128.07553,-22.268692,-0.86301434,-123.11461,3.727153,11.954811,-87.91913,14.725321,-22.52317,81.721886,3.589939,3.6629148,-41.744667,1.9254498,-6.4632516
3867,2.1375866,0.7312434,-57.498722,128.07553,-22.268692,-0.86301434,-123.11461,3.727153,11.954811,-87.91986,14.73179,-22.51808,81.721886,3.5952191,3.66747,-41.74404,1.9229395,-6.469776
3877,2.1437151,0.7346058,-57.498535,128.07553,-22.268692,-0.86301434,-123.11461,3.727153,11.954811,-87.91986,14.73179,-22.51808,81.721886,3.5952191,3.66747,-41.74404,1.9229395,-6.469776
3887,2.1437151,0.7346058,-57.498535,128.07553,-22.268692,-0.86301434,-123.11491,3.723782,11.960938,-87.91913,14.725321,-22.52317,81.721886,3.5952191,3.66747,-41.74404,1.9229395,-6.469776
3898,2.1437151,0.7346058,-57.498535,128.07787,-22.262455,-0.8659221,-123.11461,3.727153,11.954811,-87.91913,14.725321,-22.52317,81.721886,3.5952191,3.66747,-41.74404,1.9229395,-6.469776
3909,2.1437151,0.7346058,-57.498535,128.07553,-22.268692,-0.86301434,-123.11491,3.723782,11.960938,-87.91913,14.725321,-22.52317,81.721886,3.5952191,3.66747,-41.74404,1.9229395,-6.469776
3923,2.1437151,0.7346058,-57.498535,128.07553,-22.268692,-0.86301434,-123.11491,3.723782,11.960938,-87.91913,14.725321,-22.52317,81.721886,3.5952191,3.66747,-41.74404,1.9229395,-6.469776
3933,2.1437151,0.7346058,-57.498535,128.07787,-22.262455,-0.8659221,-123.11491,3.723782,11.960938,-87.91893,14.726941,-22.523338,81.721886,3.5952191,3.66747,-41.74342,1.9204293,-6.4763
3940,2.1437151,0.7346058,-57.498535,128.07603,-22.261208,-0.86644536,-123.11491,3.723782,11.960938,-87.91913,14.725321,-22.52317,81.721886,3.5952191,3.66747,-41.74342,1.9204293,-6.4763
3951,2.1437151,0.7346058,-57.498535,128.0674,-22.260693,-0.86519957,-123.11491,3.723782,11.960938,-87.91913,14.725321,-22.52317,81.721886,3.5952191,3.66747,-41.74342,1.9204293,-6.4763
3961,2.1437151,0.7346058,-57.498535,128.0674,-22.260693,-0.86519957,-123.114265,3.7298608,11.964223,-87.91913,14.725321,-22.52317,81.721886,3.6004982,3.6720254,-41.74342,1.9204293,-6.4763
3973,2.1437151,0.7346058,-57.498535,128.06973,-22.254457,-0.868107,-123.114265,3.7298608,11.964223,-87.91893,14.726941,-22.523338,81.72264,3.600185,3.672046,-41.74342,1.9204293,-6.4763
3982,2.1437151,0.7346058,-57.498535,128.06973,-22.254457,-0.868107,-123.11456,3.726489,11.970348,-87.908165,14.7272835,-22.521692,81.72264,3.600185,3.672046,-41.74342,1.9204293,-6.4763
