millis,A0,A1,A2,B0,B1,B2,C0,C1,C2,D0,D1,D2,E0,E1,E2,F0,F1,F2,G0,G1,G2,H0,H1,H2,I0,I1,I2,J0,J1,J2
3177,45.342625,-21.902523,-0.05686636,70.46753,-44.50487,12.778838,82.63611,-57.45442,-8.755898,173.8176,-72.10771,2.7667613,103.90007,0.45607552,-2.639981,144.57188,-7.5965343,1.7615241,-79.588234,-76.74849,-11.153709,97.76401,-44.074425,-3.7819567,-171.79352,55.891148,2.8614967,42.16964,68.682144,2.5670965
3253,45.299416,-21.904337,-0.063773386,70.5129,-44.510315,12.775946,82.72593,-57.4574,-8.75259,173.78311,-72.10049,2.7750134,103.84703,0.4548242,-2.6402364,144.57188,-7.5965343,1.7615241,-79.52945,-77.10982,-11.189154,97.90961,-44.068874,-3.7822192,-171.21342,55.8897,2.8604958,43.266953,68.685234,2.5677538
3296,45.277817,-21.904583,-0.05957805,70.55056,-44.506836,12.775684,82.77301,-57.45609,-8.754913,173.76689,-72.10691,2.7693605,103.81996,0.45855197,-2.6347876,144.57188,-7.5965343,1.7615241,-79.501945,-77.28008,-11.202925,97.97102,-44.066097,-3.778845,-170.92911,55.88925,2.858356,43.78892,68.684746,2.5686283
3334,45.260887,-21.90433,-0.05661729,70.591515,-44.50955,12.7818165,82.82072,-57.452,-8.759879,173.7696,-72.101326,2.7693672,103.793945,0.4578888,-2.6349876,144.57246,-7.589888,1.7594255,-79.47151,-77.43963,-11.214806,98.04198,-44.06697,-3.7760122,-170.6507,55.88816,2.862386,44.30769,68.68575,2.5637953
3375,45.239094,-21.902046,-0.058809076,70.6291,-44.50607,12.781559,82.86494,-57.45488,-8.756904,173.73753,-72.10134,2.7678423,103.76689,0.45730296,-2.6350434,144.57246,-7.589888,1.7594255,-79.45197,-77.59403,-11.219253,98.11259,-44.071873,-3.7779963,-170.36726,55.890945,2.860551,44.838528,68.68781,2.5693262
3412,45.212276,-21.85837,-0.031331483,70.67361,-44.505836,12.782803,82.909744,-57.45499,-8.756571,173.7369,-72.097305,2.7676377,103.730125,0.45657343,-2.635022,144.57188,-7.5965343,1.7615241,-79.42264,-77.73712,-11.225026,98.1828,-44.07053,-3.776737,-170.08336,55.89051,2.8584106,45.33639,68.681755,2.5693233
3454,45.184956,-21.77028,0.018196512,70.71476,-44.4994,12.77767,82.96437,-57.4599,-8.75581,173.71829,-72.09648,2.7717595,103.704094,0.45591012,-2.6352208,144.57246,-7.589888,1.7594255,-79.389626,-77.86804,-11.233127,98.25745,-44.066326,-3.7782307,-169.80534,55.889397,2.862439,45.843266,68.68502,2.570987
3494,45.152767,-21.68014,0.06255908,70.75052,-44.496403,12.780008,83.008286,-57.46278,-8.752843,173.70546,-72.10136,2.7663188,103.67702,0.45532408,-2.6352754,144.57188,-7.5965343,1.7615241,-79.361565,-77.99506,-11.232904,98.31849,-44.06356,-3.7748415,-169.52242,55.8922,2.8606164,46.334362,68.677704,2.5748155
3535,45.125454,-21.592024,0.11208126,70.79304,-44.498642,12.78355,83.055504,-57.45869,-8.757804,173.67273,-72.09734,2.7645886,103.65072,0.4644792,-2.6342971,144.57285,-7.587762,1.7660801,-79.329895,-78.112755,-11.234399,98.393005,-44.059357,-3.7763214,-169.2279,55.8912,2.861745,46.82622,68.68094,2.5764878
3572,45.106243,-21.515387,0.149695,70.838165,-44.50409,12.780638,83.09923,-57.46157,-8.75484,173.67337,-72.10139,2.7647943,103.62364,0.46389335,-2.6343539,144.57246,-7.589888,1.7594255,-79.28795,-78.21386,-11.241527,98.462906,-44.058025,-3.7750452,-168.9446,55.890774,2.859602,47.309902,68.67861,2.5772371
