millis,A0,A1,A2,B0,B1,B2,C0,C1,C2,D0,D1,D2,E0,E1,E2,F0,F1,F2,G0,G1,G2
3674,-65.38666,-3.0547197,-60.381767,-76.85687,-23.43915,-4.1102123,-88.92511,3.8061411,10.744202,-39.129295,15.583012,-20.81185,94.93415,2.1913328,0.9602261,-28.12455,1.5843353,-3.7948666,-83.80671,-84.00608,-5.834406
3686,-65.39636,-3.045027,-60.370502,-76.84804,-23.43437,-4.1068683,-88.93509,3.8067658,10.744499,-39.117607,15.577926,-20.80779,94.92469,2.191424,0.9600408,-28.135433,1.5841243,-3.7951524,-83.80208,-84.003,-5.8379083
3698,-65.394806,-3.0390213,-60.36366,-76.83634,-23.439844,-4.105776,-88.93509,3.8067658,10.744499,-39.105854,15.587289,-20.808706,94.91524,2.191515,0.9598553,-28.141422,1.583876,-3.7951903,-83.80555,-84.00354,-5.838633
3711,-65.40448,-3.0293288,-60.35239,-76.82538,-23.433777,-4.1120577,-88.94516,3.8076956,10.744169,-39.091805,15.579517,-20.811155,94.90537,2.1914673,0.95971715,-28.147408,1.5836277,-3.795227,-83.792786,-83.996826,-5.8449144
3723,-65.402916,-3.0233235,-60.345543,-76.815384,-23.42161,-4.1213927,-88.94516,3.8076956,10.744169,-39.080788,15.5826235,-20.810066,94.90578,2.1916056,0.9596697,-28.153393,1.5833796,-3.795265,-83.796234,-83.99736,-5.8456445
3736,-65.41258,-3.0136306,-60.334263,-76.813,-23.414883,-4.1353393,-88.94526,3.8080015,10.743541,-39.068367,15.583794,-20.808014,94.89632,2.1916966,0.9594842,-28.163958,1.5814573,-3.8023307,-83.791565,-83.99426,-5.8491497
3748,-65.4238,-3.0099423,-60.329845,-76.812515,-23.404,-4.143977,-88.955246,3.8086267,10.743838,-39.057346,15.586902,-20.806921,94.886856,2.187059,0.9541501,-28.16994,1.5812085,-3.802368,-83.78689,-83.991165,-5.8526583
3761,-65.43343,-3.0002484,-60.31856,-76.80226,-23.386393,-4.157629,-88.95532,3.8039527,10.748135,-39.04256,15.585385,-20.81138,94.87698,2.19174,0.95916057,-28.175926,1.5809599,-3.802405,-83.782196,-83.98807,-5.856166
3772,-65.43186,-2.9942439,-60.311703,-76.800545,-23.376162,-4.167532,-88.96531,3.8045774,10.748432,-39.03705,15.586938,-20.810835,94.86765,2.18668,0.9637073,-28.17625,1.5826718,-3.7956252,-83.777504,-83.984955,-5.8596773
3785,-65.44148,-2.98455,-60.30041,-76.79056,-23.363995,-4.1768646,-88.96539,3.8048837,10.747804,-39.01986,15.5834055,-20.80623,94.86805,2.186818,0.9636603,-28.182232,1.5824237,-3.7956629,-83.77891,-83.98484,-5.8593755
3798,-65.43989,-2.978546,-60.293556,-76.79007,-23.35311,-4.1855044,-88.97537,3.8055081,10.748102,-39.01198,15.582274,-20.81219,94.85819,2.1820416,0.95837486,-28.193123,1.5822123,-3.7959483,-83.77419,-83.98173,-5.8628883
3810,-65.43831,-2.9725423,-60.28669,-76.78982,-23.347668,-4.189824,-88.97547,3.805814,10.747473,-38.99404,15.584995,-20.809593,94.848724,2.1821322,0.95819014,-28.199104,1.581964,-3.795986,-83.76947,-83.97863,-5.866397
3822,-65.44789,-2.9628482,-60.275402,-76.779816,-23.335495,-4.199154,-88.98544,3.8064392,10.747771,-38.981625,15.5861635,-20.80754,94.839264,2.1822228,0.9580054,-28.20509,1.5817157,-3.7960231,-83.764725,-83.975525,-5.8699083
3834,-65.446304,-2.9568453,-60.268528,-76.77933,-23.324612,-4.207794,-88.98554,3.806744,10.747144,-38.976856,15.581459,-20.804993,94.829796,2.1823137,0.9578207,-28.211071,1.5814676,-3.7960606,-83.759514,-83.96911,-5.877451
3846,-65.468666,-2.9494622,-60.25967,-76.76934,-23.31244,-4.2171226,-88.99552,3.80737,10.747441,-38.958927,15.584179,-20.802395,94.829796,2.1823137,0.9578207,-28.22178,1.588032,-3.7980478,-83.75477,-83.966,-5.880964
3858,-65.46706,-2.9434588,-60.252796,-76.768845,-23.301554,-4.225763,-88.99552,3.80737,10.747441,-38.951042,15.583053,-20.808357,94.820335,2.182404,0.9576358,-28.227762,1.5877833,-3.7980855,-83.758156,-83.96648,-5.8817124
3871,-65.4824,-2.9412048,-60.23485,-76.76835,-23.290668,-4.234403,-88.99689,3.8028123,10.741896,-38.9331,15.585773,-20.805756,94.81085,2.1824949,0.9574511,-28.23374,1.5875349,-3.798123,-83.75374,-83.96738,-5.8819942
3888,-65.480774,-2.9352002,-60.227978,-76.75836,-23.278496,-4.24373,-89.006874,3.8034372,10.742194,-38.927578,15.587327,-20.805208,94.800995,2.1824477,0.95731354,-28.23374,1.5875349,-3.798123,-83.74896,-83.96426,-5.885511
3895,-65.488144,-2.9207208,-60.220776,-76.75786,-23.267607,-4.252371,-89.006966,3.803742,10.741566,-38.907276,15.587367,-20.80912,94.791534,2.182538,0.9571288,-28.23972,1.5872862,-3.7981606,-83.75028,-83.96413,-5.8852143
3909,-65.48653,-2.914717,-60.2139,-76.74812,-23.260881,-4.2573776,-89.01694,3.8043666,10.741863,-38.902496,15.582663,-20.806574,94.79192,2.1826756,0.9570815,-28.250793,1.5802995,-3.7967427,-83.745476,-83.96101,-5.888733
3921,-65.49768,-2.911024,-60.20946,-76.747635,-23.24999,-4.2660174,-89.01575,3.8095357,10.746149,-38.884563,15.5853815,-20.803976,94.78245,2.1827662,0.9568966,-28.256775,1.5800512,-3.79678,-83.74883,-83.961464,-5.889495
3933,-65.5072,-2.9013283,-60.198147,-76.74713,-23.239103,-4.274659,-89.027,3.805297,10.741531,-38.87904,15.586933,-20.803425,94.77258,2.182719,0.95675915,-28.26275,1.5798029,-3.7968168,-83.74402,-83.958336,-5.8930144
3945,-65.50557,-2.8953269,-60.19127,-76.73591,-23.22757,-4.285246,-89.02709,3.8056028,10.740904,-38.858738,15.586976,-20.807335,94.77298,2.1828566,0.9567118,-28.26855,1.5863296,-3.798559,-83.73919,-83.9552,-5.8965387
3957,-65.50394,-2.8893244,-60.184387,-76.73541,-23.21668,-4.2938867,-89.03708,3.8062274,10.741201,-38.85396,15.582268,-20.804792,94.7635,2.1876812,0.9616706,-28.279625,1.5793427,-3.7971394,-83.733894,-83.94874,-5.9040956
3971,-65.50229,-2.883324,-60.1775,-76.73516,-23.211231,-4.298208,-89.037155,3.8065324,10.740572,-38.841553,15.583435,-20.80274,94.75364,2.187634,0.96153253,-28.285423,1.5858691,-3.7988825,-83.72905,-83.9456,-5.9076233
3982,-65.524574,-2.8759322,-60.168613,-76.725174,-23.199059,-4.3075304,-89.04714,3.807157,10.7408695,-38.828117,15.583865,-20.808151,94.744156,2.1829898,0.9562045,-28.291397,1.5856206,-3.7989192,-83.724205,-83.94247,-5.9111457
3995,-65.52291,-2.8699322,-60.161724,-76.724686,-23.188168,-4.316172,-89.045944,3.8123271,10.745155,-38.815716,15.5850315,-20.806099,94.73469,2.1830807,0.95601976,-28.291397,1.5856206,-3.7989192,-83.71968,-83.94331,-5.911447
4007,-65.5324,-2.8602355,-60.150402,-76.72418,-23.177273,-4.324815,-89.05592,3.8129528,10.745453,-38.797783,15.5877495,-20.8035,94.73469,2.1878154,0.96116203,-28.297375,1.5853722,-3.7989566,-83.71482,-83.94016,-5.914973
4020,-65.53073,-2.8542354,-60.14351,-76.71443,-23.170546,-4.3298135,-89.05591,3.8079767,10.75038,-38.792248,15.589302,-20.802946,94.725204,2.1879065,0.9609768,-28.308277,1.5851606,-3.7992425,-83.716034,-83.94005,-5.9146795
4031,-65.54187,-2.850537,-60.139065,-76.71204,-23.163795,-4.3437667,-89.06727,3.8040414,10.745136,-38.778225,15.5815325,-20.805414,94.71574,2.1879969,0.96079135,-28.31425,1.584912,-3.79928,-83.711136,-83.9369,-5.9182086
4044,-65.5402,-2.8445377,-60.13217,-76.71154,-23.1529,-4.3524094,-89.06597,3.8089075,10.750049,-38.76716,15.584637,-20.804316,94.70625,2.1880872,0.9606061,-28.320225,1.5846635,-3.799317,-83.71443,-83.93731,-5.918989
4057,-65.53853,-2.8385382,-60.125282,-76.703705,-23.142025,-4.352098,-89.077324,3.8049724,10.744805,-38.754753,15.585801,-20.802261,94.69638,2.18804,0.96046823,-28.32652,1.5861356,-3.7925768,-83.709526,-83.93416,-5.922518
4068,-65.536865,-2.8325374,-60.11839,-76.7032,-23.131132,-4.3607416,-89.077324,3.8049724,10.744805,-38.74368,15.588904,-20.80116,94.69677,2.188178,0.9604207,-28.337423,1.5859244,-3.7928624,-83.70413,-83.92765,-5.9300976
4082,-65.55909,-2.8251421,-60.10949,-76.69132,-23.1231,-4.3753686,-89.07741,3.805277,10.744175,-38.728912,15.587402,-20.80562,94.68729,2.1882687,0.9602353,-28.337423,1.5859244,-3.7928624,-83.69922,-83.92449,-5.933629
4109,-65.55741,-2.8191433,-60.102585,-76.69083,-23.112206,-4.3840127,-89.087395,3.8059018,10.744473,-38.723377,15.588954,-20.80507,94.67781,2.1883593,0.96005,-28.3434,1.5856761,-3.7928994,-83.70036,-83.92438,-5.9333377
4116,-65.555725,-2.8131444,-60.09569,-76.69246,-23.102612,-4.3830247,-89.08746,3.8062067,10.743843,-38.70619,15.585403,-20.80048,94.667946,2.1883118,0.95991194,-28.349371,1.585428,-3.7929366,-83.69542,-83.92122,-5.9368706
4122,-65.566826,-2.8094447,-60.091236,-76.679344,-23.095211,-4.3989105,-89.09745,3.8068311,10.744143,-38.698277,15.58429,-20.80644,94.66833,2.1884499,0.9598645,-28.355341,1.5851797,-3.792974,-83.690445,-83.91805,-5.940405
4132,-65.56514,-2.8034456,-60.08434,-76.67885,-23.084312,-4.4075546,-89.097534,3.8071368,10.743513,-38.680336,15.5870075,-20.803837,94.658844,2.1885402,0.9596791,-28.366245,1.5849684,-3.7932594,-83.68549,-83.9149,-5.943938
4143,-65.57624,-2.799747,-60.079876,-76.678604,-23.078863,-4.4118767,-89.10623,3.8126295,10.748721,-38.67243,15.585894,-20.8098,94.64898,2.188493,0.9595412,-28.372217,1.5847201,-3.7932966,-83.688736,-83.91527,-5.9447384
4156,-65.57455,-2.7937467,-60.07298,-76.67811,-23.067963,-4.4205213,-89.10759,3.808067,10.74318,-38.654488,15.588607,-20.807194,94.639496,2.1885834,0.95935583,-28.378185,1.5844718,-3.7933338,-83.683754,-83.9121,-5.948275
4168,-65.572845,-2.7877493,-60.066074,-76.66836,-23.061232,-4.4255133,-89.116295,3.81356,10.74839,-38.649696,15.583894,-20.804659,94.63001,2.1886737,0.95917034,-28.384155,1.5842236,-3.7933712,-83.68483,-83.91199,-5.947983
4181,-65.58394,-2.7840493,-60.06162,-76.66786,-23.050335,-4.434159,-89.116295,3.81356,10.74839,-38.634933,15.582393,-20.809116,94.630394,2.1888118,0.95912266,-28.395061,1.584012,-3.7936563,-83.67984,-83.90881,-5.9515214
4192,-65.582245,-2.7780516,-60.054707,-76.66736,-23.039433,-4.442804,-89.11636,3.808892,10.752692,-38.623837,15.585496,-20.808014,94.62052,2.188764,0.95898485,-28.394886,1.5907853,-3.7953687,-83.675186,-83.90961,-5.951849
4204,-65.604416,-2.7706485,-60.045795,-76.65762,-23.032701,-4.447794,-89.126335,3.8095176,10.752987,-38.6059,15.588209,-20.805408,94.611046,2.1888545,0.95879936,-28.401033,1.5837638,-3.793693,-83.67839,-83.90995,-5.9526577
4217,-65.6027,-2.764651,-60.038883,-76.65713,-23.0218,-4.456439,-89.12642,3.8098226,10.752359,-38.600346,15.589763,-20.804855,94.601555,2.1936858,0.9637507,-28.407,1.5835155,-3.7937298,-83.67338,-83.90678,-5.956203
4229,-65.600975,-2.7586539,-60.03197,-76.65687,-23.01635,-4.4607625,-89.1364,3.810448,10.752655,-38.58871,15.584659,-20.800821,94.601555,2.1936858,0.9637507,-28.412968,1.5832675,-3.7937665,-83.67441,-83.90667,-5.9559073
4241,-65.61421,-2.7597375,-60.02343,-76.64689,-23.004171,-4.470074,-89.13647,3.8107533,10.752027,-38.575233,15.585101,-20.806232,94.592064,2.1937764,0.9635649,-28.423878,1.5830556,-3.7940521,-83.66935,-83.903496,-5.9594502
4254,-65.61605,-2.756392,-60.01401,-76.64664,-22.998718,-4.474396,-89.147736,3.8065095,10.747414,-38.562843,15.586263,-20.804178,94.58257,2.1938672,0.96337897,-28.429665,1.58958,-3.795803,-83.66429,-83.90031,-5.9629936
4265,-65.614334,-2.7503932,-60.007095,-76.64613,-22.987816,-4.4830422,-89.147804,3.806815,10.746783,-38.551735,15.589365,-20.803072,94.57308,2.193958,0.963193,-28.435806,1.5825592,-3.794126,-83.65923,-83.89712,-5.966542
4278,-65.623245,-2.7419035,-60.00672,-76.64564,-22.976913,-4.4916887,-89.15779,3.8074396,10.747081,-38.536983,15.587867,-20.807537,94.563225,2.1939104,0.96305484,-28.441774,1.582311,-3.7941628,-83.65415,-83.893936,-5.9700847
4290,-65.621506,-2.7359076,-59.99981,-76.635895,-22.970184,-4.4966755,-89.15787,3.8077445,10.746451,-38.53218,15.58315,-20.805,94.5636,2.194049,0.96300703,-28.452682,1.5820991,-3.7944474,-83.655136,-83.89383,-5.9697914
4304,-65.61978,-2.7299116,-59.99289,-76.63729,-22.955137,-4.5000114,-89.16785,3.8083694,10.746749,-38.514236,15.585861,-20.802393,94.5541,2.1941392,0.96282107,-28.458473,1.5886229,-3.7962003,-83.658295,-83.89415,-5.9706154
4315,-65.63299,-2.7309947,-59.98434,-76.63704,-22.949686,-4.5043344,-89.16793,3.8136451,10.741187,-38.50631,15.584755,-20.808355,94.54474,2.1890924,0.96738225,-28.464437,1.5883744,-3.796238,-83.65319,-83.89096,-5.974163
4328,-65.63125,-2.7249968,-59.977417,-76.62705,-22.937504,-4.5136423,-89.16793,3.8136451,10.741187,-38.48837,15.58747,-20.805748,94.53487,2.1890452,0.9672441,-28.464437,1.5883744,-3.796238,-83.64808,-83.88778,-5.97771
4340,-65.640144,-2.7165067,-59.977043,-76.6268,-22.932049,-4.517966,-89.17791,3.8092997,10.746418,-38.482803,15.589023,-20.805195,94.525375,2.189136,0.96705854,-28.475353,1.5881627,-3.7965236,-83.64296,-83.88458,-5.981259
4352,-65.63841,-2.7105112,-59.97012,-76.62655,-22.926598,-4.5222893,-89.17798,3.809605,10.745788,-38.46806,15.587524,-20.809656,94.52576,2.189274,0.9670111,-28.481316,1.5879142,-3.7965605,-83.6434,-83.881065,-5.985029
4365,-65.63666,-2.7045145,-59.963196,-76.61656,-22.914413,-4.531597,-89.18796,3.81023,10.746084,-38.456932,15.5906315,-20.80855,94.515884,2.1892269,0.9668729,-28.48728,1.5876658,-3.7965972,-83.63827,-83.87787,-5.988581
4377,-65.64985,-2.7055972,-59.954647,-76.61507,-22.909576,-4.5371766,-89.188034,3.8105347,10.745454,-38.44455,15.59179,-20.806494,94.506386,2.1893177,0.9666872,-28.493238,1.5874172,-3.796635,-83.63311,-83.874664,-5.992131
4390,-65.6481,-2.6996017,-59.947723,-76.61456,-22.898672,-4.545825,-89.19802,3.81116,10.745749,-38.42661,15.594498,-20.803886,94.49689,2.1941543,0.9716342,-28.4992,1.5871688,-3.7966716,-83.63659,-83.87889,-5.9897766
4401,-65.670166,-2.692191,-59.93878,-76.61431,-22.893215,-4.550148,-89.19809,3.8114643,10.745122,-38.41943,15.587127,-20.807877,94.49725,2.194293,0.97158676,-28.510117,1.5869567,-3.796957,-83.631424,-83.87567,-5.9933305
4414,-65.6684,-2.686194,-59.931854,-76.60432,-22.881031,-4.559453,-89.20807,3.81209,10.745419,-38.40149,15.589838,-20.805265,94.4874,2.1942456,0.97144836,-28.516079,1.5867082,-3.7969935,-83.63229,-83.87557,-5.9930396
4426,-65.65562,-2.6839046,-59.9294,-76.60407,-22.87558,-4.563778,-89.20936,3.8072178,10.740512,-38.39592,15.591389,-20.80471,94.4779,2.194337,0.9712623,-28.521858,1.593231,-3.7987504,-83.62711,-83.87236,-5.996596
4439,-65.66664,-2.6801991,-59.924927,-76.60357,-22.864668,-4.572425,-89.209435,3.8075223,10.739882,-38.375607,15.591448,-20.808617,94.46839,2.194428,0.97107613,-28.52782,1.5929822,-3.798788,-83.62191,-83.869156,-6.000152
4452,-65.66487,-2.6742063,-59.918003,-76.593834,-22.857939,-4.577404,-89.219406,3.808147,10.740179,-38.37079,15.586728,-20.806091,94.46839,2.194428,0.97107613,-28.538742,1.5927703,-3.7990742,-83.62499,-83.86944,-6.000999
4464,-65.6759,-2.670499,-59.913525,-76.59169,-22.856627,-4.58704,-89.219475,3.8034823,10.744483,-38.35285,15.5894375,-20.80348,94.45889,2.189772,0.9657593,-28.538742,1.5927703,-3.7990742,-83.619774,-83.86622,-6.004558
4477,-65.674126,-2.664503,-59.906597,-76.591194,-22.845718,-4.5956874,-89.21809,3.7931433,10.764825,-38.34728,15.590989,-20.802925,94.449394,2.1946106,0.9707042,-28.5447,1.5925215,-3.799111,-83.61455,-83.863,-6.00812
4489,-65.68728,-2.6655858,-59.89804,-76.59094,-22.840263,-4.600013,-89.21677,3.7781413,10.789469,-38.332535,15.589498,-20.807388,94.439896,2.189953,0.9653879,-28.55066,1.5922729,-3.7991483,-83.615364,-83.8629,-6.0078244
4501,-65.6855,-2.659593,-59.891106,-76.58095,-22.828075,-4.609314,-89.21545,3.763139,10.814113,-38.32139,15.592599,-20.806276,94.43002,2.1946537,0.9703795,-28.556616,1.5920242,-3.7991855,-83.61012,-83.85968,-6.0113854
4513,-65.69652,-2.6558843,-59.88663,-76.580696,-22.82262,-4.613638,-89.21406,3.7478266,10.839386,-38.30978,15.587484,-20.802254,94.43039,2.1947925,0.97033185,-28.567537,1.591812,-3.7994711,-83.61317,-83.85994,-6.012242
4525,-65.69473,-2.6498888,-59.8797,-76.580444,-22.817165,-4.617963,-89.21274,3.7377932,10.859096,-38.296253,15.587937,-20.807661,94.42089,2.1948836,0.97014576,-28.573494,1.5915632,-3.7995079,-83.6079,-83.85671,-6.015807
4538,-65.70928,-2.6488295,-59.872734,-76.57994,-22.806255,-4.6266127,-89.21271,3.7179189,10.87883,-38.283886,15.589097,-20.805603,94.411385,2.1949747,0.9699597,-28.579449,1.5913146,-3.7995455,-83.60216,-83.850044,-6.0234485
4550,-65.69649,-2.6465428,-59.870274,-76.570206,-22.799522,-4.6315875,-89.2113,3.7026024,10.904102,-38.278305,15.590648,-20.80505,94.40151,2.1901772,0.9646927,-28.585405,1.5910658,-3.7995815,-83.60291,-83.84994,-6.023156
4562,-65.70748,-2.6428342,-59.8658,-76.569954,-22.794065,-4.635912,-89.20998,3.6876009,10.928741,-38.257988,15.590711,-20.808954,94.392006,2.1950178,0.96963495,-28.590374,1.5911021,-3.7998304,-83.59762,-83.84672,-6.02672
4574,-65.70569,-2.6368408,-59.858864,-76.56945,-22.783155,-4.644562,-89.20988,3.6723773,10.944173,-38.246822,15.593812,-20.807842,94.39237,2.1904058,0.9644591,-28.596329,1.5908535,-3.799868,-83.59232,-83.84349,-6.0302844
4588,-65.71668,-2.6331317,-59.85438,-76.5692,-22.777699,-4.648887,-89.20856,3.6573749,10.968811,-38.23446,15.594971,-20.805786,94.38286,2.1904964,0.9642734,-28.602283,1.5906049,-3.7999048,-83.58701,-83.84025,-6.03385
4599,-65.71489,-2.6271384,-59.84744,-76.55822,-22.77157,-4.655115,-89.20724,3.647342,10.988519,-38.224056,15.591799,-20.802711,94.37299,2.1904485,0.9641353,-28.608238,1.5903561,-3.7999413,-83.58169,-83.83702,-6.037416
4612,-65.72587,-2.62343,-59.84296,-76.55771,-22.760654,-4.6637645,-89.20584,3.6320174,11.013788,-38.209328,15.590309,-20.807169,94.363495,2.1952908,0.96907645,-28.619167,1.5901437,-3.800227,-83.59073,-83.84038,-6.03443
4625,-65.7131,-2.6211457,-59.840504,-76.55746,-22.755203,-4.6680903,-89.20581,3.6171126,11.028585,-38.20374,15.591862,-20.806616,94.36384,2.1954288,0.96902865,-28.62512,1.5898948,-3.8002636,-83.58539,-83.83714,-6.0379977
4680,-65.78066,-2.525545,-59.72813,78.43832,1.9158927,-20.835846,-89.19034,3.5508513,11.133,-37.92423,15.486082,-20.80299,94.14412,2.182092,0.9692972,-28.654081,1.5821666,-3.798932,-83.56457,-83.82409,-6.051984
4726,-65.79857,-2.507334,-59.71624,-76.47909,-22.559938,-4.830541,-89.15392,3.2120063,11.656135,-37.9309,15.420796,-20.798069,94.11553,2.1823635,0.9687415,-28.838585,1.5759145,-3.8013566,-83.49969,-83.77556,-6.1088343
4738,-65.79857,-2.507334,-59.71624,-76.478836,-22.55448,-4.8348684,-89.15257,3.2019734,11.675818,-37.932434,15.408233,-20.794165,94.106,2.1824536,0.9685561,-28.843596,1.5759494,-3.8016055,-83.49402,-83.77227,-6.112426
4750,-65.7967,-2.5013428,-59.70927,-76.478584,-22.549015,-4.839195,-89.15256,3.1920397,11.68567,-37.937984,15.385208,-20.795372,94.09646,2.182544,0.968371,-28.849531,1.5757008,-3.801641,-83.49433,-83.7722,-6.1121244
4763,-65.80763,-2.4976285,-59.70478,-76.46884,-22.542282,-4.844152,-89.15114,3.1816347,11.705998,-37.94276,15.368471,-20.79853,94.0968,2.1826816,0.96832335,-28.855469,1.5754522,-3.8016765,-83.48865,-83.768906,-6.115718
4774,-65.79483,-2.4953544,-59.702305,-76.46859,-22.53682,-4.8484793,-89.14979,3.1716015,11.725682,-37.937576,15.355513,-20.793123,94.08693,2.1826344,0.9681856,-28.861725,1.5769557,-3.7949426,-83.491394,-83.769005,-6.1166606
4786,-65.80575,-2.4916382,-59.697815,-76.46834,-22.531355,-4.8528066,-89.149765,3.1616683,11.735531,-37.93676,15.340319,-20.795736,94.07739,2.1827247,0.96800035,-28.872355,1.5749897,-3.8019962,-83.49167,-83.76893,-6.1163645
4799,-65.80786,-2.4964278,-59.69375,-76.46809,-22.525896,-4.8571334,-89.14834,3.1512597,11.755857,-37.944664,15.319923,-20.790407,94.06787,2.1828146,0.96781486,-28.878613,1.5764941,-3.7952619,-83.48595,-83.76563,-6.1199574
4813,-65.805984,-2.4904392,-59.686783,-76.467834,-22.520433,-4.8614597,-89.14832,3.141326,11.765705,-37.943844,15.304727,-20.793016,94.05787,2.1878848,0.9629088,-28.884544,1.576246,-3.7952976,-83.480225,-83.76234,-6.123553
4824,-65.805984,-2.4904392,-59.686783,-76.46758,-22.514969,-4.865788,-89.14697,3.131293,11.785389,-37.94863,15.287989,-20.796165,94.058205,2.1880226,0.9628608,-28.89048,1.5759977,-3.795333,-83.48047,-83.76227,-6.1232533
