millis,A0,A1,A2,B0,B1,B2,C0,C1,C2,D0,D1,D2,E0,E1,E2,F0,F1,F2,G0,G1,G2,H0,H1,H2,I0,I1,I2,J0,J1,J2
2079,-13.142663,-44.571804,-34.530323,132.7303,-41.61412,-44.500927,-35.76505,1.8279767,2.8421264,-30.778578,18.229359,0.023715874,-48.674572,-2.232275,6.315839,-66.06224,11.216522,1.4083781,30.364452,-4.212622,20.40461,86.18455,-1.1570683,1.2160993,-55.799248,0.32828495,-13.4215765,165.64406,-7.586939,-43.21981
2108,-13.303685,-45.059124,-34.708195,132.82501,-41.63845,-44.522846,-35.764854,1.8301184,2.848778,-30.74853,18.227654,0.021605102,-48.690464,-2.2158206,6.316798,-66.07617,11.216549,1.4068376,30.370205,-4.2137513,20.404005,86.20511,-1.1671752,1.2161282,-55.814697,0.3264568,-13.421568,165.65288,-7.5597754,-43.267265
2134,-13.4146805,-45.433693,-34.870663,132.87982,-41.69409,-44.50785,-35.764854,1.8301184,2.848778,-30.718485,18.22595,0.01949343,-48.706173,-2.205718,6.3206267,-66.0899,11.21072,1.4090904,30.375956,-4.2148814,20.403402,86.23561,-1.162715,1.2108357,-55.83015,0.3246286,-13.42156,165.70059,-7.540223,-43.28651
2152,-13.407715,-45.68395,-34.978172,132.91997,-41.74573,-44.4826,-35.764854,1.8301184,2.848778,-30.694145,18.217283,0.018062845,-48.714607,-2.2049048,6.3205543,-66.11299,11.2113695,1.4072506,30.392576,-4.217715,20.403305,86.25636,-1.1629359,1.2105393,-55.8456,0.32280043,-13.421552,42.88688,62.62295,25.60456
2164,-13.349567,-45.91319,-34.97898,132.9718,-41.759476,-44.484417,-35.764854,1.8301184,2.848778,-30.664085,18.21558,0.015947692,-48.731373,-2.2069547,6.314526,-66.12691,11.211396,1.4057108,30.398327,-4.2188435,20.4027,86.27677,-1.1631513,1.2103455,-55.861046,0.3209723,-13.421541,-57.441944,-47.263664,39.63586
2176,-13.266279,-46.0913,-34.9263,133.05144,-41.765865,-44.514545,-35.764854,1.8301184,2.848778,-30.634682,18.215628,0.02051234,-48.7431,-2.2128615,6.3177724,-66.15236,11.211747,1.4032507,30.404078,-4.219973,20.402096,86.307396,-1.1634743,1.2100544,-55.876083,0.3252583,-13.42482,-46.562317,71.499626,-17.47253
2200,-12.901007,-43.507095,-39.866035,133.33421,-41.810726,-44.676033,-35.765022,1.8367739,2.846626,-30.57544,18.22065,0.021213273,-48.767654,-2.2111974,6.318037,-66.179985,11.205947,1.4039692,30.420698,-4.2228065,20.401999,86.35821,-1.1738975,1.20988,-55.90799,0.33101282,-13.421972,17.001356,19.526514,-65.35959
2244,-14.422072,-41.38161,-41.173958,133.79106,-41.94375,-44.891068,-35.76521,1.834632,2.8399744,-30.484922,18.208862,0.016604284,-48.811832,-2.2090507,6.319079,-66.231094,11.191171,1.4008216,30.610268,-4.218042,20.406368,86.420685,-1.1251217,1.2076604,-55.954933,0.34105274,-13.422413,-59.19271,32.79833,-53.55139
2261,-14.625864,-40.667416,-41.385696,133.83243,-42.04262,-44.85428,-35.76521,1.834632,2.8399744,-30.461727,18.215307,0.018355606,-48.81584,-2.2149925,6.3219223,-66.245224,11.175725,1.4010571,30.616001,-4.2191696,20.405762,86.44088,-1.1301249,1.2125674,-55.979225,0.33274278,-13.41984,52.929085,58.875137,25.79064
2278,-14.734694,-40.10404,-41.369965,133.84474,-42.157383,-44.77971,-35.76521,1.834632,2.8399744,-30.434372,18.23887,0.031070627,-48.832405,-2.2233963,6.3187766,-66.270645,11.176071,1.3986044,30.620642,-4.213659,20.407133,86.47145,-1.1304477,1.2122847,-55.99466,0.3309148,-13.41983,-78.7714,-52.818306,33.846584
2292,-14.8011,-39.761555,-41.18368,133.90485,-42.265575,-44.747334,-35.76521,1.834632,2.8399744,-30.411573,18.255083,0.038573243,-48.84496,-2.22586,6.312788,-66.28454,11.176094,1.3970695,30.632626,-4.2220035,20.405659,86.49183,-1.1306629,1.2120959,-56.009686,0.33519742,-13.423116,16.932205,-33.953316,53.090908
2302,-14.802898,-39.62539,-40.767925,134.0722,-42.30153,-44.839523,-35.759808,1.8345015,2.8401341,-30.382376,18.261799,0.041412115,-48.860886,-2.2313576,6.3160067,-66.298416,11.176119,1.3955345,30.639456,-4.2297707,20.40307,86.51252,-1.1308846,1.2118062,-56.025112,0.33336896,-13.423104,-28.349138,-42.388504,45.7234
2340,-14.291397,-39.3241,-38.965187,134.8067,-42.085583,-45.501614,-35.71571,1.8291199,2.8275263,-30.292652,18.258419,0.041770387,-49.190063,-2.3369331,6.2709894,-66.35825,11.171577,1.3941349,30.661251,-4.2506094,20.411566,86.59319,-1.171287,1.212213,-56.071392,0.32788387,-13.423071,27.245064,39.222427,-42.808464
2360,-14.046037,-39.19314,-38.54693,135.06456,-41.96599,-45.75892,-35.71571,1.8291199,2.8275263,-30.26159,18.2483,0.03470291,-49.206158,-2.3360877,6.2713394,-66.37195,11.165756,1.3964088,30.673557,-4.2275476,20.396536,86.623535,-1.1865845,1.2074083,-56.085377,0.32274768,-13.4291725,-5.5356793,83.32981,-4.0219116
2378,-13.841262,-39.125786,-38.24873,135.32329,-41.834465,-46.01872,-35.71571,1.8291199,2.8275263,-30.224815,18.23043,0.029632341,-49.222248,-2.3352425,6.271689,-66.38816,11.16548,1.3942587,30.68417,-4.237693,20.401642,86.64327,-1.211368,1.2128685,-56.1008,0.32091856,-13.429159,-13.637612,-3.098723,77.3597
2397,-13.650262,-39.06958,-38.057182,135.56764,-41.68286,-46.26455,-35.71571,1.8291199,2.8275263,-30.186209,18.195738,0.014627842,-49.230587,-2.3344278,6.2716303,-66.411224,11.16612,1.3924243,30.688805,-4.232182,20.403015,86.66372,-1.221472,1.2128451,-56.116215,0.31908947,-13.429145,41.564754,76.61687,-10.57295
2434,-13.202826,-38.963657,-37.93726,134.76396,-40.60376,-47.48344,-35.71571,1.8291199,2.8275263,-30.116276,18.144266,-0.005780451,-49.261257,-2.3112686,6.285573,-66.43877,11.160318,1.3931687,30.700266,-4.2344375,20.401798,86.715294,-1.1725771,1.211036,-56.14958,0.3030579,-13.439136,13.229005,16.365494,-69.7118
2454,-12.996579,-38.88525,-38.112362,135.0288,-40.36548,-47.69729,-35.720764,1.8247328,2.8361692,-30.090961,18.127203,-0.012240374,-49.276897,-2.301152,6.2893643,-66.46165,11.155116,1.3951476,30.710346,-4.221063,20.399685,86.73592,-1.167712,1.2155404,-56.16499,0.30122742,-13.439118,-52.169617,-66.96542,21.94443
2480,-12.770089,-38.753746,-38.379326,135.18031,-40.162914,-47.818935,-35.720764,1.8247328,2.8361692,-30.054884,18.11107,-0.010676637,-49.29254,-2.2910345,6.293153,-66.4755,11.155135,1.3936154,30.71498,-4.215553,20.40106,86.766136,-1.1680303,1.2153497,-56.180405,0.29939702,-13.439101,-9.813927,41.20035,-47.961246
2492,-12.570899,-38.621147,-38.65929,135.22107,-40.033634,-47.84178,-35.720734,1.8335279,2.8406723,-30.024714,18.109383,-0.012828288,-49.307995,-2.2872517,6.2998447,6.382502,-19.763014,8.234042,30.71961,-4.2100425,20.40244,86.78694,-1.1532823,1.2195833,-56.195408,0.30367184,-13.442389,-7.5972466,31.334032,58.32914
2530,-12.233573,-38.393597,-39.075085,135.01204,-40.06887,-47.577454,-35.726135,1.8336589,2.8405125,-29.965036,18.107727,-0.010442893,-49.335747,-2.270353,6.301096,-66.95739,11.123613,1.4036094,30.735146,-4.2062383,20.404322,86.819084,-1.0844102,1.217293,-56.229725,0.32216436,-13.430641,26.15935,-83.90245,4.8845425
2548,-12.114429,-38.400562,-39.080563,134.75595,-40.242382,-47.282097,-35.726135,1.8336589,2.8405125,-29.948124,18.123648,-0.003976361,-49.344063,-2.2695389,6.301028,-66.97205,11.104356,1.3981476,30.741161,-4.1989226,20.399117,86.84948,-1.0799178,1.2120423,-56.246563,0.3236512,-13.424519,31.353998,22.36297,49.567757
2572,-12.01527,-38.4913,-38.9788,134.4511,-40.463966,-46.926056,-35.72597,1.8270031,2.8426623,-29.920952,18.153856,0.0071081156,-49.35643,-2.278367,6.297961,-66.98565,11.098546,1.4004624,30.74798,-4.2066875,20.396523,86.86999,-1.0702454,1.2115941,-56.26196,0.32182264,-13.4245,4.0922256,23.60353,65.09936
2592,-11.893446,-38.640713,-38.776466,134.11095,-40.713795,-46.52291,-35.720573,1.8268721,2.842822,-29.898005,18.170038,0.014659621,-49.369415,-2.290133,6.2885485,-67.01137,11.089237,1.3960611,30.75779,-4.2017546,20.399012,86.89057,-1.0704683,1.2113166,-56.276962,0.32609704,-13.427797,47.083344,88.49273,1.4871085
2607,-11.708025,-38.821136,-38.48585,133.8044,-40.95894,-46.13278,-35.720764,1.8247328,2.8361692,-29.868975,18.183443,0.015798949,-49.37798,-2.3049254,6.2879543,-67.02515,11.089253,1.3945379,30.764608,-4.209519,20.396414,86.92078,-1.0707808,1.2111462,-56.292362,0.32426804,-13.42778,-52.074017,77.778725,-4.272671
2626,-11.480383,-39.05305,-38.08425,133.59026,-41.131535,-45.823265,-35.720764,1.8247328,2.8361692,-29.840614,18.19855,0.023637287,-49.389904,-2.3044844,6.2883296,-67.04751,11.093695,1.3985165,30.770332,-4.210646,20.395807,86.941154,-1.0808899,1.2111297,-56.307762,0.32243913,-13.427764,32.384377,63.15582,-26.844175
