millis,A0,A1,A2,B0,B1,B2,C0,C1,C2,D0,D1,D2
6100,64.43698,-81.35176,1.3019298,-148.17989,36.131203,-14.354112,0.0,0.0,0.0,-70.05276,33.13479,-32.798405
6108,64.37597,-81.34213,1.2771122,-148.3853,35.764557,-14.288035,90.86959,-11.173724,2.0604842,-70.14968,33.292854,-32.63814
6119,64.33315,-81.33688,1.2509204,-148.59325,35.390472,-14.216685,90.76779,-10.564204,1.9407198,-70.23592,33.46247,-32.4619
6130,64.28913,-81.32626,1.2255999,-148.79442,35.025764,-14.149084,90.69907,-9.936367,1.8462337,-70.27672,33.614567,-32.26503
6137,64.239235,-81.320915,1.203909,-148.9929,34.660896,-14.080627,90.63839,-9.354096,1.7741281,-70.24856,33.75296,-32.036236
6147,64.20415,-81.31558,1.1784159,-149.18867,34.29588,-14.0113125,90.58421,-8.866514,1.7045655,-70.200485,33.92523,-31.793276
6156,64.13384,-81.30551,1.152858,-149.38506,33.92415,-13.943036,90.58602,-8.360192,1.6498493,-70.16869,34.136803,-31.553892
6173,64.08901,-81.29464,1.1275047,-149.56784,33.559505,-13.869822,90.646324,-7.8300023,1.5861512,-70.074425,34.334892,-31.301088
6180,64.044914,-81.28899,1.1012769,-149.75694,33.196224,-13.798274,90.69065,-7.3590045,1.503562,-69.941284,34.519974,-31.048105
6188,64.00245,-81.283485,1.0802777,-149.9418,32.83363,-13.732287,90.73238,-6.9080772,1.4019642,-69.81986,34.714,-30.801563
6198,63.957973,-81.27772,1.0540397,-150.12576,32.470093,-13.659115,90.78317,-6.43713,1.2898699,-69.6608,34.869,-30.554287
6208,63.906487,-81.272,1.0323077,-150.30719,32.106438,-13.585131,90.79979,-6.015481,1.1599905,-69.45942,34.999374,-30.29726
6216,63.86347,-81.26635,1.0112952,-150.48737,31.7447,-13.510638,90.79169,-5.632925,1.0303752,-69.289215,35.12833,-30.050253
6226,63.818363,-81.260414,0.9850426,-150.66208,31.389452,-13.433535,90.79222,-5.2112837,0.9204926,-69.142944,35.271458,-29.791174
6237,63.773052,-81.254395,0.9587846,-150.8297,31.028053,-13.355431,90.769646,-4.779816,0.8410227,-68.99927,35.401505,-29.529541
6247,63.729485,-81.248604,0.93775946,-151.00246,30.665945,-13.278615,90.74345,-4.3732862,0.76626265,-68.88586,35.54705,-29.274408
6258,63.68279,-81.23717,0.9123375,-151.17125,30.304628,-13.207478,90.74579,-3.9126036,0.7150876,-68.75928,35.6702,-29.018263
6269,63.638893,-81.23128,0.8913022,-151.34044,29.944256,-13.129446,90.72513,-3.4767041,0.6694244,-68.59225,35.742027,-28.752102
6279,63.592762,-81.22501,0.865023,-151.5045,29.590412,-13.048883,90.66086,-3.1246846,0.60939914,-68.43384,35.835175,-28.494982
6290,63.54851,-81.21904,0.84398,-151.66747,29.23073,-12.975835,90.63523,-2.7334185,0.55808854,-68.32462,35.969772,-28.2543
6299,63.501976,-81.21266,0.8176911,-151.81932,28.877256,-12.891905,90.63907,-2.2779994,0.5013768,-68.21482,36.096695,-28.021166
6306,63.455223,-81.206215,0.79139626,-151.97635,28.525902,-12.816009,90.630745,-1.8274623,0.4398249,-68.14456,36.24562,-27.807041
