millis,A0,A1,A2,B0,B1,B2,C0,C1,C2,D0,D1,D2,E0,E1,E2,F0,F1,F2,G0,G1,G2,H0,H1,H2,I0,I1,I2,J0,J1,J2
6436,-5.8465915,3.6726272,5.341826,-61.0079,49.469078,-35.813198,-177.99312,36.11834,3.1050956,124.52088,42.762436,-34.6176,94.193474,79.264626,8.353678,112.25931,80.7401,3.9277577,-119.07714,-35.19095,34.589657,-61.44494,-59.76213,7.5533566,-119.84433,-73.58694,4.556863,-138.79735,-69.06002,1.956305
6457,-5.8465915,3.6726272,5.341826,-53.130962,49.005714,-32.883663,-178.015,36.084167,3.0915632,127.56075,40.39038,-34.266174,94.209206,79.272896,8.360068,112.173004,80.750656,3.927357,-119.056625,-35.21368,34.621677,-61.470024,-59.756073,7.557022,-119.84433,-73.58694,4.556863,-138.63995,-69.06944,1.955655
6476,-5.846789,3.6792767,5.3344846,-51.842583,48.83567,-30.087648,-178.05028,36.04754,3.0889614,129.974,37.952892,-33.808327,94.19304,79.25858,8.358026,112.1328,80.73261,3.9334986,-118.98889,-35.224804,34.647106,-61.495087,-59.752308,7.568162,-119.83307,-73.59151,4.5572467,-138.50545,-69.069336,1.9604145
6497,-5.8466496,3.6789517,5.327511,-52.502766,48.28029,-27.640507,-178.07481,36.047245,3.104576,131.69318,35.559696,-33.424282,94.187065,79.24713,8.363111,112.047134,80.74317,3.9330845,-118.8993,-35.165165,34.667217,-61.517746,-59.761898,7.566195,-119.83449,-73.58628,4.560013,-138.37836,-69.06287,1.9565328
6522,-5.846789,3.6792767,5.3344846,-53.326405,46.57279,-25.878439,-178.10243,36.069912,3.105031,132.73016,33.35596,-33.086044,94.18201,79.25211,8.3597765,111.976456,80.738686,3.940544,-118.827194,-35.131035,34.63164,-61.555912,-59.75863,7.5713525,-119.82073,-73.591866,4.558464,-138.25691,-69.05702,1.9622712
6541,-5.8466496,3.6789517,5.327511,-55.244335,44.482876,-24.849253,-178.1243,36.06992,3.1139944,132.94475,31.83803,-32.675434,94.20246,79.24947,8.372465,111.91073,80.73967,3.9421003,-118.77302,-35.131866,34.565765,-61.600098,-59.771877,7.5790067,-119.81343,-73.58696,4.5570908,-138.11343,-69.060715,1.9625734
6560,-5.8537374,3.6795912,5.334243,-59.20045,43.758495,-24.217539,-178.16241,36.055077,3.1183624,132.5401,31.041,-32.218056,94.202324,79.24939,8.373843,111.83678,80.74186,3.9391468,-118.74043,-35.140602,34.53472,-61.63632,-59.787216,7.572763,-119.8058,-73.59149,4.552118,-137.97565,-69.065056,1.9724798
6583,-5.86049,3.673258,5.341344,-64.58966,44.740814,-23.659124,-178.17908,36.056828,3.091926,131.70338,30.66279,-31.859041,94.18099,79.241356,8.369365,111.724045,80.75884,3.9329333,-118.72414,-35.14005,34.560505,-61.65544,-59.801964,7.561807,-119.79488,-73.58663,4.5561028,-137.82599,-69.07514,1.9813895
6602,-5.8675766,3.6738997,5.348075,-69.621605,45.646236,-23.464378,-178.20131,36.059135,3.056676,130.62273,30.38932,-31.549831,94.16023,79.24379,8.359441,111.6439,80.77048,3.9273105,-118.72189,-35.151665,34.617603,-61.655922,-59.802647,7.548546,-119.77746,-73.58726,4.547825,-137.69385,-69.07507,1.9861426
6622,-5.874326,3.6675675,5.3551764,-73.1543,45.08059,-23.6683,-178.22351,36.061417,3.0214257,129.92413,29.903046,-31.448444,94.14966,79.24203,8.355972,111.5519,80.782265,3.922306,-118.74598,-35.147026,34.658962,-61.663265,-59.790745,7.5458064,-119.76514,-73.58762,4.549042,-137.56302,-69.06908,1.9879558
