millis,A0,A1,A2,B0,B1,B2,C0,C1,C2,D0,D1,D2,E0,E1,E2,F0,F1,F2,G0,G1,G2,H0,H1,H2,I0,I1,I2,J0,J1,J2,K0,K1,K2,L0,L1,L2
4484,-108.56238,32.895615,-10.862965,-111.77425,37.02318,-7.720744,-54.67794,6.3108,-14.58514,-153.75903,10.083195,-1.5466089,-72.26601,-0.31226137,-11.348865,-23.552774,-1.0332141,-4.372343,50.60207,-4.568091,-10.453059,125.59242,-5.511305,-3.4396224,-7.51747,-45.00119,-18.808617,122.97033,-19.81057,-9.962894,-74.97234,4.819156,-5.5947833,-124.09344,-15.812854,-4.08584
4504,-108.56674,32.92562,-10.8758135,-111.770035,37.088436,-7.736897,-54.673195,6.35308,-14.582259,-153.7556,10.111908,-1.5471069,-72.26234,-0.25440904,-11.330111,-23.547503,-0.9809317,-4.3616014,50.608665,-4.539123,-10.432014,125.60217,-5.4669585,-3.415606,-7.468907,-44.99116,-18.760172,122.97235,-19.78173,-9.909507,-74.97271,4.8068357,-5.576574,-124.08502,-15.812157,-4.1182046
4523,-108.57154,32.95848,-10.909106,-111.77092,37.13454,-7.757127,-54.668774,6.366236,-14.588534,-153.74535,10.133785,-1.5485535,-72.25552,-0.22574623,-11.315798,-23.548141,-0.9766611,-4.3410797,50.61271,-4.5294466,-10.404262,125.61129,-5.4320087,-3.3945754,-7.4690413,-45.003365,-18.737736,122.958,-19.766445,-9.892418,-74.97242,4.8025746,-5.582136,-124.087364,-15.802799,-4.1212626
4544,-108.56792,32.97119,-10.915251,-111.77453,37.1288,-7.7609687,-54.671345,6.3558826,-14.591557,-153.74588,10.132247,-1.5417675,-72.25344,-0.24520507,-11.318769,-23.542616,-0.9969417,-4.3368964,50.613472,-4.538746,-10.400903,125.61047,-5.4381056,-3.3757548,-7.4768753,-45.010506,-18.744143,122.95262,-19.757225,-9.903878,-74.984955,4.807227,-5.5868564,-124.08913,-15.79668,-4.1181417
4566,-108.56992,32.9662,-10.904183,-111.77115,37.112587,-7.7465653,-54.671345,6.3558826,-14.591557,-153.75342,10.132291,-1.5423906,-72.2524,-0.2549344,-11.320253,-23.542902,-1.01205,-4.340873,50.609116,-4.5457,-10.403863,125.61905,-5.444417,-3.3885508,-7.4951572,-45.02713,-18.761549,122.95124,-19.773888,-9.918191,-74.99488,4.8225675,-5.590178,-124.08675,-15.799197,-4.111302
4587,-108.55039,32.95683,-10.875307,-111.77064,37.085167,-7.7315173,-54.677246,6.346018,-14.579091,-153.75342,10.132291,-1.5423906,-72.25327,-0.27082154,-11.317195,-23.543192,-1.0271581,-4.344849,50.60882,-4.551963,-10.406807,125.61777,-5.463203,-3.394542,-7.493944,-45.03244,-18.770824,122.951546,-19.80456,-9.91768,-74.99425,4.825095,-5.6097345,-124.09511,-15.80312,-4.104378
4608,-108.5449,32.943645,-10.867173,-111.762436,37.081226,-7.7240314,-54.675045,6.350277,-14.572954,-153.76295,10.117207,-1.5393705,-72.25344,-0.2764329,-11.313072,-23.549173,-1.0122968,-4.3407583,50.60882,-4.551963,-10.406807,125.61712,-5.4725957,-3.397538,-7.4718146,-45.018738,-18.76179,122.95047,-19.804596,-9.902365,-74.99425,4.825095,-5.6097345,-124.08553,-15.802064,-4.120602
4628,-108.541275,32.956356,-10.873321,-111.764145,37.102108,-7.7283225,-54.674316,6.362465,-14.579185,-153.7617,10.12554,-1.5445853,-72.25257,-0.26054603,-11.316131,-23.542368,-0.99009895,-4.338329,50.613472,-4.538746,-10.400903,125.624825,-5.4596066,-3.3886993,-7.4496937,-45.00503,-18.752752,122.95336,-19.784842,-9.897428,-74.98344,4.8242574,-5.599478,-124.07777,-15.80174,-4.137486
4649,-108.54923,32.967407,-10.890832,-111.76694,37.121593,-7.7481027,-54.66841,6.3723307,-14.591645,-153.75899,10.147461,-1.5466565,-72.25466,-0.24108715,-11.313161,-23.542368,-0.99009895,-4.338329,50.61376,-4.532483,-10.397957,125.64238,-5.434144,-3.3866608,-7.4478374,-45.012596,-18.745722,122.94882,-19.76951,-9.897007,-74.984024,4.832781,-5.5883536,-124.07067,-15.801796,-4.1388907
4670,-108.55293,32.96733,-10.899488,-111.75948,37.123116,-7.7451024,-54.667652,6.3568506,-14.591608,-153.7597,10.140666,-1.548228,-72.241234,-0.25957865,-11.316006,-23.537128,-1.0254887,-4.3381243,50.613174,-4.545008,-10.403846,125.65118,-5.4341106,-3.3870509,-7.463337,-45.04058,-18.75074,122.94595,-19.789265,-9.901943,-74.984,4.8383083,-5.59257,-124.07005,-15.798198,-4.1289296
4696,-108.54659,32.94857,-10.886902,-111.75838,37.098965,-7.735437,-54.662476,6.3343887,-14.587435,-153.76295,10.117207,-1.5393705,-72.24788,-0.29480034,-11.316886,-23.537876,-1.0460173,-4.3338284,50.614697,-4.5636053,-10.397125,125.655914,-5.4617443,-3.380793,-7.4585714,-45.0473,-18.753754,122.943634,-19.79846,-9.9044485,-74.994514,4.834884,-5.6083894,-124.08021,-15.796007,-4.1188846
4713,-108.53825,32.941048,-10.874569,-111.75077,37.091755,-7.7225733,-54.665077,6.3470645,-14.578175,-153.76295,10.117207,-1.5393705,-72.24788,-0.29480034,-11.316886,-23.537374,-1.0323316,-4.3366923,50.614697,-4.5636053,-10.397125,125.65527,-5.471136,-3.383792,-7.447067,-45.02936,-18.763515,122.952385,-19.798452,-9.9058,-75.00595,4.833194,-5.599091,-124.079544,-15.795629,-4.1343656
4734,-108.53949,32.943104,-10.873848,-111.759575,37.092422,-7.724679,-54.660294,6.366314,-14.587562,-153.76778,10.139173,-1.5420653,-72.240364,-0.27491975,-11.31337,-23.536379,-1.0049604,-4.3424196,50.613934,-4.554306,-10.400486,125.6558,-5.4649143,-3.386997,-7.4320226,-45.01284,-18.767008,122.952385,-19.798452,-9.9058,-75.0074,4.832743,-5.599119,-124.079544,-15.795629,-4.1343656
4755,-108.5391,32.946632,-10.879023,-111.75838,37.098965,-7.735437,-54.65993,6.372408,-14.590675,-153.76654,10.147504,-1.5472803,-72.24106,-0.25396678,-11.320129,-23.536129,-0.9981177,-4.343851,50.61724,-4.544315,-10.403831,125.665764,-5.4492664,-3.387593,-7.4103518,-45.010593,-18.766483,122.95471,-19.789251,-9.903295,-75.01708,4.8327684,-5.5995703,-124.078995,-15.798876,-4.128186
4776,-108.54033,32.942444,-10.889123,-111.76258,37.089943,-7.7338986,-54.658806,6.3630233,-14.593748,-153.76799,10.133918,-1.550423,-72.23809,-0.2575368,-11.326159,-23.53688,-1.018646,-4.339556,50.616943,-4.5505767,-10.406775,125.67271,-5.4488425,-3.3879526,-7.4120355,-45.016743,-18.76572,122.94406,-19.795404,-9.898509,-75.0182,4.8335786,-5.6093774,-124.08913,-15.79668,-4.1181417
