millis,A0,A1,A2,B0,B1,B2,C0,C1,C2,D0,D1,D2,E0,E1,E2,F0,F1,F2,G0,G1,G2,H0,H1,H2,I0,I1,I2,J0,J1,J2,K0,K1,K2,L0,L1,L2
3117,-19.235086,4.1056485,-65.1923,-27.17819,6.5388284,-81.34943,1.3156244,10.007229,-55.160202,29.023787,30.989481,-58.798565,-11.168697,21.618858,-33.66038,-2.3708951,14.320339,-65.961876,-175.11566,19.55766,-27.067661,-16.07265,16.240568,-50.083588,60.66156,22.924068,17.118227,178.8762,13.929999,-63.94597,80.32661,53.39984,-14.580887,-86.86092,-62.783432,5.5697813
3130,-19.25054,4.028256,-65.11625,-27.321203,6.5236435,-81.238045,1.3447317,9.978207,-55.108955,29.21575,31.14602,-58.653934,-11.0184355,21.620945,-33.700603,-2.010153,14.511773,-65.866806,-174.83386,19.729122,-27.028833,-15.668319,16.425213,-50.051598,60.80297,22.883945,17.202465,179.14085,14.028276,-63.96014,80.285126,53.487804,-14.53769,-86.870125,-62.897945,5.450616
3148,-19.273764,3.9554079,-65.005875,-27.448736,6.4993196,-81.12603,1.3989513,9.972131,-55.04735,29.426716,31.329348,-58.48123,-10.903073,21.6092,-33.739384,-1.6701897,14.689949,-65.78256,-174.5143,19.919693,-27.010334,-15.251636,16.602575,-50.021637,60.944077,22.849289,17.289536,179.3688,14.10092,-63.97569,80.25878,53.58046,-14.48135,-86.86041,-63.001865,5.306
3172,-19.30371,3.882078,-64.87433,-27.574411,6.479687,-81.01492,1.5048069,10.010168,-54.977165,29.65617,31.530968,-58.289696,-10.815794,21.594122,-33.769073,-1.3633956,14.853286,-65.70476,-174.17064,20.114485,-26.999743,-14.859519,16.786797,-49.9813,61.091343,22.82571,17.364307,179.55484,14.160307,-63.982033,80.248085,53.683105,-14.407097,-86.834045,-63.104225,5.137535
3192,-19.343111,3.8163204,-64.71097,-27.621336,6.466051,-80.90179,1.6480346,10.086375,-54.890938,29.879868,31.725256,-58.105434,-10.759318,21.577566,-33.783157,-1.0813434,14.998214,-65.6396,-173.81624,20.318352,-26.993927,-14.469539,16.970968,-49.94251,61.224808,22.812166,17.427399,179.70576,14.200192,-63.996536,80.26303,53.808796,-14.300751,-86.80604,-63.205013,4.9631357
3217,-19.377903,3.7372882,-64.542015,-27.663706,6.45163,-80.787254,1.8219548,10.189641,-54.786747,30.095007,31.916786,-57.922688,-10.712461,21.552374,-33.79841,-0.84438044,15.112132,-65.588844,-173.47195,20.5145,-26.982327,-14.100054,17.142967,-49.914627,61.376915,22.834772,17.476395,179.83128,14.222996,-64.01702,80.31348,53.946774,-14.162141,-86.78093,-63.305542,4.7972717
3244,-19.404718,3.6594217,-64.384,-27.669256,6.4440312,-80.67071,2.0416796,10.33265,-54.680202,30.29808,32.09492,-57.75224,-10.662162,21.53262,-33.797176,-0.63752675,15.2018795,-65.55543,-173.13443,20.708998,-26.970955,-13.759955,17.294033,-49.888233,61.53755,22.887379,17.510624,179.93202,14.220529,-64.05752,80.39229,54.09813,-13.985596,-86.7505,-63.405807,4.6233926
3259,-19.40094,3.619071,-64.21944,-27.647343,6.4729853,-80.53562,2.3181205,10.516396,-54.5755,30.475513,32.25744,-57.595516,-10.577216,21.526798,-33.797356,-0.46497893,15.270377,-65.530525,-172.82204,20.88503,-26.964401,-13.447035,17.421547,-49.87298,61.726162,22.982466,17.539219,-179.99635,14.202788,-64.10136,80.487335,54.242428,-13.780519,-86.722885,-63.50162,4.454607
3278,-19.397894,3.569077,-64.062775,-27.587227,6.498895,-80.40994,2.6281857,10.713752,-54.482204,30.622808,32.39491,-57.462494,-10.468719,21.511877,-33.80634,-0.31071785,15.315824,-65.53066,-172.5298,21.036537,-26.960724,-13.162715,17.51994,-49.85852,61.93453,23.111872,17.548777,-179.9518,14.179368,-64.13343,80.58708,54.378044,-13.576444,-86.68891,-63.58355,4.287831
3299,-19.386637,3.5141778,-63.91108,-27.45236,6.5179925,-80.31286,2.955848,10.92415,-54.390453,30.727108,32.500366,-57.359833,-10.331023,21.499687,-33.822323,-0.17641428,15.340021,-65.546135,-172.26581,21.15578,-26.970634,-12.921693,17.596416,-49.85951,62.15668,23.264242,17.547865,-179.92534,14.151381,-64.14991,80.683975,54.500805,-13.37245,-86.6528,-63.647453,4.1278176
