millis,A0,A1,A2,B0,B1,B2,C0,C1,C2,D0,D1,D2,E0,E1,E2,F0,F1,F2,G0,G1,G2,H0,H1,H2,I0,I1,I2,J0,J1,J2
2125,-47.330894,-1.0373557,-1.9661622,131.86267,3.604774,-0.2979385,0.45017406,-2.4789803,0.73885673,-3.3307161,7.9654818,-1.0714693,-31.017962,-0.18380524,5.258941,-84.16957,6.0961766,-0.80349576,18.145609,11.177728,-4.444202,128.12761,-2.3185766,1.1812215,-119.66732,1.7502154,-2.8979585,162.0189,5.3004184,3.5129588
2202,-47.335236,-1.0374402,-1.9660561,131.86267,3.604774,-0.2979385,0.45017406,-2.4789803,0.73885673,-3.3307679,7.9585085,-1.0712731,-31.017962,-0.18380524,5.258941,-84.16957,6.0961766,-0.80349576,18.145609,11.177728,-4.444202,128.12761,-2.3185766,1.1812215,-119.66732,1.7502154,-2.8979585,162.0189,5.3004184,3.5129588
2286,-47.33515,-1.0310346,-1.9688658,131.86267,3.604774,-0.2979385,0.45032465,-2.4790044,0.7458494,-3.3307679,7.9585085,-1.0712731,-31.023735,-0.18349314,5.258866,-84.16996,6.091495,-0.8086862,18.145609,11.177728,-4.444202,128.1208,-2.3185456,1.1814439,-119.667206,1.7597721,-2.9004784,162.0189,5.3004184,3.5129588
2305,-47.33515,-1.0310346,-1.9688658,131.86267,3.604774,-0.2979385,0.45032465,-2.4790044,0.7458494,-3.3312647,7.9587226,-1.0642986,-31.023735,-0.18349314,5.258866,-84.16957,6.0961766,-0.80349576,18.145609,11.177728,-4.444202,128.1208,-2.3185456,1.1814439,-119.667206,1.7597721,-2.9004784,162.0189,5.3004184,3.5129588
2351,-47.33515,-1.0310346,-1.9688658,131.86267,3.604774,-0.2979385,0.45032465,-2.4790044,0.7458494,-3.3312137,7.965695,-1.0644948,-31.023735,-0.18349314,5.258866,-84.16996,6.091495,-0.8086862,18.145609,11.177728,-4.444202,128.1208,-2.3185456,1.1814439,-119.667206,1.7597721,-2.9004784,162.0189,5.3004184,3.5129588
2449,-47.335236,-1.0374402,-1.9660561,131.86267,3.604774,-0.2979385,0.45032465,-2.4790044,0.7458494,-3.3382452,7.9656167,-1.0649788,-31.023735,-0.18349314,5.258866,-84.17052,6.096393,-0.81360286,18.145609,11.177728,-4.444202,128.1209,-2.3154855,1.1877338,-119.667206,1.7597721,-2.9004784,162.01904,5.294578,3.520955
2551,-47.339775,-1.0347185,-1.9595464,131.86281,3.6019254,-0.30432314,0.45032465,-2.4790044,0.7458494,-3.3382452,7.9656167,-1.0649788,-31.023476,-0.19022347,5.2607403,-84.17052,6.096393,-0.81360286,18.14525,11.170845,-4.445313,128.121,-2.3124256,1.1940235,-119.66732,1.7537264,-2.9039989,162.01904,5.294578,3.520955
2650,-47.33968,-1.0283133,-1.9623564,131.86281,3.6019254,-0.30432314,0.4571736,-2.479025,0.73870534,-3.3377993,7.9584274,-1.0717565,-31.023214,-0.19695382,5.262614,-84.17052,6.096393,-0.81360286,18.145983,11.178736,-4.4510684,128.121,-2.3124256,1.1940235,-119.667206,1.7597721,-2.9004784,162.01904,5.294578,3.520955
2750,-47.34709,-1.0376308,-1.966034,131.86281,3.6019254,-0.30432314,0.45737025,-2.4860423,0.74566895,-3.3382962,7.958643,-1.064782,-31.023214,-0.19695382,5.262614,-84.17053,6.1015754,-0.8182765,18.145983,11.178736,-4.4510684,128.121,-2.3124256,1.1940235,-119.667206,1.7597721,-2.9004784,162.01904,5.294578,3.520955
2853,-47.347008,-1.0312253,-1.9688444,131.86281,3.6019254,-0.30432314,0.4571736,-2.479025,0.73870534,-3.344779,7.965321,-1.0724369,-31.023214,-0.19695382,5.262614,-84.18037,6.0966353,-0.8138887,18.140095,11.186451,-4.45754,128.1209,-2.3154855,1.1877338,-119.66732,1.7537264,-2.9039989,162.01904,5.294578,3.520955
