millis,A0,A1,A2,B0,B1,B2,C0,C1,C2,D0,D1,D2,E0,E1,E2,F0,F1,F2,G0,G1,G2,H0,H1,H2,I0,I1,I2,J0,J1,J2
4256,-7.0695906,-4.6134863,8.123033,9.639769,2.134283,4.590941,43.723312,0.23613961,11.091927,18.995731,12.839192,1.1266551,-54.687275,-24.077238,12.908796,-5.0620832,0.09331681,5.1084714,123.43434,1.831855,27.959665,11.547018,-1.8890504,-3.2643006,-56.01197,-0.17766263,-20.288963,34.608448,-0.87309456,3.0834017
4335,-7.1181517,-4.6098847,8.1248,9.701354,2.1386302,4.5924854,43.681362,0.23396327,11.08949,19.151232,12.83468,1.1217088,-54.81434,-24.07543,12.908563,-5.1038055,0.09518363,5.1083536,123.39474,1.9004493,28.016253,11.6603565,-1.8935512,-3.2599864,-56.089104,-0.18538901,-20.291603,34.999165,-0.87481457,3.07592
4474,-7.208653,-4.617342,8.129423,9.828286,2.1405687,4.595574,43.593544,0.23304662,11.092814,19.413927,12.836731,1.1228172,-55.042133,-24.079218,12.911571,-5.180916,0.091645494,5.1087623,123.3273,2.024605,28.100101,11.864371,-1.8877435,-3.2633572,-56.23943,-0.17999668,-20.292698,35.67223,-0.87078506,3.0704312
4554,-7.2645597,-4.613724,8.12448,9.898486,2.1447244,4.5975256,43.55109,0.23731905,11.092991,19.558416,12.837354,1.1248945,-55.164845,-24.08475,12.913001,-5.222629,0.09351236,5.1086426,123.28756,2.0933006,28.156424,11.9776745,-1.8922572,-3.2590537,-56.323723,-0.18393035,-20.290981,36.060646,-0.8745542,3.0695887
4634,-7.314403,-4.610364,8.126751,9.96868,2.1488776,4.599483,43.502037,0.23537976,11.089927,19.713034,12.838531,1.1279314,-55.291283,-24.082941,12.91277,-5.2713532,0.09536836,5.101522,123.247314,2.1586924,28.206823,12.08875,-1.8889891,-3.260768,-56.401676,-0.17628522,-20.29427,36.448334,-0.86949116,3.0642726
4696,-7.355998,-4.607272,8.128257,10.016728,2.1468382,4.600228,43.46429,0.23901932,11.089859,19.820742,12.839396,1.126016,-55.389244,-24.093273,12.908783,-5.3060393,0.09724561,5.1084003,123.21094,2.2048397,28.241322,12.1749935,-1.8874038,-3.2553608,-56.465332,-0.1779304,-20.29102,36.74218,-0.8706558,3.0644617
4775,-7.405372,-4.6108603,8.130955,10.086907,2.1509879,4.602191,43.42075,0.2406827,11.096486,19.975235,12.840564,1.1290581,-55.515392,-24.091467,12.908558,-5.3484683,0.09182623,5.1019363,123.17063,2.2702966,28.291561,12.292622,-1.8908753,-3.2579043,-56.552406,-0.1769146,-20.292038,37.12825,-0.8677687,3.0658152
4836,-7.447397,-4.6082807,8.1255,10.143875,2.1493945,4.5963717,43.383442,0.23786946,11.093815,20.089338,12.834384,1.1267306,-55.605476,-24.086906,12.91402,-5.3835278,0.10035942,5.101505,123.134605,2.319838,28.331757,12.37185,-1.8887485,-3.2593522,-56.612537,-0.17748398,-20.289394,37.414917,-0.86882806,3.0658422
4916,-7.496778,-4.6118684,8.128204,10.207704,2.1475158,4.5906553,43.33389,0.24238187,11.09335,20.237123,12.835749,1.1290101,-55.740574,-24.080067,12.912385,-5.4252896,0.10189208,5.0944,123.10389,2.3864884,28.373545,12.489798,-1.8860344,-3.254196,-56.698936,-0.1704554,-20.293776,37.80078,-0.8636407,3.0608761
4996,-7.545283,-4.608258,8.129954,10.284998,2.1444192,4.592109,43.29288,0.24279913,11.084459,20.39214,12.838124,1.1252044,-55.865097,-24.074903,12.918359,-5.4749246,0.104084566,5.0945625,123.06344,2.4520485,28.42353,12.6031475,-1.8759089,-3.255335,-56.776714,-0.16282256,-20.297102,38.191086,-0.8585795,3.0558348
6930,-17.037624,8.21768,9.214511,6.254045,13.499858,-0.8026106,43.00475,1.3235693,11.000073,24.94846,13.128189,1.3299243,-58.139496,-23.148207,12.834875,-6.047128,0.17756109,4.418403,120.14626,6.402793,32.072018,13.068032,-1.1338712,-0.24248505,-57.8907,-1.0166974,-20.815527,48.080723,-1.1980386,1.5869126
