millis,A0,A1,A2,B0,B1,B2,C0,C1,C2,D0,D1,D2,E0,E1,E2,F0,F1,F2,G0,G1,G2,H0,H1,H2,I0,I1,I2,J0,J1,J2
3822,-6.3307014,-38.54361,-15.14846,21.389648,-40.27928,-8.561542,36.380352,15.265221,17.55032,61.99493,23.836803,11.410089,-19.412882,25.12635,4.77225,-62.2387,38.554607,-14.723302,-89.67188,56.80231,-22.538176,-21.038849,31.38011,-14.277223,-51.127335,63.758965,-20.019775,68.89193,56.717823,-29.349937
3899,-3.0803194,-26.438488,-17.133825,20.55333,-29.38059,-12.840484,37.350765,14.981453,20.06919,63.754826,22.27247,13.342374,-19.699379,25.573967,-0.58981717,-66.01145,37.51631,-19.91346,-91.15222,59.36916,-23.388233,-17.404295,33.976727,-17.462475,-50.8751,57.763523,-28.52361,59.608425,48.820656,-38.55277
3979,-3.7001193,-34.207504,-26.077757,22.338087,-39.417595,-20.074923,33.791077,15.497349,23.64399,61.09145,19.345757,17.049297,-19.844944,22.830725,-5.935166,-68.20322,30.222712,-23.212763,-90.83901,54.600082,-26.712204,-18.846668,29.375683,-20.614819,-67.63456,51.01553,-36.130817,54.78805,40.985004,-44.585396
4281,-4.589514,-23.241488,-29.042913,13.710952,-32.23055,-27.080458,28.71187,16.249231,28.65824,59.124214,17.525084,20.790894,-23.32976,18.988289,-10.659799,-74.77245,29.357243,-25.697199,-104.32676,52.93455,-32.612713,-23.481468,32.156757,-22.59972,-94.48818,53.157997,-36.14872,48.74152,40.652477,-47.760723
4659,-3.6712193,-22.202753,-6.495681,20.419611,-27.155067,-7.0644584,30.67702,16.880962,25.018272,60.8269,20.75901,17.355753,-19.830935,34.784508,8.903756,-58.19149,43.24455,-9.813707,-94.877396,65.562,-19.214464,-16.029722,38.623543,-6.3308134,-46.199703,68.43766,-18.028471,66.91425,60.11404,-28.909376
4739,-2.4649243,-17.50868,-4.266318,21.033585,-21.667583,-6.1547294,31.202475,16.962122,25.45665,61.698082,20.421017,17.501463,-24.37538,42.514977,4.949784,-64.98209,49.72099,-13.876972,-95.31178,65.33992,-19.85156,-14.831451,39.045746,-7.6097193,-51.23941,68.06457,-19.792603,62.556934,57.892677,-31.661531
4879,-2.9474728,-22.187878,-10.191459,21.129164,-25.021824,-11.226973,31.054218,17.052532,26.330055,62.225548,20.055864,18.151985,-26.100773,41.31958,-1.270956,-69.12926,44.597095,-18.706995,-90.616,58.50605,-22.27171,-15.304877,31.505514,-11.635321,-77.43362,66.0052,-23.24565,58.674778,52.556847,-36.71256
4958,-3.6955445,-27.728724,-12.201174,21.986141,-30.214832,-11.835881,30.99315,16.998959,26.220924,62.2064,20.133715,18.0128,-22.043568,33.80677,-0.17136616,-67.42759,41.039585,-17.857473,-89.5322,57.68072,-22.133293,-15.164074,30.835876,-11.233079,-64.52356,63.45867,-24.707039,60.698833,51.78664,-36.72672
5042,-5.312314,-31.708487,-11.437888,23.148886,-33.18892,-10.787295,31.984554,16.532913,26.223892,63.08786,20.04924,17.80381,-20.395111,33.659878,0.15219545,-65.43312,40.716663,-17.353657,-89.90642,60.70376,-21.054987,-12.265549,34.421223,-10.200538,-79.70672,65.299194,-23.816502,58.006474,52.066338,-37.22013
5099,-3.0084224,-11.026302,-7.53297,20.57092,-15.206702,-11.085267,31.868176,16.74474,26.207308,63.34781,20.33494,18.011919,-19.718315,33.02439,0.6580994,-64.79394,39.88535,-16.320623,-88.82564,61.770256,-19.533537,-10.953031,33.000725,-8.549939,-75.124664,65.12477,-23.708923,59.28535,52.53121,-36.562283
5118,-2.419793,-10.826122,-7.478888,20.952868,-15.007471,-11.324601,32.061447,16.783339,26.30116,63.778763,20.5172,18.07296,-19.69489,32.466003,1.2518518,-64.76424,39.619823,-16.133179,-88.774574,61.513584,-19.563084,-11.104133,32.697765,-8.596145,-70.44965,65.00409,-23.550518,59.610935,52.8213,-36.28235
