millis,A0,A1,A2,B0,B1,B2,C0,C1,C2,D0,D1,D2
3464,73.971176,-22.066938,-15.042161,-150.09236,-70.93675,-17.57458,-5.819477,54.320354,14.96351,-101.34224,-9.022671,1.6518574
3475,73.93281,-22.068647,-15.0501795,-149.7429,-70.95421,-17.550682,-5.797649,54.316566,14.970197,-101.33339,-9.022892,1.6510968
3484,73.89321,-22.07085,-15.04817,-149.44293,-70.977135,-17.523203,-5.781161,54.316357,14.967466,-101.33346,-9.018486,1.645714
3494,73.85478,-22.06725,-15.052556,-149.16925,-70.99454,-17.499983,-5.7553535,54.32012,14.967467,-101.32381,-9.024109,1.6405231
3505,73.81467,-22.059898,-15.052672,-148.8218,-71.00582,-17.482065,-5.7388563,54.319912,14.964738,-101.31409,-9.023839,1.6400344
3515,73.776665,-22.060528,-15.051314,-148.50989,-71.0187,-17.463356,-5.713038,54.323677,14.964739,-101.305305,-9.019652,1.6338918
3531,73.7279,-22.051126,-15.050574,-148.2517,-71.04519,-17.43037,-5.6882567,54.324417,14.966055,-101.305305,-9.019652,1.6338918
3538,73.687706,-22.043776,-15.050702,-147.91858,-71.063576,-17.407385,-5.6733427,54.330074,14.962716,-101.29565,-9.025272,1.6286995
3545,73.63936,-22.043922,-15.047836,-147.6112,-71.07644,-17.388657,-5.6458974,54.327972,14.963329,-101.295715,-9.0208645,1.6233181
3554,73.59913,-22.036568,-15.047975,-147.35182,-71.09479,-17.366358,-5.6293745,54.327774,14.960598,-101.286064,-9.026485,1.6181253
3564,73.56056,-22.032972,-15.052381,-147.06421,-71.1177,-17.338837,-5.6075153,54.32397,14.967284,-101.277214,-9.026702,1.6173637
3575,73.52245,-22.0336,-15.051028,-146.79558,-71.12796,-17.320585,-5.580057,54.321873,14.967895,-101.27728,-9.022293,1.611983
3584,73.482155,-22.031576,-15.054787,-146.50002,-71.14179,-17.302794,-5.565124,54.327534,14.964557,-101.26841,-9.0225115,1.611222
3595,73.44401,-22.037537,-15.057042,-146.21158,-71.16372,-17.274282,-5.5376544,54.325428,14.965167,-101.2579,-9.027639,1.6063017
3604,73.40537,-22.033949,-15.061449,-145.91907,-71.17755,-17.25648,-5.521115,54.325226,14.962438,-101.24903,-9.027856,1.60554
3615,73.36671,-22.030367,-15.06586,-145.59398,-71.194954,-17.232475,-5.495233,54.328987,14.962444,-101.24989,-9.028344,1.605266
3624,73.32679,-22.032564,-15.063853,-145.34422,-71.213295,-17.210146,-5.4786844,54.32879,14.959716,-101.24017,-9.028072,1.6047786
3635,73.288086,-22.028986,-15.068268,-145.06754,-71.23619,-17.182579,-5.4511952,54.32669,14.960324,-101.231384,-9.023878,1.5986377
3644,73.23785,-22.025356,-15.061158,-144.78099,-71.25002,-17.164753,-5.423699,54.324593,14.960935,-101.230576,-9.029278,1.5942031
3655,73.197365,-22.023352,-15.064924,-144.49596,-71.263855,-17.146927,-5.407141,54.324387,14.958201,-101.221725,-9.029492,1.5934414
3667,73.1586,-22.019772,-15.069342,-144.20699,-71.276695,-17.12812,-5.379636,54.322285,14.958811,-101.21199,-9.029219,1.5929546
3674,73.12031,-22.01505,-15.064397,-143.93639,-71.29959,-17.100536,-5.364664,54.327953,14.955478,-101.21292,-9.025296,1.5873009
3686,73.0815,-22.011478,-15.068821,-143.65585,-71.31343,-17.082693,-5.3371477,54.325848,14.956087,-101.2032,-9.025023,1.5868144
3694,73.04143,-22.013672,-15.066817,-143.34442,-71.33081,-17.058638,-5.320575,54.325653,14.953355,-101.19433,-9.025237,1.586053
3705,73.00259,-22.0101,-15.071243,-143.06708,-71.34464,-17.040783,-5.2930484,54.323555,14.953961,-101.19433,-9.025237,1.586053
3715,72.96423,-22.010725,-15.069897,-142.82945,-71.36299,-17.018412,-5.2764688,54.323357,14.951229,-101.18553,-9.021039,1.5799136
3725,72.923584,-22.008726,-15.073671,-142.55495,-71.37683,-17.000547,-5.248933,54.32126,14.951835,-101.175865,-9.026649,1.5747154
