millis,A0,A1,A2,B0,B1,B2,C0,C1,C2,D0,D1,D2,E0,E1,E2,F0,F1,F2,G0,G1,G2,H0,H1,H2,I0,I1,I2,J0,J1,J2,K0,K1,K2,L0,L1,L2
3049,11.271664,22.396235,-66.919395,-166.93999,13.039137,-76.904175,-26.142166,10.298894,-56.113407,158.3061,9.457386,-57.45007,0.80589986,-5.294545,-33.089016,165.91936,7.704521,-65.89054,172.69382,15.953556,-20.500435,-33.675037,9.411325,-53.2477,12.542542,41.294613,26.96043,-126.092285,18.47791,-47.00787,-15.721263,41.093075,-13.771773,-82.18195,-56.150646,11.868395
3061,17.558468,24.419546,-65.29545,-166.55203,13.414127,-76.40789,-26.163307,10.046478,-55.663315,154.54297,9.472386,-55.10607,0.3631039,-6.4812417,-36.990772,166.06297,7.538594,-66.00877,173.26868,15.664772,-20.607777,-33.204433,8.669105,-53.642292,13.4712105,41.2148,26.658302,82.53208,38.47262,5.2784295,-17.386919,40.279964,-13.714786,-82.29773,-55.932323,11.874827
3071,23.728666,26.772116,-63.164715,-165.89531,14.065654,-75.55862,-26.113865,9.575408,-55.38857,150.49539,9.577447,-52.755733,0.71305996,-6.650525,-40.399574,166.10938,7.3748784,-66.06742,173.73656,15.286324,-20.626478,-32.564503,7.6660337,-54.404102,14.639651,41.175278,26.269976,77.22867,13.313559,-31.526524,-18.37057,39.53484,-14.182561,-82.44708,-55.712563,11.787312
3089,29.584417,29.539268,-60.460712,-164.77936,15.196028,-73.99845,-25.893284,8.941142,-55.441357,147.84087,9.971765,-50.964108,2.211591,-6.474683,-41.40334,166.3813,7.251237,-66.23065,174.18193,14.742529,-20.80509,-31.791618,6.50323,-55.380703,15.90741,41.063187,25.961819,75.734566,45.537678,12.747406,-18.796389,38.81959,-15.07977,-82.607124,-55.447964,11.595614
3112,34.33682,32.41536,-57.550053,-163.58578,16.379446,-72.22705,-25.392885,8.181988,-56.0391,146.72755,10.172459,-50.09636,4.558835,-6.1186304,-40.828556,166.95465,7.1729484,-66.52794,174.65674,13.992671,-21.309977,-31.38462,5.151871,-56.28769,17.054733,40.82489,25.84191,68.341354,29.661783,-19.700378,-18.604866,38.209843,-16.419033,-82.68355,-55.094967,11.408631
3132,38.163914,35.402767,-54.510464,-162.63803,17.344822,-70.841545,-24.699848,7.3543606,-56.99413,146.32379,9.950509,-49.971237,6.409759,-5.5669217,-39.336426,167.58073,7.087657,-66.84463,175.19897,13.075733,-22.161089,-31.319958,3.6374269,-57.095406,18.105705,40.46579,25.859331,24.97203,5.726119,-75.93395,-18.018476,37.66681,-17.881617,-82.77156,-54.66511,11.393715
3154,40.95469,38.086617,-51.788036,-161.48271,18.504147,-69.18887,-24.403778,6.3751936,-57.90182,146.56615,9.732673,-50.20894,7.3110223,-4.6731925,-37.49949,167.94368,6.957524,-67.03418,175.61731,11.928848,-23.10752,-31.437656,1.9805899,-57.966873,19.185833,39.96129,25.865099,1.697103,2.1957543,-87.66403,-17.70714,37.234165,-19.051218,-82.93125,-54.19196,11.53068
3175,43.362026,40.439243,-49.38146,-160.31612,19.6999,-67.51547,-24.328598,5.116942,-58.836384,147.55984,9.43638,-51.017944,7.3175783,-4.67055,-35.967426,-160.96423,-75.032906,14.87058,175.7536,10.568234,-23.973925,-31.482117,0.1495979,-59.12459,20.422897,39.278217,25.694399,43.73889,62.193905,-19.736372,-17.690168,36.98306,-19.82798,-83.173256,-53.615063,11.7398
3217,45.01563,42.078148,-47.691814,-157.62445,22.743357,-63.75371,-24.05869,2.081703,-61.306934,150.37369,9.262096,-53.52498,6.545279,-5.3110414,-32.678307,165.04161,-5.272456,-72.00739,175.48976,7.460116,-26.044476,-30.363,-3.6682801,-62.649204,23.400393,37.354492,24.752596,49.842148,80.00323,9.775823,-17.313751,37.339066,-20.764467,-83.80989,-51.85772,12.167645
3238,44.665894,42.105453,-47.71134,-156.2845,24.459558,-61.73011,-23.328856,0.4303083,-63.239685,152.0379,9.711625,-54.832535,6.455111,-5.240854,-31.01975,164.92448,-4.601195,-71.20031,175.22778,5.7456946,-27.717213,-28.525455,-5.8053455,-65.22817,24.647396,36.04741,24.373466,-1.7420189,-48.5523,-40.08764,-16.654356,37.808723,-21.2768,-84.10888,-50.739616,12.377809
3260,43.984753,42.169693,-47.732838,-154.84299,26.449217,-59.5478,-21.79902,-1.074801,-65.68029,154.18275,10.043419,-56.435852,6.644665,-4.7827115,-29.664173,165.019,-4.201593,-70.8268,175.12482,4.1136875,-30.102856,-26.469395,-6.6471543,-68.0184,25.668474,34.585693,24.04236,-49.284374,-19.107576,37.385616,-16.092358,38.480343,-21.554485,-84.51186,-49.571693,12.768166
3287,43.15515,41.695873,-48.240524,-153.41136,28.541916,-57.39581,-19.568403,-2.2830517,-68.371826,156.90309,10.160616,-58.43827,7.0304046,-4.0376086,-28.353922,164.9947,-4.3977118,-70.82211,175.76653,1.9849781,-33.68505,-23.921446,-7.2518697,-70.77093,26.497307,32.94488,23.58142,-50.73215,51.711445,-3.3734198,-15.744154,39.349766,-21.435785,-85.03607,-48.35724,13.274278
3302,41.90172,40.584232,-49.365448,-151.85141,30.888823,-55.19934,-16.76068,-3.1073835,-71.24942,159.80554,10.2093315,-60.49389,7.308778,-3.4322164,-26.84832,164.78305,-5.0056763,-70.94395,176.55818,0.79690546,-37.836613,-21.631023,-7.1706834,-72.252945,27.214188,31.135525,22.716118,10.65168,-24.36692,62.4404,-15.194627,40.46045,-21.148577,-85.575935,-47.068855,13.836762
3324,40.163475,39.178207,-50.79324,-150.79738,32.976902,-53.255157,-13.824876,-3.272804,-74.004654,161.8301,10.314456,-61.93701,7.5348477,-2.726612,-25.52525,164.35538,-6.0360603,-71.169556,176.24968,0.46638328,-42.39077,-20.086126,-6.8266697,-72.350655,27.976738,29.274204,21.13685,-138.84825,-11.564073,-57.637047,-14.340811,41.604305,-21.005718,-86.17531,-45.670868,14.38397
