A0,A1,A2,A3,B0,B1,B2,B3,C0,C1,C2,C3,D0,D1,D2,D3,E0,E1,E2,E3,F0,F1,F2,F3,G0,G1,G2,G3,H0,H1,H2,H3,I0,I1,I2,I3,J0,J1,J2,J3,K0,K1,K2,K3,L0,L1,L2,L3
0.5192261,-0.7784424,0.30737305,-0.17303467,0.32104492,-0.38623047,0.68182373,-0.53186035,-0.33343506,0.64471436,0.61968994,-0.2984619,-0.35327148,0.303833,0.67388916,-0.5733032,0.18121338,-0.54034424,-0.81573486,-0.099243164,0.44909668,-0.7786865,-0.43389893,0.061340332,0.16119385,0.7897339,-0.5758667,0.13653564,-0.23175049,0.38006592,0.8751221,-0.18951416,-0.34777832,0.35723877,0.8566284,0.13244629,-0.5623779,0.0012817383,0.46600342,-0.8173218,0.8664551,-0.07080078,-0.4678955,0.15917969,-0.03894043,-0.54870605,0.060424805,0.83288574
0.5210571,-0.7775879,0.30639648,-0.17321777,0.32141113,-0.38671875,0.68133545,-0.5319214,-0.3314209,0.6449585,0.61950684,-0.30059814,-0.35302734,0.3040161,0.6738281,-0.5734863,0.18096924,-0.54034424,-0.8157959,-0.09899902,0.44909668,-0.7786865,-0.4338379,0.061645508,0.16021729,0.7910156,-0.57489014,0.13446045,-0.23016357,0.3803711,0.8753662,-0.1897583,-0.34747314,0.3564453,0.85717773,0.13201904,-1.7838745,-6.1035156E-5,3.0517578E-4,0.46624756,0.86639404,-0.07092285,-0.46783447,0.15942383,-0.040100098,-0.5488281,0.059814453,0.8328247
0.5239868,-0.77648926,0.30407715,-0.17333984,0.32269287,-0.38830566,0.6798706,-0.53186035,-0.32788086,0.6460571,0.61846924,-0.30419922,-0.3139038,0.29852295,0.67907715,-0.59259033,0.18035889,-0.5404053,-0.81591797,-0.09863281,0.44891357,-0.7788696,-0.43359375,0.062194824,0.1593628,0.79248047,-0.5743408,0.12939453,-0.22772217,0.38024902,0.8758545,-0.1906128,-0.347229,0.35333252,0.85876465,0.1305542,0.4547119,-0.6860962,-0.0017089844,0.46710205,0.86608887,-0.070251465,-0.46820068,0.16033936,-0.04345703,-0.54919434,0.057373047,0.83258057
0.52630615,-0.77575684,0.30212402,-0.1730957,0.32495117,-0.39123535,0.6779785,-0.5307617,-0.32574463,0.6465454,0.6175537,-0.30737305,-0.31134033,0.29840088,0.6791992,-0.5938721,0.1796875,-0.539978,-0.8164673,-0.09814453,0.42956543,-0.7733154,-0.45581055,0.09881592,0.1585083,0.7932739,-0.5742798,0.12561035,-0.2253418,0.37976074,0.8765869,-0.19116211,-0.34796143,0.34906006,0.86047363,0.12872314,-0.39660645,0.7868042,-0.003112793,0.46813965,0.8654785,-0.0680542,-0.46899414,0.16204834,-0.04736328,-0.5494385,0.05419922,0.83239746
0.5275879,-0.7752075,0.30145264,-0.17279053,0.32611084,-0.39282227,0.677063,-0.5300293,-0.32513428,0.6463623,0.6173706,-0.30871582,-0.3098755,0.29833984,0.6793213,-0.5946045,0.17944336,-0.53930664,-0.81695557,-0.097839355,0.42889404,-0.7731323,-0.45635986,0.10046387,0.15795898,0.7937622,-0.57403564,0.12432861,-0.22393799,0.3793335,0.8770752,-0.19152832,-0.3484497,0.3463745,0.86157227,0.12762451,-1.789856,-0.9155884,-0.0037841797,0.46875,0.8651123,-0.066345215,-0.46954346,0.16339111,-0.049682617,-0.5496216,0.05255127,0.8322754
0.52905273,-0.77459717,0.30065918,-0.17236328,0.32739258,-0.39453125,0.67626953,-0.52893066,-0.324646,0.64611816,0.6173096,-0.3098755,-0.30822754,0.2984619,0.6791992,-0.59552,0.17944336,-0.538147,-0.817749,-0.097473145,0.42840576,-0.7728882,-0.45684814,0.10229492,0.1574707,0.7943115,-0.5736084,0.12335205,-0.22253418,0.37872314,0.87750244,-0.1921997,-0.3484497,0.34362793,0.86273193,0.12689209,0.26361084,-0.27563477,-0.004638672,0.46948242,0.864624,-0.064208984,-0.47021484,0.16485596,-0.05218506,-0.5498657,0.051086426,0.83203125
0.5305176,-0.7739868,0.2998047,-0.17193604,0.3291626,-0.39630127,0.675354,-0.52770996,-0.32403564,0.645813,0.6174927,-0.31079102,-0.3065796,0.29882812,0.67889404,-0.5965576,0.17956543,-0.5366211,-0.8187866,-0.09710693,0.42797852,-0.7727051,-0.4570923,0.10430908,0.15710449,0.7949219,-0.5730591,0.12249756,-0.22106934,0.37799072,0.8779907,-0.19335938,-0.34796143,0.34100342,0.8640747,0.12652588,-0.56951904,0.883728,-0.00579834,0.4703369,0.86413574,-0.062072754,-0.47094727,0.16607666,-0.054748535,-0.5501709,0.050109863,0.8317261
0.5319824,-0.7734375,0.29882812,-0.1716919,0.3312378,-0.39782715,0.67437744,-0.5265503,-0.32336426,0.6454468,0.6177368,-0.3116455,-0.30493164,0.29937744,0.6783447,-0.59765625,0.17993164,-0.5349121,-0.81988525,-0.09674072,0.42767334,-0.772522,-0.45715332,0.10644531,0.15679932,0.79559326,-0.5723877,0.12158203,-0.21948242,0.37719727,0.87835693,-0.19488525,-0.3470459,0.33862305,0.86535645,0.12640381,-0.45361328,-1.2633667,-0.007385254,0.47113037,0.86376953,-0.060180664,-0.47149658,-0.87316895,-0.057373047,-0.5504761,0.049621582,0.83135986
0.53430176,-0.772522,0.296875,-0.17211914,0.3359375,-0.3996582,0.6722412,-0.52490234,-0.32177734,0.6445923,0.61846924,-0.31365967,-0.30194092,0.30078125,0.6766968,-0.6003418,0.1807251,-0.52996826,-0.82299805,-0.095825195,0.42736816,-0.77227783,-0.45672607,0.11102295,0.15600586,0.79730225,-0.5706177,0.11975098,-0.21636963,0.37579346,0.8788452,-0.19885254,-0.34466553,0.33465576,0.868042,0.12512207,-0.3701172,1.3563232,-0.011413574,0.47265625,0.8552246,-0.057434082,-0.4668579,0.21746826,-0.062561035,-0.5507202,0.04937744,0.8308716
0.5352783,-0.7720947,0.2958374,-0.17266846,0.33831787,-0.40014648,0.6710205,-0.52453613,-0.32080078,0.644104,0.6187744,-0.31506348,-0.30065918,0.30126953,0.6757202,-0.6018677,0.18066406,-0.5272217,-0.8248291,-0.09539795,0.4274292,-0.7722168,-0.45635986,0.11303711,0.1550293,0.79833984,-0.5695801,0.11895752,-0.21484375,0.37524414,0.8789673,-0.20098877,-0.34350586,0.33306885,0.8692627,0.12384033,1.4086914,1.8771973,-0.013671875,0.47320557,0.8555908,-0.057128906,-0.4654541,0.21911621,-0.064941406,-0.5505371,0.04949951,0.83081055
