A0,A1,A2,A3,B0,B1,B2,B3,C0,C1,C2,C3,D0,D1,D2,D3,E0,E1,E2,E3,F0,F1,F2,F3,G0,G1,G2,G3,H0,H1,H2,H3,I0,I1,I2,I3,J0,J1,J2,J3,K0,K1,K2,K3
-0.8979492,0.29992676,-0.15795898,0.28063965,0.8329468,-0.460083,0.305542,-0.033935547,0.9369507,0.09753418,-0.33502197,0.019348145,0.8408203,-0.18615723,-0.45288086,0.23077393,0.28485107,0.55914307,0.28125,0.72595215,-0.5629883,0.25860596,0.1885376,0.7619629,-0.49926758,-0.015014648,0.8483887,0.17523193,-0.48059082,-0.538147,0.28637695,-0.63049316,0.6478882,0.42980957,-0.62628174,-0.056640625,0.7649536,-0.27819824,-0.37554932,-0.4432373,0.26361084,0.37109375,-0.54278564,0.7057495
-0.8965454,0.3010254,-0.16033936,0.2826538,0.8331909,-0.4602661,0.3045044,-0.033935547,0.9379883,0.0949707,-0.33306885,0.015258789,0.8414917,-0.19006348,-0.45111084,0.22869873,0.28894043,0.55822754,0.27893066,0.72595215,-0.5549927,0.25915527,0.1831665,0.7689209,-0.49957275,-0.018615723,0.84765625,0.17755127,-0.4827881,-0.5366211,0.2852173,-0.63061523,0.6485596,0.42547607,-0.6279297,-0.06341553,0.7642212,-0.27929688,-0.371521,-0.4472046,0.26452637,0.36761475,-0.54504395,0.7055664
-0.8960571,0.30145264,-0.16101074,0.28338623,0.83325195,-0.4602661,0.30438232,-0.033996582,0.9382324,0.09423828,-0.3326416,0.014404297,0.84155273,-0.190979,-0.45074463,0.22821045,0.28979492,0.55792236,0.27844238,0.7260132,-0.5531006,0.2593994,0.18188477,0.7705078,-0.49987793,-0.01953125,0.8474121,0.17773438,-0.48309326,-0.5363159,0.28503418,-0.6307373,0.6488037,0.42437744,-0.6282959,-0.0647583,0.7640991,-0.27972412,-0.37060547,-0.447937,0.2645874,0.36694336,-0.5455322,0.70544434
-0.8956909,0.3017578,-0.16149902,0.28399658,0.833313,-0.46038818,0.30407715,-0.033996582,0.93847656,0.093566895,-0.33215332,0.01373291,0.84161377,-0.19189453,-0.4505005,0.2277832,0.29040527,0.5576782,0.27801514,0.72613525,-0.55133057,0.25976562,0.1807251,0.7719116,-0.5001831,-0.020324707,0.847229,0.17767334,-0.4831543,-0.5361328,0.2849121,-0.6308594,0.6489868,0.42333984,-0.6286621,-0.0657959,0.763916,-0.28015137,-0.36999512,-0.44836426,0.26464844,0.36657715,-0.54589844,0.70532227
-0.8953247,0.302063,-0.16113281,0.28497314,0.833374,-0.46209717,0.30145264,-0.032226562,0.93865967,0.09234619,-0.3319702,0.012817383,0.8413696,-0.1932373,-0.4506836,0.22723389,0.29040527,0.5574341,0.27722168,0.72662354,-0.54522705,0.26184082,0.17785645,0.7761841,-0.5015869,-0.023803711,0.8468628,0.1751709,-0.4812622,-0.5368042,0.28442383,-0.631958,0.649292,0.4206543,-0.6298828,-0.067871094,0.76361084,-0.28082275,-0.36938477,-0.44903564,0.2644043,0.36657715,-0.54663086,0.704895
-0.8952637,0.30218506,-0.16107178,0.2850952,0.833374,-0.46258545,0.3008423,-0.03161621,0.9387207,0.092163086,-0.33190918,0.012573242,0.8413696,-0.19342041,-0.45062256,0.22698975,0.29052734,0.557251,0.2772827,0.7266846,-0.5437012,0.262146,0.17712402,0.77734375,-0.50164795,-0.024780273,0.84680176,0.17492676,-0.4810791,-0.53692627,0.28405762,-0.63220215,0.649292,0.42010498,-0.630249,-0.068847656,0.76342773,-0.2808838,-0.36901855,-0.44958496,0.26446533,0.36621094,-0.5466919,0.7050171
-0.89453125,0.30273438,-0.16259766,0.28601074,0.83374023,-0.46289062,0.2994995,-0.02947998,0.939209,0.091430664,-0.3307495,0.010070801,0.842041,-0.19506836,-0.44921875,0.22601318,0.2923584,0.5570679,0.27685547,0.7262573,-0.5366211,0.2626953,0.17407227,0.7827759,-0.50183105,-0.028320312,0.8466797,0.17449951,-0.4812622,-0.53704834,0.28240967,-0.6326904,0.6491699,0.41729736,-0.63171387,-0.07281494,0.7626343,-0.28149414,-0.36730957,-0.45196533,0.26507568,0.36462402,-0.5473633,0.7050781
-0.8944092,0.3027954,-0.16290283,0.28607178,0.83380127,-0.46307373,0.2991333,-0.028869629,0.93927,0.09124756,-0.3305664,0.009643555,0.8421631,-0.19537354,-0.4489746,0.22583008,0.29266357,0.5570679,0.27667236,0.7261963,-0.5348511,0.26293945,0.17333984,0.7839966,-0.5019531,-0.02923584,0.84661865,0.17437744,-0.48120117,-0.5371094,0.2821045,-0.6328125,0.6491699,0.41662598,-0.6320801,-0.07373047,0.7624512,-0.2816162,-0.36694336,-0.45251465,0.26519775,0.3642578,-0.54748535,0.70513916
-0.89331055,0.303833,-0.16412354,0.28771973,0.8340454,-0.46374512,0.29760742,-0.02758789,0.9395752,0.089660645,-0.33032227,0.007385254,0.8424072,-0.19732666,-0.4484253,0.22424316,0.2942505,0.55670166,0.27545166,0.72631836,-0.5275879,0.26446533,0.16955566,0.7892456,-0.50335693,-0.032226562,0.8457031,0.1741333,-0.4812622,-0.5366821,0.28155518,-0.6333618,0.6499634,0.4128418,-0.6333618,-0.07727051,0.76190186,-0.2833252,-0.36468506,-0.45410156,0.26550293,0.36315918,-0.5489502,0.70440674
-0.8931885,0.3040161,-0.1638794,0.28808594,0.83392334,-0.46435547,0.29693604,-0.027282715,0.93963623,0.08898926,-0.33032227,0.0071411133,0.84228516,-0.19787598,-0.4486084,0.22399902,0.29437256,0.5565796,0.27490234,0.7265625,-0.5258179,0.26519775,0.1685791,0.7904053,-0.5039673,-0.03277588,0.8453369,0.17419434,-0.48114014,-0.536438,0.28179932,-0.63360596,0.65045166,0.4116211,-0.6335449,-0.078063965,0.76190186,-0.28405762,-0.36383057,-0.45446777,0.26556396,0.36309814,-0.54956055,0.7039795
-0.89160156,0.30523682,-0.16357422,0.29174805,0.833374,-0.4664917,0.29504395,-0.028198242,0.94000244,0.084350586,-0.33044434,0.005065918,0.8413086,-0.20184326,-0.44989014,0.22155762,0.29632568,0.55578613,0.27087402,0.7279053,-0.5175171,0.26879883,0.1628418,0.7958374,-0.5072632,-0.034240723,0.84277344,0.17651367,-0.48217773,-0.5339966,0.28405762,-0.6338501,0.6536255,0.40460205,-0.63427734,-0.08251953,0.76171875,-0.28845215,-0.35839844,-0.4562378,0.2659912,0.3619995,-0.5534668,0.70129395
-0.89105225,0.305542,-0.16351318,0.29315186,0.83325195,-0.46697998,0.29455566,-0.028869629,0.9400635,0.08276367,-0.33062744,0.0045166016,0.8409424,-0.203125,-0.45043945,0.22052002,0.29699707,0.555542,0.26934814,0.7283325,-0.5152588,0.2699585,0.16101074,0.79730225,-0.5083008,-0.034362793,0.84198,0.17730713,-0.48260498,-0.5331421,0.28497314,-0.63378906,0.654541,0.40234375,-0.6345825,-0.0836792,0.7616577,-0.28985596,-0.35687256,-0.45666504,0.26617432,0.36175537,-0.55444336,0.7005615
-0.88879395,0.307312,-0.16278076,0.2984619,0.8328247,-0.46923828,0.29193115,-0.03100586,0.94000244,0.07672119,-0.3322754,0.0029296875,0.8392334,-0.2074585,-0.4534912,0.21685791,0.29833984,0.5546875,0.26342773,0.7305908,-0.50671387,0.2753296,0.15466309,0.80218506,-0.5126953,-0.034362793,0.8390503,0.17883301,-0.48284912,-0.53063965,0.28918457,-0.6338501,0.6578369,0.39398193,-0.6359253,-0.08691406,0.7612915,-0.29553223,-0.3519287,-0.4574585,0.2666626,0.36187744,-0.5581665,0.6973877
-0.8885498,0.30755615,-0.16204834,0.29943848,0.8326416,-0.4701538,0.2909546,-0.031188965,0.9398804,0.07550049,-0.33288574,0.0026245117,0.83880615,-0.20825195,-0.45428467,0.21606445,0.2984619,0.55474854,0.26202393,0.73101807,-0.5045166,0.2767334,0.15332031,0.8033447,-0.51379395,-0.034240723,0.8381958,0.17938232,-0.48291016,-0.5300293,0.2902832,-0.63378906,0.65875244,0.3918457,-0.63623047,-0.087768555,0.76116943,-0.2970581,-0.35064697,-0.4576416,0.26690674,0.36193848,-0.5592041,0.69647217
-0.88671875,0.30908203,-0.16088867,0.30395508,0.83221436,-0.47253418,0.28814697,-0.032226562,0.9394531,0.070373535,-0.33532715,9.1552734E-4,0.83709717,-0.21136475,-0.45739746,0.21289062,0.29907227,0.5545044,0.25634766,0.7329712,-0.4960327,0.28204346,0.14776611,0.8078003,-0.5182495,-0.033691406,0.83514404,0.18103027,-0.48260498,-0.527771,0.29437256,-0.6340332,0.6623535,0.3834839,-0.63720703,-0.09075928,0.7609863,-0.30249023,-0.34588623,-0.4580078,0.26727295,0.36218262,-0.5630493,0.6930542
-0.8858032,0.30993652,-0.16088867,0.305542,0.8320923,-0.47296143,0.2876587,-0.033203125,0.9393921,0.068603516,-0.33587646,-4.272461E-4,0.836792,-0.21264648,-0.45806885,0.21148682,0.29992676,0.5543213,0.25445557,0.73339844,-0.4932251,0.28326416,0.14575195,0.80944824,-0.5194092,-0.03314209,0.83410645,0.18267822,-0.48358154,-0.5265503,0.29559326,-0.633728,0.6635742,0.38061523,-0.63739014,-0.09234619,0.76068115,-0.3045044,-0.34362793,-0.4588623,0.26776123,0.36151123,-0.56469727,0.69189453
-0.88079834,0.31445312,-0.16052246,0.31555176,0.8305054,-0.475708,0.28674316,-0.04058838,0.9401245,0.056762695,-0.33599854,-0.005554199,0.8338623,-0.22259521,-0.46124268,0.20581055,0.3045044,0.5523071,0.24291992,0.7369995,-0.48181152,0.2902832,0.13366699,0.81591797,-0.5276489,-0.03125,0.8272705,0.19024658,-0.4873047,-0.5181885,0.30407715,-0.633728,0.6717529,0.36669922,-0.6359863,-0.09906006,0.7616577,-0.31359863,-0.3312378,-0.46020508,0.26690674,0.35827637,-0.5745239,0.685791
-0.8793335,0.31640625,-0.15960693,0.31817627,0.8294678,-0.477417,0.28668213,-0.04284668,0.9404907,0.053100586,-0.33551025,-0.006225586,0.8326416,-0.22583008,-0.4623413,0.20483398,0.30548096,0.55114746,0.23999023,0.7384033,-0.47937012,0.29223633,0.13012695,0.8171997,-0.5302124,-0.031311035,0.8251343,0.19238281,-0.48797607,-0.5154419,0.30633545,-0.6343384,0.67437744,0.3632202,-0.6348877,-0.10083008,0.7623291,-0.31573486,-0.32763672,-0.4602661,0.2659912,0.35723877,-0.5774536,0.6842041
-0.8776245,0.31854248,-0.1586914,0.32110596,0.8282471,-0.47924805,0.2868042,-0.04534912,0.940979,0.0491333,-0.3347168,-0.0071411133,0.8312988,-0.22943115,-0.4633789,0.20379639,0.30670166,0.5498657,0.23687744,0.7398071,-0.47680664,0.29412842,0.1262207,0.8186035,-0.53289795,-0.03125,0.8227539,0.19519043,-0.48901367,-0.5123291,0.30871582,-0.63494873,0.677124,0.35949707,-0.633728,-0.10308838,0.76293945,-0.3180542,-0.32348633,-0.4605713,0.26519775,0.35595703,-0.58062744,0.6824951
-0.8684082,0.32989502,-0.15661621,0.33538818,0.82232666,-0.4866333,0.2888794,-0.0592041,0.9433594,0.028320312,-0.33013916,-0.013977051,0.8251343,-0.24902344,-0.4668579,0.19787598,0.31573486,0.54229736,0.2197876,0.7468872,-0.46417236,0.30194092,0.10534668,0.82598877,-0.54486084,-0.029846191,0.8109131,0.21118164,-0.4963379,-0.49560547,0.32128906,-0.63635254,0.6902466,0.3400879,-0.6281128,-0.11553955,0.7654419,-0.3291626,-0.3017578,-0.4633789,0.26116943,0.3477173,-0.5963745,0.6746826
-0.86590576,0.33306885,-0.15576172,0.3392334,0.8204956,-0.48883057,0.28955078,-0.06298828,0.9439087,0.022644043,-0.32904053,-0.01550293,0.8233032,-0.2543335,-0.46795654,0.19616699,0.31811523,0.5401001,0.215271,0.74871826,-0.46099854,0.30395508,0.099853516,0.82769775,-0.5479126,-0.029724121,0.8078003,0.215271,-0.49829102,-0.49090576,0.3244629,-0.6367798,0.6937256,0.33502197,-0.6263428,-0.119140625,0.7661133,-0.33166504,-0.29595947,-0.4642334,0.26000977,0.34521484,-0.6002197,0.67303467
-0.85461426,0.3491211,-0.15222168,0.3529663,0.8109741,-0.49926758,0.2952881,-0.076293945,0.9467163,4.272461E-4,-0.3213501,-0.019836426,0.81573486,-0.27661133,-0.4703369,0.19195557,0.32836914,0.52874756,0.20092773,0.7564087,-0.45166016,0.3083496,0.07672119,0.8336792,-0.5592041,-0.033935547,0.79571533,0.22998047,-0.50476074,-0.47131348,0.33306885,-0.6420288,0.7060547,0.3206787,-0.61712646,-0.13330078,0.770874,-0.33636475,-0.2744751,-0.46618652,0.25115967,0.33251953,-0.6156616,0.6687622
-0.85150146,0.35437012,-0.15167236,0.3555298,0.80804443,-0.50219727,0.29779053,-0.07879639,0.9477539,-0.0048217773,-0.31817627,-0.020812988,0.81396484,-0.2824707,-0.46990967,0.19195557,0.33154297,0.5248413,0.19848633,0.7583618,-0.44989014,0.30804443,0.070495605,0.8352661,-0.56134033,-0.036132812,0.7928467,0.234375,-0.506897,-0.46594238,0.33398438,-0.6437988,0.70861816,0.3182373,-0.6144409,-0.13793945,0.7720337,-0.33636475,-0.26879883,-0.4675293,0.24908447,0.32836914,-0.6194458,0.6680908
-0.83569336,0.37756348,-0.15435791,0.36779785,0.7965088,-0.50946045,0.31195068,-0.09295654,0.9515991,-0.026367188,-0.3043213,-0.03253174,0.8095093,-0.30871582,-0.46276855,0.18774414,0.35095215,0.5091553,0.18707275,0.7631836,-0.43798828,0.30285645,0.043029785,0.8453369,-0.5673218,-0.04559326,0.7810669,0.2567749,-0.5215454,-0.4414673,0.33569336,-0.64849854,0.7177124,0.30670166,-0.60388184,-0.1618042,0.7751465,-0.3357544,-0.24273682,-0.47705078,0.24304199,0.30456543,-0.6375122,0.6646118
-0.83099365,0.3824463,-0.15655518,0.37243652,0.7937012,-0.51013184,0.3163452,-0.09832764,0.95269775,-0.03253174,-0.29992676,-0.036499023,0.8083496,-0.31658936,-0.46032715,0.1854248,0.35742188,0.5048828,0.18328857,0.76397705,-0.4338379,0.3010254,0.03527832,0.8484497,-0.56848145,-0.047607422,0.77783203,0.26367188,-0.5266113,-0.43444824,0.3363037,-0.6487427,0.7197876,0.3024292,-0.6014404,-0.1694336,0.7753906,-0.33605957,-0.23480225,-0.48034668,0.24194336,0.29748535,-0.6422119,0.66363525
-0.8007202,0.40533447,-0.1716919,0.40631104,0.7776489,-0.5111084,0.33862305,-0.13897705,0.9547119,-0.07446289,-0.28094482,-0.0637207,0.7998047,-0.36260986,-0.4491577,0.16473389,0.39569092,0.4812622,0.15240479,0.7671509,-0.40319824,0.2954712,-0.012084961,0.8659668,-0.57666016,-0.052001953,0.75439453,0.30932617,-0.5574341,-0.3909912,0.34814453,-0.6444092,0.7351074,0.26879883,-0.58496094,-0.21252441,0.77386475,-0.3451538,-0.18218994,-0.4987793,0.23968506,0.25482178,-0.67852783,0.645874
-0.7484741,0.43151855,-0.1776123,0.4711914,0.74749756,-0.51849365,0.35455322,-0.21606445,0.9482422,-0.15319824,-0.26013184,-0.09863281,0.77075195,-0.43634033,-0.44702148,0.12542725,0.4418335,0.44476318,0.0869751,0.7741699,-0.35437012,0.30480957,-0.087890625,0.8796387,-0.5996094,-0.040405273,0.7053833,0.37579346,-0.59381104,-0.31933594,0.38659668,-0.62927246,0.7644043,0.19909668,-0.553772,-0.26348877,0.767334,-0.37628174,-0.09637451,-0.5101929,0.23278809,0.20251465,-0.73779297,0.60040283
