A0,A1,A2,A3,B0,B1,B2,B3,C0,C1,C2,C3,D0,D1,D2,D3,E0,E1,E2,E3,F0,F1,F2,F3,G0,G1,G2,G3,H0,H1,H2,H3,I0,I1,I2,I3,J0,J1,J2,J3,K0,K1,K2,K3,L0,L1,L2,L3
0.9638672,-0.0234375,-0.037719727,-0.2625122,0.26501465,0.087646484,0.16461182,-0.9460449,0.20422363,-0.7305908,0.1899414,0.623291,0.5596924,0.13641357,0.70874023,-0.40716553,0.1237793,0.8597412,-0.18780518,-0.4584961,0.25256348,0.5206299,0.76116943,-0.29278564,-0.4249878,-0.4362793,-0.77593994,-0.16473389,-0.16363525,0.8345947,-0.48779297,-0.19677734,0.6582031,0.61431885,0.425354,0.09124756,-0.07562256,0.13891602,-0.97491455,-0.15692139,-0.71698,0.35839844,0.3930664,-0.45056152,0.1328125,0.00592041,0.6732178,0.7272949
0.96429443,-0.02178955,-0.036743164,-0.26123047,0.26556396,0.08666992,0.16461182,-0.9459839,0.20214844,-0.7307739,0.18933105,0.62390137,0.56048584,0.13598633,0.70843506,-0.40673828,0.12420654,0.859375,-0.1887207,-0.4586792,0.25274658,0.5205078,0.7609253,-0.29351807,-0.42443848,-0.43597412,-0.7762451,-0.1652832,-0.16235352,0.8352661,-0.48669434,-0.19781494,0.65753174,0.6138916,0.4265747,0.09338379,-0.074035645,0.14111328,-0.9743042,-0.1593628,-0.717041,0.35766602,0.39312744,-0.45098877,0.13134766,0.0049438477,0.6734009,0.727478
0.96466064,-0.020751953,-0.036987305,-0.2600708,0.26623535,0.0859375,0.16467285,-0.9458618,0.19976807,-0.7310791,0.18890381,0.6244507,0.56121826,0.13574219,0.70806885,-0.4064331,0.1251831,0.8587036,-0.18908691,-0.45959473,0.25341797,0.5203247,0.76068115,-0.2937622,-0.4232788,-0.4360962,-0.77667236,-0.16601562,-0.1618042,0.8357544,-0.48510742,-0.19995117,0.6577759,0.6123047,0.42803955,0.095581055,-0.07232666,0.14379883,-0.9736328,-0.1618042,-0.717041,0.3569336,0.39331055,-0.45147705,0.12945557,0.0045776367,0.6741333,0.7271118
0.9649048,-0.020690918,-0.037841797,-0.2590332,0.26696777,0.08520508,0.16448975,-0.94573975,0.19830322,-0.7310791,0.18786621,0.6251831,0.56188965,0.13549805,0.70788574,-0.40594482,0.1270752,0.8578491,-0.18963623,-0.46038818,0.25421143,0.52008057,0.7605591,-0.29388428,-0.42156982,-0.43634033,-0.7772217,-0.16699219,-0.16278076,0.8360596,-0.48272705,-0.20373535,0.6592407,0.609375,0.4295044,0.09765625,-0.071777344,0.14703369,-0.9729614,-0.16314697,-0.71691895,0.35650635,0.39343262,-0.4519043,0.1272583,0.004760742,0.67510986,0.7265625
0.965271,-0.019958496,-0.038513184,-0.2576294,0.2675171,0.08502197,0.16418457,-0.9456787,0.19818115,-0.73095703,0.18591309,0.62597656,0.5625,0.13519287,0.7078247,-0.40527344,0.1296997,0.85705566,-0.19036865,-0.46081543,0.25506592,0.5194092,0.7607422,-0.2939453,-0.41973877,-0.43634033,-0.7780762,-0.16766357,-0.16485596,0.836853,-0.4794922,-0.20617676,0.6613159,0.60528564,0.43139648,0.10040283,-0.07171631,0.1505127,-0.9724121,-0.16339111,-0.7168579,0.355896,0.39343262,-0.4524536,0.1251831,0.005065918,0.675354,0.7267456
0.9656372,-0.018676758,-0.03869629,-0.25628662,0.26812744,0.08496094,0.16375732,-0.94555664,0.19799805,-0.7302246,0.18444824,0.62731934,0.5628662,0.13500977,0.7079468,-0.40460205,0.13201904,0.8563843,-0.190979,-0.46118164,0.25604248,0.5181885,0.76135254,-0.29351807,-0.4185791,-0.43603516,-0.7788696,-0.16766357,-0.16760254,0.83758545,-0.4763794,-0.20855713,0.66241455,0.60131836,0.43444824,0.10394287,-0.07055664,0.15478516,-0.9716797,-0.16418457,-0.71691895,0.3552246,0.39343262,-0.45288086,0.12371826,0.0053710938,0.6742554,0.7279663
0.9661255,-0.01727295,-0.038208008,-0.25463867,0.269104,0.08477783,0.16345215,-0.94537354,0.19659424,-0.7293091,0.18377686,0.62908936,0.5633545,0.1348877,0.7080078,-0.4038086,-0.62127686,-1.7400513,-1.5320435,0.77697754,0.2571411,0.5168457,0.76220703,-0.29284668,-0.41766357,-0.43579102,-0.77960205,-0.1671753,-0.16937256,0.8381958,-0.47369385,-0.21069336,0.66259766,0.59765625,0.43823242,0.10760498,-0.06878662,0.15887451,-0.97088623,-0.16571045,-0.717041,0.354187,0.39343262,-0.45343018,0.12207031,0.0056152344,0.6734619,0.7290039
0.967041,-0.015808105,-0.03729248,-0.25128174,0.27227783,0.08459473,0.16278076,-0.9445801,0.19165039,-0.72772217,0.18353271,0.6325073,0.56451416,0.13391113,0.7085571,-0.4015503,0.15704346,0.85095215,-0.15789795,-0.475708,0.26104736,0.51501465,0.76312256,-0.29016113,-0.41638184,-0.43511963,-0.7807617,-0.16674805,-0.16992188,0.8399658,-0.46929932,-0.21307373,0.66345215,0.588501,0.44610596,0.11975098,-0.06530762,0.16705322,-0.96936035,-0.16815186,-0.717041,0.35229492,0.39416504,-0.45428467,0.117614746,0.0059814453,0.6746216,0.7286377
0.9674072,-0.015625,-0.03692627,-0.25,0.2738037,0.085754395,0.16192627,-0.94415283,0.18945312,-0.72735596,0.1829834,0.633667,0.56500244,0.13330078,0.7094116,-0.39959717,0.1583252,0.85131836,-0.1574707,-0.4746704,0.26391602,0.5137329,0.7635498,-0.28863525,-0.4152832,-0.4350586,-0.78125,-0.16748047,-0.1685791,0.84173584,-0.4664917,-0.21325684,0.6646118,0.5828247,0.4498291,0.12701416,-0.06384277,0.17071533,-0.96868896,-0.1685791,-0.71691895,0.3511963,0.3947754,-0.45477295,0.11529541,0.0057373047,0.6759033,0.72784424
0.96777344,-0.015258789,-0.036071777,-0.24865723,0.2753296,0.087402344,0.16064453,-0.9437866,0.18829346,-0.72753906,0.18170166,0.6341553,0.56518555,0.13269043,0.71069336,-0.39727783,0.15960693,0.85180664,-0.15686035,-0.47357178,0.26623535,0.5114136,0.7649536,-0.2869873,-0.41400146,-0.43469238,-0.7819214,-0.16833496,-0.16705322,0.84381104,-0.463562,-0.21264648,0.6658325,0.5774536,0.453125,0.13354492,-0.062194824,0.17407227,-0.9682007,-0.16888428,-0.7168579,0.3496704,0.39538574,-0.45562744,0.113342285,0.005126953,0.6768799,0.7272339
