A0,A1,A2,A3,B0,B1,B2,B3,C0,C1,C2,C3,D0,D1,D2,D3,E0,E1,E2,E3,F0,F1,F2,F3,G0,G1,G2,G3,H0,H1,H2,H3,I0,I1,I2,I3,J0,J1,J2,J3,K0,K1,K2,K3,L0,L1,L2,L3
-0.82366943,0.260437,0.24676514,0.43914795,-0.66119385,0.2888794,-0.036315918,0.69140625,-0.6765137,0.59954834,-0.12432861,-0.4091797,-0.71069336,0.44787598,7.324219E-4,-0.5425415,0.3005371,-0.89404297,0.04498291,0.3291626,0.7047119,-0.56030273,0.42944336,0.0703125,-0.3624878,0.18591309,-0.90045166,0.15270996,-0.47094727,0.80841064,-0.18670654,-0.29974365,-0.34692383,-0.49725342,-0.78326416,0.13775635,-0.29327393,-0.16674805,-0.1907959,-1.2122803,0.970459,-0.22564697,0.005432129,-0.08514404,0.47235107,0.09436035,0.23999023,0.84277344
-0.8251953,0.25958252,0.24432373,0.4381714,-0.6613159,0.2838745,-0.035217285,0.6934204,-0.6756592,0.6010742,-0.12786865,-0.40722656,-0.71087646,0.44934082,-0.0014038086,-0.54107666,0.30456543,-0.8907471,0.04321289,0.33459473,0.7077637,-0.55688477,0.42834473,0.074157715,-0.3665161,0.18603516,-0.89886475,0.15234375,-0.4755249,0.80407715,-0.18591309,-0.30462646,-0.34802246,-0.49243164,-0.78430176,0.14593506,-0.2888794,-0.16400146,-0.19091797,-1.2122803,0.9717407,-0.22033691,0.01159668,-0.083496094,0.4706421,0.10076904,0.23358154,0.8447876
-0.8267822,0.25854492,0.24139404,0.43737793,-0.6616821,0.2755127,-0.032165527,0.69659424,-0.67419434,0.6017456,-0.1317749,-0.4074707,-0.71087646,0.44952393,-0.005859375,-0.5409546,0.3065796,-0.88842773,0.041931152,0.3390503,0.7093506,-0.55444336,0.42816162,0.07739258,-0.36901855,0.18591309,-0.89801025,0.15136719,-0.4777832,0.8012085,-0.18548584,-0.30889893,-0.34674072,-0.48693848,-0.7860718,0.15765381,-0.29632568,-0.16375732,-0.18798828,-1.2122803,0.9727173,-0.21636963,0.01727295,-0.08178711,0.46923828,0.10809326,0.22607422,0.8467407
-0.82873535,0.25689697,0.23852539,0.4362793,-0.66278076,0.26519775,-0.026062012,0.69976807,-0.6737671,0.59954834,-0.13562012,-0.4100952,-0.71051025,0.4475708,-0.011352539,-0.54296875,0.307312,-0.88671875,0.041259766,0.34295654,0.7102051,-0.55285645,0.42840576,0.07977295,-0.3703003,0.18591309,-0.89764404,0.15020752,-0.47821045,0.7996216,-0.18560791,-0.31219482,-0.34387207,-0.48114014,-0.7876587,0.17297363,-0.31732178,-0.17822266,-0.18157959,-1.2122803,0.9733887,-0.21356201,0.022033691,-0.07989502,0.4671631,0.115356445,0.21655273,0.84936523
-0.8335571,0.25042725,0.23535156,0.43249512,-0.6668701,0.23999023,0.0126953125,0.70532227,-0.6800537,0.58288574,-0.1383667,-0.42266846,-0.68603516,0.34222412,-0.12731934,-0.6293335,0.3071289,-0.88500977,0.041015625,0.34753418,0.7110596,-0.55163574,0.42816162,0.081970215,-0.3701172,0.18591309,-0.8981323,0.14782715,-0.477417,0.7989502,-0.18591309,-0.31500244,-0.33947754,-0.4677124,-0.789917,0.20513916,-0.38891602,-0.22851562,-0.16241455,-1.2122803,0.97424316,-0.21038818,0.027038574,-0.07635498,0.46435547,0.128479,0.1965332,0.85388184
-0.8366089,0.24432373,0.23327637,0.43115234,-0.6675415,0.22906494,0.02520752,0.7080078,-0.6865845,0.5689697,-0.13897705,-0.43084717,-0.6828613,0.32873535,-0.13934326,-0.63739014,0.30682373,-0.8848877,0.04071045,0.34814453,0.71087646,-0.5517578,0.42822266,0.08215332,-0.3692627,0.18572998,-0.8989258,0.14538574,-0.47686768,0.7992554,-0.18585205,-0.3151245,-0.3388672,-0.46044922,-0.7909546,0.21820068,-0.4232788,-0.24664307,-0.1583252,-1.2122803,0.97454834,-0.20935059,0.02709961,-0.07495117,0.46246338,0.1338501,0.18774414,0.8560791
-0.83966064,0.23486328,0.23168945,0.43145752,-0.66711426,0.22241211,0.0446167,0.7095947,-0.69433594,0.5519409,-0.13922119,-0.44036865,-0.6793823,0.31610107,-0.14971924,-0.6451416,0.30584717,-0.88513184,0.040649414,0.34832764,0.70965576,-0.55255127,0.42919922,0.082458496,-0.36779785,0.18591309,-0.8999634,0.14239502,-0.4753418,0.80010986,-0.18597412,-0.3151245,-0.33850098,-0.4539795,-0.7918091,0.22894287,5.493164E-4,-0.4512329,-0.24871826,-0.15960693,0.97454834,-0.20996094,0.026245117,-0.07366943,0.4609375,0.13867188,0.18060303,0.857666
-0.840271,0.21258545,0.23858643,0.43798828,-0.64123535,0.111083984,0.20117188,0.7321167,-0.70684814,0.51745605,-0.14178467,-0.46105957,-0.6744995,0.2939453,-0.1651001,-0.65686035,0.30133057,-0.8867798,0.041503906,0.34796143,0.7057495,-0.55596924,0.43115234,0.08288574,-0.3657837,0.18652344,-0.9013672,0.13806152,-0.46868896,0.8043213,-0.18707275,-0.31359863,-0.33544922,-0.44573975,-0.7925415,0.24645996,0.0014038086,-0.51898193,-0.27355957,-0.14056396,0.97387695,-0.2142334,0.022888184,-0.07147217,0.4580078,0.14752197,0.17272949,0.859375
-0.8369751,0.20141602,0.24816895,0.44421387,-0.6382446,0.109558105,0.2086792,0.7328491,-0.71136475,0.50213623,-0.14221191,-0.4708252,-0.6741333,0.2852173,-0.17022705,-0.65979004,0.29901123,-0.88793945,0.04156494,0.34710693,0.7050171,-0.55670166,0.43145752,0.08276367,-0.36694336,0.1864624,-0.901001,0.13720703,-0.46588135,0.8062744,-0.1873169,-0.31280518,-0.33239746,-0.4449463,-0.7920532,0.25335693,0.0016479492,-0.541687,-0.29455566,-0.125,0.9735718,-0.21606445,0.021362305,-0.070495605,0.45672607,0.15136719,0.17126465,0.8596802
-0.8323364,0.18927002,0.26086426,0.45092773,-0.63671875,0.106933594,0.21307373,0.7333374,-0.7156372,0.48815918,-0.14160156,-0.47912598,-0.6746826,0.27850342,-0.17364502,-0.66119385,0.2980957,-0.8883667,0.041503906,0.34680176,0.70581055,-0.5557251,0.43133545,0.08294678,-0.36950684,0.18609619,-0.9001465,0.13665771,-0.4644165,0.8069458,-0.18756104,-0.31304932,-0.32940674,-0.44610596,-0.7908325,0.25897217,0.0018310547,-0.5612793,-0.3043213,-0.11401367,0.9730835,-0.21862793,0.020751953,-0.06939697,0.45581055,0.15411377,0.17047119,0.8598633
