A0,A1,A2,A3,B0,B1,B2,B3,C0,C1,C2,C3,D0,D1,D2,D3,E0,E1,E2,E3,F0,F1,F2,F3,G0,G1,G2,G3,H0,H1,H2,H3,I0,I1,I2,I3,J0,J1,J2,J3,K0,K1,K2,K3
0.3135376,-0.44958496,-0.5512085,0.62908936,0.9725342,-0.6836548,0.3682251,-0.4547119,0.762146,0.20532227,-0.26263428,-0.55493164,0.46099854,-0.21588135,0.1461792,-0.8482666,0.05633545,0.19921875,0.5899658,0.7803345,0.7789917,-0.056762695,-0.12561035,-0.6117554,0.22076416,-0.44659424,-0.69415283,-0.5196533,-0.71313477,0.1274414,0.4439087,0.52734375,0.6397095,0.6873779,-0.041809082,0.34124756,-0.4880371,-0.2442627,0.2514038,-0.79937744,0.6687622,-0.091918945,-0.4935913,0.54833984
0.31378174,-0.4492798,-0.54888916,0.6312256,1.7558594,-0.68408203,0.3675537,-0.4539795,0.7614746,0.20532227,-0.26538086,-0.5545654,0.46020508,-0.21655273,0.144104,-0.84887695,0.055603027,0.20098877,0.59069824,0.77941895,0.7770386,-0.057617188,-0.12774658,-0.6137085,0.22125244,-0.44732666,-0.6948242,-0.5178833,-0.7122803,0.12701416,0.4463501,0.5265503,0.63793945,0.6888428,-0.04309082,0.34143066,-0.48815918,-0.24584961,0.2524414,-0.79852295,0.6690674,-0.09094238,-0.49414062,0.5476074
0.3139038,-0.44873047,-0.5471802,0.6329956,1.6925659,-0.6845093,0.3673706,-0.4529419,0.76104736,0.20452881,-0.26739502,-0.5545044,0.45947266,-0.21740723,0.1427002,-0.84924316,0.054870605,0.20269775,0.5911255,0.77874756,0.7750244,-0.05883789,-0.12963867,-0.6156616,0.22155762,-0.44805908,-0.6956787,-0.5159912,-0.7114868,0.12670898,0.44848633,0.5258789,0.63623047,0.69036865,-0.044311523,0.34143066,-0.48846436,-0.24743652,0.25341797,-0.79748535,0.6694946,-0.089904785,-0.49456787,0.54681396
0.3173828,-0.44232178,-0.5407715,0.6411743,1.4223022,-0.6859741,0.36993408,-0.4472046,0.7609253,0.20355225,-0.27508545,-0.55126953,0.4572754,-0.22113037,0.13482666,-0.85076904,0.05114746,0.20910645,0.5939331,0.77508545,0.76776123,-0.062927246,-0.13757324,-0.62268066,0.2230835,-0.44995117,-0.69921875,-0.5088501,-0.70874023,0.12542725,0.456604,0.5228882,0.6309204,0.69488525,-0.047668457,0.3416748,-0.48846436,-0.2518921,0.25646973,-0.795105,0.67144775,-0.08483887,-0.4956665,0.5443115
0.31762695,-0.4407959,-0.5396118,0.64312744,-1.5750732,-0.68603516,0.3708496,-0.4456787,0.76049805,0.20245361,-0.27789307,-0.5508423,0.45611572,-0.22229004,0.13293457,-0.8514404,0.05041504,0.21051025,0.5946045,0.77423096,0.7659302,-0.06359863,-0.13909912,-0.6244507,0.22387695,-0.44976807,-0.7001953,-0.5073242,-0.70861816,0.125,0.45819092,0.5218506,0.6296997,0.69573975,-0.048034668,0.34210205,-0.4885254,-0.2529297,0.25708008,-0.79455566,0.6715698,-0.08404541,-0.49621582,0.5437622
0.3182373,-0.43963623,-0.53912354,0.64404297,-0.59820557,-0.6865845,0.37158203,-0.4446411,0.76013184,0.20178223,-0.27990723,-0.55059814,0.4555664,-0.22296143,0.1315918,-0.8517456,0.049682617,0.2119751,0.5949707,0.77368164,0.7640381,-0.06463623,-0.14074707,-0.62628174,0.22442627,-0.4498291,-0.7007446,-0.5062866,-0.70825195,0.12487793,0.45965576,0.5209961,0.62872314,0.6963501,-0.04937744,0.34240723,-0.48858643,-0.253479,0.25830078,-0.7939453,0.671875,-0.08288574,-0.49664307,0.5432129
0.31878662,-0.4381714,-0.5383301,0.6454468,-0.83898926,-0.6871338,0.3718872,-0.44329834,0.7600708,0.20159912,-0.28112793,-0.55010986,0.45550537,-0.2234497,0.13024902,-0.8518677,0.048583984,0.21331787,0.59521484,0.7731323,0.76226807,-0.06591797,-0.14245605,-0.6279297,0.22491455,-0.45007324,-0.7011719,-0.50531006,-0.7078247,0.125,0.46124268,0.52020264,0.62786865,0.6968994,-0.050720215,0.34265137,-0.4885254,-0.25390625,0.25952148,-0.79345703,0.6721802,-0.0814209,-0.49713135,0.5425415
0.31933594,-0.43640137,-0.5369873,0.64746094,0.66693115,-0.68756104,0.3720703,-0.4416504,0.7601929,0.20147705,-0.28234863,-0.54937744,0.4553833,-0.2241211,0.12884521,-0.8519287,0.047546387,0.21453857,0.59552,0.77264404,0.7605591,-0.06719971,-0.14398193,-0.62957764,0.22521973,-0.4501953,-0.70166016,-0.5043335,-0.70739746,0.12506104,0.46264648,0.5194702,0.6270752,0.69744873,-0.051879883,0.34277344,-0.4885254,-0.2543335,0.260437,-0.7930908,0.67248535,-0.08013916,-0.4975586,0.54193115
0.3218994,-0.4326172,-0.5335083,0.65167236,-1.4862671,-0.68914795,0.37335205,-0.43756104,0.7600708,0.19995117,-0.28552246,-0.5484009,0.45336914,-0.22619629,0.12640381,-0.85284424,0.04675293,0.21722412,0.59503174,0.77233887,0.7546387,-0.070007324,-0.14575195,-0.6359253,0.22381592,-0.44995117,-0.7029419,-0.50341797,-0.70581055,0.124816895,0.46496582,0.5195923,0.6268921,0.6981201,-0.056396484,0.34118652,-0.49041748,-0.25323486,0.26306152,-0.7913208,0.67388916,-0.078430176,-0.49804688,0.5401001
0.32244873,-0.43200684,-0.5325928,0.65252686,-0.0057373047,-0.6897583,0.37322998,-0.43688965,0.7597046,0.19940186,-0.28656006,-0.548584,0.4524536,-0.22668457,0.12573242,-0.8533325,0.046875,0.21807861,0.5947876,0.7722168,0.75250244,-0.07080078,-0.14605713,-0.6382446,0.22332764,-0.44958496,-0.7034302,-0.50323486,-0.70544434,0.124694824,0.46533203,0.51989746,0.62713623,0.697937,-0.057556152,0.34075928,-0.49102783,-0.25250244,0.26367188,-0.7910156,0.6743164,-0.07824707,-0.49816895,0.53948975
0.322937,-0.43164062,-0.5317383,0.65319824,-0.59106445,-0.69036865,0.37316895,-0.43634033,0.75927734,0.19866943,-0.28771973,-0.54888916,0.45159912,-0.22698975,0.125,-0.85375977,0.046875,0.21887207,0.59472656,0.7720337,0.7505493,-0.07141113,-0.14642334,-0.6404419,0.22302246,-0.44909668,-0.7041626,-0.5028076,-0.7052002,0.12438965,0.46569824,0.51989746,0.6272583,0.69799805,-0.05847168,0.34033203,-0.4915161,-0.2520752,0.26409912,-0.79071045,0.6746826,-0.078063965,-0.49816895,0.53900146
0.32330322,-0.43139648,-0.5308838,0.6538696,-0.054016113,-0.690979,0.3729248,-0.4359131,0.7588501,0.19818115,-0.28894043,-0.54901123,0.45080566,-0.22741699,0.12408447,-0.85424805,0.04675293,0.21960449,0.5947876,0.7718506,0.74853516,-0.07208252,-0.14678955,-0.6425781,0.22271729,-0.44873047,-0.704834,-0.50231934,-0.704895,0.12402344,0.46624756,0.51989746,0.6270752,0.69818115,-0.059631348,0.3400879,-0.49206543,-0.25177002,0.26483154,-0.79022217,0.6750488,-0.077819824,-0.49829102,0.53845215
0.32366943,-0.43103027,-0.5298462,0.65478516,-1.3925781,-0.6915283,0.37286377,-0.43536377,0.7583618,0.1973877,-0.29040527,-0.5491333,0.4498291,-0.22790527,0.123413086,-0.8547363,0.04675293,0.22039795,0.5946045,0.7717285,0.746521,-0.072753906,-0.14709473,-0.6448364,0.22247314,-0.4482422,-0.7055054,-0.5018921,-0.70458984,0.12384033,0.46673584,0.51989746,0.6272583,0.6981201,-0.06060791,0.33984375,-0.49273682,-0.25128174,0.26519775,-0.78985596,0.67541504,-0.07775879,-0.49816895,0.538147
0.3239746,-0.43115234,-0.5281372,0.6558838,-1.5865479,-0.69317627,0.37158203,-0.4348755,0.7570801,0.19683838,-0.2935791,-0.5494385,0.44799805,-0.22821045,0.12036133,-0.85601807,0.046325684,0.22253418,0.5957031,0.7703247,0.7407837,-0.07385254,-0.14935303,-0.65075684,0.22192383,-0.44750977,-0.70788574,-0.49945068,-0.7036133,0.12207031,0.46917725,0.5194702,0.62664795,0.6991577,-0.062561035,0.3383789,-0.49389648,-0.2515869,0.26586914,-0.78881836,0.67681885,-0.076049805,-0.49743652,0.53723145
0.32391357,-0.43078613,-0.52685547,0.65722656,-1.2874756,-0.6932373,0.37139893,-0.43469238,0.75653076,0.19665527,-0.29522705,-0.54937744,0.4473877,-0.22851562,0.11907959,-0.8564453,0.046020508,0.22296143,0.59606934,0.76989746,0.7390747,-0.07421875,-0.14990234,-0.6525879,0.22198486,-0.44708252,-0.70874023,-0.49865723,-0.7034302,0.121520996,0.47003174,0.51904297,0.6264038,0.69940186,-0.062805176,0.33831787,-0.49389648,-0.25164795,0.2659912,-0.7886963,0.6769409,-0.075805664,-0.4975586,0.53704834
0.3236084,-0.43023682,-0.5258789,0.6585083,-1.7885742,-0.69317627,0.37176514,-0.43432617,0.75634766,0.19616699,-0.29663086,-0.54907227,0.4468994,-0.22924805,0.11810303,-0.8566284,0.045837402,0.22314453,0.5961304,0.7698364,0.7374878,-0.07458496,-0.15002441,-0.65423584,0.22180176,-0.4463501,-0.7095947,-0.4981079,-0.7034912,0.120910645,0.47045898,0.5187988,0.6264038,0.6995239,-0.06317139,0.33795166,-0.49420166,-0.25152588,0.2659912,-0.7885742,0.677063,-0.07574463,-0.4975586,0.53692627
0.3236084,-0.4296875,-0.5252075,0.6594238,0.4683838,-0.6934204,0.37194824,-0.43377686,0.7567749,0.19567871,-0.29766846,-0.5480957,0.44628906,-0.22973633,0.11743164,-0.85687256,0.045959473,0.2234497,0.59625244,0.7696533,0.7355957,-0.07489014,-0.15026855,-0.65625,0.22167969,-0.44543457,-0.7105713,-0.49761963,-0.7034912,0.12030029,0.4708252,0.5185547,0.6264038,0.69970703,-0.06378174,0.33746338,-0.49487305,-0.25115967,0.26611328,-0.788208,0.6773071,-0.075805664,-0.49749756,0.5366821
0.3239746,-0.42919922,-0.5244751,0.6600952,-1.0710449,-0.6937256,0.37231445,-0.4331665,0.7564697,0.19555664,-0.2980957,-0.5482788,0.44561768,-0.22937012,0.117492676,-0.85736084,0.046325684,0.22387695,0.5963135,0.7694702,0.7334595,-0.07513428,-0.15045166,-0.6586304,0.22149658,-0.4446411,-0.71136475,-0.49725342,-0.7034302,0.11968994,0.47094727,0.5187378,0.62664795,0.69970703,-0.06463623,0.336792,-0.49578857,-0.25073242,0.26623535,-0.7877197,0.67755127,-0.076171875,-0.49725342,0.536438
0.32470703,-0.42907715,-0.52282715,0.6611328,-1.1398926,-0.696167,0.3708496,-0.43218994,0.7555542,0.19573975,-0.29956055,-0.54870605,0.44403076,-0.22955322,0.115600586,-0.85839844,0.04522705,0.22607422,0.59729004,0.7680664,0.7258301,-0.07727051,-0.15270996,-0.66619873,0.22241211,-0.44293213,-0.71447754,-0.49395752,-0.7030029,0.11791992,0.47381592,0.5170288,0.6253052,0.70111084,-0.06695557,0.33599854,-0.49682617,-0.25152588,0.26708984,-0.78656006,0.6781616,-0.07507324,-0.49768066,0.5354614
0.32476807,-0.42889404,-0.522583,0.661438,0.7683716,-0.6966553,0.3706665,-0.4317627,0.75531006,0.1951294,-0.30010986,-0.5489502,0.44348145,-0.22998047,0.11541748,-0.85858154,0.044921875,0.2265625,0.597229,0.7680054,0.723938,-0.078125,-0.15283203,-0.6682129,0.222229,-0.44262695,-0.71502686,-0.4934082,-0.7027588,0.117614746,0.47442627,0.51690674,0.6251831,0.70129395,-0.06768799,0.33569336,-0.49713135,-0.25134277,0.26745605,-0.7862549,0.6782837,-0.07495117,-0.49798584,0.5350952
0.32513428,-0.428833,-0.52227783,0.661499,0.09820557,-0.6972046,0.37078857,-0.43145752,0.75531006,0.19458008,-0.300354,-0.54907227,0.44329834,-0.23028564,0.11541748,-0.85858154,0.044677734,0.22698975,0.59710693,0.7680054,0.72198486,-0.07910156,-0.15307617,-0.670105,0.22192383,-0.44250488,-0.7155762,-0.49291992,-0.7024536,0.117370605,0.47503662,0.5168457,0.625,0.70166016,-0.068847656,0.335083,-0.49768066,-0.2512207,0.26800537,-0.7857666,0.67852783,-0.07446289,-0.49798584,0.53479004
0.32543945,-0.4286499,-0.5220337,0.6616821,-0.118774414,-0.69744873,0.37091064,-0.43139648,0.7553711,0.19458008,-0.30029297,-0.5489502,0.44335938,-0.23028564,0.11505127,-0.85858154,0.04425049,0.22747803,0.59716797,0.7678833,0.7201538,-0.07989502,-0.15368652,-0.671875,0.22174072,-0.44244385,-0.7161255,-0.49224854,-0.70202637,0.1171875,0.4758911,0.5166626,0.6246338,0.7020874,-0.070007324,0.33459473,-0.49804688,-0.25128174,0.26867676,-0.78533936,0.6789551,-0.0736084,-0.49780273,0.53460693
0.3248291,-0.42822266,-0.52130127,0.6628418,-0.15734863,-0.6986084,0.3701172,-0.43096924,0.7546387,0.19244385,-0.30151367,-0.5500488,0.4416504,-0.23175049,0.114990234,-0.8590698,0.043273926,0.22888184,0.5964966,0.7680054,0.7127075,-0.0826416,-0.15350342,-0.67944336,0.2230835,-0.43988037,-0.7177124,-0.49163818,-0.7022705,0.11663818,0.47711182,0.5153198,0.6253052,0.7011719,-0.072265625,0.3347168,-0.4981079,-0.24945068,0.27008057,-0.78533936,0.678772,-0.07287598,-0.4987793,0.5339966
0.32452393,-0.42852783,-0.52246094,0.66186523,-0.49047852,-0.6986084,0.3710327,-0.43170166,0.7553711,0.19091797,-0.30078125,-0.5499878,0.44195557,-0.2331543,0.11621094,-0.85839844,0.042785645,0.22833252,0.59521484,0.7692261,0.7114258,-0.08404541,-0.15209961,-0.68096924,0.22369385,-0.43841553,-0.71765137,-0.49273682,-0.70288086,0.117126465,0.4763794,0.51501465,0.62646484,0.69989014,-0.07330322,0.33514404,-0.49780273,-0.24761963,0.27111816,-0.78582764,0.67822266,-0.0725708,-0.4991455,0.5344238
0.32403564,-0.42834473,-0.52404785,0.6609497,0.19482422,-0.6980591,0.37243652,-0.4326172,0.75665283,0.18988037,-0.29925537,-0.5494385,0.44311523,-0.23352051,0.11743164,-0.85754395,0.042236328,0.22753906,0.59399414,0.7704468,0.7102661,-0.08520508,-0.15100098,-0.682251,0.22442627,-0.43634033,-0.71728516,-0.49475098,-0.70391846,0.11779785,0.47528076,0.51452637,0.628479,0.69781494,-0.074645996,0.33520508,-0.4973755,-0.24487305,0.27215576,-0.78656006,0.67767334,-0.07165527,-0.49908447,0.5352173
0.32312012,-0.42755127,-0.5258179,0.6605835,1.4389648,-0.6970825,0.37384033,-0.43322754,0.7576294,0.18988037,-0.29711914,-0.54919434,0.4442749,-0.23352051,0.119018555,-0.85668945,0.042053223,0.22613525,0.5922241,0.77215576,0.70928955,-0.085998535,-0.14886475,-0.6836548,0.22515869,-0.4329834,-0.71655273,-0.49847412,-0.7055054,0.11853027,0.47277832,0.5144043,0.6320801,0.694397,-0.0758667,0.3352661,-0.49658203,-0.24066162,0.27319336,-0.78796387,0.67663574,-0.0715332,-0.49945068,0.5362549
0.3217163,-0.42694092,-0.5280762,0.65979004,1.2329102,-0.69610596,0.3751831,-0.43389893,0.75860596,0.1887207,-0.2946167,-0.5496216,0.44506836,-0.23394775,0.12219238,-0.8557129,0.04248047,0.22351074,0.58929443,0.7751465,0.70843506,-0.08660889,-0.14453125,-0.68536377,0.22509766,-0.42822266,-0.7151489,-0.5045166,-0.7080078,0.11981201,0.4680786,0.51501465,0.6380615,0.6889038,-0.07696533,0.335083,-0.49597168,-0.23339844,0.27392578,-0.7902832,0.6750488,-0.0725708,-0.5003052,0.5372925
0.31939697,-0.42456055,-0.53637695,0.6557617,0.62664795,-0.6933594,0.3821411,-0.43566895,0.7651367,0.18395996,-0.27789307,-0.5509033,0.4512329,-0.23382568,0.13830566,-0.8500366,0.047790527,0.21575928,0.56903076,0.7920532,0.7050171,-0.09442139,-0.12286377,-0.69207764,0.21618652,-0.4118042,-0.7017212,-0.5397339,-0.71417236,0.13134766,0.4428711,0.5258789,0.6708374,0.65771484,-0.09307861,0.32958984,-0.49822998,-0.19421387,0.28582764,-0.79522705,0.67059326,-0.07312012,-0.5022583,0.5409546
0.31811523,-0.42181396,-0.53930664,0.6557617,0.97540283,-0.6915283,0.38549805,-0.43554688,0.76831055,0.18267822,-0.2715454,-0.55010986,0.4545288,-0.23400879,0.14324951,-0.8474121,0.051940918,0.21490479,0.55651855,0.80078125,0.7029419,-0.09967041,-0.113586426,-0.6950073,0.20684814,-0.4104004,-0.69036865,-0.55877686,-0.7122803,0.13928223,0.43145752,0.5357666,0.68652344,0.64227295,-0.1083374,0.32305908,-0.5025635,-0.17541504,0.29510498,-0.79351807,0.66973877,-0.07104492,-0.50268555,0.5418701
0.31658936,-0.41711426,-0.541687,0.6575928,-0.5359497,-0.68914795,0.38952637,-0.43414307,0.7716675,0.18103027,-0.26489258,-0.54919434,0.45776367,-0.2341919,0.14929199,-0.8446045,0.05706787,0.21368408,0.5408325,0.8114624,0.70043945,-0.10522461,-0.10205078,-0.6984863,0.19659424,-0.40472412,-0.67541504,-0.5843506,-0.71154785,0.14978027,0.41271973,0.54852295,0.7056885,0.6218872,-0.12915039,0.31384277,-0.50927734,-0.15222168,0.30749512,-0.7892456,0.66986084,-0.06793213,-0.50231934,0.54248047
0.31506348,-0.4116211,-0.54364014,0.6600952,-0.9815674,-0.6867676,0.39367676,-0.43182373,0.77545166,0.1795044,-0.25500488,-0.54901123,0.46191406,-0.23443604,0.15716553,-0.8408203,0.059570312,0.21691895,0.52856445,0.81848145,0.7000122,-0.10809326,-0.10015869,-0.6987915,0.18322754,-0.39941406,-0.65374756,-0.61608887,-0.7088623,0.1651001,0.3880005,0.5654297,0.72613525,0.5963135,-0.15893555,0.30297852,-0.52020264,-0.12005615,0.32641602,-0.78009033,0.67077637,-0.06341553,-0.50115967,0.54296875
0.31347656,-0.40478516,-0.54473877,0.6641846,-1.7930908,-0.6854248,0.3955078,-0.42755127,0.7800293,0.1776123,-0.24151611,-0.54919434,0.46594238,-0.23443604,0.16729736,-0.8366089,0.06500244,0.22125244,0.5211792,0.8216553,0.6949463,-0.11151123,-0.10168457,-0.70306396,0.16656494,-0.38757324,-0.6312256,-0.65093994,-0.70721436,0.18353271,0.35394287,0.58380127,0.7441406,0.5700073,-0.19720459,0.2869873,-0.5354614,-0.08673096,0.34698486,-0.7651367,0.67407227,-0.058776855,-0.49816895,0.5421753
0.2999878,-0.39263916,-0.5482788,0.6746826,-0.47961426,-0.69195557,0.371521,-0.41601562,0.7786255,0.18121338,-0.19177246,-0.56933594,0.47253418,-0.2029419,0.18859863,-0.8366699,0.122558594,0.2489624,0.46209717,0.8422241,0.6501465,-0.11767578,-0.07519531,-0.7468872,0.07873535,-0.3536377,-0.565979,-0.7406006,-0.6759033,0.21710205,0.24243164,0.66119385,0.79248047,0.4953003,-0.30413818,0.18475342,-0.6105957,0.011291504,0.3673706,-0.7015381,0.7092285,-0.046691895,-0.4580078,0.5338135
0.29541016,-0.3968506,-0.54833984,0.67419434,-1.6188354,-0.6956177,0.3581543,-0.4187622,0.77630615,0.18365479,-0.18450928,-0.5740967,0.47180176,-0.19580078,0.19177246,-0.83807373,0.1338501,0.2543335,0.4517212,0.84454346,0.6394043,-0.11987305,-0.07269287,-0.75598145,0.06970215,-0.35064697,-0.57159424,-0.73864746,-0.6732178,0.21130371,0.23834229,0.66729736,0.8052368,0.46929932,-0.321167,0.16766357,-0.6176758,0.03704834,0.36688232,-0.69470215,0.7156372,-0.046569824,-0.45239258,0.53009033
0.29223633,-0.4039917,-0.54766846,0.67193604,1.795166,-0.69970703,0.3460083,-0.42211914,0.7729492,0.18664551,-0.1784668,-0.5795288,0.46813965,-0.18902588,0.19299316,-0.8413696,0.14160156,0.25787354,0.44714355,0.8446045,0.63012695,-0.12109375,-0.072021484,-0.76361084,0.06951904,-0.35211182,-0.58807373,-0.7248535,-0.67333984,0.20300293,0.24517822,0.66729736,0.8189087,0.4453125,-0.32696533,0.15533447,-0.62158203,0.05810547,0.35961914,-0.6935425,0.72180176,-0.045166016,-0.44750977,0.52593994
0.29107666,-0.41363525,-0.54003906,0.6727295,1.7501831,-0.7059326,0.33013916,-0.42462158,0.7680664,0.19354248,-0.18231201,-0.58258057,0.46374512,-0.18286133,0.18322754,-0.8473511,0.13647461,0.26690674,0.47265625,0.8286133,0.62353516,-0.11895752,-0.096069336,-0.76672363,0.06640625,-0.36236572,-0.6199341,-0.6928711,-0.67718506,0.1828003,0.2659912,0.66119385,0.8267822,0.4411621,-0.31622314,0.1473999,-0.6279907,0.056518555,0.3425293,-0.6965332,0.73272705,-0.04107666,-0.43701172,0.5199585
0.29071045,-0.4411621,-0.5288696,0.6641846,1.4619751,-0.7125244,0.30810547,-0.42596436,0.73291016,0.26757812,-0.25567627,-0.5708618,0.45062256,-0.18029785,0.107421875,-0.8677368,0.06744385,0.29504395,0.6468506,0.69989014,0.6133423,-0.08288574,-0.24383545,-0.74664307,0.113586426,-0.4751587,-0.74487305,-0.45446777,-0.66882324,0.12371826,0.39190674,0.61950684,0.71313477,0.6430054,-0.17834473,0.21447754,-0.6185913,-0.16656494,0.26696777,-0.72003174,0.7515259,-0.04638672,-0.40911865,0.5154419
0.3057251,-0.43695068,-0.37561035,0.7579346,1.1729126,-0.7624512,0.21472168,-0.3651123,0.5262451,0.31604004,-0.63134766,-0.47387695,0.29467773,-0.23272705,-0.2607422,-0.8894043,-0.068359375,0.46105957,0.80548096,0.36590576,0.5046997,-0.08917236,-0.61291504,-0.6014404,0.19378662,-0.66223145,-0.72283936,-0.038513184,-0.4864502,0.012634277,0.79351807,0.3652954,0.2512207,0.92718506,-0.13470459,0.24279785,-0.5014038,-0.64849854,0.25830078,-0.5112915,0.8162842,0.118652344,-0.38012695,0.418396
