A0,A1,A2,A3,B0,B1,B2,B3,C0,C1,C2,C3,D0,D1,D2,D3,E0,E1,E2,E3,F0,F1,F2,F3,G0,G1,G2,G3,H0,H1,H2,H3,I0,I1,I2,I3,J0,J1,J2,J3,K0,K1,K2,K3,L0,L1,L2,L3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6706543,0.7380371,0.066833496,-0.03161621,-0.7749634,0.46636963,0.35516357,-0.23608398,0.46051025,-0.88500977,0.04107666,-0.054748535,0.755249,-0.6381836,0.1081543,-0.10290527,0.035583496,0.08721924,-0.89520264,0.4356079,-0.60443115,0.7719116,-0.16345215,0.11022949,0.062438965,-0.77301025,-0.62176514,-0.10961914,-0.060913086,0.14697266,0.77557373,-0.61083984,0.66937256,-0.40838623,-0.23956299,-0.57250977,0.6548462,-0.31793213,0.41638184,0.5446167
-0.5472412,0.81640625,-0.14758301,0.1104126,-0.50671387,0.6716919,-0.4015503,0.36169434,-0.44458008,0.88079834,0.022033691,0.16137695,-0.7166748,0.560791,0.41455078,-0.004211426,0.22839355,-0.92285156,0.12310791,-0.284729,0.49273682,-0.7959595,0.1609497,-0.31274414,0.23059082,0.044311523,-0.9560547,0.17547607,-0.3272705,0.8880005,-0.15649414,0.2824707,0.018981934,-0.7734375,-0.5321045,-0.34417725,-0.28497314,0.10821533,0.8295288,-0.46795654,0.66937256,-0.40802002,-0.23937988,-0.572876,0.65301514,-0.31878662,0.4197998,0.5437012
-0.5477905,0.8161621,-0.14715576,0.11004639,-0.506958,0.6713867,-0.4017334,0.3616333,-0.444458,0.8808594,0.022155762,0.16113281,-0.7167969,0.56073,0.41448975,-0.0043945312,0.22827148,-0.9227295,0.123291016,-0.2850952,0.49267578,-0.7961426,0.16088867,-0.31243896,0.23101807,0.044128418,-0.9560547,0.17523193,-0.32720947,0.88812256,-0.15637207,0.28222656,0.019165039,-0.7734375,-0.5319824,-0.34429932,-0.2849121,0.10821533,0.8297119,-0.46765137,0.6694336,-0.40802002,-0.23944092,-0.57281494,0.65319824,-0.3189087,0.41986084,0.543396
-0.5482788,0.81591797,-0.14697266,0.109802246,-0.5071411,0.67108154,-0.40203857,0.36169434,-0.44433594,0.88098145,0.022277832,0.16088867,-0.7168579,0.56066895,0.4144287,-0.004638672,0.22814941,-0.9226074,0.123413086,-0.2855835,0.4925537,-0.7963257,0.1609497,-0.31219482,0.23132324,0.043823242,-0.95599365,0.17510986,-0.32702637,0.88830566,-0.15631104,0.2819214,0.019348145,-0.7734375,-0.53186035,-0.3444214,-0.2849121,0.1081543,0.829834,-0.46740723,0.6694946,-0.40795898,-0.23950195,-0.5727539,0.65338135,-0.31896973,0.41992188,0.5430298
-0.548584,0.81573486,-0.14703369,0.109680176,-0.5072632,0.67077637,-0.40234375,0.36169434,-0.44415283,0.8811035,0.022338867,0.16064453,-0.7168579,0.56066895,0.4144287,-0.0048217773,0.22814941,-0.9224243,0.12347412,-0.28607178,0.49230957,-0.7965088,0.16101074,-0.31195068,0.23181152,0.043640137,-0.9559326,0.1749878,-0.32684326,0.88842773,-0.15637207,0.28173828,0.019470215,-0.7734375,-0.5317383,-0.3446045,-0.28485107,0.10803223,0.8300171,-0.46722412,0.6694946,-0.40802002,-0.23950195,-0.5726929,0.65356445,-0.31921387,0.41992188,0.5427246
-0.5491333,0.8154907,-0.14672852,0.10925293,-0.5075073,0.67071533,-0.40246582,0.36138916,-0.4439087,0.8812866,0.022277832,0.16033936,-0.7167969,0.56066895,0.41448975,-0.005126953,0.22814941,-0.92230225,0.123535156,-0.28649902,0.49212646,-0.7966919,0.16113281,-0.31170654,0.23236084,0.0435791,-0.9557495,0.17504883,-0.32659912,0.8885498,-0.1564331,0.28149414,0.01953125,-0.77349854,-0.53149414,-0.34490967,-0.2849121,0.10797119,0.8300781,-0.46704102,0.66955566,-0.4081421,-0.23962402,-0.57250977,0.65374756,-0.31951904,0.4197998,0.54241943
-0.5498047,0.81518555,-0.14630127,0.10876465,-0.5076904,0.67071533,-0.40252686,0.36108398,-0.44366455,0.88153076,0.022216797,0.16003418,-0.7166748,0.56073,0.41461182,-0.0053710938,0.22802734,-0.9221802,0.12359619,-0.2869873,0.4918213,-0.796875,0.16125488,-0.31152344,0.23278809,0.04345703,-0.9556885,0.17504883,-0.32635498,0.8887329,-0.1564331,0.28125,0.01953125,-0.77349854,-0.53125,-0.34521484,-0.28503418,0.107910156,0.83013916,-0.46691895,0.66955566,-0.40826416,-0.23968506,-0.5723877,0.65393066,-0.31976318,0.4197998,0.5420532
-0.55029297,0.8148804,-0.14624023,0.10839844,-0.5076294,0.67071533,-0.40270996,0.36090088,-0.44329834,0.88171387,0.022094727,0.159729,-0.71655273,0.560791,0.41467285,-0.0056762695,0.22784424,-0.92211914,0.12365723,-0.28735352,0.49163818,-0.7970581,0.16137695,-0.31140137,0.2331543,0.04333496,-0.9555664,0.1749878,-0.3260498,0.888855,-0.15655518,0.28118896,0.01953125,-0.7735596,-0.5309448,-0.34558105,-0.2852173,0.107788086,0.8300781,-0.46691895,0.6694946,-0.4085083,-0.23986816,-0.57214355,0.65405273,-0.32000732,0.41973877,0.5418091
-0.55059814,0.81463623,-0.14648438,0.10845947,-0.5076294,0.6708374,-0.40270996,0.36065674,-0.44299316,0.881958,0.022033691,0.15942383,-0.71643066,0.5609741,0.4147339,-0.00592041,0.22772217,-0.9220581,0.12365723,-0.28771973,0.49139404,-0.7972412,0.16137695,-0.31121826,0.23358154,0.04321289,-0.9555054,0.17486572,-0.32574463,0.88897705,-0.15667725,0.28112793,0.019470215,-0.7736206,-0.5307007,-0.3458252,-0.28533936,0.107666016,0.8300171,-0.46691895,0.6694946,-0.4086914,-0.2401123,-0.5718994,0.6541748,-0.32019043,0.41973877,0.54156494
-0.55078125,0.8144531,-0.14691162,0.10845947,-0.50756836,0.67089844,-0.40283203,0.3605957,-0.442688,0.8821411,0.021972656,0.15924072,-0.71624756,0.56121826,0.4147339,-0.006164551,0.22766113,-0.9219971,0.12365723,-0.28790283,0.49121094,-0.7974243,0.16137695,-0.3110962,0.23388672,0.043151855,-0.95544434,0.17474365,-0.32556152,0.8890991,-0.15661621,0.2808838,0.01953125,-0.7737427,-0.5303345,-0.34606934,-0.28552246,0.10748291,0.82995605,-0.46697998,0.6694336,-0.40905762,-0.24017334,-0.57177734,0.6542969,-0.3203125,0.41973877,0.5413208
