millis,A0,A1,A2,B0,B1,B2,C0,C1,C2,D0,D1,D2,E0,E1,E2,F0,F1,F2,G0,G1,G2,H0,H1,H2,I0,I1,I2,J0,J1,J2,K0,K1,K2,L0,L1,L2
4924,84.69955,41.549553,-11.528723,36.30578,35.42276,-6.4138412,-53.98023,4.3516326,-19.56,-160.83656,7.656272,-2.0041955,-118.9378,-4.0931344,-15.619284,-65.78381,-5.8196487,-3.3115473,46.61043,-5.8407373,-10.095063,-10.793346,-11.899621,-0.86484855,141.23778,-41.68752,-15.865184,-72.95439,-21.597042,-6.2358065,-119.05753,7.9060807,-11.095751,77.394516,-12.801285,1.0093863
4942,84.68972,41.537945,-11.542115,36.29714,35.407608,-6.418,-53.97287,4.3402004,-19.569477,-160.82918,7.6363115,-2.014039,-118.93664,-4.097751,-15.638221,-65.78294,-5.838948,-3.315627,46.60954,-5.859812,-10.1031885,-10.786641,-11.913487,-0.86428314,141.25046,-41.677032,-15.864145,-72.95624,-21.593092,-6.230377,-119.05584,7.9018493,-11.089511,77.405106,-12.797609,1.0035235
4959,84.68066,41.557144,-11.543052,36.292713,35.415604,-6.42455,-53.97287,4.3402004,-19.569477,-160.82965,7.629428,-2.0152016,-118.92747,-4.104746,-15.651864,-65.780685,-5.8448434,-3.3122258,46.61057,-5.8626366,-10.096781,-10.779261,-11.926733,-0.856794,141.25235,-41.67632,-15.858135,-72.96937,-21.5956,-6.2189856,-119.055336,7.9043884,-11.079958,77.406136,-12.798725,0.9937532
4978,84.680435,41.56319,-11.540367,36.30086,35.429314,-6.4140387,-53.97137,4.3308682,-19.572514,-160.83075,7.6299057,-2.0152457,-118.9341,-4.1234274,-15.662579,-65.76945,-5.8562036,-3.3050401,46.611595,-5.8654623,-10.090371,-10.767734,-11.94827,-0.8563015,141.25557,-41.68197,-15.858559,-72.96776,-21.596043,-6.220261,-119.055405,7.897439,-11.068128,77.4072,-12.792847,0.9974537
4999,84.680435,41.56319,-11.540367,36.297993,35.4141,-6.416039,-53.965508,4.3287697,-19.578959,-160.83122,7.62302,-2.0164082,-118.92501,-4.1188765,-15.668302,-65.766594,-5.865876,-3.3074913,46.611298,-5.8718204,-10.093081,-10.760905,-11.955211,-0.8563869,141.27016,-41.670773,-15.851503,-72.95872,-21.600353,-6.216567,-119.05488,7.903454,-11.064492,77.40824,-12.793962,0.9876835
5020,84.67569,41.57327,-11.54194,36.301712,35.435802,-6.412077,-53.957073,4.3290997,-19.577776,-160.82346,7.629953,-2.014766,-118.92407,-4.1247883,-15.671788,-65.76718,-5.862101,-3.3016405,46.61263,-5.8682876,-10.083962,-10.761025,-11.962138,-0.85574263,141.26567,-41.677174,-15.8492,-72.97001,-21.606813,-6.2106056,-119.05317,7.8992224,-11.058252,77.40824,-12.793962,0.9876835
5041,84.675476,41.57932,-11.539256,36.300358,35.427868,-6.4076858,-53.96895,4.3061438,-19.575481,-160.82393,7.623067,-2.0159292,-118.931046,-4.139865,-15.688486,-65.7582,-5.867564,-3.2978566,46.612038,-5.881004,-10.089379,-10.754315,-11.976006,-0.85518545,141.26582,-41.69184,-15.847383,-72.977844,-21.617664,-6.211349,-119.062874,7.8928657,-11.062654,77.40801,-12.78308,0.9963773
5061,84.67125,41.577915,-11.531497,36.297,35.411205,-6.403333,-53.966873,4.3028717,-19.581623,-160.82373,7.614572,-2.0101686,-118.932236,-4.1418915,-15.698907,-65.75791,-5.883087,-3.2960892,46.61277,-5.890188,-10.08568,-10.747487,-11.982948,-0.85527325,141.27658,-41.682064,-15.852352,-72.96871,-21.61286,-6.2076917,-119.07892,7.8974366,-11.060229,77.40786,-12.784633,0.9872526
5083,84.66695,41.587036,-11.530862,36.292934,35.42425,-6.40157,-53.955578,4.3197675,-19.58081,-160.82483,7.6150513,-2.0102124,-118.92316,-4.1373367,-15.704631,-65.75609,-5.879337,-3.2906485,46.612038,-5.881004,-10.089379,-10.7405405,-11.982962,-0.85600495,141.29565,-41.664467,-15.847603,-72.95775,-21.612005,-6.2094646,-119.078384,7.9034495,-11.056593,77.4089,-12.7857485,0.977482
5104,84.666855,41.608665,-11.530411,36.29665,35.445946,-6.3976116,-53.959854,4.312893,-19.594286,-160.81615,7.629999,-2.0142865,-118.92256,-4.1396427,-15.714096,-65.75353,-5.873487,-3.2948678,46.61306,-5.8838296,-10.082972,-10.73383,-11.996828,-0.8554515,141.29698,-41.670826,-15.85404,-72.966866,-21.616812,-6.213122,-119.07895,7.8939633,-11.054312,77.40813,-12.788522,0.9920304
5125,84.65712,41.58655,-11.536678,36.29158,35.416313,-6.3971777,-53.963745,4.298296,-19.619747,-160.81801,7.6082125,-2.0108974,-118.92188,-4.1534886,-15.731492,-65.755646,-5.888986,-3.2926908,46.61145,-5.893719,-10.094796,-10.73555,-12.018853,-0.8673744,141.306,-41.676426,-15.863209,-72.95092,-21.629904,-6.2228417,-119.08743,7.8808365,-11.062022,77.40591,-12.787844,1.0024469
5147,84.6475,41.580013,-11.545175,36.290367,35.40478,-6.407451,-53.953747,4.2899585,-19.679415,-160.81868,7.5917025,-1.9994212,-118.922485,-4.157817,-15.751381,-65.75237,-5.908307,-3.2971876,46.61838,-5.9065156,-10.100922,-10.721774,-12.025805,-0.8682005,141.32448,-41.66589,-15.870905,-72.9506,-21.6243,-6.2270317,-119.08747,7.8773646,-11.056104,77.40591,-12.787844,1.0024469
5169,84.642975,41.58406,-11.549435,36.285942,35.412777,-6.4140024,-53.947872,4.2878656,-19.685863,-160.81929,7.5990644,-1.9983011,-118.920586,-4.169637,-15.758351,-65.740685,-5.9020457,-3.3014362,46.62285,-5.905805,-10.101013,-10.715628,-12.033362,-0.87521875,141.33218,-41.66514,-15.873636,-72.94907,-21.633854,-6.2282724,-119.0875,7.8738904,-11.050186,77.406975,-12.781967,1.0061477
5188,84.633575,41.582592,-11.553039,36.291718,35.412716,-6.4118443,-53.94578,4.284593,-19.692007,-160.81248,7.5922256,-1.9989876,-118.92,-4.171941,-15.767818,-65.740395,-5.9175696,-3.299671,46.62256,-5.912162,-10.103724,-10.7088,-12.040302,-0.87531257,141.34438,-41.657978,-15.878668,-72.94746,-21.634296,-6.2295494,-119.08698,7.879905,-11.046553,77.406975,-12.781967,1.0061477
