millis,A0,A1,A2,B0,B1,B2,C0,C1,C2,D0,D1,D2,E0,E1,E2,F0,F1,F2,G0,G1,G2,H0,H1,H2,I0,I1,I2,J0,J1,J2,K0,K1,K2,L0,L1,L2
3965,5.8488784,7.1031938,-82.418365,-176.42621,2.6317887,-82.21768,-17.228575,5.901337,-44.52733,-172.73242,14.60342,-73.16214,-105.55106,16.632053,-15.320151,36.745274,-1.1913441,49.54037,-122.75245,24.70407,-5.919096,108.43771,15.743666,-33.29659,138.68059,28.032116,34.202534,119.97232,15.167878,-43.857643,-38.491383,58.019684,-8.775952,50.841995,-62.373867,8.955452
3979,6.093783,7.1774354,-82.44308,-176.4617,2.6627688,-81.93015,-16.782274,5.6094923,-44.56483,-172.82153,14.276605,-73.47769,-105.1708,16.525349,-15.292776,-61.211754,-64.18829,13.097539,-122.17175,24.421745,-5.8883405,109.2528,15.495829,-33.27596,139.34143,27.734482,34.310772,120.91115,14.8845,-43.766033,-39.493145,57.95343,-8.866236,49.965733,-62.209087,9.169062
3996,6.3117948,7.2356567,-82.46994,-176.52298,2.6706047,-81.636314,-16.370316,5.2991114,-44.65962,-172.95155,13.943374,-73.782906,-104.86596,16.456936,-15.25721,-22.423145,55.299046,34.697865,-121.62528,24.119045,-5.877608,109.98231,15.2859335,-33.25595,140.01797,27.43451,34.41281,121.8767,14.592991,-43.677864,-40.42485,57.8876,-8.973807,49.125885,-62.04905,9.389347
4014,6.5074263,7.28329,-82.49337,-176.59569,2.6706045,-81.34322,-15.95941,4.982735,-44.803814,-173.09572,13.630987,-74.05334,-104.629265,16.415945,-15.220637,141.45248,-52.607773,-29.466839,-121.099976,23.80497,-5.872811,110.64678,15.102397,-33.246746,140.70862,27.14071,34.50608,122.86532,14.287204,-43.59957,-41.306904,57.83149,-9.074764,48.346367,-61.915764,9.612342
4036,6.672775,7.309023,-82.53021,-176.69884,2.6520774,-81.06545,-15.536556,4.684041,-44.97778,-173.2571,13.332758,-74.29737,-104.45944,16.414764,-15.188619,38.520844,-77.36703,-10.274218,-120.59103,23.496077,-5.857286,111.2485,14.949097,-33.230827,141.3967,26.847086,34.594788,123.8595,14.002064,-43.5343,-42.133156,57.774807,-9.180347,47.61018,-61.79292,9.829696
4057,6.7888646,7.2944484,-82.596214,-176.86584,2.6184404,-80.792656,-15.141999,4.3958,-45.13897,-173.43214,13.046475,-74.516365,-104.3501,16.442698,-15.15386,-56.749653,75.25873,14.279209,-120.080315,23.181896,-5.832706,111.74902,14.829415,-33.21592,142.06224,26.575817,34.683487,124.82419,13.732226,-43.46722,-42.879696,57.73111,-9.268601,46.913483,-61.67799,10.032828
4078,6.84718,7.2368245,-82.693016,-176.98155,2.6134765,-80.51809,-14.772051,4.102178,-45.278973,-173.58931,12.785354,-74.7145,-104.29057,16.521786,-15.13108,-27.298286,48.557972,41.32663,-119.53758,22.877901,-5.793505,112.16104,14.753372,-33.19225,142.7087,26.313921,34.789467,125.740685,13.489326,-43.396904,-43.523224,57.702785,-9.352124,46.27116,-61.57922,10.207049
4099,6.8592305,7.1453304,-82.8137,-177.13167,2.564543,-80.26159,-14.4202175,3.8029554,-45.39338,-173.69565,12.560282,-74.89559,-104.28505,16.623241,-15.128025,-110.3572,-22.826939,50.71997,-118.96346,22.567358,-5.763828,112.48492,14.717431,-33.163044,143.32072,26.072157,34.90072,126.603065,13.275087,-43.308094,-44.03497,57.668278,-9.438709,45.691444,-61.49835,10.348851
4121,6.862354,7.051364,-82.92938,-177.30954,2.4845881,-80.01429,-14.069974,3.488393,-45.48801,-173.79153,12.356221,-75.05942,-104.34102,16.748243,-15.151285,20.65554,-44.12865,45.76324,-118.35317,22.263048,-5.721259,112.71435,14.706619,-33.134235,143.88103,25.868395,34.999653,127.3881,13.082863,-43.211636,-44.422836,57.625416,-9.541528,45.18831,-61.439537,10.463651
4142,6.853003,6.9614177,-83.031746,-177.51021,2.3785355,-79.78838,-13.742343,3.1564085,-45.54625,-173.84798,12.196806,-75.19113,-104.44096,16.887512,-15.182816,43.999905,59.184967,14.581761,-117.70414,21.962704,-5.682053,112.87386,14.732498,-33.09866,144.40094,25.681715,35.084904,128.10506,12.913952,-43.132072,-44.727386,57.578934,-9.666557,44.772434,-61.387135,10.55534
4166,6.8697586,6.9063296,-83.09282,-177.72142,2.2636077,-79.57964,-13.402188,2.8212156,-45.580036,-173.88693,12.071882,-75.294685,-104.60161,17.046293,-15.211408,40.204308,-66.785416,21.049994,-117.04022,21.680655,-5.6426063,112.94264,14.803752,-33.046696,144.85995,25.520863,35.15644,128.7657,12.769392,-43.0697,-44.91763,57.521458,-9.7909,44.452988,-61.35743,10.61731
4185,6.8770027,6.8600383,-83.13978,-177.93211,2.1484592,-79.39043,-13.079143,2.4884312,-45.59033,-173.90227,11.994851,-75.353386,-104.81218,17.202738,-15.234566,-37.16697,-64.132805,-23.854027,-116.37587,21.403255,-5.5890927,112.93709,14.910053,-33.011604,145.26105,25.392065,35.225906,129.3398,12.653831,-43.00781,-45.054195,57.486366,-9.900561,44.234715,-61.34243,10.680548
4209,6.8942723,6.8344245,-83.16304,-178.12381,2.0539238,-79.218544,-12.765126,2.1721175,-45.567116,-173.9176,11.9472475,-75.37949,-105.092255,17.348051,-15.269498,47.007694,-63.479702,-22.860695,-115.731865,21.15252,-5.5197897,112.8609,15.030872,-33.009308,145.59326,25.289211,35.279335,129.8253,12.564434,-42.95821,-45.065166,57.443466,-10.009337,44.115475,-61.352367,10.72125
4229,6.9154854,6.8265643,-83.16759,-178.28368,1.9868698,-79.06272,-12.4786415,1.8767923,-45.510323,-173.90376,11.942647,-75.36885,-105.43561,17.484898,-15.324692,-45.261536,-69.0672,-16.92163,-115.115105,20.922352,-5.4460206,112.74071,15.172262,-33.016296,145.85277,25.22169,35.32992,130.22542,12.5106735,-42.90796,-44.969048,57.377205,-10.118733,44.078068,-61.38321,10.737781
4251,6.927527,6.819507,-83.17157,-178.42026,1.9360248,-78.925865,-12.207094,1.5999151,-45.448124,-173.88063,11.969161,-75.326096,-105.828064,17.62842,-15.385502,-3.3868508,15.387706,-56.78796,-114.53486,20.72386,-5.3699703,112.571754,15.325665,-33.020523,146.04324,25.181046,35.371113,130.54634,12.490376,-42.87381,-44.783012,57.27881,-10.24453,44.119938,-61.429817,10.720516
4271,6.9193373,6.804042,-83.18554,-178.53444,1.9022992,-78.82479,-11.943142,1.3517481,-45.397488,-173.82797,12.038321,-75.246155,-106.270355,17.760084,-15.426151,50.375137,72.08605,15.837278,-114.01504,20.535564,-5.315134,112.29119,15.497628,-33.007343,146.15598,25.181057,35.411804,130.76978,12.509618,-42.837883,-44.543312,57.180084,-10.358111,44.244217,-61.47472,10.682337
4292,6.8839297,6.7666206,-83.222336,-178.63338,1.8730642,-78.74106,-11.672756,1.1385525,-45.378456,-173.7386,12.144599,-75.14451,-106.77823,17.877733,-15.464421,64.28608,35.816105,53.86952,-113.55908,20.386478,-5.2722254,111.92454,15.662565,-32.99885,146.2134,25.21153,35.44091,130.90593,12.553449,-42.80411,-44.21305,57.06777,-10.475069,44.41936,-61.520306,10.63339
4313,6.838711,6.728923,-83.26114,-178.72627,1.8576639,-78.709755,-11.431653,0.9416098,-45.359535,-173.6189,12.283942,-75.02451,-107.35151,17.99056,-15.510898,20.039446,18.253988,39.02105,-113.16009,20.26209,-5.232166,111.48503,15.802398,-33.022373,146.19821,25.272757,35.451042,130.98283,12.635016,-42.784134,-43.76364,56.92,-10.620496,44.66141,-61.5789,10.569179
4335,6.804491,6.7127943,-83.28028,-178.79054,1.8234597,-78.69643,-11.210489,0.78615177,-45.3465,-173.49089,12.445624,-74.88389,-107.96604,18.08419,-15.559598,125.06648,31.22341,56.912876,-112.81441,20.162235,-5.185765,111.023285,15.94075,-33.058548,146.11826,25.368706,35.425564,131.01263,12.743335,-42.789703,-43.19611,56.737637,-10.80492,44.955208,-61.634872,10.493552
4356,6.7721596,6.7047977,-83.29148,-178.84372,1.7880205,-78.71234,-11.017876,0.6644597,-45.328728,-173.3547,12.620786,-74.73597,-108.60932,18.173916,-15.605505,180.0,0.0,90.0,-112.54132,20.107029,-5.147293,110.47091,16.093401,-33.090195,145.98477,25.483528,35.37704,130.97298,12.866801,-42.82991,-42.571407,56.54905,-11.023541,45.303318,-61.670155,10.430825
4376,6.731428,6.6960974,-83.302895,-178.86754,1.7725798,-78.76923,-10.85817,0.59158814,-45.298683,-173.23236,12.799137,-74.58325,-109.28819,18.278095,-15.637281,-44.705814,6.2243586,-14.462802,-112.33645,20.080936,-5.1172376,109.80672,16.24198,-33.104496,145.80081,25.614286,35.32085,130.87431,12.996539,-42.88666,-41.91721,56.374706,-11.21812,45.724552,-61.700623,10.384682
4399,6.682092,6.686182,-83.313805,-178.8618,1.7769072,-78.84231,-10.734323,0.55067676,-45.256504,-173.12352,12.970915,-74.44087,-109.98448,18.393402,-15.6715145,47.05313,-78.63694,0.6698823,-112.193825,20.089533,-5.0827785,109.055336,16.381992,-33.12923,145.58147,25.75303,35.281734,130.69814,13.146659,-42.93258,-41.15965,56.205532,-11.413661,46.186356,-61.72673,10.347786
