millis,A0,A1,A2,B0,B1,B2,C0,C1,C2,D0,D1,D2,E0,E1,E2,F0,F1,F2,G0,G1,G2,H0,H1,H2,I0,I1,I2,J0,J1,J2,K0,K1,K2,L0,L1,L2
3288,38.981693,45.574604,-2.1508858,-125.308,55.549698,1.2118683,40.810658,26.213484,-29.954273,154.64441,40.27784,-9.370708,-167.14966,9.956818,-56.24987,30.435665,13.979618,-24.832232,161.43927,9.037252,-55.640476,-28.486301,6.9510946,-40.777172,-164.39478,10.035065,-75.376396,-98.65669,-15.571721,-31.0024,-50.360065,5.021502,14.647456,-90.71919,12.21901,-37.780354
3303,38.99936,45.742188,-2.1895447,-125.13966,55.70131,1.2126539,40.6847,26.091665,-29.945929,154.72153,40.34096,-9.038729,-167.1729,9.867011,-55.97907,30.553549,13.869875,-24.703592,161.24402,8.965224,-55.572395,-28.420523,6.722042,-40.790363,-164.73616,9.870639,-75.71301,-98.44446,-15.764737,-30.980469,-50.14779,5.1040826,14.439393,-90.385376,12.268703,-37.75557
3321,39.07274,45.896015,-2.2098434,-124.951546,55.778988,1.2957017,40.570396,26.039415,-29.895311,154.70975,40.49712,-8.619402,-167.17177,9.827239,-55.667263,30.680534,13.811768,-24.480947,161.02914,8.923676,-55.471714,-28.363152,6.53179,-40.769936,-165.08638,9.762206,-76.12529,-98.22306,-15.943785,-30.941637,-49.90855,5.1987906,14.327446,-90.10566,12.343578,-37.748516
3339,39.211018,46.09618,-2.1775463,-124.756996,55.819984,1.3867967,40.437176,26.011072,-29.858622,154.65764,40.63541,-8.263517,-167.21185,9.730386,-55.476948,30.856535,13.839687,-24.098543,160.8277,8.884246,-55.442215,-28.28215,6.3749337,-40.73144,-165.3756,9.658285,-76.46975,-98.026695,-16.055426,-30.849808,-49.661263,5.292834,14.2320795,-89.85744,12.455792,-37.880093
3360,39.43831,46.326416,-2.1346662,-124.56407,55.870537,1.4353459,40.277786,25.998905,-29.865858,154.63516,40.71133,-7.9772177,-167.31853,9.53116,-55.50443,31.011473,13.926342,-23.679525,160.6876,8.891479,-55.431156,-28.224281,6.2131443,-40.628326,-165.57878,9.568086,-76.696205,-97.89016,-16.108149,-30.687717,-49.405437,5.3778872,14.08682,-89.63055,12.556022,-38.13615
3382,39.627876,46.535515,-2.0564463,-124.37158,55.90299,1.4347278,40.151432,26.034393,-29.851885,154.69093,40.71714,-7.7817125,-167.5216,9.228681,-55.72077,31.116583,14.00486,-23.330418,160.54707,8.979098,-55.313496,-28.213537,6.0857453,-40.455032,-165.81519,9.407978,-76.88515,-97.885574,-16.064478,-30.385656,-49.112686,5.4832497,13.979192,-89.42624,12.59674,-38.3896
3403,39.721172,46.68327,-1.9811745,-124.22497,55.87226,1.4785777,40.08695,26.143541,-29.767744,154.79984,40.638477,-7.564016,-167.75096,8.916817,-55.98639,31.192385,14.014548,-23.112797,160.42065,9.154931,-55.09683,-28.297329,6.0142403,-40.09421,-166.21431,9.137734,-77.1978,-97.971466,-15.93447,-30.015535,-48.79965,5.566315,13.960553,-89.23846,12.607311,-38.529594
3431,39.737232,46.7727,-1.8638788,-124.11847,55.768055,1.5827284,40.121933,26.346087,-29.585058,154.86806,40.562374,-7.26837,-167.97084,8.6585245,-56.188198,31.269718,13.953499,-22.937872,160.30838,9.419875,-54.725014,-28.418718,6.0398254,-39.64546,-166.65993,8.888417,-77.60878,-98.05647,-15.868167,-29.731062,-48.4683,5.6285334,13.952011,-89.05219,12.668202,-38.581654
3444,39.75798,46.847157,-1.7120245,-124.08135,55.59345,1.7644564,40.24649,26.584454,-29.33577,154.90352,40.53493,-6.957154,-168.14233,8.498108,-56.26168,31.350323,13.865161,-22.683489,160.21246,9.658464,-54.330925,-28.527111,6.095253,-39.27438,-167.0465,8.690468,-78.00312,-98.07159,-15.920313,-29.549978,-48.10258,5.712739,14.003695,-88.817314,12.814735,-38.55594
3466,39.86775,46.92777,-1.4649928,-124.10043,55.39269,2.0353456,40.410656,26.788746,-29.115992,154.98709,40.41657,-6.7961626,-168.28004,8.412817,-56.22571,31.432646,13.84163,-22.338081,160.19041,9.803696,-54.02221,-28.572338,6.126768,-39.066868,-167.32002,8.504423,-78.256775,-97.92149,-16.029062,-29.47153,-47.67167,5.87492,14.180318,-88.54654,12.966999,-38.551075
3487,40.019066,46.893627,-1.1394786,-124.23271,55.240585,2.244169,40.62815,27.01768,-28.903484,155.13377,40.207462,-6.826137,-168.38922,8.39239,-56.14364,31.507513,13.833243,-22.031456,160.3299,9.886839,-53.8318,-28.608458,6.049371,-38.92674,-167.45265,8.311432,-78.309586,-97.771904,-16.12008,-29.295164,-47.269123,6.1268973,14.416957,-88.29688,13.0721,-38.60492
3509,40.15675,46.763905,-0.8314726,-124.42818,55.10021,2.3920925,40.83997,27.214409,-28.780125,155.27611,39.93785,-7.0082774,-168.51714,8.373717,-56.099697,31.54614,13.710772,-21.898285,160.5105,9.857374,-53.809578,-28.67309,5.8997316,-38.69562,-167.50218,8.098555,-78.22742,-97.79137,-16.142572,-28.935322,-46.975025,6.3669314,14.545189,-88.048294,13.132519,-38.54561
3530,40.29632,46.6755,-0.59260267,-124.632774,55.027416,2.4394271,41.01407,27.357779,-28.77864,155.37656,39.675186,-7.1658306,-168.6279,8.378589,-56.10077,31.518694,13.430942,-21.9833,160.79967,9.841757,-53.8962,-28.809433,5.7794104,-38.355953,-167.54535,7.867577,-78.09994,-97.90842,-16.127028,-28.53907,-46.731,6.473974,14.58097,-87.84461,13.167015,-38.319077
3551,40.417576,46.63627,-0.38384804,-124.85687,54.99874,2.3610435,41.156773,27.455591,-28.869282,155.36383,39.48878,-7.279451,-168.68312,8.429929,-56.032127,31.400356,13.059516,-22.21711,161.11873,9.831049,-54.087456,-28.946163,5.7707253,-37.968433,-167.61739,7.667364,-78.039665,-97.92059,-16.20956,-28.287374,-46.425587,6.4681664,14.537916,-87.70936,13.195461,-37.98401
