millis,A0,A1,A2,B0,B1,B2,C0,C1,C2,D0,D1,D2,E0,E1,E2,F0,F1,F2,G0,G1,G2,H0,H1,H2,I0,I1,I2,J0,J1,J2,K0,K1,K2,L0,L1,L2
4145,37.951004,33.60794,-31.389278,-175.10153,20.015875,-24.615118,-45.45195,-45.09039,-44.74435,165.64044,-32.5986,-39.002514,-94.765236,-41.843742,-25.038675,119.66122,-46.80985,-42.020294,-103.11652,-38.253807,-18.746763,112.103775,-41.38419,-33.08206,168.63391,-26.112732,13.285017,111.98688,-42.610744,-23.720959,-75.83068,5.1235933,-37.63023,-8.44958,-2.1567693,40.830368
4159,37.94093,33.589954,-31.409538,-175.10754,19.984537,-24.595188,-45.467373,-45.104206,-44.728203,165.65001,-32.572624,-39.035892,-94.757126,-41.8221,-25.065786,119.60428,-46.83962,-41.986046,-103.13545,-38.281517,-18.741373,112.11892,-41.35507,-33.09629,168.64073,-26.073277,13.309003,112.00195,-42.581432,-23.736088,-75.80313,5.1450114,-37.64009,-8.430205,-2.1828816,40.816715
4174,37.919117,33.56881,-31.441036,-175.11436,19.963884,-24.58884,-45.48273,-45.118652,-44.711834,165.6642,-32.542046,-39.077953,-94.75063,-41.807163,-25.091251,119.56931,-46.85696,-41.965584,-103.14463,-38.30676,-18.737516,112.131454,-41.331577,-33.105377,168.65163,-26.037308,13.317962,112.02935,-42.54595,-23.75876,-75.791855,5.1644564,-37.64271,-8.417508,-2.2056224,40.81195
4194,37.897285,33.547657,-31.472534,-175.11671,19.94996,-24.59669,-45.49807,-45.133102,-44.695446,165.6738,-32.514675,-39.10952,-94.754005,-41.800465,-25.111902,119.5487,-46.85381,-41.965416,-103.16894,-38.334023,-18.723408,112.1364,-41.303467,-33.116314,168.6528,-25.994774,13.321292,112.06002,-42.504696,-23.78604,-75.78156,5.1738143,-37.6375,-8.404813,-2.2283642,40.807186
4215,37.883663,33.541946,-31.504305,-175.13249,19.925043,-24.621233,-45.524876,-45.158928,-44.668114,165.68585,-32.49033,-39.13696,-94.76543,-41.810207,-25.108576,119.566475,-46.836056,-41.982254,-103.184906,-38.350113,-18.722422,112.14988,-41.290226,-33.134182,168.64612,-25.95114,13.326149,112.08791,-42.47724,-23.816368,-75.76577,5.186714,-37.62387,-8.390998,-2.250324,40.808933
4239,37.86111,33.528553,-31.547514,-175.1446,19.913502,-24.64461,-45.548187,-45.181316,-44.64544,165.68713,-32.476257,-39.16696,-94.778534,-41.831856,-25.100454,119.576584,-46.810253,-42.005592,-103.221634,-38.35288,-18.715609,112.164795,-41.2826,-33.154278,168.63156,-25.913061,13.332942,112.12811,-42.4436,-23.85425,-75.75708,5.194132,-37.617588,-8.380722,-2.2665603,40.80359
4278,37.84546,33.5233,-31.58487,-175.15361,19.90922,-24.675503,-45.566425,-45.20143,-44.624565,165.6951,-32.456467,-39.190895,-94.79196,-41.848747,-25.098042,119.60166,-46.771816,-42.04049,-103.26377,-38.35517,-18.7001,112.181404,-41.27825,-33.173317,168.62479,-25.882736,13.338617,112.14981,-42.413242,-23.890528,-75.75097,5.18952,-37.602417,-8.37163,-2.276434,40.795235
4287,37.820877,33.510353,-31.633661,-175.16074,19.911615,-24.705816,-45.577957,-45.21389,-44.612804,165.70345,-32.4408,-39.225452,-94.79758,-41.869736,-25.098219,119.610306,-46.735554,-42.07215,-103.29173,-38.35638,-18.696968,112.17433,-41.288166,-33.17122,168.62773,-25.852325,13.349515,112.17054,-42.386703,-23.912786,-75.75146,5.1844764,-37.598507,-8.365079,-2.2788725,40.7953
4300,37.792114,33.487793,-31.673574,-175.16843,19.906767,-24.7434,-45.561165,-45.202744,-44.624695,165.72812,-32.416683,-39.248898,-94.81264,-41.898544,-25.090982,119.61894,-46.699287,-42.103806,-103.325096,-38.35712,-18.68515,112.1547,-41.302418,-33.157425,168.62967,-25.831163,13.355012,112.18653,-42.362907,-23.93128,-75.7476,5.1751595,-37.599926,-8.361948,-2.276513,40.779297
4321,37.770218,33.46658,-31.705072,-175.16714,19.911327,-24.780447,-45.55821,-45.198788,-44.628117,165.7619,-32.3885,-39.260326,-94.835495,-41.92324,-25.081135,-25.26315,-40.10751,-45.941452,-103.34873,-38.355385,-18.674889,112.12723,-41.31438,-33.148754,168.62888,-25.80979,13.352826,112.20825,-42.344475,-23.948088,-75.73551,5.1682096,-37.59115,-8.353688,-2.2683735,40.7783
4372,37.741493,33.440903,-31.759933,-175.18034,19.889254,-24.8473,-45.552982,-45.19946,-44.628468,165.79906,-32.369793,-39.250393,-94.88622,-41.960503,-25.052744,119.50691,-46.63076,-42.16901,-103.395256,-38.35624,-18.648567,112.10198,-41.363335,-33.13761,168.61838,-25.781847,13.344989,112.24365,-42.310932,-23.991058,-75.71298,5.136414,-37.589478,-8.340382,-2.247318,40.795845
4387,37.7265,33.42786,-31.785564,-175.19432,19.872082,-24.872671,-45.567566,-45.216297,-44.61267,165.80284,-32.381996,-39.237865,-94.92423,-41.971344,-25.038244,119.48609,-46.627575,-42.168846,-103.404724,-38.35343,-18.650682,112.08118,-41.388824,-33.120876,168.605,-25.784319,13.326256,112.24932,-42.304363,-24.008835,-75.71009,5.117001,-37.583073,-8.334547,-2.2326725,40.794292
4405,37.72655,33.424778,-31.800512,-175.19751,19.868801,-24.894093,-45.582222,-45.23252,-44.597084,165.80667,-32.394203,-39.22533,-94.95317,-41.97484,-25.033731,119.46488,-46.623062,-42.16849,-103.41808,-38.363182,-18.65046,112.06295,-41.408684,-33.109257,168.59526,-25.79107,13.321445,112.24558,-42.310043,-24.017359,-75.697395,5.096858,-37.57358,-8.335262,-2.2155871,40.792686
4428,37.720448,33.41261,-31.812162,-175.20253,19.859938,-24.917515,-45.585106,-45.238777,-44.592426,165.81136,-32.414257,-39.197407,-94.97265,-41.970524,-25.036627,119.46333,-46.612587,-42.176834,-103.432945,-38.359898,-18.643885,112.027145,-41.422623,-33.092945,168.57669,-25.805977,13.312754,112.234276,-42.32175,-24.013227,-75.69722,5.0676956,-37.579834,-8.338608,-2.1839345,40.80301
4448,37.739193,33.42095,-31.810001,39.01196,-12.7160015,-25.70416,-45.588,-45.245018,-44.587765,165.82019,-32.428352,-39.17116,-94.99253,-41.966667,-25.0421,119.46492,-46.59831,-42.190655,-103.43662,-38.36282,-18.627272,111.99678,-41.42299,-33.083637,168.5632,-25.821766,13.294865,112.21257,-42.340202,-23.996414,-75.660675,5.049139,-37.58504,-8.330565,-2.167741,40.81452
4490,37.762295,33.406315,-31.799568,-174.92722,19.62262,-24.891817,-45.59581,-45.2537,-44.581703,165.83122,-32.46227,-39.12477,-95.04577,-41.96883,-25.019848,119.46226,-46.578682,-42.207527,-103.44498,-38.340645,-18.623825,111.94876,-41.417408,-33.069656,168.52402,-25.872755,13.27202,112.173515,-42.387344,-23.982754,-75.61923,5.036384,-37.593468,-8.298766,-2.1548028,40.825756
4510,37.790707,33.404724,-31.786667,-174.93175,19.62105,-24.907969,-45.587055,-45.24874,-44.588364,165.8293,-32.48803,-39.102943,-95.070045,-41.9675,-25.00211,119.47729,-46.56604,-42.219097,-103.45081,-38.330555,-18.624601,111.94257,-41.418423,-33.073708,168.50717,-25.89979,13.270943,112.14375,-42.411716,-23.96639,-75.59584,5.0329275,-37.604267,-8.274026,-2.15637,40.84097
4532,37.81629,33.4076,-31.773565,-174.93047,19.62053,-24.914652,-45.5719,-45.23468,-44.60414,165.84073,-32.500008,-39.101963,-95.08924,-41.973133,-24.996145,119.49312,-46.55605,-42.23104,-103.45694,-38.325737,-18.621704,111.926636,-41.41578,-33.06796,168.49037,-25.920168,13.269445,112.11488,-42.431107,-23.941492,-75.58378,5.025966,-37.595505,-8.262257,-2.1539757,40.847076
4554,37.83777,33.407692,-31.754124,-174.9228,19.62937,-24.906021,-45.568447,-45.23121,-44.6088,165.8522,-32.510597,-39.099155,-95.09083,-41.979824,-24.994463,119.51939,-46.548992,-42.241795,-103.469864,-38.31177,-18.621717,111.90833,-41.41642,-33.053818,168.45511,-25.931484,13.262906,112.08368,-42.452442,-23.925972,-75.55594,5.0159445,-37.59006,-8.250489,-2.1515832,40.853184
4575,37.86004,33.39696,-31.73794,-174.9228,19.62937,-24.906021,-45.55674,-45.220615,-44.619923,165.88324,-32.500343,-39.104122,-95.10803,-41.978306,-24.987608,119.54022,-46.552174,-42.24196,-103.46085,-38.304977,-18.62907,111.888115,-41.416096,-33.044003,168.42447,-25.94182,13.270794,112.06047,-42.46526,-23.918833,-75.550446,5.0085607,-37.592552,-8.237393,-2.1564662,40.85332
4596,37.885155,33.38857,-31.724503,-174.92253,19.610334,-24.898335,-45.54497,-45.21063,-44.63084,165.91425,-32.490093,-39.109077,-95.1307,-41.970257,-24.971554,119.51208,-46.569687,-42.223736,-103.462296,-38.29631,-18.640667,111.874985,-41.405483,-33.040134,168.39574,-25.944288,13.285006,112.041,-42.46981,-23.912048,-75.52652,5.0101624,-37.60726,-8.223203,-2.1605842,40.859985
4618,37.911526,33.387424,-31.717197,-174.91644,19.593445,-24.882616,-45.524967,-45.19352,-44.648235,165.93816,-32.482815,-39.111305,-95.13645,-41.953773,-24.971224,119.46151,-46.598286,-42.191525,-103.46126,-38.299732,-18.656494,111.85878,-41.405155,-33.037655,168.38187,-25.940886,13.2948065,112.01907,-42.465794,-23.90273,-75.50309,5.006714,-37.61807,-8.210347,-2.1574311,40.87262
4638,37.9249,33.3728,-31.729961,-174.91162,19.57706,-24.86021,-45.522015,-45.187904,-44.652714,165.94417,-32.488773,-39.11341,-95.1446,-41.94492,-24.974354,119.41093,-46.626873,-42.159313,-103.464165,-38.311348,-18.652035,111.85022,-41.40945,-33.033314,168.36891,-25.938889,13.305537,112.00902,-42.458096,-23.90524,-75.48351,5.012585,-37.62744,-8.19616,-2.1615527,40.879276
4660,37.942326,33.36399,-31.734114,-174.90366,19.566853,-24.843897,-45.522243,-45.18713,-44.65252,165.94298,-32.499092,-39.114613,-95.14495,-41.940174,-24.980078,119.36034,-46.655457,-42.127098,-103.474365,-38.333157,-18.632296,111.84787,-41.412727,-33.02491,168.36284,-25.94324,13.314242,111.995674,-42.45617,-23.903128,-75.46882,5.017665,-37.627583,-8.182094,-2.1647685,40.894913
4682,37.954094,33.357304,-31.73531,-174.9028,19.555014,-24.828938,-45.542423,-45.20408,-44.634724,165.92804,-32.516674,-39.117363,-95.142876,-41.927807,-24.982332,119.31515,-46.673782,-42.105465,-103.484825,-38.36023,-18.608883,111.83667,-41.40342,-33.012913,168.34982,-25.94789,13.325403,111.991806,-42.451332,-23.899693,-75.44701,5.0122867,-37.637306,-8.167908,-2.1688938,40.901577
