A0,A1,A2,B0,B1,B2,C0,C1,C2,D0,D1,D2,E0,E1,E2,F0,F1,F2,G0,G1,G2,H0,H1,H2,I0,I1,I2,J0,J1,J2
-1.5899389,0.081285894,0.11186049,0.10915454,0.04357937,0.4342806,1.573895,-0.21644953,0.36392677,-1.4719628,-0.22084115,1.3224877,-0.14302652,-0.24750668,0.2596048,1.502563,-0.30601788,0.31576553,-0.49108234,0.5666235,0.7627025,-0.21172442,-0.15086918,0.19672371,-0.9050051,0.46151948,0.1276267,0.38298827,-0.722377,0.8017001
-1.589939,0.08127862,0.11189613,0.10915454,0.04357937,0.4342806,1.5738949,-0.21644707,0.36392057,-1.4719628,-0.22084115,1.3224877,-0.14302652,-0.24750668,0.2596048,1.502563,-0.30601788,0.31576553,-0.49108234,0.5666235,0.7627025,-0.21172442,-0.15086918,0.19672371,-0.9050051,0.46151948,0.1276267,0.38299504,-0.722383,0.8016903
-1.589939,0.08127862,0.11189613,0.10915454,0.04357937,0.4342806,1.5738949,-0.21644707,0.36392057,-1.4719628,-0.22084115,1.3224877,-0.14302652,-0.24750668,0.2596048,1.502563,-0.30601788,0.31576553,-0.49108234,0.5666235,0.7627025,-0.21172442,-0.15086918,0.19672371,-0.90501875,0.46151197,0.12762445,0.38299504,-0.722383,0.8016903
-1.5899386,0.08127759,0.11189384,0.10915454,0.04357937,0.4342806,1.5738949,-0.21644707,0.36392057,-1.4719628,-0.22084115,1.3224877,-0.14302652,-0.24750668,0.2596048,1.502563,-0.30601788,0.31576553,-0.49108234,0.5666235,0.7627025,-0.21172442,-0.15086918,0.19672371,-0.90501875,0.46151197,0.12762445,0.38299504,-0.722383,0.8016903
-1.5899289,0.08131314,0.1119008,0.10915454,0.04357937,0.4342806,1.5738949,-0.21644707,0.36392057,-1.4719628,-0.22084115,1.3224877,-0.14302652,-0.24750668,0.2596048,1.502563,-0.30601788,0.31576553,-0.49108234,0.5666235,0.7627025,-0.21172442,-0.15086918,0.19672371,-0.90501875,0.46151197,0.12762445,0.38299504,-0.722383,0.8016903
-1.5899386,0.08127759,0.11189384,0.10914264,0.043552596,0.43431333,1.573895,-0.21644953,0.36392677,-1.4719629,-0.22084059,1.3224803,-0.14302331,-0.24750035,0.25963834,1.5026023,-0.3059805,0.31576827,-0.49107483,0.56661886,0.76271236,-0.21172947,-0.15083858,0.19672093,-0.9050051,0.46151948,0.1276267,0.3829892,-0.7223579,0.8017126
-1.5899487,0.08125033,0.11185354,0.109140806,0.04358574,0.43428722,1.5738955,-0.21640965,0.36392075,-1.4719629,-0.22084059,1.3224803,-0.14302331,-0.24750035,0.25963834,1.5026023,-0.3059805,0.31576827,-0.49108234,0.5666235,0.7627025,-0.21172805,-0.15087089,0.19672744,-0.9050051,0.46151948,0.1276267,0.3829892,-0.7223579,0.8017126
-1.5899487,0.08125033,0.11185354,0.109140806,0.04358574,0.43428722,1.5738955,-0.21640965,0.36392075,-1.4719629,-0.22084059,1.3224803,-0.14302331,-0.24750035,0.25963834,1.5026023,-0.3059805,0.31576827,-0.49108368,0.5666324,0.76270074,-0.21172805,-0.15087089,0.19672744,-0.90501875,0.46151197,0.12762445,0.3829892,-0.7223579,0.8017126
-1.5899487,0.08125033,0.11185354,0.10913934,0.043585923,0.43428066,1.5738955,-0.21640965,0.36392075,-1.4719629,-0.22084059,1.3224803,-0.14302331,-0.24750035,0.25963834,1.5026023,-0.3059805,0.31576827,-0.49108368,0.5666324,0.76270074,-0.21172805,-0.15087089,0.19672744,-0.90501875,0.46151197,0.12762445,0.3829892,-0.7223579,0.8017126
-1.5899389,0.081285894,0.11186049,0.10913934,0.043585923,0.43428066,1.5738955,-0.21640965,0.36392075,-1.4719629,-0.22084059,1.3224803,-0.14302331,-0.24750035,0.25963834,1.5026023,-0.3059805,0.31576827,-0.49108368,0.5666324,0.76270074,-0.21172805,-0.15087089,0.19672744,-0.90501875,0.46151197,0.12762445,0.3829892,-0.7223579,0.8017126
