A0,A1,A2,B0,B1,B2,C0,C1,C2,D0,D1,D2,E0,E1,E2,F0,F1,F2,G0,G1,G2,H0,H1,H2,I0,I1,I2,J0,J1,J2
-1.5900278,0.08126323,0.11181806,0.109165594,0.043520253,0.43429375,1.57377,-0.21660669,0.363822,-1.4719871,-0.22086121,1.3224895,-0.14303443,-0.24752161,0.2596362,1.5026064,-0.30602723,0.31563675,-0.49106187,0.5666301,0.7627286,-0.21172822,-0.15085274,0.19674686,-0.9053135,0.4614847,0.12773481,0.38298333,-0.7223412,0.8017307
-1.5899687,0.08131648,0.111902006,0.109165594,0.043520253,0.43429375,1.5737702,-0.21660124,0.36385337,-1.4719621,-0.22087681,1.3224895,-0.14308955,-0.24743448,0.25957918,1.502526,-0.30608332,0.3156838,-0.49106187,0.5666301,0.7627286,-0.21172822,-0.15085274,0.19674686,-0.9055638,0.46145207,0.1277346,0.38298333,-0.7223412,0.8017307
-1.5899687,0.08131648,0.111902006,0.109165594,0.043520253,0.43429375,1.57377,-0.21660669,0.363822,-1.4719621,-0.22087681,1.3224895,-0.143042,-0.24749814,0.25960353,1.5026344,-0.30602795,0.31566384,-0.4910678,0.56664556,0.76271355,-0.21172822,-0.15085274,0.19674686,-0.9056533,0.46145433,0.12770185,0.38298333,-0.7223412,0.8017307
-1.5899787,0.081289224,0.111861706,0.109165594,0.043520253,0.43429375,1.5737293,-0.21660028,0.363825,-1.4719621,-0.22087681,1.3224895,-0.143042,-0.24749814,0.25960353,1.5025663,-0.30605522,0.31566027,-0.49106187,0.5666301,0.7627286,-0.21172822,-0.15085274,0.19674686,-0.905403,0.46148703,0.12770204,0.38298333,-0.7223412,0.8017307
-1.5900182,0.08129152,0.11186064,0.109165594,0.043520253,0.43429375,1.5737293,-0.21660028,0.363825,-1.4719621,-0.22087681,1.3224895,-0.14306416,-0.24746315,0.2596081,1.502564,-0.30605003,0.3156921,-0.49106187,0.5666301,0.7627286,-0.21172822,-0.15085274,0.19674686,-0.9054168,0.46147946,0.12769978,0.38298333,-0.7223412,0.8017307
-1.5899785,0.08128092,0.11189508,0.10914891,0.043522947,0.43432316,1.5737292,-0.21659783,0.36381885,-1.4719621,-0.22087681,1.3224895,-0.14306737,-0.2474695,0.2595746,1.5025958,-0.30605185,0.31568187,-0.49106187,0.5666301,0.7627286,-0.21172822,-0.15085274,0.19674686,-0.9053272,0.4614772,0.12773256,0.38298333,-0.7223412,0.8017307
-1.5899785,0.08128092,0.11189508,0.10914891,0.043522947,0.43432316,1.5737292,-0.21659783,0.36381885,-1.4719621,-0.22087681,1.3224895,-0.14306737,-0.2474695,0.2595746,1.5025958,-0.30605185,0.31568187,-0.49106187,0.5666301,0.7627286,-0.21172822,-0.15085274,0.19674686,-0.9053272,0.4614772,0.12773256,0.3829901,-0.7223472,0.80172074
-1.5899787,0.081289224,0.111861706,0.10914891,0.043522947,0.43432316,1.5737293,-0.21660028,0.363825,-1.4719621,-0.22087681,1.3224895,-0.143042,-0.24749814,0.25960353,1.502564,-0.30605003,0.3156921,-0.49106187,0.5666301,0.7627286,-0.21172822,-0.15085274,0.19674686,-0.90498656,0.46147993,0.12772481,0.38298333,-0.7223412,0.8017307
-1.5899885,0.08125366,0.11185476,0.10914892,0.043526992,0.43428728,1.5737293,-0.21660028,0.363825,-1.4719621,-0.22087681,1.3224895,-0.143042,-0.24749814,0.25960353,1.502564,-0.30605003,0.3156921,-0.49106187,0.5666301,0.7627286,-0.21172595,-0.15084524,0.19677939,-0.90498656,0.46147993,0.12772481,0.38298333,-0.7223412,0.8017307
-1.5899884,0.08126095,0.111819126,0.10916412,0.043520443,0.4342872,1.5737293,-0.21660028,0.363825,-1.4719621,-0.22087681,1.3224895,-0.143042,-0.24749814,0.25960353,1.5025663,-0.30605522,0.31566027,-0.4910678,0.56664556,0.76271355,-0.21172595,-0.15084524,0.19677939,-0.90498656,0.46147993,0.12772481,0.38298333,-0.7223412,0.8017307
-1.5899885,0.08125366,0.11185476,0.109165594,0.043520253,0.43429375,1.5737293,-0.21660028,0.363825,-1.4719621,-0.22087681,1.3224895,-0.1430598,-0.24749295,0.2596073,1.502564,-0.30605003,0.3156921,-0.49106187,0.5666301,0.7627286,-0.21172595,-0.15084524,0.19677939,0.66654867,-0.035601325,0.29504353,0.38298333,-0.7223412,0.8017307
-1.5899785,0.08128092,0.11189508,0.10914744,0.043523133,0.4343166,1.5737293,-0.21660028,0.363825,-1.4719638,-0.22087248,1.3224789,-0.14304315,-0.247462,0.25963795,1.5025944,-0.306056,0.3156874,-0.4910544,0.5666255,0.7627384,-0.21172595,-0.15084524,0.19677939,-0.90506244,0.46148974,0.12769432,0.38298333,-0.7223412,0.8017307
-1.5899785,0.08128092,0.11189508,0.10914891,0.043522947,0.43432316,1.5737706,-0.21656929,0.36382216,-1.4719886,-0.22085795,1.3224934,-0.14304315,-0.247462,0.25963795,1.502564,-0.30605003,0.3156921,-0.49106163,0.56664985,0.76272166,-0.21172595,-0.15084524,0.19677939,-0.90506244,0.46148974,0.12769432,0.38298333,-0.7223412,0.8017307
-1.5899885,0.08124639,0.11189039,0.109165594,0.043520253,0.43429375,1.5737706,-0.21656929,0.36382216,-1.4719886,-0.22085795,1.3224934,-0.14304315,-0.247462,0.25963795,1.502564,-0.30605003,0.3156921,-0.4910544,0.5666255,0.7627384,-0.21172822,-0.15085274,0.19674686,-0.9047216,0.46149254,0.1276866,0.38298333,-0.7223412,0.8017307
-1.5899885,0.08125366,0.11185476,0.10916412,0.043520443,0.4342872,1.5737708,-0.21656385,0.36385348,-1.4719815,-0.2208412,1.3225086,-0.14307174,-0.2474397,0.2595755,1.502526,-0.30608332,0.3156838,-0.49106055,0.5666213,0.76273024,-0.21174806,-0.15078437,0.19673571,-0.9047353,0.46148497,0.12768432,0.38299835,-0.7223616,0.80170566
-1.5899885,0.08125366,0.11185476,0.10916412,0.043520443,0.4342872,1.5737708,-0.21656385,0.36385348,-1.4719815,-0.2208412,1.3225086,-0.14307174,-0.2474397,0.2595755,1.5025958,-0.30605185,0.31568187,-0.49106732,0.5666142,0.76272225,-0.21174806,-0.15078437,0.19673571,-0.9047353,0.46148497,0.12768432,0.38299593,-0.72237235,0.80169845
-1.5899885,0.08125366,0.11185476,0.10916412,0.043520443,0.4342872,1.5738115,-0.21657024,0.3638505,-1.4719815,-0.2208412,1.3225086,-0.14307174,-0.2474397,0.2595755,1.5025958,-0.30605185,0.31568187,-0.49107617,0.56662774,0.7627107,-0.21174945,-0.1507786,0.19677193,-0.9047353,0.46148497,0.12768432,0.3830042,-0.7223868,0.80168337
-1.5899386,0.08127759,0.11189384,0.10917602,0.04354721,0.43425447,1.5738529,-0.2165313,0.36387292,-1.4719901,-0.22085418,1.3224901,-0.1430793,-0.24741623,0.25954282,1.5025958,-0.30605185,0.31568187,-0.49108076,0.5666343,0.76269734,-0.21173243,-0.15078238,0.19677009,-0.9048396,0.46150735,0.12769,0.3829916,-0.72235566,0.8017155
-1.5899487,0.08124306,0.11188918,0.10917602,0.04354721,0.43425447,1.5738115,-0.21656232,0.3638757,-1.4719901,-0.22085418,1.3224901,-0.1430793,-0.24741623,0.25954282,1.5025958,-0.30605185,0.31568187,-0.49108207,0.5666432,0.76269567,-0.21173243,-0.15078238,0.19677009,-0.9048396,0.46150735,0.12769,0.3829916,-0.72235566,0.8017155
-1.5899487,0.08124306,0.11188918,0.10917453,0.043543343,0.43428382,1.5738115,-0.21656232,0.3638757,-1.4719901,-0.22085418,1.3224901,-0.1430793,-0.24741623,0.25954282,1.5025958,-0.30605185,0.31568187,-0.49108207,0.5666432,0.76269567,-0.21173243,-0.15078238,0.19677009,-0.9048396,0.46150735,0.12769,0.3829916,-0.72235566,0.8017155
-1.5899385,0.08128486,0.11185821,0.10917271,0.043576498,0.43425772,1.5738529,-0.21652883,0.36386672,-1.4719815,-0.22084065,1.3225013,-0.14309596,-0.24744718,0.2595122,1.5025655,-0.3060459,0.31568658,-0.49108207,0.5666432,0.76269567,-0.21173243,-0.15078238,0.19677009,-0.9049155,0.46151716,0.12765948,0.3829898,-0.72238547,0.80169487
-1.5899386,0.08127759,0.11189384,0.10916081,0.043549724,0.43429047,1.5738529,-0.21652883,0.36386672,-1.4719815,-0.22084065,1.3225013,-0.14307612,-0.2474855,0.25951257,1.5025958,-0.30605185,0.31568187,-0.49108958,0.5666478,0.7626858,-0.21171172,-0.15081097,0.19680728,-0.90516573,0.46148452,0.12765928,0.3829898,-0.72238547,0.80169487
-1.5899385,0.08128486,0.11185821,0.10916081,0.043549724,0.43429047,1.5738121,-0.2165249,0.3638759,-1.4719815,-0.22084065,1.3225013,-0.14307293,-0.2474792,0.25954607,1.5025655,-0.3060459,0.31568658,-0.49108958,0.5666478,0.7626858,-0.21171172,-0.15081097,0.19680728,-0.90516573,0.46148452,0.12765928,0.38298398,-0.7223604,0.8017172
-1.5899385,0.08128486,0.11185821,0.10916081,0.043549724,0.43429047,1.5738121,-0.2165249,0.3638759,-1.4719831,-0.22083688,1.3224978,-0.14307293,-0.2474792,0.25954607,1.5025655,-0.3060459,0.31568658,-0.49108958,0.5666478,0.7626858,-0.21171172,-0.15081097,0.19680728,-0.90516573,0.46148452,0.12765928,0.3829757,-0.7223459,0.80173236
-1.5899385,0.08128486,0.11185821,0.10916081,0.043549724,0.43429047,1.5738121,-0.2165249,0.3638759,-1.4719831,-0.22083688,1.3224978,-0.14307293,-0.2474792,0.25954607,1.5025655,-0.3060459,0.31568658,-0.49108958,0.5666478,0.7626858,-0.21171172,-0.15081097,0.19680728,-0.90516573,0.46148452,0.12765928,0.38298398,-0.7223604,0.8017172
-1.5899385,0.08128486,0.11185821,0.10916081,0.043549724,0.43429047,1.5738127,-0.2164875,0.36387601,-1.4719831,-0.22083688,1.3224978,-0.14307293,-0.2474792,0.25954607,1.5025655,-0.3060459,0.31568658,-0.49108207,0.5666432,0.76269567,-0.21171401,-0.15081842,0.19677475,-0.90516573,0.46148452,0.12765928,0.3829757,-0.7223459,0.80173236
-1.5899386,0.08127759,0.11189384,0.10915601,0.04357919,0.43428716,1.5737718,-0.21648657,0.36384767,-1.4719918,-0.22085041,1.3224866,-0.14307092,-0.24751231,0.25955018,1.5025631,-0.3060407,0.31571838,-0.49108207,0.5666432,0.76269567,-0.21171401,-0.15081842,0.19677475,-0.9055957,0.46148404,0.12763421,0.38296807,-0.7223506,0.8017341
-1.5899386,0.08127759,0.11189384,0.10917121,0.043572634,0.43428707,1.5737718,-0.21648657,0.36384767,-1.4719918,-0.22085041,1.3224866,-0.14307092,-0.24751231,0.25955018,1.5025631,-0.3060407,0.31571838,-0.49108207,0.5666432,0.76269567,-0.21171764,-0.15082018,0.19677848,-0.9050051,0.46151948,0.1276267,0.38298398,-0.7223604,0.8017172
-1.5899386,0.08127759,0.11189384,0.10917121,0.043572634,0.43428707,1.5737718,-0.21648113,0.36387905,-1.4719918,-0.22084986,1.3224794,-0.1430551,-0.24748439,0.25954238,1.5025631,-0.3060407,0.31571838,-0.49108207,0.5666432,0.76269567,-0.21171764,-0.15082018,0.19677848,-0.9050051,0.46151948,0.1276267,0.3829757,-0.7223459,0.80173236
-1.5899386,0.08127759,0.11189384,0.10915601,0.04357919,0.43428716,1.5737718,-0.21648113,0.36387905,-1.4719918,-0.22084986,1.3224794,-0.1430551,-0.24748439,0.25954238,1.5025631,-0.3060407,0.31571838,-0.49108207,0.5666432,0.76269567,-0.21171401,-0.15081842,0.19677475,-0.9050051,0.46151948,0.1276267,0.38298246,-0.7223519,0.8017224
-1.5899386,0.08127759,0.11189384,0.10915454,0.04357937,0.4342806,1.5737718,-0.21648113,0.36387905,-1.4719918,-0.22084986,1.3224794,-0.14307092,-0.24751231,0.25955018,1.5026319,-0.30599993,0.31574276,-0.49108368,0.5666324,0.76270074,-0.21171764,-0.15082018,0.19677848,-0.9052553,0.46148682,0.1276265,0.38298398,-0.7223604,0.8017172
0.50612515,-0.59169424,0.7584887,0.10915454,0.04357937,0.4342806,1.5738132,-0.21645014,0.36387622,-1.4719918,-0.22085041,1.3224866,-0.14304754,-0.2475078,0.25957498,1.5026319,-0.30599993,0.31574276,-0.49108368,0.5666324,0.76270074,-0.21171536,-0.15081269,0.19681098,-0.9052553,0.46148682,0.1276265,0.38298398,-0.7223604,0.8017172
-1.5899386,0.08127759,0.11189384,0.10915454,0.04357937,0.4342806,1.5738132,-0.21645014,0.36387622,-1.4719918,-0.22085041,1.3224866,-0.14304754,-0.2475078,0.25957498,1.5026319,-0.30599993,0.31574276,-0.49108368,0.5666324,0.76270074,-0.21169692,-0.15084875,0.19681567,-0.9052416,0.4614944,0.12762876,0.38299835,-0.7223616,0.80170566
-1.5899388,0.0812703,0.11192948,0.10915454,0.04357937,0.4342806,1.5738541,-0.2164565,0.3638732,-1.4719669,-0.2208649,1.3224721,-0.14304754,-0.2475078,0.25957498,1.5026319,-0.30599993,0.31574276,-0.49108368,0.5666324,0.76270074,-0.21171623,-0.15085247,0.196785,-0.9052416,0.4614944,0.12762876,0.38299835,-0.7223616,0.80170566
-1.5899388,0.0812703,0.11192948,0.10915454,0.04357937,0.4342806,1.5738541,-0.2164565,0.3638732,-1.4719918,-0.22085041,1.3224866,-0.14304754,-0.2475078,0.25957498,1.5026319,-0.30599993,0.31574276,-0.49108368,0.5666324,0.76270074,-0.21171395,-0.15084498,0.1968175,-0.9052416,0.4614944,0.12762876,0.38299835,-0.7223616,0.80170566
-1.589939,0.08127862,0.11189613,0.10915454,0.04357937,0.4342806,1.5738541,-0.21645105,0.36390454,-1.4719684,-0.22086114,1.3224686,-0.14302652,-0.24750668,0.2596048,1.5025638,-0.3060272,0.31573918,-0.49107617,0.56662774,0.7627107,-0.21172129,-0.15082188,0.19678222,-0.9052416,0.4614944,0.12762876,0.3829901,-0.7223472,0.80172074
-1.589939,0.08127862,0.11189613,0.10915454,0.04357937,0.4342806,1.5738541,-0.21645105,0.36390454,-1.4719933,-0.22084661,1.3224833,-0.14302216,-0.24753651,0.25960395,1.5025638,-0.3060272,0.31573918,-0.49108368,0.5666324,0.76270074,-0.21172129,-0.15082188,0.19678222,-0.9052416,0.4614944,0.12762876,0.3829901,-0.7223472,0.80172074
-1.5899386,0.08127759,0.11189384,0.10915454,0.04357937,0.4342806,1.5738541,-0.21645105,0.36390454,-1.4719684,-0.22086114,1.3224686,-0.143042,-0.24749814,0.25960353,1.5025638,-0.3060272,0.31573918,-0.49108368,0.5666324,0.76270074,-0.21172129,-0.15082188,0.19678222,-0.9052416,0.4614944,0.12762876,0.3829901,-0.7223472,0.80172074
-1.589939,0.08127862,0.11189613,0.10915454,0.04357937,0.4342806,1.5738541,-0.21645105,0.36390454,-1.4719933,-0.22084661,1.3224833,-0.143042,-0.24749814,0.25960353,1.5025638,-0.3060272,0.31573918,-0.49107617,0.56662774,0.7627107,-0.21172129,-0.15082188,0.19678222,-0.9052416,0.4614944,0.12762876,0.3829901,-0.7223472,0.80172074
-1.5899785,0.08128092,0.11189508,0.10915454,0.04357937,0.4342806,1.5738541,-0.21644858,0.36389837,-1.4719684,-0.22086114,1.3224686,-0.143042,-0.24749814,0.25960353,1.5025941,-0.30603316,0.31573445,-0.49108368,0.5666324,0.76270074,-0.21172129,-0.15082188,0.19678222,-0.9052416,0.4614944,0.12762876,0.3829901,-0.7223472,0.80172074
-1.5899487,0.08124306,0.11188918,0.10915454,0.04357937,0.4342806,1.5738541,-0.21644858,0.36389837,-1.4719684,-0.22086114,1.3224686,-0.14302216,-0.24753651,0.25960395,1.5025941,-0.30603316,0.31573445,-0.49108234,0.5666235,0.7627025,-0.21172354,-0.15082937,0.1967497,-0.9052553,0.46148682,0.1276265,0.3829901,-0.7223472,0.80172074
-1.589939,0.08127862,0.11189613,0.10915454,0.04357937,0.4342806,1.5738541,-0.21644858,0.36389837,-1.4719684,-0.22086169,1.3224759,-0.14302216,-0.24753651,0.25960395,1.5025638,-0.3060272,0.31573918,-0.49108234,0.5666235,0.7627025,-0.21172354,-0.15082937,0.1967497,-0.9052553,0.46148682,0.1276265,0.3829901,-0.7223472,0.80172074
-1.589939,0.08127862,0.11189613,0.10915454,0.04357937,0.4342806,1.5738541,-0.21644858,0.36389837,-1.4719684,-0.22086169,1.3224759,-0.14302216,-0.24753651,0.25960395,1.5025941,-0.30603316,0.31573445,-0.49108234,0.5666235,0.7627025,-0.21172129,-0.15082188,0.19678222,-0.9052416,0.4614944,0.12762876,0.3829901,-0.7223472,0.80172074
-1.589939,0.08127862,0.11189613,0.10915454,0.04357937,0.4342806,1.5738541,-0.21644858,0.36389837,-1.4719684,-0.22086169,1.3224759,-0.14302652,-0.24750668,0.2596048,1.5025955,-0.30602905,0.31572896,-0.49108234,0.5666235,0.7627025,-0.21172212,-0.15086167,0.19675621,-0.9050051,0.46151948,0.1276267,0.3829901,-0.7223472,0.80172074
-1.5899785,0.08128092,0.11189508,0.10913934,0.043585923,0.43428066,1.5738541,-0.21644858,0.36389837,-1.4719628,-0.22084115,1.3224877,-0.14302652,-0.24750668,0.2596048,1.5025947,-0.30601972,0.31575525,-0.49109662,0.56662107,0.76268464,-0.21172212,-0.15086167,0.19675621,-0.90467805,0.46151465,0.12761673,0.38299504,-0.722383,0.8016903
-1.5899785,0.08128092,0.11189508,0.10913934,0.043585923,0.43428066,1.5738541,-0.21644858,0.36389837,-1.4719628,-0.22084115,1.3224877,-0.14302652,-0.24750668,0.2596048,1.502563,-0.30601788,0.31576553,-0.49109662,0.56662107,0.76268464,-0.21172442,-0.15086918,0.19672371,-0.90501875,0.46151197,0.12762445,0.38299504,-0.722383,0.8016903
-1.589939,0.08127862,0.11189613,0.10913934,0.043585923,0.43428066,1.573895,-0.21644953,0.36392677,-1.4719628,-0.22084115,1.3224877,-0.14302652,-0.24750668,0.2596048,1.502563,-0.30601788,0.31576553,-0.49108985,0.5666281,0.76269263,-0.21172442,-0.15086918,0.19672371,-0.9050051,0.46151948,0.1276267,0.38298827,-0.722377,0.8017001
