A0,A1,A2,A3,B0,B1,B2,B3,C0,C1,C2,C3,D0,D1,D2,D3,E0,E1,E2,E3,F0,F1,F2,F3,G0,G1,G2,G3,H0,H1,H2,H3,I0,I1,I2,I3,J0,J1,J2,J3,K0,K1,K2,K3,L0,L1,L2,L3
-0.09991455,-0.16900635,0.53881836,-0.8192749,0.71136475,-0.2709961,-0.39508057,0.51416016,-0.28405762,0.6366577,0.4489746,-0.5588379,0.56695557,-0.025146484,0.5027466,-0.65197754,-0.12927246,0.31829834,-0.935791,0.079833984,0.0,0.0,0.0,0.0,-0.043151855,0.8566284,-0.50756836,-0.08148193,0.0,0.0,0.0,0.0,0.103149414,-0.9841919,-0.14025879,-0.03302002,0.05090332,-0.62524414,-0.70562744,0.32965088,-0.18475342,0.2695923,-0.22723389,0.9173584,-0.38934326,-0.3031006,0.17425537,0.85217285
-0.09838867,-0.17578125,0.5319214,-0.82250977,0.7159424,-0.2597046,-0.39569092,0.5132446,-0.2816162,0.63165283,0.45166016,-0.56359863,0.5829468,-0.007751465,0.47680664,-0.6578369,-0.13702393,0.3242798,-0.93237305,0.082336426,0.0,0.0,0.0,0.0,-0.044311523,0.86053467,-0.5013428,-0.07849121,0.0,0.0,0.0,0.0,0.11193848,-0.9838257,-0.1385498,-0.021057129,0.04437256,-0.62457275,-0.7007446,0.34197998,-0.1897583,0.2633667,-0.22595215,0.91845703,-0.39385986,-0.2902832,0.17712402,0.8539429
-0.10040283,-0.18395996,0.5241699,-0.82543945,0.7217407,-0.24731445,-0.39593506,0.5109863,-0.27581787,0.6260376,0.4517212,-0.57263184,0.6021118,0.011352539,0.4420166,-0.6647949,-0.14898682,0.3289795,-0.92858887,0.08569336,0.0,0.0,0.0,0.0,-0.0501709,0.86431885,-0.49420166,-0.07873535,0.0,0.0,0.0,0.0,0.1184082,-0.9837036,-0.13531494,-0.0079956055,0.03717041,-0.6258545,-0.6947632,0.35253906,-0.19403076,0.25476074,-0.22381592,0.9204712,-0.39770508,-0.27703857,0.18103027,0.8557739
-0.5128784,-0.30963135,0.13928223,-0.7885132,0.911438,0.2055664,-0.24853516,0.25531006,-0.380188,0.35424805,0.103393555,-0.84814453,0.62371826,0.22052002,0.17114258,-0.7300415,-0.5720215,0.20300293,-0.708313,0.36047363,0.0,0.0,0.0,0.0,-0.60076904,0.66082764,-0.42462158,-0.14868164,0.0,0.0,0.0,0.0,0.41680908,-0.84942627,0.047851562,0.3201294,-0.12084961,-0.5886841,-0.3587036,0.7142334,-0.29937744,-0.15490723,-0.10760498,0.93530273,-0.4043579,0.22747803,0.20825195,0.8609619
-0.51416016,-0.30230713,0.1486206,-0.78881836,0.91052246,0.19689941,-0.25238037,0.26153564,-0.38537598,0.34796143,0.1105957,-0.84747314,0.61517334,0.22003174,0.18865967,-0.7331543,-0.5699463,0.20770264,-0.7079468,0.36175537,0.0,0.0,0.0,0.0,-0.6069336,0.65789795,-0.42364502,-0.13922119,0.0,0.0,0.0,0.0,0.41900635,-0.8526001,0.047973633,0.3085327,-0.11315918,-0.59002686,-0.36712646,0.71014404,-0.29437256,-0.13885498,-0.111328125,0.93896484,-0.40319824,0.21429443,0.20507812,0.8656616
-0.5106201,-0.29968262,0.15515137,-0.79089355,0.91070557,0.18878174,-0.2562256,0.2631836,-0.38275146,0.35076904,0.12011719,-0.8461914,0.61138916,0.22003174,0.19451904,-0.73480225,-0.5656738,0.21240234,-0.71221924,0.3572998,0.0,0.0,0.0,0.0,-0.6038208,0.6602783,-0.4243164,-0.13916016,0.0,0.0,0.0,0.0,0.41796875,-0.85565186,0.04888916,0.30133057,-0.10620117,-0.59155273,-0.36871338,0.7091675,-0.2925415,-0.12573242,-0.1149292,0.94091797,-0.39990234,0.20562744,0.20513916,0.8692627
-0.5061035,-0.29864502,0.16174316,-0.7928467,0.91192627,0.17755127,-0.2588501,0.26428223,-0.38000488,0.3560791,0.12860107,-0.84399414,0.6080322,0.22015381,0.1975708,-0.7367554,-0.56018066,0.21655273,-0.7167969,0.35437012,0.0,0.0,0.0,0.0,-0.5966797,0.6661377,-0.4249878,-0.14013672,0.0,0.0,0.0,0.0,0.4136963,-0.85980225,0.049621582,0.29516602,-0.10119629,-0.5951538,-0.37091064,0.7057495,-0.28930664,-0.11401367,-0.11859131,0.94299316,-0.3965454,0.19647217,0.20751953,0.8723755
-0.50341797,-0.29693604,0.1708374,-0.7932739,0.9133301,0.16534424,-0.25897217,0.26708984,-0.38031006,0.3607788,0.13555908,-0.8407593,0.60528564,0.22052002,0.20007324,-0.7382202,-0.5531006,0.21862793,-0.7215576,0.35443115,0.0,0.0,0.0,0.0,-0.5899658,0.67230225,-0.425354,-0.13806152,0.0,0.0,0.0,0.0,0.40979004,-0.8637085,0.052124023,0.28875732,-0.09716797,-0.5998535,-0.37371826,0.7007446,-0.2841797,-0.105163574,-0.12231445,0.94506836,-0.3927002,0.18792725,0.20983887,0.87542725
-0.50079346,-0.29309082,0.18286133,-0.7937012,0.91516113,0.15533447,-0.25775146,0.26794434,-0.38287354,0.36590576,0.14233398,-0.8362427,0.6020508,0.21966553,0.20343018,-0.74017334,-0.54571533,0.21807861,-0.7272339,0.35473633,0.0,0.0,0.0,0.0,-0.5852661,0.6765137,-0.42712402,-0.13183594,0.0,0.0,0.0,0.0,0.40374756,-0.86798096,0.0546875,0.28393555,-0.09222412,-0.6055298,-0.3758545,0.6954346,-0.27874756,-0.09851074,-0.12799072,0.9466553,-0.38861084,0.17938232,0.21209717,0.87854004
-0.4968872,-0.2850952,0.19451904,-0.7963257,0.9169922,0.1459961,-0.2581787,0.26672363,-0.38537598,0.3737793,0.14794922,-0.83062744,0.59851074,0.21838379,0.20751953,-0.7423096,-0.5386963,0.2166748,-0.73431396,0.35168457,0.0,0.0,0.0,0.0,-0.5810547,0.67974854,-0.4295044,-0.12597656,0.0,0.0,0.0,0.0,0.3963623,-0.8723755,0.056152344,0.28051758,-0.089782715,-0.6119995,-0.37835693,0.68865967,-0.27337646,-0.09222412,-0.13549805,0.94781494,-0.38586426,0.17126465,0.2156372,0.88049316
-0.49597168,-0.2781372,0.2020874,-0.7974243,0.91851807,0.137146,-0.25683594,0.26745605,-0.38598633,0.38330078,0.15234375,-0.8251953,0.5953369,0.21734619,0.21166992,-0.74401855,-0.5325928,0.21478271,-0.7409668,0.3480835,0.0,0.0,0.0,0.0,-0.5743408,0.68395996,-0.43249512,-0.12365723,0.0,0.0,0.0,0.0,0.39117432,-0.8757324,0.057678223,0.27703857,-0.08911133,-0.61779785,-0.38128662,0.6819458,-0.26745605,-0.08569336,-0.1408081,0.9493408,-0.38354492,0.16381836,0.21929932,0.881958
-0.49609375,-0.27368164,0.20898438,-0.79711914,0.92004395,0.12994385,-0.25421143,0.26818848,-0.38720703,0.39135742,0.15533447,-0.82025146,0.59375,0.21875,0.21142578,-0.7449341,-0.52679443,0.21160889,-0.7473755,0.34521484,0.0,0.0,0.0,0.0,-0.56762695,0.6865845,-0.4376831,-0.12182617,0.0,0.0,0.0,0.0,0.38867188,-0.8776245,0.060058594,0.2741089,-0.08703613,-0.62231445,-0.38323975,0.67700195,-0.26281738,-0.07879639,-0.14593506,0.95043945,-0.38067627,0.15826416,0.22137451,0.883728
-0.49389648,-0.26837158,0.21282959,-0.7992554,0.9205322,0.12487793,-0.25610352,0.26708984,-0.38928223,0.39990234,0.15667725,-0.8148804,0.59490967,0.22253418,0.20721436,-0.7440796,-0.5222168,0.20715332,-0.7538452,0.34075928,0.0,0.0,0.0,0.0,-0.5615845,0.68774414,-0.4439087,-0.120910645,0.0,0.0,0.0,0.0,0.38726807,-0.87890625,0.062927246,0.27124023,-0.08465576,-0.6253052,-0.38342285,0.67437744,-0.25982666,-0.072021484,-0.15258789,0.95080566,-0.37780762,0.15515137,0.22210693,0.88531494
-0.49371338,-0.2630005,0.21655273,-0.8001709,0.92126465,0.12109375,-0.25683594,0.265625,-0.38983154,0.40924072,0.15563965,-0.81018066,0.5975342,0.22729492,0.20214844,-0.7418823,-0.5185547,0.20391846,-0.7598877,0.3348999,0.0,0.0,0.0,0.0,-0.55474854,0.6889038,-0.45025635,-0.12237549,0.0,0.0,0.0,0.0,0.3862915,-0.8803711,0.06616211,0.26715088,-0.081726074,-0.6279297,-0.3829956,0.6726074,-0.2564087,-0.06628418,-0.15789795,0.9512329,-0.37451172,0.15179443,0.22241211,0.88726807
-0.494812,-0.2614746,0.22088623,-0.7988281,0.92181396,0.11773682,-0.25891113,0.26330566,-0.38861084,0.41748047,0.15557861,-0.80651855,0.6000366,0.23175049,0.19750977,-0.7397461,-0.51501465,0.20159912,-0.7645874,0.3310547,0.0,0.0,0.0,0.0,-0.5482178,0.69018555,-0.45562744,-0.124694824,0.0,0.0,0.0,0.0,0.38372803,-0.8825073,0.068237305,0.26312256,-0.07739258,-0.6309204,-0.38293457,0.6703491,-0.2532959,-0.06262207,-0.1609497,0.95184326,-0.3711548,0.14709473,0.22271729,0.88934326
-0.51086426,-0.26635742,0.21014404,-0.789917,0.92614746,0.12927246,-0.2553711,0.24542236,-0.39318848,0.4293213,0.13861084,-0.8012085,0.52557373,0.19616699,0.22381592,-0.7969971,-0.5205078,0.18182373,-0.7659302,0.3307495,0.0,0.0,0.0,0.0,-0.5465698,0.67822266,-0.47406006,-0.12878418,0.0,0.0,0.0,0.0,0.38684082,-0.878479,0.0925293,0.26483154,-0.07879639,-0.63964844,-0.3619995,0.67352295,-0.24133301,-0.055725098,-0.16784668,0.9541626,-0.35876465,0.15093994,0.22668457,0.89276123
-0.51312256,-0.2664795,0.2097168,-0.7885132,0.9259033,0.12451172,-0.26190186,0.24188232,-0.39312744,0.42645264,0.13568115,-0.80322266,0.48828125,0.1975708,0.24694824,-0.8133545,-0.52197266,0.18041992,-0.76501465,0.33129883,0.0,0.0,0.0,0.0,-0.5499878,0.67578125,-0.4732666,-0.12994385,0.0,0.0,0.0,0.0,0.3922119,-0.8779907,0.10424805,0.2538452,-0.068481445,-0.6436157,-0.3587036,0.67266846,-0.23919678,-0.055358887,-0.16937256,0.9544678,-0.3493042,0.14355469,0.22521973,0.8981323
-0.5153198,-0.2666626,0.2131958,-0.7860718,0.9262085,0.11553955,-0.27056885,0.23577881,-0.39349365,0.42523193,0.13397217,-0.8040161,0.4562378,0.21240234,0.26483154,-0.82250977,-0.520874,0.17913818,-0.7662964,0.3307495,0.0,0.0,0.0,0.0,-0.5513916,0.67419434,-0.47381592,-0.13018799,0.0,0.0,0.0,0.0,0.4053955,-0.8739624,0.12701416,0.23602295,-0.05303955,-0.6487427,-0.34973145,0.6738281,-0.23449707,-0.052734375,-0.17285156,0.95513916,-0.33599854,0.13232422,0.22039795,0.9060669
-0.90338135,-0.38861084,-0.031555176,-0.17871094,0.6484375,0.5013428,-0.30926514,-0.48217773,-0.69610596,0.07385254,-0.25805664,-0.6659546,-0.047668457,0.88397217,-0.45599365,-0.091308594,-0.548584,-0.16448975,-0.4024048,0.71417236,0.0,0.0,0.0,0.0,-0.87072754,0.21325684,-0.43029785,0.10614014,0.0,0.0,0.0,0.0,0.7102051,-0.253479,0.5202637,0.4006958,0.039794922,-0.37646484,0.40112305,0.83410645,0.14508057,-0.42010498,0.061279297,0.89367676,0.10284424,0.67889404,0.060424805,0.72442627
-0.91448975,-0.37860107,-0.046020508,-0.13555908,0.6140747,0.51831055,-0.30047607,-0.51379395,-0.69970703,0.059020996,-0.28094482,-0.6542969,-0.020446777,0.92022705,-0.33624268,-0.19915771,-0.5484009,-0.18951416,-0.3673706,0.7269287,0.0,0.0,0.0,0.0,-0.8843384,0.16540527,-0.41888428,0.123291016,0.0,0.0,0.0,0.0,0.6777954,-0.15673828,0.5507202,0.4611206,0.003967285,-0.33825684,0.4644165,0.8184204,0.15368652,-0.43426514,0.06518555,0.8851929,0.11260986,0.72314453,0.06939697,0.67785645
