A0,A1,A2,A3,B0,B1,B2,B3,C0,C1,C2,C3,D0,D1,D2,D3,E0,E1,E2,E3,F0,F1,F2,F3,G0,G1,G2,G3,H0,H1,H2,H3,I0,I1,I2,I3,J0,J1,J2,J3,K0,K1,K2,K3,L0,L1,L2,L3
-0.8967285,0.43359375,-0.086120605,0.021911621,0.68481445,-0.114746094,0.44140625,-0.5683594,0.049926758,-0.8569336,-0.23303223,0.45703125,-0.36920166,-0.09295654,-0.8257446,0.41619873,-0.15045166,-0.13891602,-0.97875977,0.0119018555,0.2649536,-0.90753174,-0.15240479,0.28796387,0.15270996,0.94140625,0.28741455,-0.087768555,0.13134766,-0.95599365,-0.18743896,0.18371582,0.031555176,-0.40997314,-0.9112549,-0.026184082,-0.053955078,0.9145508,0.39868164,-0.040649414,0.1763916,-0.35491943,0.397583,-0.8275757,-0.77093506,-0.53863525,-0.33648682,-0.048828125
-0.90148926,0.42095947,-0.099243164,0.017333984,0.6870117,-0.10852051,0.44555664,-0.56359863,0.05090332,-0.8516846,-0.2321167,0.46710205,-0.37823486,-0.095214844,-0.82055664,0.41784668,-0.15075684,-0.14086914,-0.9785156,0.006591797,0.26226807,-0.90704346,-0.14782715,0.2944336,0.15020752,0.9390259,0.29040527,-0.10614014,0.12390137,-0.95635986,-0.18621826,0.18823242,0.036499023,-0.41778564,-0.9078369,0.0029296875,-0.0435791,0.91534424,0.39770508,-0.044189453,0.17974854,-0.35516357,0.39318848,-0.8288574,-0.7781372,-0.53222656,-0.32946777,-0.053100586
-0.9029541,0.41461182,-0.1126709,0.0138549805,0.6890869,-0.104003906,0.44787598,-0.5601196,0.05419922,-0.84539795,-0.23468018,0.4767456,-0.3861084,-0.09460449,-0.81518555,0.42126465,-0.1519165,-0.14245605,-0.9780884,0.003540039,0.260437,-0.9057007,-0.14483643,0.30151367,0.14160156,0.93725586,0.29211426,-0.12670898,0.119018555,-0.9562988,-0.18377686,0.19390869,0.041870117,-0.42279053,-0.9050293,0.023620605,-0.032226562,0.9168701,0.39483643,-0.04888916,0.18328857,-0.35461426,0.38775635,-0.8308716,-0.78656006,-0.524353,-0.32122803,-0.057373047
-0.90197754,0.4128418,-0.12628174,0.011047363,0.69104004,-0.10192871,0.4486084,-0.5574951,0.05682373,-0.84088135,-0.23596191,0.48382568,-0.39276123,-0.09527588,-0.81036377,0.4243164,-0.15332031,-0.14324951,-0.9777832,0.0028076172,0.26104736,-0.90289307,-0.14465332,0.3093872,0.12780762,0.93585205,0.29205322,-0.15008545,0.11633301,-0.95562744,-0.1828003,0.1998291,0.04296875,-0.42437744,-0.9034424,0.043762207,-0.024658203,0.9179077,0.39318848,-0.04736328,0.18762207,-0.35284424,0.3814087,-0.83361816,-0.7966919,-0.5137329,-0.31262207,-0.06085205
-0.8984375,0.4159546,-0.140625,0.008239746,0.6929321,-0.10284424,0.4468994,-0.55633545,0.06011963,-0.83203125,-0.23626709,0.49829102,-0.4060669,-0.097961426,-0.80078125,0.4293213,-0.15496826,-0.14355469,-0.977478,0.0036010742,0.26446533,-0.9000244,-0.14208984,0.315979,0.11291504,0.93408203,0.29284668,-0.17010498,0.11633301,-0.95428467,-0.18371582,0.20507812,0.039794922,-0.42236328,-0.9030762,0.06732178,-0.028442383,0.9179077,0.39331055,-0.04272461,0.1932373,-0.35083008,0.3737793,-0.8366089,-0.8079834,-0.50109863,-0.3032837,-0.06524658
-0.8953247,0.41900635,-0.15112305,0.0014648438,0.6939697,-0.10803223,0.4418335,-0.55804443,0.06903076,-0.8204346,-0.2376709,0.5154419,-0.4179077,-0.10021973,-0.7889404,0.43927002,-0.15979004,-0.14355469,-0.9766846,0.005432129,0.26531982,-0.895813,-0.1375122,0.32891846,0.09777832,0.93273926,0.2937622,-0.18469238,0.12213135,-0.95251465,-0.18225098,0.21124268,0.03942871,-0.4138794,-0.9061279,0.07849121,-0.033813477,0.91815186,0.39105225,-0.053955078,0.19915771,-0.3491211,0.3659668,-0.83935547,-0.8186035,-0.48840332,-0.29412842,-0.070251465
-0.8951416,0.41729736,-0.15673828,-0.00579834,0.6925049,-0.11682129,0.43585205,-0.5628052,0.08459473,-0.8099365,-0.23956299,0.5286255,-0.42736816,-0.10131836,-0.77441406,0.4553833,-0.1675415,-0.14379883,-0.9753418,0.006958008,0.26397705,-0.89178467,-0.13452148,0.34204102,0.08343506,0.9293213,0.29663086,-0.20343018,0.12591553,-0.94976807,-0.17883301,0.22406006,0.033203125,-0.40008545,-0.9127197,0.07678223,-0.039123535,0.91845703,0.38653564,-0.07373047,0.20635986,-0.3474121,0.35681152,-0.84228516,-0.82788086,-0.47705078,-0.28552246,-0.07537842
-0.8953247,0.41412354,-0.16345215,-0.013122559,0.68865967,-0.12719727,0.4312744,-0.56884766,0.10412598,-0.7962036,-0.23919678,0.54589844,-0.440979,-0.10498047,-0.7553711,0.47332764,-0.17645264,-0.14428711,-0.97369385,0.008178711,0.2658081,-0.8876343,-0.13293457,0.35180664,0.068481445,0.92401123,0.3040161,-0.22143555,0.12799072,-0.9463501,-0.17559814,0.23937988,0.025756836,-0.3824463,-0.9217529,0.059387207,-0.047180176,0.91918945,0.37841797,-0.09777832,0.21435547,-0.34490967,0.34558105,-0.8460083,-0.8363037,-0.4664917,-0.27661133,-0.08123779
-0.89538574,0.4111328,-0.17010498,-0.020019531,0.6852417,-0.13641357,0.4265747,-0.5743408,0.12225342,-0.7809448,-0.23822021,0.56427,-0.4564209,-0.10614014,-0.7352905,0.48968506,-0.18511963,-0.1439209,-0.97210693,0.010620117,0.2722168,-0.88067627,-0.128479,0.36584473,0.058532715,0.9189453,0.31323242,-0.23223877,0.13635254,-0.94207764,-0.17053223,0.2546997,0.0038452148,-0.36193848,-0.9314575,0.037902832,-0.057617188,0.9193115,0.36895752,-0.1237793,0.22290039,-0.34179688,0.33172607,-0.85058594,-0.8460083,-0.4527588,-0.2672119,-0.08898926
-0.89556885,0.4085083,-0.17468262,-0.024963379,0.68408203,-0.15228271,0.41656494,-0.5790405,0.13812256,-0.7659302,-0.23999023,0.58026123,-0.4718628,-0.10369873,-0.7145386,0.5060425,-0.19299316,-0.14013672,-0.97106934,0.0154418945,0.28302002,-0.8709717,-0.123413086,0.3821411,0.05999756,0.91571045,0.3256836,-0.22741699,0.15100098,-0.93634033,-0.16381836,0.27142334,-0.015197754,-0.3404541,-0.9400635,0.015625,-0.072143555,0.91851807,0.35791016,-0.15136719,0.23114014,-0.33789062,0.3178711,-0.8552246,-0.8562012,-0.43634033,-0.25909424,-0.09729004
-0.895874,0.40698242,-0.17608643,-0.028503418,0.680603,-0.168396,0.40429688,-0.5873413,0.15490723,-0.7453003,-0.24273682,0.6013794,-0.49517822,-0.099365234,-0.6866455,0.52301025,-0.19885254,-0.13739014,-0.9701538,0.022521973,0.29284668,-0.86242676,-0.11895752,0.39538574,0.07330322,0.91204834,0.33966064,-0.2177124,0.16589355,-0.92858887,-0.15924072,0.2913208,-0.026733398,-0.32061768,-0.94677734,-0.011047363,-0.08795166,0.9160156,0.34680176,-0.18121338,0.23883057,-0.3343506,0.30615234,-0.85876465,-0.8638916,-0.42218018,-0.2541504,-0.10461426
