millis,真实角度,测量角度
6515,178.6429,180
6519,178.6429,180
6531,178.64232,180
6539,178.64868,180
6552,178.64868,180
6558,178.64868,180
6573,178.64868,180
6579,178.64868,180
6595,178.63556,180
6603,178.7983,180
6612,178.7983,180
6618,178.7983,180
6632,178.61421,180
6638,178.61421,180
6652,178.78485,180
6658,178.62357,180
6673,178.62357,180
6678,178.62357,180
6692,178.4601,180
6698,178.4601,180
6712,178.73561,180
6719,178.73561,180
6732,178.73561,180
6740,178.73561,180
6752,178.55951,180
6758,178.44028,180
6772,178.44028,180
6779,178.44028,180
6792,178.47646,180
6799,178.59877,180
6811,178.72145,180
6818,178.72145,180
6831,178.54707,180
6838,178.54707,180
6853,178.54707,180
6858,178.54707,180
6873,178.54707,180
6878,178.54707,180
6891,178.66484,180
6898,178.66484,180
6913,178.66484,180
6918,178.66484,180
6933,178.53487,180
6939,178.53487,180
6953,178.53487,180
6958,178.53487,180
6973,178.65143,180
6979,178.81635,180
6992,178.81635,180
6999,178.6628,180
7012,178.65056,180
7018,178.65056,180
7033,178.65056,180
7038,178.66133,180
7052,178.54263,180
7059,178.54263,180
7072,178.54263,180
7079,178.70094,180
7092,178.83434,180
7102,178.66734,180
7112,178.65492,180
7120,178.65492,180
7132,178.65492,180
7138,178.65492,180
7152,178.65492,180
7158,178.65492,180
7172,178.65492,180
7179,178.65492,180
7193,178.65492,180
7199,178.65492,180
7213,178.64261,180
7218,178.64261,180
7232,178.64261,180
7238,178.64261,180
7252,178.64145,180
7259,178.64145,180
7271,178.64145,180
7278,178.64145,180
7292,178.64145,180
7297,178.64145,180
7313,178.47607,180
7318,178.47607,180
7332,178.62941,180
7339,178.60086,180
7353,178.60086,180
7358,178.76631,180
7373,178.90747,180
7378,178.90747,180
7392,178.90747,180
7398,178.75494,180
7413,178.62941,180
7418,178.4784,180
7432,178.4784,180
7437,178.4784,180
7452,178.4784,180
7457,178.62941,180
7472,178.57632,180
7478,178.57632,180
7491,178.7418,180
7497,178.7418,180
7511,178.7418,180
7517,178.7418,180
7533,178.7418,180
7538,178.89235,180
7552,178.89235,180
7557,178.89235,180
7572,178.57317,180
7578,178.45326,180
7591,178.45326,180
7597,178.45326,180
7612,178.56454,180
7618,178.41959,180
7633,178.41959,180
7638,178.55748,180
7651,178.55748,180
7658,178.55748,180
7672,178.55748,180
7679,178.55748,180
7691,178.55748,180
7697,178.55748,180
7711,178.59653,180
7718,178.59653,180
7732,178.71884,179
7738,178.71884,179
7751,178.71884,179
7758,178.90265,179
7771,178.71625,179
7778,178.5733,179
7791,178.57468,179
7798,178.57468,179
7812,178.6948,179
7817,178.53714,179
7833,178.42778,178
7838,178.43402,178
7854,178.43402,178
7859,178.5733,178
7873,178.75337,178
7878,178.75337,178
7892,178.75337,178
7898,178.75337,178
7913,178.57468,178
7918,178.57468,178
7933,178.57468,177
7937,178.43527,177
7952,178.54384,177
7958,178.54384,177
7972,178.60732,177
7978,178.76663,177
7992,178.57784,177
7998,178.4364,177
8012,178.10236,177
8017,178.21786,177
8031,178.15347,176
8037,178.15347,176
8051,177.98608,176
8058,177.98608,176
8072,178.0747,176
8077,178.0747,176
8091,177.99513,176
8098,177.99513,176
8112,177.99513,176
8118,177.99513,176
8132,177.99513,175
8137,177.99513,175
8152,178.07858,175
8157,178.07858,175
8172,178.08807,175
8176,178.08807,175
8191,178.01535,175
8197,178.01535,175
8211,177.68556,175
8218,177.68556,175
8232,177.32957,174
8237,177.32957,174
8252,177.06755,174
8257,177.06935,174
8271,176.72392,174
8277,176.73697,174
8291,176.23465,174
8298,176.16222,174
8312,176.0145,174
8317,176.05678,174
8332,175.91127,173
8337,175.85716,173
8352,175.79984,173
8358,175.79984,173
8372,175.72964,173
8377,175.81755,173
8391,175.35324,173
8397,175.34158,173
8412,175.06306,173
8416,175.08685,173
8432,174.92372,172
8438,174.87383,172
8452,174.8731,172
8457,174.8731,172
8471,174.90414,172
8478,174.90414,172
8491,174.85878,172
8497,174.85878,172
8512,174.90414,172
8516,174.90414,172
8531,174.85878,172
8536,174.85878,171
8552,174.85878,171
8557,174.85878,171
8572,174.82544,171
8577,174.82544,171
8591,174.86989,171
8597,174.86989,171
8611,174.85551,171
8617,174.85551,171
8632,174.85551,171
8637,174.85551,170
8652,174.82225,170
8657,174.82225,170
8671,174.48495,170
8677,174.52324,170
8692,173.94453,170
8697,173.90668,170
8711,173.39919,170
8717,173.39919,170
8731,173.1024,170
8736,173.10048,169
8752,172.85924,169
8756,172.85315,169
8772,172.82622,169
8776,172.82622,169
8792,172.52428,169
8801,172.54846,169
8811,172.24043,169
8817,172.19156,169
8832,171.995,169
8836,172.03444,168
8852,171.92319,168
8857,171.91684,168
8873,171.87888,168
8877,171.85204,168
8892,171.87943,168
8898,171.90869,168
8912,171.87921,168
8916,171.85632,168
8931,171.83473,168
8937,171.83473,167
8951,171.82433,167
8957,171.81808,167
8971,171.773,167
8976,171.773,167
8991,171.4071,167
8996,171.40082,167
9012,171.1281,167
9017,171.1514,167
9032,171.09833,167
9036,171.08801,167
9051,170.85942,166
9057,170.87979,166
9072,170.57054,166
9077,170.55417,166
9093,170.08517,166
9096,170.07072,166
9112,169.62146,166
9117,169.64644,166
9132,169.27936,166
9137,169.27621,166
9152,169.06044,165
9156,169.05551,165
9171,169.04674,165
9177,169.04674,165
9191,169.06667,165
9197,169.06667,165
9212,169.08316,165
9217,169.08316,165
9231,169.04425,165
9236,169.04425,165
9252,169.04425,164
9256,169.04425,164
9272,169.06415,164
9277,169.0576,164
9291,169.02715,164
9296,169.02715,164
9312,169.00479,164
9317,168.98894,164
9331,168.98894,164
9337,168.99855,164
9352,168.99605,163
9358,168.98952,163
9372,169.0031,163
9375,169.02556,163
9391,168.82144,163
9396,168.81181,163
9412,168.13783,163
9415,168.13783,163
9431,167.39041,163
9436,167.39041,163
9451,166.76144,162
9456,166.76144,162
9471,166.27338,162
9476,166.25632,162
9492,165.86664,162
9496,165.88248,162
9512,165.45235,162
9516,165.45224,162
9532,165.09836,162
9536,165.07205,162
9552,165.03387,161
9555,165.05602,161
9572,165.03708,161
9576,165.02515,161
9592,165.00818,161
9595,165.00975,161
9613,165.02377,161
9616,165.02377,161
