millis,真实角度,测量角度
6286,178.39832,180
6287,178.46469,180
6304,178.46443,180
6306,178.64636,180
6325,178.637,180
6326,178.5718,180
6345,178.5718,180
6347,178.56264,180
6364,178.55382,180
6366,178.38202,180
6385,178.38202,180
6386,178.55382,180
6405,178.5366,180
6405,178.5366,180
6424,178.5366,180
6427,178.5366,180
6445,178.73979,180
6445,178.73979,180
6464,178.5278,180
6466,178.5278,180
6485,178.5278,180
6487,178.5278,180
6507,178.51906,180
6510,178.51906,180
6525,178.51906,180
6526,178.51906,180
6544,178.7193,180
6546,178.7193,180
6564,178.5105,180
6566,178.5105,180
6584,178.70956,180
6586,178.70956,180
6604,178.50159,180
6606,178.50159,180
6624,178.50185,180
6627,178.50185,180
6644,178.69974,180
6647,178.69974,180
6664,178.49326,180
6666,178.49326,180
6685,178.49326,180
6686,178.43402,180
6704,178.62172,180
6706,178.69974,180
6724,178.49326,180
6725,178.49326,180
6744,178.4847,180
6746,178.31728,180
6765,178.31728,180
6766,178.31728,180
6784,178.31728,180
6786,178.26416,180
6803,178.43164,180
6806,178.49039,180
6824,178.31682,180
6826,178.55193,180
6844,178.75793,180
6846,178.68686,180
6864,178.48238,180
6866,178.48238,180
6885,178.48238,180
6885,178.48238,180
6903,178.67677,180
6906,178.67677,180
6924,178.67677,180
6926,178.67677,180
6943,178.47363,180
6946,178.47363,180
6964,178.47363,180
6966,178.47363,180
6984,178.66675,180
6986,178.66675,180
7008,178.66675,180
7013,178.66675,180
7023,178.66675,180
7027,178.66675,180
7043,178.46532,180
7046,178.46532,180
7063,178.65724,180
7065,178.47057,180
7083,178.47057,180
7086,178.73746,179
7103,178.52568,175
7106,178.52568,174
7123,178.57028,170
7125,178.39368,169
7144,178.3784,165
7146,178.3784,164
7163,177.08899,160
7166,177.07925,160
7184,174.25833,155
7186,174.25833,155
7204,170.8382,151
7205,170.83807,150
7224,166.91496,146
7226,166.91386,145
7243,162.72464,141
7246,162.72464,141
7265,158.53154,136
7266,158.515,136
7285,154.12088,132
7286,154.12292,131
7304,149.47733,127
7305,149.47733,126
7323,144.62015,122
7326,144.63138,122
7343,139.95483,117
7346,139.95435,117
7362,135.41666,113
7366,135.41666,112
7384,130.65775,108
7386,130.66328,107
7403,125.81984,103
7406,125.820206,103
7423,120.96765,98
7426,120.96493,98
7443,116.256485,94
7446,116.24955,93
7462,111.45371,89
7466,111.46949,89
7485,106.6554,89
7486,106.68146,89
7504,102.08931,89
7505,102.11056,89
7525,98.22688,89
7527,98.24476,89
7544,95.37974,89
7546,95.391716,89
7563,93.74754,89
7565,93.74907,89
7584,92.88858,89
7585,92.88858,89
7603,92.44787,89
7605,92.44787,89
7623,92.321884,89
7626,92.317345,89
7643,92.18566,89
7646,92.18539,89
7663,92.17863,89
7665,92.17706,89
7683,92.1631,89
7686,92.1631,89
7703,92.15636,89
7706,92.15819,89
7723,92.14445,89
7726,92.14445,89
7744,92.14445,89
7746,92.14288,89
7764,92.1359,89
7766,92.1404,89
7785,92.133286,89
7786,92.133286,89
7803,92.12653,89
7806,92.12653,89
7823,92.119545,89
7825,92.119545,89
7843,92.119545,89
7846,92.12138,89
7863,92.114265,89
7865,92.114265,89
7884,92.10728,89
7886,92.10728,89
7903,92.10751,89
7906,92.10751,89
7923,92.100525,89
7926,92.100525,89
7942,92.1004,89
7945,92.09562,89
7963,92.08862,89
7966,92.08706,89
7984,92.08706,89
7985,92.08706,89
8003,92.080086,89
8005,92.080086,89
8025,92.07995,89
8026,92.07995,89
8044,92.07297,89
8046,92.07297,89
8062,92.07297,89
8065,92.07481,89
8083,92.07481,89
8085,92.07481,89
8102,92.06768,89
8105,92.06613,89
8123,92.06613,89
8126,92.06613,89
8142,92.06636,89
8145,92.06453,89
8162,92.05754,89
8165,92.05754,89
8182,92.0574,89
8186,92.05924,89
8203,92.05924,89
8205,92.05924,89
8222,92.05225,89
8226,92.05225,89
8242,92.05202,89
8246,92.05202,89
8262,92.05202,89
8265,92.05652,89
8285,92.04954,89
8286,92.04503,89
8303,92.04491,89
8306,92.04491,89
8322,92.04491,89
8326,92.04334,89
8342,92.036354,89
8345,92.036354,89
8362,92.03622,89
8365,92.02962,89
8382,92.02962,89
8386,92.03144,89
8402,92.03144,89
8405,92.03144,89
8422,92.02445,89
8425,92.02445,89
8442,92.02433,89
8446,92.029106,89
8462,92.029106,89
8466,92.033615,89
8482,92.033615,89
8485,92.033615,89
8502,92.02662,89
8506,92.02662,89
8522,92.02662,89
8529,92.02662,89
8542,92.02649,89
8546,92.02832,89
8563,92.02832,89
8565,92.02832,89
8582,92.02135,89
8586,92.02135,89
8602,92.02121,89
8605,92.02121,89
8622,92.02121,89
8625,92.02121,89
8642,92.02121,89
8645,92.02121,89
8662,92.02121,89
8665,92.02121,89
8682,92.02109,89
8686,92.02109,89
8702,92.01409,89
8705,92.01409,89
8723,92.01409,89
8726,92.01409,89
8743,92.01409,89
8745,92.01253,89
8762,92.0124,89
8765,92.0124,89
8786,92.0124,89
8788,92.0124,89
8802,92.0124,89
8805,92.0124,89
8822,92.00517,89
8825,92.00517,89
8841,92.00505,89
8845,92.00505,89
8862,92.00528,89
8865,92.00979,89
8882,92.00955,89
8886,92.00349,89
8901,92.00349,89
8905,92.00799,89
8922,92.00111,89
8925,91.9966,89
8942,91.99636,89
8946,91.99819,89
8961,91.99819,89
8966,92.00269,89
8982,92.00257,89
8986,92.00257,89
9002,92.00257,89
9007,92.00257,89
9021,92.00257,89
9025,91.998055,89
9042,91.998055,89
9045,91.993286,89
9062,91.99315,89
9066,91.99315,89
9081,91.99315,89
9085,91.99315,89
9102,91.98616,89
9105,91.98616,89
9121,91.98616,89
9126,91.98616,89
9142,91.98604,89
9145,91.990555,89
9162,91.990555,89
9166,91.990555,89
9181,91.990555,89
9186,91.990555,89
9201,91.99041,89
9206,91.99041,89
9222,91.99018,89
9225,91.98862,89
9241,91.98862,89
9245,91.99018,89
9261,91.99018,89
9265,91.994965,89
9282,91.994965,89
9288,91.994965,89
9303,91.99483,89
9305,91.99483,89
9321,91.98785,89
9326,91.98307,89
9343,91.98307,89
9345,91.98967,89
9362,91.98953,89
9365,91.98953,89
9382,91.98931,89
9386,91.98931,89
9401,91.98931,89
9405,91.98454,89
9421,91.98454,89
9425,91.98454,89
9441,91.984406,89
9446,91.989174,89
9462,91.989174,89
9465,91.989174,89
9481,91.989174,89
9486,91.98284,89
9501,91.975845,89
9505,91.98219,89
9521,91.98206,89
9525,91.98206,89
9541,91.97507,89
9546,91.9735,89
9562,91.9735,89
9566,91.9735,89
9582,91.9735,89
9585,91.9735,89
9602,91.97339,89
9605,91.97495,89
9621,91.97495,89
9626,91.97946,89
9641,91.97946,89
9646,91.97946,89
9662,91.979324,89
9665,91.979324,89
9682,91.979324,89
9686,91.979324,89
9701,91.97235,89
9705,91.97894,89
9721,91.97894,89
9725,91.97894,89
9741,91.97882,89
9746,91.97882,89
9762,91.97904,89
9765,91.97904,89
9781,91.97882,89
9785,91.98333,89
9803,91.98333,89
9808,91.98333,89
9822,91.9832,89
9825,91.97868,89
9840,91.97868,89
9846,91.9832,89
9861,91.9832,89
9865,91.9832,89
9881,91.98307,89
9885,91.98307,89
9901,91.97701,89
9905,91.97224,89
9921,91.96502,89
9925,91.96502,89
9941,91.96502,89
9946,91.96502,89
9960,91.96488,89
9965,91.96671,89
9981,91.96671,89
9986,91.96671,89
10001,91.96671,89
10006,91.96671,89
10021,91.966484,89
10026,91.971,89
10041,91.97086,89
10045,91.97086,89
10061,91.97086,89
10065,91.974266,89
10080,91.974266,89
10087,91.9727,89
10104,91.9727,89
10106,91.9727,89
10127,91.97257,89
10128,91.978905,89
10141,91.978905,89
10147,91.978905,89
10160,91.978905,89
10165,91.98341,89
10181,91.98341,89
10185,91.98341,89
10201,91.98341,89
10205,91.98341,89
10223,91.983284,89
10226,91.98171,89
10244,91.97474,89
10246,91.97631,89
10261,91.97631,89
10266,91.97631,89
10280,91.976166,89
10285,91.978004,89
10306,91.978004,89
10306,91.978004,89
10321,91.978004,89
10326,91.978004,89
10341,91.978004,89
10345,91.978004,89
10361,91.977875,89
10367,91.977875,89
10381,91.977875,89
10386,91.977875,89
10400,91.970894,89
10405,91.970894,89
10420,91.970894,89
10425,91.970894,89
10442,91.97076,89
10445,91.97076,89
10472,91.97076,89
10475,91.97076,89
10481,91.97076,89
10486,91.97076,89
10501,91.97076,89
10505,91.97076,89
10520,91.97063,89
10525,91.97246,89
10540,91.97246,89
10546,91.97246,89
10562,91.97246,89
10565,91.97246,89
10580,91.97233,89
10585,91.97233,89
10600,91.9721,89
10605,91.970535,89
10620,91.970535,89
10625,91.9687,89
10640,91.9687,89
10646,91.9687,89
10660,91.9687,89
10666,91.97504,89
10681,91.974915,89
10685,91.974915,89
10701,91.974915,89
10704,91.97968,89
10721,91.979904,89
10726,91.975136,89
10740,91.97501,89
10745,91.97501,89
10760,91.97501,89
10766,91.97501,89
10781,91.97501,89
10786,91.976585,89
10800,91.976585,89
10805,91.97206,89
10820,91.97171,89
10825,91.97622,89
10840,91.97622,89
10845,91.974655,89
10861,91.974655,89
10865,91.98099,89
10881,91.98121,89
10885,91.979645,89
10901,91.979294,89
10905,91.979294,89
10920,91.979515,89
10925,91.98404,89
10940,91.98404,89
10945,91.98586,89
10961,91.98573,89
10965,91.98573,89
10980,91.98551,89
10985,91.97916,89
11000,91.97218,89
11005,91.974014,89
11020,91.974014,89
11025,91.975586,89
11041,91.98243,89
11046,91.98243,89
11060,91.98243,89
11066,91.98243,89
11081,91.98243,89
11085,91.98243,89
11100,91.98243,89
11105,91.98243,89
11120,91.98243,89
11125,91.98696,89
11139,91.986824,89
11145,91.986824,89
11161,91.986824,89
11166,91.986824,89
11179,91.986824,89
11185,91.98865,89
11200,91.98865,89
11205,91.98865,89
11219,91.9883,89
11225,91.9883,89
11239,91.988525,89
11245,91.988525,89
11259,91.988525,89
11266,91.988525,89
11279,91.988525,89
11285,91.988525,89
11299,91.98839,89
11304,91.98839,89
11320,91.98839,89
11327,91.986824,89
11339,91.986824,89
11345,91.986824,89
11360,91.986824,89
11365,91.986824,89
11380,91.98669,89
11385,91.98669,89
11400,91.98669,89
11405,91.98669,89
11419,91.98669,89
11425,91.993034,89
11439,91.98605,89
11445,91.98422,89
11459,91.9912,89
11465,91.9912,89
11480,91.984085,89
11485,91.984085,89
11500,91.984085,89
11505,91.98593,89
11520,91.98593,89
11524,91.984085,89
11539,91.984085,89
11546,91.984085,89
11559,91.984085,89
11565,91.98593,89
11580,91.985794,89
11587,91.98128,89
11599,91.9815,89
11605,91.979935,89
11619,91.979935,89
11624,91.979935,89
11639,91.97971,89
11645,91.974945,89
11659,91.974945,89
11665,91.98422,89
11679,91.984314,89
11685,91.984314,89
11700,91.984314,89
11704,91.984314,89
11720,91.984314,89
11725,91.984314,89
11738,91.98397,89
11746,91.98397,89
11759,91.98419,89
11765,91.98419,89
11779,91.98397,89
11785,91.98397,89
11800,91.98419,89
11805,91.98419,89
11820,91.98419,89
11825,91.98419,89
11839,91.98383,89
11846,91.98383,89
11859,91.98383,89
11865,91.98383,89
11880,91.98383,89
11886,91.98383,89
11900,91.9837,89
11905,91.9837,89
11919,91.9837,89
11925,91.9837,89
11939,91.9837,89
11944,91.98554,89
11959,91.98554,89
11965,91.98554,89
11980,91.985405,89
11985,91.985405,89
11999,91.985405,89
12004,91.985405,89
12019,91.985405,89
12025,91.985405,89
12038,91.985405,89
12045,91.98835,89
12059,91.98835,89
12066,91.98835,89
12079,91.98822,89
12086,91.98822,89
12099,91.98822,89
12104,91.98822,89
12120,91.98822,89
12125,91.98822,89
12140,91.98822,89
12145,91.98822,89
12160,91.98822,89
12166,91.98822,89
12179,91.98808,89
12185,91.98808,89
12200,91.98808,89
12205,91.98808,89
12218,91.9811,89
12225,91.9811,89
12239,91.9811,89
12244,91.9811,89
12259,91.98082,89
12266,91.98082,89
12278,91.9807,89
12284,91.9807,89
12299,91.9807,89
12306,91.9807,89
12319,91.9807,89
12324,91.9807,89
12340,91.98092,89
12345,91.97484,89
12359,91.97484,89
12364,91.97935,89
12378,91.97922,89
12385,91.96994,89
12398,91.9697,89
12405,91.97154,89
12418,91.97176,89
12425,91.97628,89
12439,91.97628,89
12444,91.97628,89
12458,91.97616,89
12466,91.97616,89
12478,91.98291,89
12485,91.98291,89
12499,91.98291,89
12504,91.98768,89
12519,91.9879,89
12524,91.98314,89
12538,91.98302,89
12545,91.98936,89
12558,91.98936,89
12564,91.98459,89
12579,91.98459,89
12585,91.98302,89
12597,91.98302,89
12604,91.98302,89
12619,91.98288,89
12625,91.98764,89
12638,91.98764,89
12644,91.98764,89
12658,91.98764,89
12664,91.98921,89
12678,91.98921,89
12684,91.98764,89
12698,91.98751,89
12705,91.98935,89
12718,91.98935,89
12725,91.99543,89
12739,91.99543,89
12745,91.993866,89
12759,91.993866,89
12765,91.99543,89
12778,91.9953,89
12785,91.99373,89
12798,91.99373,89
12803,91.99373,89
12818,91.99373,89
12824,91.99849,89
12838,91.99849,89
12844,91.99849,89
12858,91.99837,89
12865,92.002884,89
12879,92.002884,89
12884,92.002884,89
12898,91.995895,89
12904,91.995895,89
12918,92.002884,89
12924,92.002884,89
12938,92.002754,89
12944,91.99824,89
12958,91.99824,89
12965,92.002754,89
12978,92.00254,89
12984,92.00254,89
12998,91.99577,89
13005,91.99577,89
13018,91.995636,89
13024,91.99112,89
13038,91.99112,89
13044,91.99112,89
13058,91.99112,89
13064,91.98636,89
13079,91.98636,89
13085,91.98636,89
13102,91.98622,89
13104,91.98622,89
13120,91.98622,89
13126,91.98622,89
13137,91.98622,89
13145,91.98622,89
13158,91.98611,89
13164,91.98452,89
13178,91.98452,89
13184,91.98452,89
13198,91.98452,89
13206,91.98452,89
13218,91.97754,89
13224,91.97754,89
13238,91.9774,89
13244,91.97924,89
13258,91.97924,89
13265,91.97924,89
13277,91.98622,89
13285,91.990746,89
13298,91.98376,89
13304,91.98376,89
13318,91.98376,89
13325,91.97766,89
13339,91.97754,89
13345,91.97754,89
13357,91.98452,89
13364,91.98452,89
13378,91.98452,89
13385,91.97976,89
13398,91.97976,89
13405,91.98452,89
13418,91.984406,89
13425,91.97962,89
13437,91.97962,89
13444,91.97962,89
13458,91.97962,89
13465,91.988914,89
13478,91.98192,89
13485,91.97264,89
13499,91.97264,89
13504,91.97264,89
13518,91.9795,89
13525,91.9795,89
13538,91.9795,89
13545,91.9795,89
13557,91.9795,89
13566,91.9795,89
13578,91.97928,89
13585,91.97928,89
13600,91.97914,89
13606,91.97914,89
13618,91.97914,89
13625,91.97914,89
13637,91.97914,89
13646,91.97914,89
13657,91.97914,89
13664,91.98097,89
13678,91.98085,89
13685,91.98085,89
13698,91.98085,89
13704,91.98085,89
13720,91.97386,89
13724,91.97386,89
13737,91.97386,89
13744,91.97386,89
13758,91.98072,89
13765,91.98072,89
13777,91.97373,89
13785,91.97667,89
13798,91.97667,89
13804,91.97217,89
13819,91.97203,89
13824,91.97203,89
13837,91.97203,89
13847,91.97203,89
13860,91.97203,89
13866,91.97203,89
13877,91.97203,89
13885,91.97203,89
13898,91.97203,89
13904,91.96727,89
13918,91.96727,89
13924,91.96911,89
13937,91.96897,89
13944,91.96897,89
13957,91.96897,89
13964,91.96897,89
13977,91.96897,89
13985,91.96897,89
13997,91.96897,89
14004,91.96897,89
14017,91.96897,89
14024,91.96897,89
14036,91.96885,89
14045,91.96885,89
14057,91.96885,89
14066,91.96727,89
14077,91.96727,89
14085,91.97178,89
14100,91.97178,89
14105,91.97178,89
14117,91.97165,89
14124,91.97165,89
14137,91.97165,89
14145,91.97165,89
14157,91.97143,89
14164,91.9762,89
14178,91.9762,89
14185,91.97143,89
14198,91.9713,89
14204,91.9713,89
14218,91.9713,89
14225,91.9713,89
14237,91.9713,89
14244,91.9713,89
14256,91.9713,89
14265,91.9713,89
14277,91.97116,89
14285,91.97116,89
14297,91.9714,89
14305,91.9714,89
14318,91.97116,89
14324,91.96959,89
14337,91.969826,89
14344,91.969826,89
14358,91.96969,89
14365,91.96969,89
14376,91.96969,89
14384,91.96518,89
14397,91.96518,89
14404,91.96969,89
14417,91.96969,89
14425,91.96969,89
14438,91.96969,89
14444,91.96969,89
14457,91.96956,89
14465,91.96956,89
14477,91.96956,89
14485,91.96799,89
14496,91.96799,89
14504,91.96799,89
14516,91.96799,89
14524,91.96799,89
14536,91.967865,89
14544,91.967865,89
14556,91.967865,89
14564,91.967865,89
14577,91.967865,89
14584,91.969696,89
14598,91.969696,89
14605,91.969696,89
14616,91.96956,89
14624,91.96956,89
14636,91.96956,89
14644,91.96956,89
14656,91.96956,89
14664,91.96956,89
14677,91.96956,89
14684,91.974075,89
14697,91.974075,89
14704,91.96956,89
14716,91.96956,89
14724,91.96956,89
14736,91.96956,89
14744,91.974075,89
14756,91.97395,89
14764,91.97395,89
14776,91.966965,89
14784,91.96245,89
14796,91.96245,89
14804,91.96245,89
14817,91.96245,89
14824,91.96245,89
14836,91.96245,89
14845,91.96245,89
14856,91.96931,89
14865,91.97382,89
14876,91.9736,89
14884,91.9736,89
14897,91.96662,89
14904,91.96662,89
14917,91.96662,89
14924,91.96662,89
14936,91.966484,89
14944,91.96491,89
14957,91.96491,89
14964,91.96491,89
14977,91.96491,89
14984,91.96491,89
14996,91.96491,89
15004,91.96491,89
15017,91.96491,89
15024,91.96491,89
15036,91.96478,89
15044,91.96478,89
15056,91.96478,89
15065,91.96478,89
15076,91.96478,89
15084,91.96662,89
15096,91.96662,89
15105,91.96662,89
15119,91.966484,89
15125,91.966484,89
15136,91.966484,89
15144,91.966484,89
15156,91.966484,89
15164,91.96465,89
15176,91.96488,89
15184,91.96488,89
15195,91.96488,89
15204,91.966705,89
15216,91.966576,89
15225,91.96317,89
15248,91.96317,89
15250,91.96502,89
15270,91.96502,89
15272,91.96317,89
15281,91.96317,89
15284,91.96502,89
15296,91.96488,89
15305,91.9694,89
15317,91.9694,89
15324,91.9694,89
15337,91.9694,89
15345,91.9694,89
15356,91.9694,89
15365,91.96488,89
15376,91.96488,89
15384,91.96011,89
15396,91.95998,89
15404,91.95998,89
15416,91.95998,89
15424,91.95998,89
15435,91.95998,89
15445,91.95841,89
15456,91.95818,89
15464,91.95818,89
15475,91.95818,89
15485,91.95818,89
15495,91.958275,89
15504,91.958275,89
15516,91.958275,89
15525,91.958275,89
15536,91.95806,89
15544,91.95806,89
15555,91.958275,89
15564,91.95985,89
15576,91.959496,89
15584,91.961334,89
15596,91.961334,89
15604,91.961334,89
15619,91.961334,89
15645,91.961334,89
15648,91.954346,89
15648,91.96364,89
15656,91.96329,89
15663,91.96329,89
15675,91.96329,89
15685,91.96511,89
15696,91.96511,89
15704,91.96511,89
15716,91.9649,89
15724,91.9649,89
15736,91.9649,89
15744,91.9649,89
15757,91.964775,89
15764,91.964775,89
15775,91.964775,89
15785,91.964775,89
15797,91.964775,89
15806,91.964775,89
15817,91.95779,89
15825,91.95779,89
15835,91.964775,89
15844,91.96929,89
15855,91.969376,89
15865,91.969376,89
15878,91.969376,89
15887,91.96486,89
15895,91.96486,89
15903,91.96486,89
15916,91.95786,89
15924,91.95786,89
15935,91.96474,89
15945,91.96474,89
15956,91.96474,89
15963,91.96474,89
15975,91.96474,89
15984,91.96925,89
15996,91.96925,89
16005,91.96657,89
16016,91.95945,89
16024,91.95761,89
16035,91.9646,89
16044,91.967545,89
16055,91.967545,89
16065,91.967545,89
16075,91.967545,89
16083,91.969376,89
16095,91.969376,89
16104,91.96009,89
16116,91.95996,89
16124,91.95996,89
16137,91.95996,89
16143,91.96925,89
16155,91.96925,89
16163,91.96925,89
16175,91.96925,89
16185,91.96925,89
16196,91.96925,89
16203,91.96925,89
16215,91.969124,89
16225,91.964355,89
16235,91.964355,89
16244,91.95827,89
16255,91.95848,89
16265,91.9619,89
16275,91.96177,89
16283,91.96019,89
16296,91.96019,89
16304,91.96019,89
16315,91.96019,89
16324,91.96019,89
16336,91.96019,89
16344,91.96019,89
16355,91.96019,89
16363,91.96019,89
16376,91.96006,89
16385,91.96006,89
16396,91.96006,89
16403,91.96458,89
16416,91.96458,89
16424,91.96458,89
16434,91.96458,89
16443,91.96458,89
16456,91.96444,89
16464,91.96628,89
16475,91.96628,89
16484,91.96628,89
16494,91.966064,89
16504,91.966064,89
16515,91.973045,89
16523,91.973045,89
16535,91.973045,89
16544,91.973045,89
16554,91.97292,89
16564,91.97292,89
16575,91.97292,89
16584,91.97292,89
16595,91.97292,89
16603,91.97292,89
16615,91.97292,89
16628,91.97292,89
16635,91.972786,89
16643,91.972786,89
16655,91.972786,89
16664,91.972786,89
16675,91.972786,89
16685,91.972786,89
16696,91.972786,89
16703,91.972786,89
