millis,真实角度,测量角度
5113,179.15651,180
5119,179.1377,180
5131,179.10628,180
5137,179.1041,180
5151,179.03937,180
5158,179.02242,180
5170,179.09496,180
5178,179.07932,180
5190,179.01523,180
5200,179.01225,180
5214,179.17789,180
5220,178.87743,180
5231,178.66792,180
5238,178.8934,180
5250,179.08829,180
5258,179.06854,180
5271,179.0349,180
5278,178.76854,180
5291,178.89377,180
5298,179.17741,180
5310,179.13861,180
5317,179.13861,180
5331,178.92026,180
5338,178.90228,180
5350,178.84428,180
5358,178.84428,180
5371,178.94519,180
5377,178.94057,180
5390,178.87953,180
5398,178.87953,180
5411,179.01523,180
5417,178.99458,180
5431,178.92953,180
5438,178.92953,180
5453,178.86737,180
5460,178.84853,180
5471,178.81667,180
5479,178.81667,180
5491,178.78549,180
5497,178.76807,180
5511,178.93504,180
5517,178.93504,180
5531,178.72298,180
5538,178.71686,180
5550,178.83115,180
5560,178.83115,180
5571,178.63428,180
5577,178.63428,180
5591,178.60562,180
5597,178.59236,180
5610,178.85654,180
5617,178.85654,180
5631,178.65564,180
5638,178.65564,180
5651,178.6031,180
5658,178.58583,180
5670,178.67854,180
5677,178.67854,180
5691,178.52156,180
5697,178.5147,180
5711,178.64795,180
5717,178.64795,180
5730,178.51418,180
5737,178.7088,180
5752,178.7161,180
5758,178.7161,180
5771,178.72313,180
5777,178.51878,180
5791,178.52449,180
5796,178.51207,180
5810,178.48328,180
5817,178.48328,180
5831,178.59,180
5837,178.59,180
5852,178.51694,180
5858,178.71169,180
5872,178.67102,180
5878,178.47363,180
5890,178.29762,180
5896,178.28685,180
5911,178.45985,180
5917,178.46252,180
5930,178.28822,180
5937,178.2808,180
5952,178.37334,180
5959,178.54828,180
5971,178.41476,180
5978,178.41476,180
5991,178.51549,180
5997,178.33588,180
6010,178.3088,180
6017,178.3088,180
6031,178.19322,180
6037,178.35706,180
6051,178.34177,180
6057,178.32497,180
6070,178.31078,180
6077,178.31078,180
6091,178.40431,180
6096,178.40431,180
6112,178.5046,180
6117,178.31786,180
6130,178.06064,180
6137,178.20464,180
6150,178.40015,180
6156,178.39722,180
6170,178.2582,180
6177,178.2582,180
6191,178.3478,180
6197,178.18533,180
6212,178.14354,180
6217,178.14354,180
6231,178.1304,180
6236,178.27989,180
6250,178.26527,180
6257,178.10886,180
6270,177.98909,180
6277,177.98909,180
6291,178.0662,180
6296,178.05922,180
6310,178.14017,180
6316,178.13795,180
6330,178.01633,176
6337,178.01633,175
6351,178.09453,171
6357,178.16805,170
6371,178.15474,166
6376,178.95863,165
6390,178.75809,161
6397,178.24889,160
6411,178.47646,156
6417,175.39755,155
6431,175.3183,151
6436,171.78157,150
6450,171.81847,146
6458,167.67194,145
6472,167.68558,141
6477,163.30627,140
6492,163.31555,136
6498,158.84134,135
6510,158.8551,131
6517,154.12013,130
6531,154.12422,126
6536,149.09473,125
6551,149.10855,121
6556,144.18765,120
6570,144.20319,116
6577,139.43698,115
6590,139.44974,111
6597,134.50963,110
6610,134.51569,106
6616,129.60799,105
6631,129.62186,101
6636,124.53841,100
6650,124.5522,96
6657,119.423416,95
6671,119.42975,91
6676,114.3581,90
6690,114.36002,92
6697,109.35569,93
6713,109.408104,97
6719,104.77492,98
6730,104.87695,102
6736,101.909515,103
6751,101.9168,107
6757,101.31501,108
6771,101.253494,112
6776,102.26785,113
6791,102.24906,117
6796,104.95437,118
6811,104.955246,122
6817,108.65771,123
6830,108.66513,127
6836,112.90685,128
6851,112.90685,132
6856,117.37366,133
6871,117.38286,137
6876,122.07045,138
6890,122.08308,142
6895,127.04602,143
6911,127.059906,147
6916,131.92322,148
6931,131.92984,152
6937,137.01016,153
6951,137.02405,157
6955,141.89046,158
6972,141.91891,162
6976,147.13495,163
6991,147.14804,167
6995,152.22557,168
7010,152.23473,172
7016,157.1203,173
7030,157.11075,176
7037,162.08743,178
7051,162.08743,181
7056,166.89641,180
7070,166.89641,176
7077,171.61794,175
7091,171.64268,171
7096,175.5851,170
7111,175.5851,166
7116,177.13358,165
7130,177.05948,161
7136,176.53796,160
7151,176.66153,156
7156,174.42923,155
7170,174.40059,151
7176,171.22783,150
7192,171.22783,146
7196,167.23422,145
7211,167.24802,141
7219,162.96408,140
7231,162.96408,136
7237,158.46098,135
7250,158.46716,131
7255,153.77821,130
7270,153.78061,126
7276,148.81006,125
7291,148.8119,121
7296,143.90257,120
7310,143.90741,117
7316,139.2314,116
7330,139.24562,112
7336,134.34735,111
7350,134.34735,107
7355,129.54976,106
7371,129.55594,102
7375,124.710434,101
7391,124.724335,97
7396,119.88107,96
7410,119.8874,92
7416,114.949974,91
7431,114.95755,91
7436,110.139534,92
7451,110.18025,96
7455,105.52452,97
7471,105.62935,101
7476,102.19894,102
7489,102.229454,105
7495,101.159515,107
7510,101.08138,110
7515,101.780525,111
7531,101.74681,115
7536,104.135605,116
7550,104.11964,120
7555,107.361725,121
7570,107.36914,125
7575,111.27859,126
7591,111.27859,130
7595,115.74703,131
7610,115.75911,135
7616,120.417046,136
7630,120.41071,140
7636,125.40966,141
7651,125.39776,145
7655,130.36758,146
7670,130.36717,150
7675,135.39398,151
7691,135.39398,155
