millis,真实角度,测量角度
11770,97.60805,99
11772,97.56915,99
11790,97.98999,101
11792,97.93156,101
11810,98.76991,103
11812,98.68203,103
11830,99.88524,104
11832,99.80136,105
11850,101.2887,106
11852,101.15441,106
11869,102.933716,108
11872,102.86279,108
11890,104.73302,110
11892,104.69262,110
11910,106.40754,112
11912,106.399796,112
11929,107.97028,113
11933,107.98489,114
11950,109.89849,115
11952,109.9115,115
11971,111.762474,117
11972,111.77325,117
11990,113.68956,119
11992,113.61599,119
12010,115.304924,121
12012,115.255455,121
12030,116.85392,122
12032,116.84181,123
12049,118.47073,124
12053,118.46253,124
12070,120.3896,126
12072,120.38638,126
12092,122.38443,128
12094,122.375145,128
12110,124.2367,130
12112,124.23334,130
12130,125.85976,131
12133,125.86755,132
12151,127.53497,133
12151,127.549515,133
12170,129.24876,135
12172,129.22827,135
12190,131.25464,137
12192,131.25464,137
12211,133.3894,139
12211,133.38867,139
12229,135.25818,140
12233,135.26816,141
12250,136.89299,142
12252,136.89244,142
12271,138.52036,144
12271,138.51,144
12289,140.22144,146
12293,140.232,146
12310,142.3888,148
12311,142.38844,148
12330,144.41054,150
12332,144.4087,150
12351,146.15588,151
12352,146.15817,151
12370,147.95694,153
12372,147.95694,153
12390,149.74362,155
12391,149.74368,155
12410,151.26706,157
12412,151.26706,157
12431,152.85013,158
12432,152.84511,159
12451,154.66322,160
12451,154.66322,160
12470,156.59247,162
12472,156.59235,162
12489,158.48016,164
12491,158.49788,164
12511,160.38985,166
12511,160.37967,166
12530,161.97359,167
12532,161.97269,168
12550,163.48775,169
12551,163.46625,169
12570,165.22153,171
12572,165.23068,171
12589,167.13622,173
12591,167.13622,173
12610,168.82014,175
12611,168.85036,175
12631,170.3594,176
12632,170.36862,177
12649,171.90096,178
12651,171.86317,178
12670,173.43738,180
12672,173.4356,180
12690,175.06453,180
12692,175.11897,180
12710,176.92,178
12712,176.92,178
12730,178.26901,177
12732,178.26247,176
12750,178.70972,175
12752,178.51193,175
12770,178.43152,173
12772,178.61775,173
12789,178.54666,171
12791,178.36937,171
12810,177.28314,169
12812,177.365,169
12829,176.02153,168
12832,175.94566,167
12851,174.58452,166
12852,174.57375,166
12870,173.27594,164
12872,173.27594,164
12890,171.88222,162
12892,171.88086,162
12909,170.35374,160
12911,170.35374,160
12931,168.60779,159
12931,168.63748,158
12950,166.99895,157
12952,167.0093,157
12969,165.33481,155
12971,165.33481,155
12990,163.73108,153
12992,163.73134,153
13010,162.05771,151
13011,162.04755,151
13029,160.32094,150
13032,160.30151,149
13050,158.71692,148
13052,158.71692,148
13070,157.14699,146
13072,157.15363,146
13089,155.41907,144
13091,155.40338,144
13110,153.55724,142
13111,153.5568,142
13130,151.64919,141
13132,151.6489,140
13149,149.92395,139
13151,149.93747,139
13170,148.21564,137
13172,148.21376,137
