millis,真实角度,测量角度
13417,178.60478,180
13424,178.75447,180
13435,179.00024,180
13445,178.8278,180
13455,178.8278,180
13465,179.01622,180
13475,178.75589,180
13485,178.73622,180
13495,178.9776,180
13505,178.79959,180
13515,178.56906,180
13524,178.56906,180
13535,178.777,180
13547,178.777,180
13557,178.777,180
13564,178.95619,180
13575,178.7079,180
13585,178.7079,180
13595,178.9547,180
13605,178.9547,180
13615,178.70578,180
13625,178.70578,180
13636,178.9402,180
13645,178.9402,180
13654,178.9402,180
13666,178.9402,180
13675,178.92625,180
13685,178.76378,180
13694,178.76378,180
13704,178.76378,180
13715,178.54774,180
13725,178.54774,180
13735,178.7518,180
13744,178.9217,180
13754,178.91989,180
13765,178.91989,180
13775,178.6781,180
13784,178.6781,180
13797,178.90622,180
13806,178.72682,180
13815,178.72682,180
13825,178.72682,180
13835,178.71503,180
13844,178.89253,180
13855,178.89253,180
13865,178.89253,180
13875,178.89253,180
13885,178.71503,180
13895,178.71503,180
13905,178.71503,180
13915,178.50577,180
13926,178.6555,180
13935,178.879,180
13944,178.879,180
13955,178.879,180
13965,178.879,180
13974,178.879,180
13984,178.879,180
13995,178.879,180
14004,178.879,180
14014,178.85466,180
14025,178.85466,180
14035,178.85466,180
14046,178.68925,180
14055,178.68925,180
14065,178.85466,180
14074,178.84157,180
14085,178.84157,180
14094,178.84157,180
14105,178.84157,180
14115,178.84157,180
14125,178.84157,180
14135,178.84157,180
14144,178.84157,180
14154,178.84157,180
14165,178.84157,180
14174,178.82864,180
14184,178.82864,180
14195,178.82864,180
14204,178.82864,180
14214,178.82864,180
14224,178.65944,180
14235,178.65944,179
14245,178.82864,179
14255,178.81552,179
14265,178.81552,179
14275,178.8243,179
14284,178.66675,178
14294,178.66675,178
14306,178.66675,178
14314,178.66675,178
14324,178.82848,178
14334,178.8419,177
14345,178.67146,177
14354,178.65201,177
14364,178.65201,177
14375,178.6882,177
14385,178.85022,176
14395,178.44354,176
14405,178.30939,176
14414,178.1282,176
14425,178.25415,176
14435,178.03497,175
14444,178.04576,175
14454,177.95282,175
14464,177.93001,175
14475,177.8093,175
14484,177.8093,175
14494,177.52686,174
14505,177.52686,174
14514,177.04533,174
14524,176.96455,174
14534,176.43938,174
14544,176.44858,173
14556,175.8783,173
14566,175.91179,173
14575,175.36072,173
14584,175.3326,173
14594,174.70538,172
14605,174.70735,172
14615,174.50427,172
14624,174.45897,172
14634,174.56761,172
14645,174.46646,171
14654,174.35725,171
14664,174.415,171
14674,174.34805,171
14685,174.3981,171
14693,174.30412,170
14705,174.33788,170
14715,174.36604,170
14725,174.39558,170
14734,174.09451,170
14745,174.07616,169
14754,173.47697,169
14764,173.4859,169
14775,173.0509,169
14784,173.04443,169
14793,172.48882,168
14808,172.47945,168
14815,171.95822,168
14824,171.9614,168
14834,171.62283,168
14844,171.61491,167
14855,171.42471,167
14864,171.38977,167
14873,171.34065,167
14884,171.36731,167
14895,171.28021,167
14905,171.27803,166
14914,171.24072,166
14925,171.24683,166
14934,170.95122,166
14944,170.95859,166
14953,170.28516,165
14964,170.248,165
14974,169.59914,165
14985,169.60596,165
14994,169.06444,165
15005,169.07333,164
15013,168.75073,164
15024,168.75438,164
15033,168.37393,164
15044,168.36694,164
15056,167.99782,163
15064,167.96999,163
15074,167.62743,163
15085,167.63457,163
15093,167.09541,163
15104,167.104,162
15113,166.46927,162
15124,166.46927,162
15134,165.96187,162
15144,165.98763,162
15153,165.53351,161
15164,165.52258,161
15173,165.12738,161
15184,165.12738,161
15193,164.8408,161
15205,164.8425,160
15214,164.8429,160
15224,164.8429,160
15233,164.83534,160
15244,164.83534,160
15253,164.4954,159
15264,164.4954,159
15273,164.12665,159
15285,164.1339,159
15294,163.62567,159
15304,163.62567,158
15314,163.10776,158
15325,163.10162,158
15334,162.72832,158
15345,162.72832,158
15353,162.31087,158
15364,162.31761,157
15375,161.89911,157
15384,161.91385,157
15393,161.62141,157
15405,161.6066,157
15412,161.34372,156
15424,161.33658,156
15433,161.25533,156
15444,161.26222,156
15453,160.86276,156
15465,160.86987,155
15473,160.41272,155
15484,160.40703,155
15493,159.71555,155
15504,159.71555,155
15513,159.06274,154
