millis,真实角度,测量角度
6318,178.14311,180
6326,178.30742,180
6336,178.29108,180
6346,178.1254,180
6357,178.23143,180
6367,178.23065,180
6376,178.18944,180
6387,178.34898,180
6397,178.4404,180
6407,178.25505,180
6416,178.21338,180
6429,178.20453,180
6438,178.18114,180
6446,178.18114,180
6456,178.13965,180
6466,178.2897,180
6477,178.38759,180
6486,178.22523,180
6497,178.2018,180
6506,178.35182,180
6517,178.32684,180
6526,178.16443,180
6536,178.12486,180
6546,178.10751,180
6556,178.08582,180
6566,178.23486,180
6576,178.20071,180
6586,178.20682,180
6597,178.2998,180
6606,178.29625,180
6618,178.2724,180
6626,178.2724,180
6637,178.25696,180
6646,178.24733,180
6656,178.23055,180
6666,178.23055,180
6679,178.21579,180
6686,178.21545,180
6696,178.15793,180
6706,178.19485,180
6717,178.2967,180
6727,178.28673,180
6738,178.38432,180
6745,178.38808,180
6756,178.36302,180
6766,178.36302,180
6776,178.21732,180
6786,178.0576,180
6796,178.04967,180
6806,178.19583,180
6817,178.30026,180
6825,178.30026,180
6837,178.2654,180
6846,178.10205,180
6856,178.0886,180
6865,178.24141,180
6877,178.20747,180
6887,178.19647,180
6896,178.28925,180
6906,178.2824,180
6916,178.16794,180
6926,178.15804,180
6937,178.24878,180
6947,178.24878,180
6955,178.13617,180
6966,178.13522,180
6977,178.22513,180
6986,178.21765,180
6997,178.26675,180
7006,178.28331,180
7017,178.1688,180
7025,178.1703,180
7036,178.26167,180
7045,178.09895,180
7056,178.08592,180
7066,178.24532,180
7077,178.21118,180
7086,178.20976,180
7096,178.20103,180
7105,178.19052,180
7116,178.17726,180
7126,178.16698,180
7136,178.2583,180
7145,178.2583,180
7156,178.14523,180
7165,178.1521,180
7176,178.24275,180
7189,178.08357,180
7196,178.07095,180
7205,178.2204,180
7216,178.3146,180
7226,178.30327,180
7236,178.17609,180
7245,178.17609,180
7257,178.26788,180
7265,178.25673,180
7278,178.24777,180
7286,178.24777,180
7297,178.34341,180
7306,178.34341,180
7316,178.11156,180
7325,178.10277,180
7336,178.19127,180
7346,178.19127,180
7356,178.28343,180
7364,178.27206,180
7377,178.143,180
7385,178.13135,180
7396,178.12257,180
7405,178.13313,180
7417,178.22282,180
7425,178.22282,180
7437,178.1009,180
7446,178.09053,180
7457,178.17812,180
7465,178.17812,180
7477,178.16954,180
7485,178.16623,180
7496,178.04395,180
7505,178.04395,180
7516,178.15358,180
7525,178.15358,180
7536,178.12958,179
7544,178.12958,179
7557,178.121,178
7566,178.12424,177
7577,178.10071,176
7585,178.12173,175
7597,178.23187,174
7605,178.40541,173
7616,178.27173,172
7625,177.93892,171
7637,177.94997,170
7645,177.10281,170
7657,177.16428,169
7665,175.99757,168
7676,175.99757,167
7687,174.76363,166
7696,174.75558,165
7706,173.59718,164
7716,173.59482,163
7725,172.10864,162
7736,172.08435,161
7745,170.61317,161
7756,170.63174,160
7765,169.02786,159
7776,169.0343,158
7786,167.52003,157
7797,167.52003,156
7805,165.76482,155
7816,165.75548,154
7825,164.12378,153
7836,164.13142,152
7845,162.44048,152
7856,162.43387,151
7865,160.63182,150
7876,160.64613,149
7885,159.0818,148
7896,159.07535,147
7905,157.61514,146
7917,157.6322,145
7924,155.87146,144
7938,155.86647,143
7946,154.18903,143
7956,154.19061,142
7964,152.30186,141
7977,152.30186,140
7984,150.33914,139
7996,150.34631,138
8005,148.40437,137
8016,148.41597,136
8024,146.47287,135
8036,146.46045,134
8044,144.64484,134
8056,144.65497,133
8065,142.9103,132
8076,142.90881,131
8085,141.40787,130
8096,141.41638,129
8105,139.95244,128
8116,139.95146,127
8125,138.22455,126
8136,138.2327,125
8145,136.20593,125
8156,136.19904,124
8164,134.51434,123
8176,134.51434,122
8185,132.72101,121
8196,132.72789,120
8204,130.90085,119
8216,130.90114,118
8224,128.91594,117
8236,128.91508,116
8245,126.95864,116
8256,126.97154,115
8264,125.180084,114
8276,125.17356,113
8284,123.57815,112
8296,123.57919,111
8304,121.82321,110
8316,121.824425,109
8324,119.92729,108
8336,119.93175,107
8344,117.79689,107
8356,117.80322,106
8363,115.77572,105
8376,115.77744,104
8384,113.99033,103
8396,113.988335,102
8404,112.4345,101
8416,112.441956,100
8424,110.75003,99
8436,110.76387,98
8446,108.88538,98
8457,108.89924,97
8465,107.17388,96
8475,107.18432,95
8483,105.42441,94
8497,105.43831,93
8504,103.59272,92
8516,103.59916,91
8525,101.5858,90
8537,101.59493,89
8544,99.49506,89
8556,99.50821,90
8565,97.57224,91
8576,97.57262,92
8585,96.02556,93
8596,96.01474,94
8604,95.32939,95
8616,95.31216,96
8624,95.3272,97
8636,95.31844,98
8643,95.32545,98
8657,95.29616,99
8665,95.54397,100
8675,95.52543,101
8687,96.32909,102
8707,96.352325,103
8708,97.72352,104
8717,97.72136,105
8725,99.26567,106
8736,99.27121,107
8745,101.12569,107
8756,101.12569,108
8764,103.03994,109
8776,103.03618,110
8784,104.95879,111
8796,104.95879,112
8803,106.70182,113
8816,106.70285,114
8825,108.582985,115
8837,108.580635,116
8844,110.451996,116
8856,110.45944,117
8863,112.115875,118
8877,112.11907,119
8883,114.00461,120
8896,113.99813,121
8904,115.84797,122
8916,115.84905,123
8924,117.73944,124
8936,117.74118,125
8944,119.61812,125
8957,119.61781,126
8964,121.43563,127
8976,121.43563,128
8983,123.25417,129
8997,123.25417,130
9004,125.177795,131
9016,125.17868,132
9023,126.96215,133
9037,126.96112,134
9044,128.71518,134
9056,128.72137,135
9064,130.44266,136
9077,130.4368,137
9083,132.2676,138
9096,132.26707,139
9104,134.07507,140
9116,134.07507,141
9124,135.84941,142
9137,135.84941,143
9144,137.53568,143
9156,137.53568,144
9163,139.12668,145
9176,139.13353,146
9184,140.92584,147
9197,140.92471,148
9203,142.93083,149
9216,142.93083,150
9223,144.70544,151
9236,144.7065,152
9243,146.5398,152
9257,146.53758,153
9263,148.32338,154
9276,148.32338,155
9283,149.92114,156
9296,149.93709,157
9303,151.4511,158
9316,151.4511,159
9323,153.27025,160
9335,153.26906,161
9344,155.11813,161
9356,155.12152,162
9362,156.95197,163
9375,156.94653,164
9383,158.70558,165
9396,158.70558,166
9404,160.44443,167
9416,160.44443,168
9422,162.18953,168
9436,162.1805,170
9443,164.04684,170
9455,164.05374,171
9464,165.85458,172
9476,165.87068,173
9483,167.38655,174
9496,167.38655,175
9503,168.9043,176
9517,168.89413,177
9523,170.54094,177
9536,170.54094,179
9543,172.40253,179
9557,172.40865,180
9563,173.92853,181
9576,173.92853,180
9583,175.42603,179
9596,175.46193,178
9604,176.7742,177
9616,176.7092,176
9623,177.39421,176
9636,177.39421,174
9643,177.37311,174
9656,177.37311,173
9664,177.47842,172
9677,177.54744,171
9684,177.14035,170
9696,177.14035,169
9705,176.06677,168
9716,176.01414,167
9724,174.61417,167
9736,174.61417,166
9743,173.27223,165
9756,173.29536,164
9763,172.0025,163
9775,172.0025,162
9783,170.70302,161
9795,170.67676,160
9804,169.17189,160
9816,169.1784,158
9823,167.50124,158
9836,167.50124,157
9843,165.91919,156
9856,165.91919,155
9863,164.26227,154
9877,164.26227,153
9883,162.69676,152
9896,162.70343,151
9902,160.89148,151
9916,160.88399,149
9923,158.99725,149
9935,159.00366,148
9943,157.40445,147
9957,157.40445,146
9963,155.84235,145
9976,155.84235,144
9983,154.2254,143
9997,154.2254,142
10004,152.32143,142
10016,152.3177,140
10024,150.32034,140
10036,150.3307,139
10043,148.62474,138
10056,148.61806,137
10063,146.96124,136
10077,146.96935,135
10082,145.37915,134
10095,145.36212,133
10104,143.54477,133
10116,143.54477,131
10122,141.67395,131
10135,141.67395,130
10142,140.14886,129
10156,140.14923,128
10163,138.77298,127
10176,138.7803,126
10183,136.99492,125
10195,136.99492,124
10203,135.12343,124
10216,135.1171,122
10222,133.12473,122
10236,133.13083,121
10242,131.16351,120
10256,131.16286,119
10263,129.37973,118
10276,129.38016,117
10283,127.649216,116
10295,127.649216,115
10302,125.73891,115
10316,125.73891,113
10322,123.947586,113
10337,123.947296,112
10342,122.30409,111
10355,122.305504,110
10362,120.47719,109
10376,120.475624,108
10382,118.53285,107
10396,118.53285,106
10402,116.43936,106
10416,116.444016,104
10422,114.40687,104
10436,114.40236,103
10442,112.6199,102
10456,112.62428,101
10462,111.12229,100
10476,111.11474,99
10482,109.193634,98
10497,109.2098,97
10502,107.33451,97
10516,107.352394,95
10522,105.46686,95
10536,105.47973,94
10543,103.857475,93
10555,103.863914,92
10562,102.10294,91
10575,102.1094,90
10582,100.2804,89
10596,100.31041,90
10602,98.23254,90
