millis,真实角度,测量角度
10380,178.05872,181
10383,178.26788,181
10400,178.1068,181
10404,178.1068,181
10419,178.10246,181
10423,177.96068,181
10440,178.00012,181
10443,178.02325,181
10459,178.019,181
10464,178.04997,181
10481,178.04576,181
10484,178.04576,181
10500,178.04135,181
10505,178.06488,181
10521,178.26314,181
10523,178.29854,181
10540,178.139,181
10544,178.139,181
10561,178.13449,181
10564,178.01407,181
10582,178.00974,181
10583,178.18782,181
10601,178.20387,181
10603,178.0553,181
10620,178.03189,181
10623,178.05539,181
10639,178.22348,181
10643,178.25797,181
10660,178.10184,181
10664,178.10184,181
10680,178.25291,181
10682,178.31541,181
10700,178.15454,181
10705,178.00934,181
10719,178.00493,181
10723,178.02802,181
10740,178.05388,181
10744,178.05388,181
10760,178.04926,181
10764,178.08072,181
10779,178.07634,181
10783,178.1004,181
10801,178.25146,181
10804,178.13124,181
10820,177.98471,181
10824,177.98471,181
10840,177.98471,181
10843,178.15273,181
10858,178.14766,181
10864,178.14766,181
10880,178.14766,181
10883,178.03368,181
10898,178.0292,181
10904,178.05267,181
10919,178.19974,181
10923,178.08286,181
10940,177.96452,181
10944,177.98715,181
10959,177.98715,181
10963,178.13051,181
10980,178.14586,181
10983,178.00139,181
10999,177.98257,181
11003,178.03636,181
11019,178.20288,181
11024,178.20288,181
11039,178.05107,181
11043,178.05107,181
11059,178.05107,181
11063,178.10658,181
11083,178.25797,181
11084,178.25797,181
11099,178.08194,181
11104,178.08194,181
11119,178.08194,181
11123,178.10606,181
11139,178.13324,181
11144,178.13324,181
11159,178.1282,181
11164,178.01544,181
11180,178.01544,181
11183,178.01544,181
11199,178.01544,181
11203,178.03886,181
11220,178.03407,181
11224,177.92613,181
11239,177.92613,181
11244,177.92613,181
11259,177.92613,181
11264,177.92613,181
11279,177.9218,181
11283,177.97368,181
11300,177.97368,181
11304,177.97368,181
11319,177.97368,181
11323,177.9965,181
11340,178.1386,181
11343,178.1386,181
11359,177.99202,181
11363,178.01515,181
11379,178.04085,181
11384,178.07196,181
11398,178.2204,181
11404,178.2204,181
11419,178.067,181
11424,178.12288,181
11439,178.12288,181
11444,177.98016,181
11459,177.98016,181
11462,177.98016,181
11479,178.12154,181
11484,178.14607,181
11498,177.99835,181
11504,178.029,181
11519,178.029,181
11524,178.029,181
11539,178.17383,181
11543,178.19908,181
11559,178.04756,181
11563,178.07878,181
11580,178.07878,181
11583,178.07878,181
11600,178.07878,181
11603,177.96173,181
11618,177.96173,181
11623,177.99162,181
11639,178.13354,181
11644,178.13354,181
11659,177.98686,181
11663,177.87431,181
11678,177.87431,181
11683,178.03986,181
11698,178.03986,181
11703,177.925,181
11718,177.925,181
11723,177.925,181
11738,177.92049,181
11743,177.97203,181
11758,177.97203,181
11763,177.97203,181
11780,177.97203,181
11783,177.97203,181
11799,177.97203,181
11804,177.99484,181
11817,178.13712,181
11822,178.16954,181
11840,178.02028,181
11843,178.02028,181
11858,178.04646,181
11862,177.93134,181
11879,177.93134,181
11884,177.96068,181
11898,177.96068,181
11904,177.96068,181
11918,178.10019,181
11923,178.1324,181
11938,177.98589,181
11942,178.00865,181
11958,178.0283,181
11963,178.0283,181
11979,178.0283,181
11983,178.05911,181
11998,178.03238,181
12003,177.917,181
12017,177.94234,181
12022,177.94234,181
12039,177.9235,181
12042,177.94586,181
12058,177.94586,181
12063,177.97533,181
12079,178.1159,181
12083,178.1159,181
12098,177.97049,181
12103,177.99396,181
12119,177.99396,181
12123,177.99396,180
12137,177.99396,176
12144,177.99396,175
12157,178.02484,171
12164,178.07928,170
12178,178.02643,166
12183,177.88947,165
12198,176.73865,161
12203,176.72583,160
12218,174.13689,156
12224,174.16873,155
12239,170.92125,151
12243,170.90453,150
12258,166.90797,146
12263,166.89857,145
12278,162.5855,141
12283,162.58116,140
12297,158.24844,136
12304,158.23248,135
12318,153.69739,131
12322,153.70047,130
12338,148.87935,126
12345,148.87935,125
12358,143.8962,121
12364,143.89621,120
12378,139.07095,116
12383,139.07295,115
12398,134.31659,111
12403,134.31659,110
12418,129.3243,106
12422,129.32744,105
12437,124.24243,101
12442,124.245026,100
12457,119.08751,96
12464,119.08833,95
12478,113.99695,91
12483,114.00098,90
12498,108.82032,89
12502,108.81946,89
12518,103.68605,89
12523,103.68721,89
12538,99.21265,89
12542,99.22956,89
12558,95.787704,89
12563,95.79404,89
12578,93.61564,89
12583,93.628204,89
12598,92.52243,89
12602,92.52338,89
12617,91.93018,89
12622,91.935776,89
12638,91.728935,89
12643,91.72779,89
12658,91.71293,89
12664,91.71293,89
12678,91.69807,89
12683,91.69807,89
12697,91.68424,89
12703,91.68424,89
12717,91.67628,89
12723,91.677216,89
12738,91.677055,89
12742,91.677055,89
12758,91.66804,89
12763,91.66284,89
12778,91.65488,89
12783,91.64908,89
12798,91.642166,89
12803,91.64684,89
12818,91.645615,89
12823,91.64655,89
12837,91.63964,89
12843,91.63964,89
12858,91.63274,89
12863,91.6316,89
12878,91.63143,89
12883,91.632355,89
12897,91.62439,89
12902,91.62794,89
12917,91.62794,89
12923,91.62887,89
12938,91.620895,89
12943,91.620895,89
12957,91.62073,89
12963,91.61606,89
12977,91.61606,89
12983,91.61959,89
12998,91.612686,89
13002,91.612686,89
13017,91.60472,89
13023,91.604515,89
13037,91.60434,89
13042,91.59936,89
13058,91.59936,89
13063,91.60029,89
13076,91.59338,89
13083,91.587555,89
13097,91.587395,89
13105,91.59207,89
13118,91.59207,89
13123,91.59207,89
13137,91.58517,89
13143,91.58517,89
13157,91.58517,89
13163,91.58517,89
13177,91.585,89
13183,91.585,89
13197,91.585,89
13204,91.585,89
13218,91.585,89
13223,91.585,89
13237,91.578094,89
13243,91.578094,89
13257,91.57792,89
13263,91.58292,89
13277,91.58292,89
13283,91.58292,89
13297,91.58313,89
13303,91.584274,89
13317,91.577354,89
13323,91.577354,89
13337,91.577194,89
13343,91.577194,89
13359,91.577194,89
13364,91.577194,89
13376,91.577194,89
13383,91.577194,89
13396,91.577194,89
13403,91.577194,89
13417,91.57809,89
13423,91.58277,89
13437,91.58277,89
13443,91.58277,89
13456,91.58277,89
13464,91.58277,89
13477,91.57585,89
13483,91.57585,89
13497,91.57568,89
13503,91.57568,89
13517,91.57568,89
13523,91.57568,89
13536,91.57568,89
13543,91.57568,89
13556,91.56968,89
13563,91.564995,89
13577,91.564995,89
13583,91.56406,89
13597,91.56193,89
13605,91.562874,89
13617,91.563934,89
13623,91.562996,89
13637,91.55593,89
13642,91.55188,89
13656,91.55188,89
13663,91.55188,89
13677,91.55188,89
13682,91.550934,89
13696,91.54403,89
13703,91.540276,89
13716,91.540276,89
13723,91.539345,89
13736,91.539185,89
13743,91.539185,89
13756,91.539185,89
13763,91.539185,89
13777,91.539185,89
13783,91.539185,89
13797,91.539185,89
13803,91.539185,89
13816,91.53338,89
13822,91.53338,89
13836,91.53338,89
13843,91.53453,89
13857,91.53453,89
13863,91.53453,89
13877,91.534355,89
13883,91.534355,89
13896,91.534355,89
13902,91.534355,89
13916,91.52744,89
13923,91.52744,89
13936,91.52744,89
13943,91.52248,89
13956,91.52231,89
13963,91.52231,89
13977,91.52231,89
13983,91.52728,89
13996,91.52728,89
14003,91.52728,89
14017,91.52622,89
14023,91.52715,89
14037,91.52698,89
14043,91.522,89
14056,91.52307,89
14063,91.52806,89
14077,91.52806,89
14082,91.52806,89
14096,91.52806,89
14102,91.52307,89
14117,91.51616,89
14124,91.51616,89
14136,91.51601,89
14142,91.510376,89
14156,91.510376,89
14163,91.510376,89
14177,91.510376,89
14183,91.511314,89
14197,91.50442,89
14202,91.50442,89
14216,91.50424,89
14222,91.5033,89
14236,91.5033,89
14243,91.50424,89
14257,91.50424,89
14263,91.50424,89
14276,91.50424,89
14282,91.50424,89
14296,91.49717,89
14303,91.49717,89
14316,91.49717,89
14323,91.49717,89
14336,91.49738,89
14343,91.49738,89
14356,91.49845,89
14364,91.49845,89
14376,91.498276,89
14383,91.498276,89
14396,91.498276,89
14402,91.498276,89
14416,91.498276,89
14422,91.49942,89
14436,91.49942,89
14443,91.49942,89
14455,91.49942,89
14463,91.49942,89
14476,91.499245,89
14483,91.499245,89
14496,91.499245,90
14502,91.498314,92
14516,91.49142,95
14522,91.49142,97
14536,91.53994,100
14543,91.53859,102
14556,92.498245,105
14563,92.49223,107
14577,94.87705,110
14583,94.870674,112
14596,98.24669,115
14602,98.24153,117
14617,102.239006,120
14624,102.239006,122
14637,106.62766,125
14641,106.62766,127
14656,111.24853,130
14664,111.24806,132
14676,116.0146,135
14683,116.021164,137
14695,120.83261,140
14703,120.82955,142
14715,125.85811,145
14722,125.85811,147
14736,130.78586,150
14742,130.78633,152
14756,135.78665,155
14762,135.78665,157
14776,140.73347,160
14783,140.7217,162
14795,145.96495,165
14803,145.96495,167
14816,150.95325,170
14822,150.95325,172
14836,156.02884,175
14843,156.03207,177
14855,161.00104,180
14862,161.00221,181
14876,165.75865,181
14884,165.78746,181
14896,170.33922,181
14902,170.32204,181
14915,174.03033,181
14923,174.03033,181
14935,176.21106,181
14943,176.2888,181
14956,177.29694,181
14963,177.29694,181
14975,177.5985,181
14982,177.48401,181
14996,177.62834,181
15003,177.62834,181
15015,177.53851,181
15022,177.53851,181
15036,177.57086,181
15042,177.57086,181
15055,177.58144,181
15063,177.58144,181
15075,177.5919,181
15083,177.5919,181
15095,177.72368,181
15102,177.72368,181
15119,177.616,181
15123,177.73643,181
15135,177.77463,181
15142,177.65231,181
15156,177.64017,181
15162,177.64017,181
15175,177.63702,181
15182,177.63702,181
15195,177.65065,181
15203,177.65065,181
15216,177.66989,181
15222,177.66989,181
15235,177.68353,181
15243,177.70255,181
15255,177.69922,181
15262,177.69922,181
15276,177.69922,181
15282,177.67409,181
15295,177.68776,181
15303,177.68776,181
15315,177.6842,181
15323,177.6842,181
15334,177.56506,181
15342,177.56506,181
15355,177.68083,181
15362,177.68083,181
15375,177.70032,181
15382,177.72574,181
15395,177.59898,181
15402,177.59898,181
15414,177.71638,181
15422,177.71638,181
15435,177.71295,181
15442,177.71295,181
15454,177.73048,181
15462,177.70493,181
15475,177.70134,181
15483,177.70134,181
15495,177.58112,181
15502,177.58112,181
15514,177.69786,181
15522,177.69786,181
15535,177.57764,181
15542,177.57764,181
15555,177.69386,181
15562,177.69386,181
15575,177.71715,181
15582,177.71715,181
15595,177.73117,181
15602,177.73117,181
15615,177.73117,181
15622,177.73117,181
15635,177.60936,181
15643,177.60936,181
15655,177.7273,181
15662,177.7273,181
15675,177.60576,181
15682,177.58727,181
15695,177.70424,181
15702,177.82904,181
15716,177.84741,181
15722,177.84741,181
15735,177.84332,181
15742,177.7374,181
15755,177.7374,181
15762,177.7374,181
15775,177.7335,181
15783,177.7335,181
15794,177.7335,181
15801,177.71399,181
15816,177.7103,181
15822,177.7103,181
15835,177.7103,181
15843,177.7103,181
15855,177.70638,181
15862,177.70638,181
15875,177.70638,181
15882,177.70638,181
15895,177.58582,181
15903,177.58582,181
15914,177.70262,181
15922,177.70262,181
15935,177.70262,181
15943,177.70262,181
15954,177.70262,181
15962,177.70262,181
15975,177.69888,181
15982,177.69888,181
15994,177.69888,181
16002,177.69888,181
16015,177.69888,181
16023,177.82318,181
16034,177.8415,181
16042,177.8415,181
16055,177.83743,181
16062,177.83743,181
16074,177.83743,181
16082,177.83743,181
16095,177.83743,181
16102,177.83743,181
16114,177.7098,181
16124,177.7098,181
16134,177.7098,181
16142,177.7098,181
16154,177.83319,181
16162,177.83319,181
16175,177.83319,181
16182,177.83319,181
16194,177.83319,181
16201,177.83319,181
16214,177.70604,181
16222,177.70604,181
16235,177.84741,181
16242,177.84741,181
16254,177.84741,181
16262,177.84741,181
16274,177.84741,181
16281,177.84741,181
16294,177.84741,181
16302,177.84741,181
16314,177.71947,181
16322,177.6002,181
16334,177.6002,181
16342,177.6002,181
16354,177.71758,181
16362,177.71758,181
16380,177.71758,181
16383,177.71758,181
16394,177.70015,181
16402,177.70015,181
16414,177.71347,181
16422,177.71347,181
16435,177.71347,181
16441,177.71347,181
16454,177.71347,181
16462,177.71347,181
16474,177.71347,181
16482,177.71347,181
16494,177.71347,181
16502,177.83852,181
16514,177.71107,181
16522,177.73065,181
16534,177.87376,181
16542,177.87376,181
16555,177.87376,181
16562,177.87376,181
16574,177.87376,181
16582,177.87376,181
16594,177.87376,181
16603,177.87376,181
16614,177.87376,181
16622,177.84615,181
16634,177.71793,181
16643,177.71793,181
16654,177.71793,181
16662,177.74406,181
16674,177.86925,181
16682,177.71655,181
16693,177.71655,181
16702,177.71655,181
16713,177.71655,181
16721,177.71655,181
16734,177.71655,181
16742,177.86302,181
16754,177.86302,181
16762,177.84242,181
16774,177.84242,181
16782,177.71655,181
16795,177.57344,181
16802,177.5919,181
16814,177.72609,181
16822,177.72609,181
16833,177.72609,181
16842,177.72609,181
16854,177.72609,181
16862,177.72609,181
16873,177.72609,180
16882,177.72609,178
16893,177.60452,175
16902,177.58597,173
16914,177.59239,170
16922,177.61092,168
16934,177.53105,165
16942,177.64507,163
16954,176.45084,160
16962,176.41466,158
16974,173.69058,155
16982,173.6804,153
16994,170.31032,150
17003,170.29056,148
17013,166.41579,145
17022,166.426,143
17033,162.16133,140
17042,162.16133,138
17054,157.7023,135
17062,157.7023,133
17074,153.10738,130
17082,153.093,128
17093,148.16966,125
17102,148.18228,123
17113,143.20348,120
17122,143.20178,118
17133,138.44363,115
17142,138.44409,113
17154,133.61838,110
17162,133.6203,108
17173,128.58162,105
17181,128.58337,103
17193,123.53341,100
17202,123.535995,98
17213,118.4272,95
17222,118.41974,93
17234,113.20749,90
17242,113.20749,89
17254,108.0973,89
17262,108.0973,89
17273,103.20812,89
17282,103.21525,89
17293,98.8835,89
17302,98.902504,89
17313,95.5687,89
17322,95.58145,89
17334,93.51546,89
17342,93.5219,89
17353,92.493355,89
17362,92.49429,89
17373,91.993225,89
17384,91.99436,89
17394,91.781624,89
17402,91.781624,89
17412,91.76656,89
17422,91.76563,89
17433,91.750755,89
17443,91.750755,89
17453,91.73711,89
17462,91.73711,89
17473,91.728966,89
17482,91.72429,89
17493,91.717384,89
17502,91.72206,89
17513,91.71301,89
17522,91.71301,89
17533,91.70505,89
17542,91.69538,89
17553,91.68847,89
17563,91.68847,89
17573,91.6883,89
17582,91.6883,89
17592,91.6814,89
17602,91.68253,89
17614,91.67562,89
17622,91.67562,89
17636,91.67562,89
17642,91.67562,89
17663,91.66854,89
17663,91.67354,89
17673,91.66664,89
17682,91.67038,89
17693,91.67038,89
17701,91.6713,89
17712,91.66316,89
17721,91.66316,89
17733,91.656265,89
17742,91.656265,89
17752,91.656265,89
17761,91.656265,89
17773,91.649345,89
17783,91.649345,89
17793,91.649345,89
17801,91.649345,89
17813,91.64227,89
17821,91.64227,89
17832,91.64227,89
17841,91.64227,89
17852,91.64227,89
17863,91.64227,89
17874,91.63519,89
17882,91.63519,89
17894,91.63519,89
17902,91.63519,89
17913,91.62829,89
17921,91.62829,89
17934,91.62812,89
17942,91.62812,89
17953,91.62812,89
17961,91.62926,89
17972,91.62342,89
17982,91.62342,89
17993,91.62342,89
18001,91.62342,89
18013,91.623245,89
18022,91.62232,89
18032,91.61563,89
18041,91.610954,89
18052,91.610954,89
18062,91.61189,89
18073,91.60374,89
18081,91.60728,89
18092,91.60728,89
18102,91.60259,89
18112,91.60259,89
18121,91.60259,89
18136,91.60366,89
18142,91.597755,89
18153,91.590675,89
18161,91.59274,89
18172,91.59274,89
18182,91.59182,89
18192,91.59182,89
18201,91.59182,89
18212,91.591644,89
18222,91.591644,89
18232,91.58581,89
18241,91.58581,89
18252,91.58581,89
18261,91.58581,89
18272,91.58581,89
18282,91.58112,89
18292,91.58096,89
18302,91.58096,89
18313,91.58096,89
18322,91.58096,89
18331,91.58096,89
18342,91.58096,89
18352,91.57405,89
18362,91.57405,89
18372,91.57496,89
18381,91.57496,89
18393,91.57496,89
18402,91.57496,89
18412,91.57496,89
18421,91.57496,89
18432,91.57478,89
18441,91.57592,89
18452,91.57592,89
18462,91.57592,89
18473,91.569016,89
18481,91.569016,89
18492,91.569016,89
18501,91.569016,89
18512,91.568,89
18521,91.568,89
18532,91.5611,89
18541,91.5611,89
18552,91.562164,89
18562,91.562164,89
18573,91.562164,89
18582,91.56685,89
18592,91.56685,89
18601,91.57183,89
18611,91.57166,89
18621,91.57166,89
18632,91.57166,89
18643,91.57166,89
18652,91.56476,89
18662,91.56476,89
18672,91.56582,89
18682,91.56582,89
18692,91.56566,89
18701,91.56566,89
18712,91.56566,89
18722,91.56566,89
18732,91.56566,89
18742,91.56566,89
18751,91.56566,89
18762,91.56473,89
18771,91.55782,89
18781,91.55782,89
18791,91.55782,89
18802,91.55782,89
18812,91.55765,89
18821,91.55765,89
18831,91.55765,89
18842,91.55765,89
18852,91.55765,89
18861,91.55765,89
18871,91.557495,89
18882,91.55863,89
18894,91.55863,89
18901,91.55395,89
18911,91.55395,89
18922,91.55302,89
18932,91.54717,89
18941,91.54717,89
18951,91.54593,89
18961,91.54593,89
18972,91.54593,89
18981,91.54593,89
18991,91.54701,89
19002,91.551704,89
19012,91.551704,89
19021,91.551704,89
19032,91.551704,89
19042,91.551704,89
19052,91.55153,89
19061,91.55153,89
19071,91.55175,89
19082,91.55175,89
19091,91.544846,89
19101,91.544846,89
19111,91.54468,89
19122,91.54468,89
19132,91.54468,89
19141,91.54468,89
19152,91.54468,89
19162,91.54468,89
19171,91.54468,89
19181,91.54468,89
19192,91.537605,89
19201,91.537605,89
19211,91.537605,89
19221,91.537605,89
19231,91.537605,89
19241,91.537605,89
19252,91.53867,91
19262,91.53867,93
19271,91.53638,96
19282,91.53615,98
19292,91.6206,101
19301,91.615395,103
19312,92.770485,106
19322,92.76306,108
19332,95.20223,111
19342,95.196976,113
19352,98.6162,115
19362,98.6162,118
19371,102.46138,120
19381,102.46025,122
19391,106.78523,125
19404,106.78431,127
19411,111.35505,130
19421,111.36219,132
19431,115.97772,135
19441,115.97632,137
19451,120.5974,140
19461,120.58281,142
19471,125.45381,145
19481,125.445526,147
19491,130.23698,150
19501,130.23453,152
19511,135.16258,155
19521,135.15103,157
19531,140.12524,160
19541,140.11461,162
19551,145.30658,164
19562,145.30882,167
19571,150.34613,169
19581,150.36795,172
19590,155.29326,174
19601,155.30281,177
19611,160.1458,179
19621,160.1553,181
19631,164.69754,181
19641,164.69919,181
19655,169.26595,181
19661,169.25725,181
19671,173.1218,181
19682,173.1218,181
19691,175.64355,181
19701,175.65085,181
19710,176.85167,181
19722,176.85167,181
19731,177.26134,181
19741,177.26134,181
19750,177.5351,181
19761,177.5351,181
19771,177.48425,181
19782,177.48425,181
19791,177.51392,181
19802,177.51392,181
19811,177.54648,181
19821,177.54648,181
19830,177.5576,181
19841,177.5576,181
19851,177.45747,181
19861,177.45747,181
19871,177.48923,181
19882,177.46619,181
19891,177.57448,181
19905,177.57448,181
19910,177.47385,181
19922,177.47385,181
19931,177.60437,181
19942,177.62233,181
19950,177.50331,181
19962,177.50331,181
19971,177.63023,181
19982,177.63023,181
19990,177.51076,181
20001,177.62488,181
20011,177.62158,181
20020,177.50668,181
20030,177.61656,181
20042,177.61656,181
20051,177.65298,181
20061,177.65298,181
20070,177.64973,181
20081,177.63148,181
20090,177.62827,181
20101,177.62827,181
20110,177.62495,181
20121,177.74597,181
20131,177.62372,181
20141,177.50943,181
20152,177.50629,181
20162,177.50629,181
20170,177.52449,181
20181,177.5413,181
20190,177.53812,181
20203,177.6544,181
20209,177.65099,181
20221,177.53487,181
