millis,真实角度,测量角度
7864,NaN,180
7871,NaN,180
7874,NaN,180
7891,179.75853,180
7895,179.75853,180
7910,NaN,180
7914,NaN,180
7931,NaN,180
7934,NaN,180
7951,179.44539,180
7953,179.43872,180
7970,NaN,180
7974,NaN,180
7990,NaN,180
7994,NaN,180
8010,NaN,180
8014,NaN,180
8030,NaN,180
8034,NaN,180
8050,NaN,180
8053,NaN,180
8071,NaN,180
8074,NaN,180
8090,NaN,180
8094,NaN,180
8111,NaN,180
8114,NaN,180
8130,NaN,180
8135,NaN,180
8152,NaN,180
8153,NaN,180
8171,179.36975,180
8175,179.31844,180
8190,NaN,180
8195,NaN,180
8210,NaN,180
8214,NaN,180
8231,NaN,180
8234,NaN,180
8250,179.51868,180
8254,179.51868,180
8270,NaN,180
8274,NaN,180
8291,NaN,180
8294,NaN,180
8310,NaN,180
8314,NaN,180
8330,NaN,180
8334,NaN,180
8351,NaN,180
8357,NaN,180
8372,179.49101,180
8376,179.49101,180
8391,179.49101,180
8394,179.49101,180
8411,NaN,180
8414,NaN,180
8431,NaN,180
8433,NaN,180
8450,NaN,180
8454,NaN,180
8471,NaN,180
8474,NaN,180
8491,NaN,180
8494,NaN,180
8511,NaN,180
8514,NaN,180
8531,NaN,180
8533,NaN,180
8551,NaN,180
8553,NaN,180
8570,NaN,180
8574,NaN,180
8591,NaN,180
8593,NaN,180
8611,NaN,180
8613,NaN,180
8630,NaN,180
8633,NaN,180
8650,NaN,180
8654,NaN,180
8671,NaN,180
8673,NaN,180
8690,NaN,179
8694,NaN,179
8711,NaN,179
8714,NaN,179
8730,NaN,179
8732,NaN,179
8750,NaN,179
8752,NaN,179
8770,NaN,179
8774,NaN,179
8791,NaN,179
8794,NaN,179
8811,NaN,179
8813,NaN,179
8830,NaN,179
8833,NaN,179
8850,NaN,179
8854,NaN,179
8871,NaN,179
8875,NaN,179
8890,NaN,179
8893,NaN,179
8911,NaN,179
8913,NaN,179
8930,NaN,179
8934,NaN,179
8950,179.82755,179
8954,179.82755,179
8970,NaN,179
8973,NaN,179
8990,NaN,179
8994,NaN,179
9011,NaN,179
9013,NaN,179
9029,NaN,179
9033,179.69934,179
9051,179.69934,179
9053,179.69934,179
9070,179.69934,179
9073,179.69934,179
9091,179.69803,179
9093,179.69803,179
9112,179.69803,179
9114,179.69803,179
9131,179.69803,179
9134,179.69803,179
9151,NaN,179
9153,NaN,179
9170,NaN,179
9172,NaN,179
9190,NaN,178
9193,179.76097,178
9209,179.82755,178
9213,179.82755,178
9230,NaN,178
9233,NaN,178
9250,NaN,178
9253,NaN,178
9270,NaN,178
9274,NaN,178
9290,NaN,178
9293,NaN,178
9311,NaN,178
9314,NaN,178
9330,NaN,178
9333,NaN,178
9351,NaN,178
9354,NaN,178
9372,NaN,178
9374,NaN,178
9391,NaN,178
9393,NaN,178
9410,179.69035,178
9412,179.18819,178
9430,179.18819,178
9432,179.69035,178
9449,179.69035,178
9453,179.69035,178
9470,NaN,178
9473,NaN,178
9490,NaN,178
9493,NaN,178
9509,NaN,178
9513,NaN,178
9530,NaN,178
9532,179.52234,178
9550,179.52234,178
9553,179.52234,178
9570,179.52234,178
9573,NaN,178
9589,NaN,178
9591,NaN,178
9610,NaN,178
9614,NaN,178
9631,NaN,178
9632,179.80719,178
9650,179.23485,178
9653,179.23485,178
9671,179.49565,178
9673,179.49565,178
9692,179.49565,177
9693,179.49565,177
9709,NaN,177
9713,NaN,177
9731,179.04509,177
9733,179.41583,177
9751,179.01384,177
9753,179.01384,177
9769,178.71336,177
9773,178.71336,177
9790,178.51207,177
9793,178.34058,177
9810,178.15771,177
9812,178.31042,177
9829,178.36638,177
9833,178.34506,177
9850,178.34506,177
9853,178.34506,177
9870,178.29039,177
9872,178.31926,177
9890,178.31926,177
9893,178.29039,177
9910,178.29039,177
9913,178.31113,177
9930,178.31113,177
9933,178.31113,177
9950,178.31113,177
9952,178.31113,177
9970,178.37045,177
