millis,A0,A1,A2,B0,B1,B2,C0,C1,C2,D0,D1,D2
10346,114.070435,-23.594612,-9.9689,-20.177145,-22.64705,-63.067112,77.46024,53.25223,-2.6662314,-18.27395,-9.169349,1.139167
10357,114.066666,-23.603336,-9.940096,-20.178741,-22.64823,-63.063076,77.46024,53.25223,-2.6662314,-18.27395,-9.169349,1.139167
10364,114.06243,-23.615063,-9.932268,-20.177145,-22.64705,-63.067112,77.46365,53.248783,-2.6612446,-18.27395,-9.169349,1.139167
10370,114.06066,-23.617453,-9.922771,-20.177145,-22.64705,-63.067112,77.46365,53.248783,-2.6612446,-18.27395,-9.169349,1.139167
10515,114.046265,-23.624416,-9.892755,-20.177145,-22.64705,-63.067112,77.46365,53.248783,-2.6612446,-18.27395,-9.169349,1.139167
10517,114.046265,-23.624416,-9.892755,-20.178741,-22.64823,-63.063076,77.46365,53.248783,-2.6612446,-18.267859,-9.170615,1.1317393
10530,113.95825,-23.63824,-9.690727,-20.178741,-22.64823,-63.063076,77.46024,53.25223,-2.6662314,-18.267859,-9.170615,1.1317393
10539,113.96047,-23.632816,-9.679229,-20.178741,-22.64823,-63.063076,77.46957,53.254948,-2.6644843,-18.267859,-9.170615,1.1317393
10699,113.89473,-23.607431,-9.574414,-20.18402,-22.652464,-63.059128,77.45615,53.262466,-2.6700613,-18.250772,-9.16928,1.1373869
10709,113.89686,-23.601576,-9.578325,-20.18402,-22.652464,-63.059128,77.45615,53.262466,-2.6700613,-18.250772,-9.16928,1.1373869
10900,113.96695,-23.568596,-9.749717,-20.189291,-22.6567,-63.05518,77.4557,53.257256,-2.6738281,-18.24417,-9.176321,1.1379312
11042,113.96695,-23.568596,-9.749717,-20.189291,-22.6567,-63.05518,77.4557,53.257256,-2.6738281,-18.24364,-9.175213,1.1448177
11055,114.06558,-23.5677,-9.937797,-20.189291,-22.6567,-63.05518,77.45956,53.259018,-2.665077,-18.243109,-9.174106,1.1517041
11057,114.06734,-23.56531,-9.947292,-20.190893,-22.657877,-63.05114,77.46889,53.261738,-2.6633306,-18.236486,-9.174264,1.1511625
11068,114.065475,-23.567236,-9.95319,-20.187487,-22.657055,-63.049397,77.45956,53.259018,-2.665077,-18.236486,-9.174264,1.1511625
11080,114.07669,-23.561567,-9.958634,-20.187487,-22.657055,-63.049397,77.45956,53.259018,-2.665077,-18.236486,-9.174264,1.1511625
