A0,A1,A2,A3,B0,B1,B2,B3,C0,C1,C2,C3,D0,D1,D2,D3,E0,E1,E2,E3,F0,F1,F2,F3,G0,G1,G2,G3,H0,H1,H2,H3,I0,I1,I2,I3,J0,J1,J2,J3
0.6557617,0.1706543,0.15740967,3.2816772,0.8521118,3.909546,0.4772339,0.19464111,0.50457764,0.49102783,3.6696167,0.6286011,0.92163086,0.02722168,3.6176758,3.9395752,3.4558105,0.39001465,0.5091553,0.5407715,0.6404419,0.41015625,3.6193237,0.5258789,3.97583,3.1339722,0.21380615,3.548584,3.5438232,0.29351807,0.34643555,0.7652588,0.12841797,0.8372803,0.20672607,3.510437,3.888733,3.1724854,3.703003,0.46331787
0.6557617,0.1706543,0.15740967,3.2816772,0.8521118,3.909546,0.47717285,0.19458008,0.5045166,0.49102783,3.6696167,0.6286011,0.92163086,0.02722168,3.6176758,3.9395752,3.4557495,0.39001465,0.50909424,0.5407715,0.6405029,0.41015625,3.6193237,0.52593994,3.975891,3.1339722,0.21386719,3.548584,3.5438232,0.29351807,0.34649658,0.7652588,0.12841797,0.8372803,0.20672607,3.510437,3.888733,3.1724854,3.703003,0.46331787
0.65582275,0.17059326,0.15734863,3.2816162,0.8521118,3.909546,0.4772339,0.19458008,0.50457764,0.49102783,3.6696167,0.6286011,0.92163086,0.027282715,3.6176758,3.9395752,3.4558105,0.39001465,0.5091553,0.5407715,0.6405029,0.41015625,3.6193237,0.5258789,3.975891,3.1339722,0.21386719,3.548584,3.5438232,0.29351807,0.34643555,0.7652588,0.12841797,0.8372803,0.20672607,3.510376,3.888733,3.1724854,3.703003,0.46331787
0.6557617,0.1706543,0.15734863,3.2816162,0.8521118,3.909546,0.4772339,0.19464111,0.5045166,0.4909668,3.6696167,0.6286011,0.92163086,0.027282715,3.6176758,3.9395752,3.4558716,0.39001465,0.5092163,0.5407715,0.64038086,0.41027832,3.6192627,0.5258789,3.975891,3.1339722,0.21386719,3.548584,3.5438232,0.29351807,0.34649658,0.7652588,0.12841797,0.8372803,0.20672607,3.510376,3.888733,3.1724854,3.703003,0.46331787
0.65582275,0.1706543,0.15740967,3.2816772,0.8521118,3.909546,0.47717285,0.19458008,0.50457764,0.4909668,3.6696167,0.6286011,0.92163086,0.027282715,3.6176758,3.9395752,3.4558105,0.3899536,0.5092163,0.5408325,0.6404419,0.4102173,3.6193237,0.52593994,3.975891,3.1339722,0.21386719,3.548584,3.5438232,0.29345703,0.34643555,0.7653198,0.12841797,0.8372803,0.20672607,3.510376,3.888733,3.1724854,3.703003,0.46325684
0.65582275,0.1706543,0.15740967,3.2816772,0.85217285,3.909546,0.47717285,0.19458008,0.50457764,0.4909668,3.6696777,0.6286011,0.92163086,0.027282715,3.6176758,3.9395752,3.4558716,0.39001465,0.50927734,0.54071045,0.64038086,0.41027832,3.6192627,0.5258789,3.975891,3.1339722,0.21386719,3.548584,3.5438232,0.29345703,0.34643555,0.7653198,0.12835693,0.8372803,0.20672607,3.510376,3.888733,3.1724854,3.703003,0.46331787
0.65582275,0.1706543,0.15740967,3.2816772,0.8521118,3.909546,0.4772339,0.19464111,0.50457764,0.4909668,3.6696777,0.6286011,0.92163086,0.027282715,3.6176758,3.9395752,3.4559326,0.39007568,0.5093384,0.54071045,0.64038086,0.41027832,3.6192627,0.5258179,3.975891,3.1339722,0.21386719,3.548584,3.5438232,0.293396,0.34643555,0.7653198,0.12835693,0.8372803,0.20672607,3.510376,3.888733,3.1724854,3.703003,0.46331787
0.65582275,0.1706543,0.15740967,3.2816772,0.8521118,3.909546,0.4772339,0.19464111,0.50457764,0.4909668,3.6696777,0.6286011,0.92163086,0.027282715,3.6177368,3.9395752,3.4559326,0.39007568,0.5093384,0.54071045,0.64038086,0.41027832,3.6192017,0.5258179,3.975891,3.1339722,0.21386719,3.548584,3.5438232,0.293396,0.34643555,0.7653198,0.12835693,0.8372803,0.20672607,3.510437,3.888733,3.1724854,3.703003,0.46331787
0.65582275,0.17059326,0.1572876,3.2816162,0.8521118,3.909546,0.47729492,0.19464111,0.5045166,0.4909668,3.6696167,0.6286011,0.92163086,0.027282715,3.6177368,3.9395752,3.4558716,0.39001465,0.50927734,0.5407715,0.64038086,0.41027832,3.6192627,0.5258789,3.975891,3.1339722,0.21386719,3.548584,3.5438232,0.293396,0.34643555,0.7653198,0.12841797,0.8372803,0.20672607,3.510437,3.888733,3.1724854,3.703003,0.46331787
0.65582275,0.1706543,0.15734863,3.2816772,0.8521118,3.909546,0.4772339,0.19458008,0.5045166,0.4909668,3.6696167,0.6286011,0.92163086,0.027282715,3.6177368,3.9395752,3.4558716,0.3899536,0.5092163,0.5408325,0.6404419,0.4102173,3.6193237,0.52593994,3.975891,3.1339722,0.21386719,3.548584,3.5438232,0.293396,0.34643555,0.7653198,0.12841797,0.8372803,0.20672607,3.510437,3.888733,3.1724854,3.703003,0.46331787
0.65582275,0.17071533,0.1574707,3.2816772,0.85217285,3.909546,0.47717285,0.19458008,0.5045166,0.4909668,3.6696167,0.6286011,0.92163086,0.027282715,3.6177368,3.9395752,3.4558105,0.38989258,0.5092163,0.5408325,0.6405029,0.41015625,3.6193848,0.52593994,3.975891,3.1339722,0.21386719,3.548584,3.5438232,0.293396,0.34643555,0.7653198,0.12841797,0.8372803,0.20672607,3.510437,3.888733,3.1724854,3.703003,0.46331787
0.65582275,0.17077637,0.1574707,3.2817383,0.85217285,3.909546,0.47717285,0.19458008,0.5045166,0.4909668,3.6696167,0.6286011,0.92163086,0.027282715,3.6176758,3.9395752,3.4558105,0.38989258,0.5092163,0.5408325,0.6405029,0.41015625,3.6193848,0.52593994,3.975891,3.1339722,0.21386719,3.548584,3.5438232,0.293396,0.34643555,0.7653198,0.12835693,0.8372803,0.20672607,3.510437,3.888733,3.1724854,3.703003,0.46331787
0.65582275,0.17071533,0.1574707,3.2816772,0.85217285,3.909546,0.47711182,0.19451904,0.5045166,0.4909668,3.6696167,0.6286011,0.92163086,0.027282715,3.6177368,3.9395752,3.4558716,0.3899536,0.5092163,0.5408325,0.6405029,0.41015625,3.6193848,0.52593994,3.975891,3.1339722,0.21386719,3.548584,3.5438232,0.293396,0.34643555,0.7653198,0.12835693,0.8372803,0.20672607,3.510437,3.888733,3.1724854,3.703003,0.46331787
0.65582275,0.17071533,0.15740967,3.2816772,0.85217285,3.909546,0.47717285,0.19451904,0.5045166,0.4909668,3.6696167,0.6286011,0.92163086,0.027282715,3.6176758,3.9395752,3.4558716,0.3899536,0.50927734,0.5407715,0.6404419,0.4102173,3.6193848,0.52593994,3.975891,3.1339722,0.21386719,3.548584,3.5438232,0.293396,0.34643555,0.7653198,0.12835693,0.8372803,0.20672607,3.510437,3.888733,3.1724854,3.703003,0.46331787
0.65582275,0.1706543,0.1572876,3.2816162,0.8521118,3.909546,0.4772339,0.19458008,0.5045166,0.4909668,3.6696167,0.6286011,0.92163086,0.027282715,3.6176758,3.9395752,3.4559326,0.39007568,0.5093994,0.5406494,0.64038086,0.41027832,3.6192627,0.5258179,3.975891,3.1340332,0.21386719,3.548523,3.5438232,0.293396,0.34643555,0.7653198,0.12835693,0.8372803,0.20672607,3.510437,3.888733,3.1724854,3.703003,0.46331787
0.6557617,0.17059326,0.15722656,3.2816162,0.8521118,3.9094849,0.4772339,0.19458008,0.5045166,0.4909668,3.6696167,0.6286011,0.92163086,0.027282715,3.6176758,3.9395752,3.4559326,0.39007568,0.5093384,0.54071045,0.64038086,0.41027832,3.6192627,0.5258179,3.975891,3.1340332,0.21386719,3.548523,3.5438232,0.293396,0.34643555,0.7653198,0.1282959,0.8373413,0.20678711,3.510437,3.888733,3.1724854,3.703003,0.4633789
0.65582275,0.17071533,0.15734863,3.2816772,0.8521118,3.9094849,0.4772339,0.19458008,0.5045166,0.4909668,3.6696167,0.6286621,0.9216919,0.027282715,3.6177979,3.9395752,3.4557495,0.3899536,0.5091553,0.5408325,0.6405029,0.41015625,3.6193848,0.52593994,3.975891,3.1340332,0.21386719,3.548523,3.5438232,0.293396,0.34643555,0.7653198,0.1282959,0.8372803,0.20678711,3.510437,3.888733,3.1724854,3.703003,0.4633789
0.65582275,0.17071533,0.15734863,3.2816772,0.8521118,3.9094849,0.4772339,0.19458008,0.5045166,0.4909668,3.6696167,0.6286011,0.9216919,0.027282715,3.6177979,3.9395752,3.4558716,0.39001465,0.50927734,0.54071045,0.64038086,0.4102173,3.6192627,0.5258789,3.975891,3.1340332,0.21380615,3.548523,3.5438232,0.293396,0.34643555,0.7653198,0.1282959,0.8372803,0.20672607,3.510437,3.888733,3.1724854,3.703003,0.4633789
0.65582275,0.1706543,0.1572876,3.2816162,0.8521118,3.9094849,0.4772339,0.19458008,0.5045166,0.49102783,3.6696167,0.6286011,0.9216919,0.027282715,3.6177979,3.9395752,3.4558716,0.39001465,0.50927734,0.54071045,0.6404419,0.4102173,3.6193237,0.5258789,3.975891,3.1340332,0.21386719,3.548523,3.5438232,0.293396,0.34643555,0.7653198,0.1282959,0.8373413,0.20672607,3.510437,3.888733,3.1724854,3.703003,0.4633789
0.6557617,0.1706543,0.1572876,3.2816162,0.8521118,3.9094849,0.4772339,0.19458008,0.5045166,0.49102783,3.6696167,0.6286011,0.9216919,0.027282715,3.6177979,3.9395752,3.4558105,0.39001465,0.5092163,0.5407715,0.6404419,0.4102173,3.6193237,0.52593994,3.975891,3.1340332,0.21386719,3.548523,3.5438232,0.293396,0.34643555,0.7653198,0.1282959,0.8373413,0.20672607,3.510498,3.888733,3.1724854,3.703003,0.4633789
0.65582275,0.1706543,0.15734863,3.2816772,0.85217285,3.9094849,0.47717285,0.19458008,0.5045166,0.49102783,3.6696777,0.6286011,0.9216919,0.027282715,3.6177979,3.9395752,3.4558105,0.3899536,0.5092163,0.5407715,0.6404419,0.41015625,3.6193848,0.52593994,3.975891,3.1340332,0.21386719,3.548523,3.5438232,0.293396,0.34643555,0.7653198,0.1282959,0.8373413,0.20678711,3.510498,3.888733,3.1724854,3.703003,0.4633789
0.65582275,0.1706543,0.15734863,3.2816772,0.85217285,3.9094849,0.47717285,0.19458008,0.5045166,0.49102783,3.6696777,0.6286011,0.9216919,0.027282715,3.6177979,3.9395752,3.4558105,0.3899536,0.5092163,0.5407715,0.6404419,0.41015625,3.6193848,0.52593994,3.975891,3.1340332,0.21386719,3.548523,3.5438232,0.293396,0.34643555,0.7653198,0.1282959,0.8373413,0.20678711,3.510498,3.888733,3.1724854,3.703064,0.4633789
0.65582275,0.1706543,0.1572876,3.2816162,0.85217285,3.9094849,0.47717285,0.19458008,0.5045166,0.49102783,3.6696167,0.6286011,0.9216919,0.027282715,3.6177979,3.9395752,3.4558716,0.39001465,0.50927734,0.54071045,0.6404419,0.4102173,3.6193237,0.52593994,3.975891,3.1340332,0.21386719,3.548523,3.5438232,0.293396,0.34643555,0.7653198,0.12823486,0.8373413,0.20678711,3.510498,3.888733,3.1724854,3.703003,0.4633789
0.65582275,0.17059326,0.1572876,3.2816162,0.8521118,3.909546,0.47717285,0.19458008,0.5045166,0.49102783,3.6696167,0.6286011,0.9216919,0.027282715,3.6177979,3.9395752,3.4558716,0.39001465,0.50927734,0.54071045,0.6404419,0.4102173,3.6193237,0.52593994,3.975891,3.1340332,0.21386719,3.548523,3.5438232,0.29345703,0.34643555,0.7653198,0.12823486,0.8373413,0.20678711,3.510498,3.888733,3.1724854,3.703003,0.4633789
0.65582275,0.17059326,0.15722656,3.2816162,0.8521118,3.909546,0.4772339,0.19458008,0.5045166,0.49102783,3.6696167,0.6286011,0.9216919,0.027282715,3.6177979,3.9395752,3.4558716,0.39001465,0.50927734,0.54071045,0.6404419,0.4102173,3.6193237,0.5258789,3.975891,3.1340332,0.21380615,3.548523,3.5438232,0.29345703,0.34643555,0.7653198,0.12823486,0.8373413,0.20678711,3.510498,3.888733,3.1724854,3.703003,0.4633789
0.65582275,0.17059326,0.1572876,3.2816162,0.8521118,3.9094849,0.4772339,0.19458008,0.5045166,0.49102783,3.6696167,0.6286011,0.9216919,0.027282715,3.6177979,3.9395752,3.4558716,0.39001465,0.50927734,0.5407715,0.6404419,0.4102173,3.6193237,0.52593994,3.975891,3.1340332,0.21386719,3.548523,3.5438232,0.29345703,0.34643555,0.7653198,0.12823486,0.8373413,0.20678711,0.01550293,3.888733,3.1724854,3.703003,0.4633789
0.65582275,0.1706543,0.15734863,3.2816772,0.85217285,3.909546,0.47717285,0.19458008,0.5045166,0.49102783,3.6696167,0.6286011,0.9216919,0.027282715,3.6177368,3.9396362,3.4558105,0.39007568,0.5092163,0.54071045,0.6404419,0.41015625,3.6193237,0.52593994,3.975891,3.1340332,0.21386719,3.548462,3.5438232,0.29345703,0.34643555,0.7653198,0.12823486,0.8373413,0.20672607,3.510437,3.888733,3.1724854,3.703003,0.4633789
0.65582275,0.1706543,0.15734863,3.2816772,0.85217285,3.9094849,0.47717285,0.19458008,0.50445557,0.49102783,3.6696167,0.6286011,0.92163086,0.027282715,3.6177368,3.9396362,3.4558105,0.39007568,0.5092163,0.54071045,0.6404419,0.4102173,3.6193237,0.52593994,3.97583,3.1340332,0.21380615,3.548462,3.5438232,0.29345703,0.34643555,0.7653198,0.12823486,0.8373413,0.20672607,3.510437,3.888733,3.1724854,3.703003,0.4633789
0.65582275,0.17059326,0.15734863,3.2816162,0.8521118,3.9094849,0.4772339,0.19458008,0.50445557,0.49102783,3.6696167,0.6286011,0.92163086,0.027282715,3.6177368,3.9396362,3.4558105,0.39007568,0.5092163,0.54071045,0.6404419,0.4102173,3.6193237,0.52593994,3.975891,3.1340332,0.21386719,3.548462,3.5438232,0.293396,0.34643555,0.7653198,0.12817383,0.8373413,0.20672607,3.510437,3.888733,3.1724854,3.703003,0.4633789
0.65582275,0.17059326,0.1572876,3.2816162,0.8521118,3.909546,0.4772339,0.19458008,0.50445557,0.49102783,3.6696167,0.6286621,0.92163086,0.02734375,3.6177368,3.9396362,3.4557495,0.3899536,0.5091553,0.5407715,0.6405029,0.41015625,3.6193848,0.52593994,3.9759521,3.1340332,0.21386719,3.548523,3.5438232,0.293396,0.34631348,0.76538086,0.12817383,0.8373413,0.20672607,3.510498,3.888733,3.1724854,3.703064,0.46331787
0.65582275,0.17059326,0.1572876,3.2816162,0.8521118,3.909546,0.4772339,0.19458008,0.50445557,0.49102783,3.6696167,0.6286621,0.92163086,0.02734375,3.6177368,3.9396362,3.4557495,0.3899536,0.5091553,0.5407715,0.6404419,0.41015625,3.6193848,0.52593994,3.9759521,3.1339722,0.21386719,3.548523,3.5438232,0.293396,0.34631348,0.76538086,0.12817383,0.8373413,0.20672607,3.510498,3.888733,3.1724243,3.703064,0.46331787
0.65582275,0.17059326,0.1572876,3.2816162,0.8521118,3.909546,0.4772339,0.19458008,0.50445557,0.4909668,3.6696167,0.6286621,0.92163086,0.02734375,3.6177368,3.9396362,3.4557495,0.3899536,0.5091553,0.5407715,0.6404419,0.41015625,3.6193848,0.52593994,3.975891,3.1339722,0.21386719,3.548584,3.5437622,0.29345703,0.34631348,0.76538086,0.12817383,0.8373413,0.20672607,3.510498,3.888733,3.1724243,3.703064,0.46325684
0.6558838,0.1706543,0.15734863,3.2817383,0.8520508,3.909607,0.47729492,0.19464111,0.50439453,0.4909668,3.6696777,0.62872314,0.92163086,0.027282715,3.6177368,3.9396973,3.4556885,0.38989258,0.50909424,0.5407715,0.6404419,0.41015625,3.6193848,0.52593994,3.9759521,3.1339722,0.21380615,3.548584,3.5437622,0.29345703,0.34631348,0.7653198,0.12823486,0.83740234,0.20672607,3.510559,3.888733,3.1724854,3.703003,0.46331787
0.6558838,0.17059326,0.15734863,3.2816772,0.8520508,3.909607,0.47729492,0.19464111,0.50445557,0.4909668,3.6696777,0.62872314,0.92163086,0.027282715,3.6177368,3.9396973,3.4556885,0.38989258,0.50909424,0.5407715,0.6404419,0.41015625,3.6193848,0.52593994,3.975891,3.1339722,0.21380615,3.548584,3.5437622,0.29345703,0.34631348,0.7653198,0.12823486,0.83740234,0.20672607,3.510559,3.888733,3.1724854,3.703003,0.46331787
0.6558838,0.17059326,0.15734863,3.2816772,0.8521118,3.909607,0.47729492,0.19464111,0.50445557,0.4909668,3.6696777,0.62872314,0.92163086,0.027282715,3.6177368,3.9396973,3.4556885,0.38989258,0.50909424,0.5407715,0.6404419,0.41015625,3.6193848,0.52593994,3.975891,3.1339722,0.21380615,3.548584,3.5437622,0.29345703,0.34631348,0.7653198,0.12823486,0.83740234,0.20672607,3.510559,3.888733,3.1724854,3.703003,0.46331787
0.6558838,0.1706543,0.1572876,3.2817383,0.8520508,3.909607,0.47729492,0.19470215,0.50439453,0.4909668,3.6697388,0.62872314,0.92163086,0.02734375,3.6176758,3.9396362,3.4557495,0.38983154,0.5091553,0.5408325,0.6404419,0.4102173,3.6193848,0.52593994,3.975891,3.1339722,0.21380615,3.548584,3.5437622,0.29345703,0.34631348,0.7653198,0.12823486,0.83740234,0.20666504,3.510498,3.888794,3.1724243,3.703003,0.46325684
0.6558838,0.1706543,0.15734863,3.2817383,0.8521118,3.909546,0.4772339,0.19464111,0.50439453,0.4909668,3.6697388,0.62872314,0.92163086,0.02734375,3.6176758,3.9396362,3.4557495,0.38983154,0.5092163,0.5407715,0.6404419,0.41015625,3.6193848,0.52593994,3.975891,3.1339722,0.21380615,3.548645,3.5437622,0.29351807,0.3463745,0.7652588,0.12823486,0.8373413,0.20666504,3.510498,3.888794,3.1724243,3.703003,0.46325684
0.6558838,0.1706543,0.1572876,3.2817383,0.8521118,3.909546,0.4772339,0.19464111,0.50439453,0.49102783,3.6696777,0.62872314,0.92163086,0.02734375,3.6176758,3.9396362,3.4557495,0.38989258,0.5092163,0.5407715,0.6404419,0.4102173,3.6193848,0.52593994,3.975891,3.1339722,0.21380615,3.548645,3.5437622,0.29351807,0.3463745,0.7652588,0.12823486,0.8373413,0.20666504,3.510498,3.888794,3.1724854,3.703003,0.46331787
0.6558838,0.1706543,0.1572876,3.2817383,0.8521118,3.909546,0.4772339,0.19464111,0.50439453,0.49102783,3.6696777,0.62872314,0.92163086,0.02734375,3.6176758,3.9396973,3.4557495,0.38989258,0.5092163,0.5407715,0.6404419,0.4102173,3.6193848,0.52593994,3.975891,3.1339722,0.21380615,3.548645,3.5437622,0.29351807,0.3463745,0.7652588,0.12823486,0.8373413,0.20666504,3.510498,3.888794,3.1724854,3.703003,0.4633789
0.6558838,0.1706543,0.1572876,3.2817383,0.8521118,3.909546,0.4772339,0.19464111,0.50439453,0.49102783,3.6696777,0.62872314,0.92163086,0.02734375,3.6176758,3.9396973,3.4557495,0.38989258,0.5092163,0.5407715,0.6404419,0.4102173,3.6193848,0.52593994,3.975891,3.1339722,0.21380615,3.548645,3.5437622,0.29351807,0.3463745,0.7652588,0.12823486,0.8373413,0.20666504,3.510498,3.888794,3.1724854,3.703003,0.46331787
0.6558838,0.1706543,0.1572876,3.2817383,0.8521118,3.909546,0.4772339,0.19464111,0.5043335,0.49108887,3.6696777,0.62872314,0.92163086,0.02734375,3.6176758,3.9396973,3.4557495,0.38989258,0.5092163,0.5407715,0.6404419,0.4102173,3.6193848,0.52593994,3.975891,3.1339722,0.21380615,3.548584,3.5437622,0.29345703,0.3463745,0.7652588,0.12823486,0.8373413,0.20666504,3.510498,3.888794,3.1724854,3.703003,0.4633789
0.6558838,0.1706543,0.15734863,3.2817383,0.8521118,3.909607,0.4772339,0.19470215,0.5043335,0.4911499,3.6696777,0.6286621,0.92163086,0.027282715,3.6177368,3.9397583,3.4557495,0.38989258,0.50927734,0.5407715,0.6404419,0.4102173,3.6193848,0.526001,3.975891,3.1339722,0.21380615,3.548584,3.5437622,0.29345703,0.3463745,0.7652588,0.1282959,0.8373413,0.206604,3.510498,3.888855,3.1724854,3.703003,0.4633789
0.6558838,0.1706543,0.15734863,3.2817383,0.8521118,3.909607,0.47729492,0.19470215,0.5043335,0.4911499,3.6696777,0.6286621,0.92163086,0.027282715,3.6177368,3.9397583,3.4557495,0.38989258,0.50927734,0.5407715,0.6404419,0.4102173,3.6193848,0.526001,3.975891,3.1339722,0.21380615,3.548584,3.5437012,0.29345703,0.3463745,0.7652588,0.12823486,0.83740234,0.206604,3.510498,3.888794,3.1724854,3.703003,0.46331787
0.6558838,0.1706543,0.15734863,3.2817383,0.8521118,3.909607,0.47729492,0.19470215,0.5043335,0.4911499,3.6696777,0.62872314,0.92163086,0.027282715,3.6176758,3.9397583,3.4557495,0.38989258,0.5092163,0.54071045,0.6404419,0.4102173,3.6193848,0.526001,3.975891,3.1339722,0.21380615,3.548584,3.5437012,0.29345703,0.3463745,0.7652588,0.12823486,0.83740234,0.206604,3.510498,3.888794,3.1724854,3.703003,0.4633789
0.6558838,0.1706543,0.15734863,3.2817383,0.8521118,3.909607,0.4772339,0.19470215,0.5043335,0.4911499,3.6696777,0.62872314,0.92163086,0.027282715,3.6176758,3.9397583,3.4557495,0.38989258,0.5092163,0.54071045,0.6404419,0.4102173,3.6193848,0.526001,3.975891,3.1339722,0.21380615,3.548584,3.5437622,0.29345703,0.3463745,0.7652588,0.12823486,0.83740234,0.206604,3.510498,3.888794,3.1724854,3.703064,0.4633789
0.6558838,0.1706543,0.15734863,3.2817383,0.8521118,3.909668,0.4772339,0.19470215,0.5043335,0.4911499,3.6696777,0.62872314,0.92163086,0.027282715,3.6176758,3.9397583,3.4557495,0.38989258,0.50927734,0.5407715,0.64038086,0.4102173,3.6194458,0.526062,3.975891,3.1339722,0.21386719,3.548645,3.5437012,0.29345703,0.3463745,0.7652588,0.12823486,0.8373413,0.206604,3.510498,3.888794,3.1724854,3.703003,0.46331787
3.296814,3.7767334,3.9990845,0.43981934,0.8521118,3.909668,0.4772339,0.19470215,0.50427246,0.4911499,3.6696777,0.62872314,0.92163086,0.027282715,3.6177368,3.9397583,3.4558105,0.3899536,0.50927734,0.54071045,0.64038086,0.4102173,3.6194458,0.526062,3.975891,3.1339722,0.21386719,3.548645,3.5437012,0.29351807,0.3463745,0.7652588,0.12823486,0.8373413,0.206604,3.510498,3.888794,3.1724854,3.703003,0.46331787
0.6558838,0.1706543,0.15734863,3.2817383,0.8521118,3.909668,0.4772339,0.19470215,0.50427246,0.4911499,3.6696777,0.62872314,0.92163086,0.027282715,3.6177368,3.9397583,3.4558105,0.3899536,0.50927734,0.54071045,0.64038086,0.4102173,3.6194458,0.526062,3.975891,3.1339722,0.21386719,3.548645,3.5437012,0.29351807,0.34643555,0.76519775,0.12823486,0.8373413,0.206604,3.510437,3.888733,3.1724854,3.703064,0.46331787
