A0,A1,A2,A3,B0,B1,B2,B3,C0,C1,C2,C3,D0,D1,D2,D3,E0,E1,E2,E3,F0,F1,F2,F3,G0,G1,G2,G3,H0,H1,H2,H3,I0,I1,I2,I3,J0,J1,J2,J3
0.6558838,0.1706543,0.15740967,3.2817383,0.8521118,3.909668,0.4772339,0.19470215,0.50427246,0.49108887,3.6696777,0.62872314,0.9216919,0.027282715,3.6177368,3.9397583,3.4558105,0.3899536,0.50927734,0.54071045,0.64038086,0.4102173,3.6194458,0.526062,3.975891,3.1339722,0.21386719,3.548645,3.5437012,0.29345703,0.34643555,0.7652588,0.12823486,0.8373413,0.206604,3.510437,3.888733,3.1724854,3.703064,0.46331787
0.6558838,0.1706543,0.15740967,3.2817383,0.8521118,3.909668,0.4772339,0.19470215,0.50427246,0.49108887,3.6696777,0.62872314,0.92163086,0.027282715,3.6177368,3.9397583,3.4558105,0.3899536,0.50927734,0.54071045,0.64038086,0.4102173,3.6194458,0.526062,3.975891,3.1339722,0.21386719,3.548645,3.5437012,0.29351807,0.34643555,0.7652588,0.12823486,0.8373413,0.206604,3.510437,3.888733,3.1724854,3.703064,0.46331787
0.6558838,0.1706543,0.15734863,3.2816772,0.8521118,3.909668,0.4772339,0.19470215,0.50427246,0.49108887,3.6696777,0.6287842,0.9216919,0.027282715,3.6177368,3.9398193,3.4558105,0.39001465,0.50927734,0.5406494,0.6404419,0.4102173,3.6195068,0.526062,3.975891,3.1339722,0.21386719,3.548584,3.5436401,0.29345703,0.3463745,0.7652588,0.12823486,0.8373413,0.206604,3.510437,3.888733,3.1724854,3.703064,0.4633789
0.6558838,0.1706543,0.15734863,3.2816772,0.8521118,3.909668,0.4772339,0.19470215,0.50427246,0.49108887,3.6696777,0.6287842,0.92163086,0.027282715,3.6177368,3.9398193,3.4558716,0.39001465,0.5093384,0.5406494,0.6404419,0.4102173,3.6195068,0.526062,3.975891,3.1339722,0.21386719,3.548645,3.5436401,0.29345703,0.3463745,0.7652588,0.12823486,0.8373413,0.206604,3.510437,3.888733,3.1724854,3.703064,0.4633789
0.6558838,0.1706543,0.15734863,3.2817383,0.8521118,3.909668,0.4772339,0.19470215,0.50427246,0.49108887,3.6696777,0.6287842,0.9216919,0.027282715,3.6177368,3.9398193,3.4558716,0.39001465,0.50927734,0.54071045,0.6404419,0.4102173,3.6195068,0.526062,3.975891,3.1339722,0.21386719,3.548645,3.5436401,0.29345703,0.3463745,0.7652588,0.12823486,0.8373413,0.206604,3.510437,3.888733,3.1724854,3.703064,0.4633789
0.6558838,0.1706543,0.15734863,3.2816772,0.8521118,3.909668,0.4772339,0.19470215,0.50427246,0.49108887,3.6696777,0.6287842,0.92163086,0.027282715,3.6177368,3.9398193,3.4558716,0.39001465,0.50927734,0.54071045,0.6404419,0.4102173,3.6195068,0.526062,3.975891,3.1339722,0.21386719,3.548584,3.5436401,0.29345703,0.3463745,0.7652588,0.12823486,0.8373413,0.206604,3.510437,3.888733,3.1724854,3.703064,0.4633789
0.65582275,0.1706543,0.15734863,3.2816772,0.8521118,3.909668,0.4772339,0.19470215,0.50427246,0.49108887,3.6697388,0.6287842,0.9216919,0.027282715,3.6177368,3.9398193,3.4558716,0.39001465,0.50927734,0.54071045,0.6404419,0.41015625,3.6195068,0.526062,3.975891,3.1339722,0.21386719,3.548645,3.5436401,0.29345703,0.3463745,0.7652588,0.12823486,0.8373413,0.206604,3.510437,3.888733,3.1724854,3.703064,0.4633789
0.6558838,0.17059326,0.15734863,3.2816772,0.8521118,3.909668,0.4772339,0.19470215,0.50427246,0.49108887,3.6697388,0.6287842,0.9216919,0.027282715,3.6177368,3.9398193,3.4558716,0.39001465,0.5093384,0.5406494,0.6404419,0.41015625,3.6195068,0.526062,3.9759521,3.1339722,0.21386719,3.548645,3.5436401,0.293396,0.3463745,0.7652588,0.12823486,0.8373413,0.206604,3.510498,3.888733,3.1724854,3.703064,0.4633789
0.6558838,0.1706543,0.15734863,3.2816772,0.8521118,3.909668,0.4772339,0.19470215,0.50427246,0.49108887,3.6697388,0.6287842,0.9216919,0.027282715,3.6177979,3.9398193,3.4558716,0.39001465,0.5093384,0.5406494,0.6404419,0.4102173,3.6195068,0.526062,3.9759521,3.1339722,0.21386719,3.548645,3.5436401,0.293396,0.3463745,0.7652588,0.12823486,0.8373413,0.206604,3.510498,3.888733,3.1724854,3.703064,0.4633789
0.6558838,0.1706543,0.15734863,3.2816772,0.8521118,3.909668,0.4772339,0.19470215,0.50427246,0.49108887,3.6697388,0.6287842,0.9216919,0.027282715,3.6177979,3.9398193,3.4558716,0.39001465,0.5093384,0.5406494,0.6404419,0.41015625,3.6195068,0.526062,3.9759521,3.1339722,0.21386719,3.548645,3.5436401,0.29345703,0.3463745,0.7652588,0.12823486,0.8373413,0.206604,3.510437,3.888733,3.1724854,3.703064,0.4633789
0.6558838,0.1706543,0.15734863,3.2816772,0.8521118,3.909668,0.4772339,0.19470215,0.50427246,0.49108887,3.6697388,0.6287842,0.9216919,0.027282715,3.6177979,3.9398193,3.4558105,0.39001465,0.50927734,0.5406494,0.6404419,0.41015625,3.6195679,0.526062,3.9759521,3.1339722,0.21386719,3.548645,3.5436401,0.293396,0.34643555,0.7652588,0.12823486,0.83740234,0.206604,3.510498,3.888733,3.1724854,3.703064,0.4633789
0.65582275,0.1706543,0.15734863,3.2816772,0.8521118,3.909668,0.47717285,0.19470215,0.50427246,0.49108887,3.6697388,0.6287842,0.9216919,0.02734375,3.6177979,3.9398804,3.4558105,0.39001465,0.50927734,0.5406494,0.6404419,0.41015625,3.619629,0.52612305,3.9759521,3.1339111,0.21386719,3.548706,3.5436401,0.293396,0.34643555,0.7652588,0.12817383,0.83740234,0.206604,3.510559,3.888794,3.1724243,3.703125,0.46331787
0.65582275,0.1706543,0.15734863,3.2816772,0.8521118,3.909668,0.47717285,0.19470215,0.50427246,0.49108887,3.6697388,0.6287842,0.9216919,0.02734375,3.6177979,3.9398804,3.4558105,0.39001465,0.50927734,0.5406494,0.6404419,0.4102173,3.6195679,0.52612305,3.9759521,3.1339111,0.21386719,3.548706,3.5436401,0.29333496,0.34643555,0.7652588,0.12823486,0.83740234,0.206604,3.510559,3.888794,3.1724243,3.703125,0.46331787
0.6558838,0.1706543,0.15734863,3.2816772,0.8521118,3.909668,0.47717285,0.19470215,0.50427246,0.49102783,3.6697388,0.6288452,0.9216919,0.02734375,3.6177979,3.9398804,3.4558105,0.39001465,0.50927734,0.5406494,0.6404419,0.4102173,3.6195679,0.52612305,3.9759521,3.1339722,0.21386719,3.548706,3.5436401,0.29333496,0.34643555,0.7652588,0.12823486,0.83740234,0.206604,3.510498,3.888794,3.1724243,3.703064,0.46331787
0.6558838,0.1706543,0.1572876,3.2816772,0.8521118,3.909668,0.4772339,0.19470215,0.50427246,0.49102783,3.6697388,0.6288452,0.9216919,0.02734375,3.6177979,3.9398804,3.4558105,0.39001465,0.50927734,0.5406494,0.6404419,0.4102173,3.6195679,0.52612305,3.9759521,3.1339722,0.21386719,3.548645,3.5436401,0.29333496,0.34643555,0.7652588,0.12823486,0.83740234,0.206604,3.510498,3.888794,3.1724243,3.703064,0.46331787
0.6558838,0.1706543,0.15734863,3.2816772,0.8521118,3.909668,0.4772339,0.19470215,0.50427246,0.49102783,3.6697998,0.6288452,0.9216919,0.02734375,3.6177979,3.9398804,3.4558105,0.39001465,0.50927734,0.5406494,0.6404419,0.4102173,3.6195679,0.52612305,3.9759521,3.1339722,0.21386719,3.548645,3.5436401,0.29333496,0.34643555,0.7652588,0.12823486,0.83740234,0.206604,3.510498,3.888794,3.1724243,3.703125,0.46331787
0.6558838,0.1706543,0.15734863,3.2816772,0.8521118,3.909668,0.4772339,0.19470215,0.50427246,0.49102783,3.6697998,0.6288452,0.9216919,0.02734375,3.6177979,3.9398804,3.4558105,0.39001465,0.50927734,0.5406494,0.6404419,0.4102173,3.6195679,0.52612305,3.9759521,3.1339722,0.21386719,3.548645,3.5436401,0.29333496,0.34643555,0.7652588,0.12823486,0.83740234,0.206604,3.510559,3.888794,3.1724243,3.703125,0.46331787
0.6558838,0.1706543,0.15734863,3.2817383,0.8521118,3.909668,0.4772339,0.19470215,0.50427246,0.49102783,3.6697998,0.6288452,0.9216919,0.02734375,3.6177979,3.9398804,3.4558105,0.39001465,0.50927734,0.5406494,0.6404419,0.4102173,3.6195679,0.52612305,3.9759521,3.1339722,0.21386719,3.548645,3.5436401,0.29333496,0.34643555,0.7652588,0.12823486,0.83740234,0.206604,3.510559,3.888794,3.1724243,3.703125,0.46331787
0.6558838,0.17071533,0.15734863,3.2817383,0.8521118,3.909668,0.4772339,0.19470215,0.50427246,0.49102783,3.6697998,0.6288452,0.9216919,0.02734375,3.6177979,3.9398804,3.4558105,0.39001465,0.50927734,0.5406494,0.6404419,0.4102173,3.6195679,0.52612305,3.9759521,3.1339722,0.21386719,3.548645,3.5436401,0.29333496,0.34643555,0.7652588,0.12823486,0.83740234,0.206604,3.510559,3.888794,3.1724243,3.703125,0.46331787
0.6558838,0.1706543,0.15734863,3.2817383,0.85217285,3.909607,0.47717285,0.19464111,0.50427246,0.49102783,3.6697388,0.6288452,0.9216919,0.02734375,3.6177368,3.9398804,3.4558105,0.39007568,0.50927734,0.5406494,0.64038086,0.41027832,3.6195679,0.52612305,3.9759521,3.1339722,0.21386719,3.548584,3.543579,0.29333496,0.3463745,0.7652588,0.12823486,0.83740234,0.206604,3.510498,3.888794,3.1724854,3.703125,0.4633789
0.6558838,0.17059326,0.1572876,3.2816772,0.8521118,3.909607,0.47717285,0.19470215,0.5042114,0.49108887,3.6697998,0.6288452,0.9216919,0.02734375,3.6177368,3.9398804,3.4558105,0.39007568,0.50927734,0.5406494,0.64038086,0.41027832,3.6195679,0.52612305,3.9759521,3.1339722,0.21386719,3.548645,3.543579,0.29333496,0.34643555,0.7652588,0.12823486,0.83740234,0.206604,3.510498,3.888794,3.1724854,3.703125,0.4633789
0.6558838,0.17059326,0.1572876,3.2816772,0.8521118,3.909607,0.47717285,0.19470215,0.5042114,0.49108887,3.6697998,0.6288452,0.9216919,0.02734375,3.6177368,3.9398804,3.4558105,0.39007568,0.50927734,0.5406494,0.64038086,0.41027832,3.6195679,0.52612305,3.975891,3.1339722,0.21386719,3.548645,3.543579,0.29333496,0.34643555,0.7652588,0.12823486,0.83740234,0.206604,3.510559,3.888794,3.1724854,3.703125,0.4633789
0.6558838,0.17059326,0.1572876,3.2816772,0.8521118,3.909668,0.47717285,0.19470215,0.5042114,0.49108887,3.6697998,0.6288452,0.9216919,0.02734375,3.6177368,3.9398804,3.4558105,0.39007568,0.50927734,0.5406494,0.64038086,0.41027832,3.6195679,0.52612305,3.975891,3.1339722,0.21386719,3.548645,3.543579,0.29333496,0.34643555,0.7652588,0.12823486,0.83740234,0.206604,3.510559,3.888794,3.1724854,3.703125,0.4633789
