millis,A0,A1,A2,B0,B1,B2,C0,C1,C2,D0,D1,D2,E0,E1,E2,F0,F1,F2,G0,G1,G2,H0,H1,H2,I0,I1,I2,J0,J1,J2
4657,-83.66173,-2.4827838,-0.69683826,85.12652,14.298345,9.772216,-9.61252,5.0759234,-0.17244151,-104.91761,19.563217,0.44917557,-20.916033,-0.40422374,5.9468565,-30.73711,13.600651,1.8119115,-1.2110776,-4.052412,16.071028,112.23833,0.2935064,4.9625382,144.58456,33.764572,-3.3822677,107.66581,45.190063,-9.890378
4719,-83.67214,-2.4828556,-0.6966276,85.14749,14.286644,9.7657995,-9.646979,5.0757413,-0.17398024,-104.806206,19.569897,0.4480127,-20.964367,-0.40851974,5.9481997,-30.81256,13.596228,1.8111019,-1.1660591,-4.0789423,16.084496,112.32168,0.26461267,4.9627757,144.71611,33.75099,-3.3806922,108.107254,45.19231,-9.891092
4736,-83.68199,-2.4829967,-0.69655824,85.14748,14.281602,9.761293,-9.660761,5.075668,-0.17459568,-104.76374,19.567661,0.44523326,-20.977541,-0.40907824,5.941249,-30.841442,13.596642,1.8076788,-1.1432775,-4.095736,16.083828,112.34529,0.25364387,4.9606895,144.76073,33.74922,-3.3833659,108.26303,45.19303,-9.882609
4797,-83.682556,-2.4829276,-0.6964169,85.169075,14.264136,9.760383,-9.704172,5.076345,-0.16951592,-104.65244,19.570173,0.44957936,-21.019775,-0.40687084,5.941359,-30.922596,13.594822,1.8134645,-1.0990555,-4.1151333,16.096247,112.43048,0.24043325,4.959133,144.88268,33.73934,-3.3918781,108.7091,45.20435,-9.885778
4816,-83.682556,-2.4829276,-0.6964169,85.16952,14.258061,9.756146,-9.717952,5.076272,-0.17013144,-104.61944,19.568684,0.4458656,-21.04242,-0.40446094,5.9484606,-30.945934,13.597116,1.817568,-1.0772517,-4.1250095,16.09553,112.4558,0.23934236,4.959189,144.93085,33.74668,-3.3878205,108.8599,45.206398,-9.885871
4876,-83.68258,-2.488138,-0.69175076,85.19067,14.236591,9.750448,-9.761084,5.083322,-0.17260621,-104.50802,19.571188,0.45021647,-21.084316,-0.409116,5.9498506,-31.026709,13.593523,1.8166575,-1.0254158,-4.152495,16.100779,112.53974,0.23952891,4.965097,145.06107,33.7414,-3.3886619,109.32785,45.2095,-9.881162
4896,-83.6924,-2.4830687,-0.6963474,85.20114,14.230744,9.747231,-9.775163,5.0838423,-0.16626018,-104.47396,19.576107,0.45141333,-21.1073,-0.4079894,5.9500847,-31.055553,13.593933,1.8132346,-1.0036112,-4.162372,16.10005,112.57467,0.24400319,4.961448,145.10101,33.74416,-3.3922813,109.47885,45.21155,-9.881234
4958,-83.69298,-2.4829993,-0.6962063,85.21205,14.218824,9.739769,-9.816488,5.0836225,-0.16810939,-104.36318,19.57639,0.44537255,-21.149855,-0.40706998,5.943327,-31.136564,13.597045,1.8104881,-0.95275414,-4.1829433,16.105242,112.65841,0.23642758,4.955736,145.23123,33.73888,-3.3931332,109.93931,45.208763,-9.884442
4976,-83.70282,-2.4831405,-0.6961367,85.222534,14.218018,9.741057,-9.830262,5.0835485,-0.16872574,-104.31981,19.576372,0.45298886,-21.162672,-0.40634814,5.9432425,-31.159883,13.599347,1.8145868,-0.930949,-4.192821,16.104498,112.68375,0.23921326,4.9616017,145.27286,33.743534,-3.397457,110.08564,45.21786,-9.889012
5036,-83.7138,-2.483143,-0.6957848,85.233444,14.206101,9.733591,-9.873393,5.0905967,-0.17120999,-104.21017,19.573391,0.45317045,-21.210953,-0.41064253,5.9445953,-31.24085,13.602458,1.8118336,-0.88009185,-4.213397,16.109663,112.76765,0.24133159,4.957821,145.4086,33.745457,-3.3980324,110.54571,45.218838,-9.88639
5056,-83.7138,-2.483143,-0.6957848,85.24391,14.200255,9.730367,-9.887163,5.090523,-0.17182714,-104.17497,19.577381,0.45363685,-21.227535,-0.4098778,5.944872,-31.269665,13.602859,1.8084075,-0.86522794,-4.222288,16.109165,112.7929,0.24024081,4.9578733,145.44962,33.743702,-3.393524,110.70328,45.21566,-9.883703
5118,-83.71358,-2.4982262,-0.69165635,85.26548,14.177763,9.724907,-9.930266,5.0836463,-0.17311381,-104.0652,19.574398,0.4538155,-21.27613,-0.40730777,5.9449344,-31.344793,13.601169,1.8150234,-0.80742913,-4.243856,16.114046,112.87661,0.24041091,4.963783,145.58536,33.745625,-3.3940966,111.175644,45.216846,-9.886468
5178,-83.73687,-2.665613,-0.8042377,85.31734,14.15789,9.635321,-9.971521,5.0625386,-0.1731492,-103.955315,19.571415,0.45398897,-21.31765,-0.41065958,5.953199,-31.425116,13.590865,1.815981,-0.75697213,-4.26484,16.113224,112.96165,0.23302838,4.9582925,145.71558,33.74035,-3.3949654,111.6475,45.221714,-9.883381
5197,-83.71548,-2.6695688,-0.8197696,85.32858,14.131481,9.633782,-9.985584,5.063071,-0.16680174,-103.920074,19.575405,0.45446408,-21.334234,-0.40989345,5.953475,-31.454218,13.593072,1.8192477,-0.7418029,-4.273575,16.119629,112.99476,0.23151417,4.958276,145.75725,33.745018,-3.3992712,111.80688,45.220352,-9.882447
