millis,A0,A1,A2,B0,B1,B2,C0,C1,C2,D0,D1,D2,E0,E1,E2,F0,F1,F2,G0,G1,G2,H0,H1,H2,I0,I1,I2,J0,J1,J2
2019,141.43617,54.148026,8.252442,-74.42323,46.508102,17.684277,-162.12195,-41.044228,-1.4918299,68.983635,-4.9242687,-14.907482,130.15654,-24.386023,49.871346,-113.692375,-23.485731,17.995823,-138.7297,9.270065,-62.40523,55.213505,-42.45669,32.116776,171.15398,39.467396,-9.97854,15.6810055,37.74944,26.286198
2046,141.43617,54.148026,8.252442,-74.41834,46.511044,17.688517,-162.11423,-41.04621,-1.4946303,68.983635,-4.9242687,-14.907482,130.15654,-24.386023,49.871346,-113.692375,-23.485731,17.995823,-141.38799,10.452951,-69.98456,55.213505,-42.45669,32.116776,171.15398,39.467396,-9.97854,15.6810055,37.74944,26.286198
2065,141.43748,54.151264,8.252123,-74.41834,46.511044,17.688517,-162.11423,-41.04621,-1.4946303,68.983635,-4.9242687,-14.907482,130.15654,-24.386023,49.871346,-113.692375,-23.485731,17.995823,-141.6158,10.543398,-70.59342,55.213505,-42.45669,32.116776,171.15398,39.467396,-9.97854,15.6810055,37.74944,26.286198
2087,141.43617,54.148026,8.252442,-74.41834,46.511044,17.688517,-162.11423,-41.04621,-1.4946303,68.983635,-4.9242687,-14.907482,130.15654,-24.386023,49.871346,-113.692375,-23.485731,17.995823,-139.4382,9.538507,-64.27482,55.213505,-42.45669,32.116776,171.1544,39.46094,-9.978361,15.6810055,37.74944,26.286198
2100,141.43617,54.148026,8.252442,-74.42249,46.502544,17.688921,-162.11423,-41.04621,-1.4946303,68.983635,-4.9242687,-14.907482,130.15654,-24.386023,49.871346,-113.692375,-23.485731,17.995823,175.14345,-2.5863912,69.32982,55.218018,-42.455593,32.112522,171.1544,39.46094,-9.978361,15.6810055,37.74944,26.286198
2115,141.43617,54.148026,8.252442,-74.42249,46.502544,17.688921,-162.11423,-41.04621,-1.4946303,68.9801,-4.921193,-14.913488,130.15654,-24.386023,49.871346,-113.692375,-23.485731,17.995823,178.7804,-2.0941343,77.47467,55.221058,-42.457203,32.109093,171.15398,39.467396,-9.97854,15.6810055,37.74944,26.286198
2137,141.43617,54.148026,8.252442,-74.41834,46.511044,17.688517,-162.11423,-41.04621,-1.4946303,68.9801,-4.921193,-14.913488,130.15654,-24.386023,49.871346,-113.692375,-23.485731,17.995823,176.37883,-2.4738307,71.84316,55.221058,-42.457203,32.109093,171.15398,39.467396,-9.97854,15.6810055,37.74944,26.286198
2147,141.43617,54.148026,8.252442,-74.41834,46.511044,17.688517,-162.11423,-41.04621,-1.4946303,68.981514,-4.9251857,-14.907734,130.15654,-24.386023,49.871346,-113.692375,-23.485731,17.995823,173.60101,-2.758837,66.19338,55.221058,-42.457203,32.109093,171.15398,39.467396,-9.97854,15.6810055,37.74944,26.286198
2159,141.43617,54.148026,8.252442,-74.41834,46.511044,17.688517,-162.11201,-41.052704,-1.4953746,68.97191,-4.9254603,-14.906813,130.15654,-24.386023,49.871346,-113.692375,-23.485731,17.995823,177.1779,-2.3580334,73.64072,55.221058,-42.457203,32.109093,171.15398,39.467396,-9.97854,15.6810055,37.74944,26.286198
2167,141.43617,54.148026,8.252442,-74.41834,46.511044,17.688517,-162.11201,-41.052704,-1.4953746,68.97191,-4.9254603,-14.906813,130.15654,-24.386023,49.871346,-113.692375,-23.485731,17.995823,-179.6311,-1.8327153,81.276115,55.213505,-42.45669,32.116776,171.15082,39.46851,-9.971994,15.6810055,37.74944,26.286198
2185,141.44269,54.14185,8.254116,-74.41834,46.511044,17.688517,-162.11201,-41.052704,-1.4953746,68.983635,-4.9242687,-14.907482,130.15654,-24.386023,49.871346,-113.692375,-23.485731,17.995823,151.41647,6.489503,39.949688,55.213505,-42.45669,32.116776,171.15398,39.467396,-9.97854,15.6810055,37.74944,26.286198
2217,141.44269,54.14185,8.254116,-74.42249,46.502544,17.688921,-162.11201,-41.052704,-1.4953746,68.983635,-4.9242687,-14.907482,130.1603,-24.382036,49.877327,-113.69369,-23.490923,18.001116,151.41647,6.489503,39.949688,55.218018,-42.455593,32.112522,171.15398,39.467396,-9.97854,15.676296,37.746944,26.292555
2239,141.44269,54.14185,8.254116,-74.42249,46.502544,17.688921,-162.11201,-41.052704,-1.4953746,68.97191,-4.9254603,-14.906813,130.1603,-24.382036,49.877327,-113.69369,-23.490923,18.001116,151.41647,6.489503,39.949688,55.218018,-42.455593,32.112522,171.15398,39.467396,-9.97854,15.676296,37.746944,26.292555
2284,141.44269,54.14185,8.254116,-74.42323,46.508102,17.684277,-162.12073,-41.053135,-1.4929487,68.97191,-4.9254603,-14.906813,130.1603,-24.382036,49.877327,-113.69214,-23.48911,18.00113,151.41647,6.489503,39.949688,55.221058,-42.457203,32.109093,171.15358,39.473843,-9.978716,15.667439,37.74943,26.290222
2302,141.44269,54.14185,8.254116,-74.42323,46.508102,17.684277,-162.12073,-41.053135,-1.4929487,68.97212,-4.9197984,-14.902951,130.1603,-24.382036,49.877327,-113.692375,-23.485731,17.995823,151.41647,6.489503,39.949688,55.218018,-42.455593,32.112522,171.15358,39.473843,-9.978716,15.673073,37.745445,26.290829
2321,141.44269,54.14185,8.254116,-74.42323,46.508102,17.684277,-162.12073,-41.053135,-1.4929487,68.97212,-4.9197984,-14.902951,130.1603,-24.382036,49.877327,-113.69412,-23.479885,17.999998,151.41647,6.489503,39.949688,55.218018,-42.455593,32.112522,171.15358,39.473843,-9.978716,15.664218,37.747936,26.288492
2338,141.44269,54.14185,8.254116,-74.42323,46.508102,17.684277,-162.11852,-41.05962,-1.4936924,68.97212,-4.9197984,-14.902951,130.16667,-24.377493,49.876404,-113.69412,-23.479885,17.999998,151.41647,6.489503,39.949688,55.218018,-42.455593,32.112522,171.15358,39.473843,-9.978716,15.664218,37.747936,26.288492
