millis,A0,A1,A2,B0,B1,B2,C0,C1,C2,D0,D1,D2,E0,E1,E2,F0,F1,F2,G0,G1,G2,H0,H1,H2,I0,I1,I2,J0,J1,J2
2378,-9.911888,-12.442803,73.20633,-51.78342,-58.949352,-10.218356,-24.189566,30.255753,57.965298,-21.846182,14.392018,69.118774,-11.945847,-25.210499,6.279555,-118.614044,34.80322,-49.568092,-16.571405,14.548383,46.935146,-168.17131,4.659129,84.86346,-137.73097,-1.733646,75.547104,157.93042,18.71999,68.81356
2444,-10.251676,-12.420489,73.03172,-27.029024,37.198006,45.244244,-24.264355,30.135551,58.156933,-21.909988,14.420761,68.9154,27.485264,-44.39722,-15.669224,-116.742584,32.736134,-54.390812,-16.5955,14.260955,47.14722,-170.60063,4.596145,85.00854,-137.45462,-1.6748779,75.48276,157.87662,18.788395,68.80006
2467,-10.698007,-12.445788,72.94128,-52.191616,51.405716,7.8509088,-24.317575,30.155113,58.185966,-21.974781,14.369027,68.85602,157.066,1.1164916,18.55109,175.96483,30.707396,38.47657,-16.64357,14.524043,47.24978,-171.27007,4.5982914,85.06141,-137.071,-1.4801408,75.452835,157.6939,18.954782,68.67531
2548,-10.66888,-12.025212,73.09314,51.42602,72.27651,16.692019,-24.78568,30.291096,58.115837,-22.31435,14.933685,68.365005,50.597645,49.254646,13.730337,-124.984535,37.83241,-37.53471,-16.90162,13.929528,47.60489,-173.88615,4.837485,84.89055,-135.98553,-1.3488148,75.4299,157.49457,19.049778,68.587845
2631,-11.160539,-12.347709,72.771835,-36.25387,-61.665737,-17.722702,-24.565145,30.106907,58.322853,-22.171078,14.600026,68.45875,-54.934227,-47.803257,16.1196,165.41435,28.85354,45.28743,-16.737015,14.226401,47.587734,-174.75175,4.6176214,85.15764,-136.04724,-1.4223863,75.28628,157.57358,19.06063,68.65296
2669,-11.010629,-12.435651,72.79141,-16.804358,-62.63497,-27.364897,-24.4266,30.089128,58.288452,-22.030422,14.477129,68.64026,-27.178345,13.134731,52.56555,152.07304,23.509178,57.818523,-16.728228,14.363405,47.39462,-173.60309,4.5543804,85.18724,-136.21756,-1.5213927,75.37819,157.65134,18.96103,68.70752
2769,-10.41776,-12.15911,73.24569,-0.70350116,31.776878,58.203865,-24.611712,30.379864,57.92354,-22.071314,14.71028,68.72152,35.801983,3.540664,55.780212,-174.81631,33.57752,30.539068,-17.002392,14.3067,46.989338,-171.49065,4.8101177,84.80724,-136.70541,-1.6195105,75.85049,157.62299,18.76746,68.66088
2787,-10.251054,-12.145059,73.32651,-36.37779,-51.35103,-28.991339,-24.643848,30.444454,57.855362,-22.092258,14.724185,68.74413,-56.649517,-48.144943,37.804443,129.47331,15.122308,74.87555,-17.044659,14.400387,46.89329,-170.91486,4.854247,84.725235,-137.04446,-1.565867,75.881355,157.57877,18.814157,68.59272
2888,-10.712295,-11.78377,73.443115,31.655869,42.163906,47.75198,-25.054617,30.630592,57.748158,-22.409138,15.100778,68.39238,-54.53232,20.126265,12.063154,119.4917,8.816141,72.06992,-17.363232,14.482534,47.200237,-173.17357,5.1099973,84.59117,-136.23201,-1.1346513,75.83681,157.1563,19.172926,68.29051
2908,-10.811043,-11.710356,73.430405,-4.448699,28.646784,58.754787,-25.14208,30.617281,57.807343,-22.488394,15.155543,68.26499,-26.077694,62.21128,27.305946,-161.84196,36.51228,19.01676,-17.415691,14.361411,47.320095,-173.89662,5.148344,84.56881,-135.80682,-0.990828,75.78815,157.03473,19.27901,68.21695
3007,-10.710075,-11.52779,73.34717,-20.61661,63.800236,25.905067,-25.27293,30.424698,58.075233,-22.61122,15.3837385,67.85623,-16.780527,-56.75796,-32.45942,-165.20665,36.406647,22.584478,-17.44385,13.891361,47.672695,-176.85469,5.107123,84.70057,-133.76077,-1.0015314,75.73794,156.92685,19.281858,68.29932
3028,-10.39638,-11.556488,73.44829,-50.58505,-71.33578,-0.26820844,-25.152544,30.392534,58.072556,-22.496319,15.263594,68.00037,35.306057,36.548508,-6.1303144,123.22331,13.786895,75.439026,-17.432264,13.957088,47.420406,-176.04642,5.07826,84.69069,-133.99687,-1.1737884,75.886345,157.02542,19.135431,68.37941
