millis,A0,A1,A2,B0,B1,B2,C0,C1,C2,D0,D1,D2,E0,E1,E2,F0,F1,F2
33249,-120.21368,-2.6164172,-64.15125,102.64272,9.203076,-62.467525,134.08405,5.078335,0.8912756,-88.48724,8.310264,-1.3675973,92.42176,1.5826532,-2.0783455,13.45805,-1.9644597,-3.3248644
33259,-123.6958,-3.3863764,-63.816,98.93262,8.365223,-62.472736,134.09035,5.080813,0.89808714,-88.46837,8.29575,-1.3713292,92.411766,1.5826823,-2.0883722,13.464581,-1.9634136,-3.3319018
33270,-126.61196,-3.8869977,-63.321373,95.65026,7.67428,-62.432114,134.08385,5.08105,0.89770985,-88.44892,8.286106,-1.3700548,92.40209,1.5825049,-2.0885127,13.46426,-1.9850652,-3.3274095
33281,-129.4979,-4.102413,-62.862972,91.93061,7.238724,-62.38317,134.07547,5.08098,0.897403,-88.43004,8.271592,-1.373796,92.3924,1.5823272,-2.088653,13.463806,-2.0214286,-3.3176074
33292,-132.39807,-4.0076394,-62.353977,87.80938,6.8327165,-62.35578,134.06946,5.074779,0.8997504,-88.410576,8.266945,-1.3773786,92.38283,1.5771239,-2.0837984,13.463759,-2.0136576,-3.3237326
33302,-135.32907,-3.8846467,-61.981068,83.426414,6.3614116,-62.41347,134.06107,5.0747094,0.8994439,-88.400566,8.267055,-1.3766638,92.37283,1.5819911,-2.0887752,13.457502,-1.9852812,-3.3273127
33312,-138.41142,-3.7311401,-61.79114,78.59462,5.958476,-62.47263,134.05267,5.0746393,0.8991373,-88.3811,8.262408,-1.3802484,92.363144,1.5818137,-2.0889156,13.450882,-1.9707866,-3.3325272
33323,-141.40268,-3.522841,-61.61847,73.84345,5.578603,-62.425594,134.05443,5.07595,0.88347423,-88.36107,8.262628,-1.3788193,92.36335,1.5817949,-2.0890744,13.451248,-1.956905,-3.330896
33333,-143.96553,-3.4405453,-61.35835,70.02623,4.993719,-62.213543,134.04622,5.073162,0.8767347,-88.34159,8.252982,-1.3775597,92.353645,1.5864606,-2.0841665,13.444446,-1.9493513,-3.336928
33345,-146.16974,-3.8587391,-60.963467,67.50567,3.9711812,-61.72663,134.03781,5.0730915,0.8764287,-88.31263,8.233583,-1.3757628,92.34377,1.5814586,-2.0891964,13.435952,-1.9139425,-3.3394854
33355,-148.28754,-4.9764466,-60.3071,66.1529,2.5203161,-60.917522,134.03781,5.0730915,0.8764287,-88.29089,8.243386,-1.3544389,92.34397,1.5814399,-2.0893552,13.4291935,-1.9141588,-3.339393
33365,-150.3088,-6.6079097,-59.26908,65.485176,0.8356637,-59.867474,134.02943,5.0730205,0.87612283,-88.26957,8.263737,-1.3523575,92.334274,1.5861063,-2.084448,13.429377,-1.907218,-3.3385782
33376,-152.14865,-8.485631,-57.964375,65.04924,-0.8946588,-58.69221,134.03131,5.0733266,0.8760514,-88.24909,8.268399,-1.3462138,92.32439,1.5859475,-2.0844297,13.422803,-1.9004933,-3.337672
33387,-153.9059,-10.414045,-56.621517,64.52007,-2.5051997,-57.37594,134.03131,5.0733266,0.8760514,-88.23835,8.27878,-1.3450149,92.314705,1.5809257,-2.089617,13.422435,-1.9143752,-3.3393006
