millis,A0,A1,A2,B0,B1,B2
2406,-164.22696,3.6577103,5.9590473,9.957761,23.68092,-22.169214
2417,-164.22696,3.6577103,5.9590473,9.985142,24.6645,-21.890528
2425,-164.22696,3.6577103,5.9590473,9.90992,25.493088,-21.50578
2437,-164.22679,3.6508005,5.958101,9.701247,26.223757,-21.060722
2445,-164.22655,3.6517942,5.951184,9.466187,27.133333,-20.5598
2454,-164.22655,3.6517942,5.951184,9.206809,28.325426,-19.876703
2468,-164.22655,3.6517942,5.951184,8.716458,29.447906,-18.902168
2474,-164.22679,3.6508005,5.958101,7.870519,30.190968,-17.644024
2485,-164.2267,3.658704,5.952132,6.8522906,30.716837,-16.14564
2496,-164.2267,3.658704,5.952132,5.851086,31.316874,-14.52719
2508,-164.22646,3.6596975,5.9452157,4.8931003,31.915403,-12.830664
2516,-164.21967,3.6652222,5.953252,4.02259,32.23833,-11.131401
2526,-164.21967,3.6652222,5.953252,2.9690664,32.27948,-9.2768135
2535,-164.21957,3.6731257,5.9472837,1.8025938,32.396885,-7.283231
2545,-164.21957,3.6731257,5.9472837,0.4364796,32.79628,-5.1663227
2555,-164.21957,3.6731257,5.9472837,-1.2049061,33.386093,-2.9973984
2566,-164.21957,3.6731257,5.9472837,-3.006884,34.0749,-0.778015
2575,-164.21982,3.672132,5.9542,-4.86988,34.890224,1.5141202
2586,-164.21982,3.672132,5.9542,-6.7924175,35.66756,3.821559
2595,-164.21957,3.6731257,5.9472837,-8.690525,36.185028,5.961221
2604,-164.21252,3.6796443,5.948405,-10.073259,36.371777,7.731053
2616,-164.21269,3.6865537,5.949353,-10.970565,36.397133,9.220316
2624,-164.2193,3.6741202,5.940367,-11.396641,36.309387,10.457657
2636,-164.24626,3.6488657,5.9285827,-11.621383,36.1053,11.582589
2645,-164.25348,3.6492555,5.928411,-11.885267,35.797825,12.616404
2655,-164.25374,3.6482635,5.935328,-12.199729,35.51341,13.539993
2665,-164.25374,3.6482635,5.935328,-12.475932,35.395527,14.224176
2679,-164.25357,3.6413538,5.9343815,-12.653938,35.428974,14.619009
2685,-164.25357,3.6413538,5.9343815,-12.685966,35.394276,14.697334
2694,-164.25357,3.6413538,5.9343815,-12.533894,35.179485,14.5451
2705,-164.25374,3.6482635,5.935328,-12.176086,34.864964,14.335889
2715,-164.25357,3.6413538,5.9343815,-11.6654005,34.530216,14.123798
2730,-164.25374,3.6482635,5.935328,-11.11822,34.198174,13.9123745
2735,-164.25357,3.6413538,5.9343815,-10.599446,33.899574,13.714321
2745,-164.25374,3.6482635,5.935328,-10.062853,33.63942,13.524903
2754,-164.25374,3.6482635,5.935328,-9.402926,33.45198,13.338621
2765,-164.25392,3.6551735,5.936274,-8.490254,33.361595,13.025604
2776,-164.25374,3.6482635,5.935328,-7.3606052,33.393604,12.497915
2785,-164.25374,3.6482635,5.935328,-5.9834795,33.503334,11.762799
2796,-164.25348,3.6492555,5.928411,-4.380857,33.606155,10.825787
2807,-164.24611,3.6419554,5.927637,-2.4979758,33.553448,9.86043
2815,-164.24637,3.6409638,5.9345527,-0.2823437,33.180344,8.726358
2826,-164.25342,3.6344435,5.9334354,2.3014522,32.463512,7.1665025
2838,-164.25366,3.6334517,5.9403524,5.4105783,31.42479,5.079682
2845,-164.25392,3.6324596,5.9472685,8.515127,30.12174,2.587441
2856,-164.268,3.619421,5.945036,11.500773,28.88561,-0.20398016
2864,-164.2675,3.5986896,5.9422,14.297413,28.069426,-3.146518
2879,-164.26765,3.6055999,5.9431458,16.78541,27.689417,-6.016386
2884,-164.26791,3.6046095,5.9500628,18.945839,27.49727,-8.691617
2894,-164.26784,3.61251,5.9440913,20.532103,27.183472,-10.9708185
2905,-164.26784,3.61251,5.9440913,21.654827,26.92092,-12.824574
2922,-164.26765,3.6055999,5.9431458,22.726732,27.240452,-14.345799
2925,-164.26826,3.6184301,5.9519534,23.84714,28.115795,-15.680602
2935,-164.26732,3.591779,5.9412546,24.862663,28.994928,-17.07071
2945,-164.2596,3.593371,5.9275894,25.706629,29.613512,-18.677416
2954,-164.2596,3.593371,5.9275894,26.537262,30.242435,-20.355658
2966,-164.26732,3.591779,5.9412546,27.433653,31.1628,-21.861313
2975,-164.26732,3.591779,5.9412546,28.466442,32.51823,-23.026869
2984,-164.26706,3.5927699,5.9343376,29.610783,34.1147,-23.912987
2994,-164.26706,3.5927699,5.9343376,30.741625,35.615204,-24.813856
3005,-164.26689,3.5858588,5.933392,31.886484,36.982353,-26.000397
3016,-164.26715,3.5848687,5.9403095,33.00132,38.231426,-27.614237
3027,-164.26689,3.5858588,5.933392,33.96149,39.29566,-29.623116
3035,-164.26689,3.5858588,5.933392,34.777565,40.203945,-31.813374
3044,-164.26689,3.5858588,5.933392,35.402317,40.93759,-33.80307
3056,-164.26689,3.5858588,5.933392,35.74146,41.25025,-35.449654
3064,-164.27435,3.5852585,5.940141,35.698856,40.88118,-37.053947
3077,-164.27435,3.5852585,5.940141,35.62129,40.385796,-38.596867
3086,-164.26715,3.5848687,5.9403095,36.023037,40.395554,-40.045654
3102,-164.27408,3.5862486,5.9332247,36.54661,40.484493,-41.861557
3105,-164.27435,3.5852585,5.940141,36.902233,40.310993,-43.925404
3116,-164.27408,3.5862486,5.9332247,37.14346,39.967693,-45.83058
3125,-164.27408,3.5862486,5.9332247,37.204414,39.457848,-47.50339
3134,-164.26689,3.5858588,5.933392,37.164032,38.92935,-48.781425
3145,-164.26689,3.5858588,5.933392,37.12762,38.51177,-49.599583
3156,-164.26689,3.5858588,5.933392,37.177513,38.286434,-49.98812
3165,-164.26689,3.5858588,5.933392,37.168427,38.08229,-50.25068
3176,-164.26706,3.5927699,5.9343376,37.037857,37.823147,-50.57712
3185,-164.26706,3.5927699,5.9343376,36.833214,37.54826,-50.946297
3196,-164.26706,3.5927699,5.9343376,36.59931,37.277397,-51.365288
3205,-164.26715,3.5848687,5.9403095,36.333344,36.99394,-51.795933
3221,-164.26706,3.5927699,5.9343376,35.901558,36.514618,-52.24842
3225,-164.26689,3.5858588,5.933392,35.122646,35.600456,-52.873123
3236,-164.26689,3.5858588,5.933392,34.133503,34.38038,-53.598484
3245,-164.26715,3.5848687,5.9403095,33.074963,32.954845,-54.344757
3255,-164.26715,3.5848687,5.9403095,31.823282,31.117096,-55.228603
3268,-164.26689,3.5858588,5.933392,30.220068,28.601221,-56.36581
3275,-164.26715,3.5848687,5.9403095,28.245424,25.184374,-57.702988
3287,-164.26715,3.5848687,5.9403095,26.082949,20.849962,-58.98267
3298,-164.26715,3.5848687,5.9403095,24.031294,15.880559,-59.865627
3304,-164.26715,3.5848687,5.9403095,22.315351,10.620402,-60.110306
3314,-164.27461,3.5842686,5.947058,21.138105,5.537546,-59.710674
3330,-164.27446,3.577358,5.9461136,20.507761,0.7875098,-58.851273
3334,-164.27307,3.5712721,5.9378614,20.378405,-3.598987,-57.496292
3345,-164.27325,3.5781825,5.938807,20.48315,-7.435775,-55.77448
3355,-164.28029,3.5716622,5.9376945,20.23704,-10.831819,-53.90421
3366,-164.28072,3.5775828,5.945556,19.380415,-13.866197,-51.994152
3375,-164.27307,3.5712721,5.9378614,18.116814,-16.83842,-49.99996
3385,-164.27307,3.5712721,5.9378614,16.85285,-20.10413,-47.851112
3395,-164.27435,3.5852585,5.940141,15.744438,-23.512196,-45.708096
3405,-164.27264,3.565352,5.93,14.737267,-26.369762,-43.88548
3415,-164.26663,3.5868495,5.9264755,13.992835,-28.829702,-42.3113
3425,-164.27283,3.5722623,5.930945,13.875785,-31.63122,-40.50139
3435,-164.28001,3.5726519,5.930778,14.721563,-34.978603,-38.18986
3445,-164.27986,3.565741,5.929833,16.371252,-38.08646,-35.68925
3455,-164.27986,3.565741,5.929833,17.79016,-40.2422,-33.39466
3465,-164.27968,3.5588303,5.9288883,18.05382,-41.764046,-31.59345
3476,-164.27986,3.565741,5.929833,17.262367,-43.165977,-30.18066
3485,-164.27986,3.565741,5.929833,16.057066,-44.625168,-28.956541
3495,-164.28029,3.5716622,5.9376945,14.988932,-45.999752,-27.768507
3505,-164.25323,3.5821059,5.9544787,14.163179,-47.06864,-26.556479
3516,-164.24596,3.589617,5.948677,13.405161,-47.68856,-25.38723
3525,-164.24551,3.5836985,5.9408126,12.509242,-48.2001,-24.014517
3537,-164.25299,3.5830972,5.9475617,11.332296,-48.752914,-22.270927
3549,-164.25385,3.5949345,5.963288,9.722587,-48.748947,-20.483515
3556,-164.25421,3.6087544,5.96518,7.5518694,-47.98081,-18.821619
3567,-164.24663,3.6172569,5.952463,4.873116,-46.515118,-17.310701
3577,-164.24648,3.6103475,5.9515166,2.0865104,-43.711372,-16.209934
3586,-164.24663,3.6172569,5.952463,-0.3472029,-39.318737,-15.689796
3596,-164.24663,3.6172569,5.952463,-2.1665022,-33.991627,-15.689748
3605,-164.24663,3.6172569,5.952463,-3.366753,-28.45495,-16.113323
3617,-164.24663,3.6172569,5.952463,-3.8075395,-22.732061,-16.87447
3626,-164.25366,3.610738,5.951347,-3.5194385,-16.437626,-17.606676
3638,-164.25392,3.6097465,5.9582634,-2.7159712,-9.05883,-18.125198
3647,-164.25392,3.6097465,5.9582634,-1.6148949,-0.3851661,-18.584276
3662,-164.25392,3.6097465,5.9582634,-0.29968137,9.2344475,-19.06069
3666,-164.25392,3.6097465,5.9582634,1.413821,19.166637,-19.487967
3676,-164.25412,3.6166568,5.95921,2.8129785,27.06719,-19.353569
3686,-164.25421,3.6087544,5.96518,2.4930353,30.088022,-19.457174
3698,-164.24155,3.6654038,5.9596505,2.6448708,32.67947,-19.123638
3711,-164.24113,3.6367705,5.96278,4.731922,38.589188,-18.186443
3716,-164.2265,3.6745114,5.9401946,7.949188,45.483288,-17.327858
3728,-164.21852,3.6771026,5.9196186,11.112435,50.67007,-16.921843
3736,-164.23338,3.661082,5.938127,14.849894,55.00786,-16.45195
3746,-164.248,3.6460574,5.949722,20.547224,59.950886,-15.377252
3757,-164.24767,3.6360025,5.969135,26.769907,64.20145,-14.185407
3766,-164.24922,3.648998,5.978335,29.58309,65.73724,-13.512713
3778,-164.24208,3.663418,5.9734836,28.014084,64.92804,-13.184311
3788,-164.24155,3.6654038,5.9596505,24.567307,63.512676,-12.731341
3797,-164.24174,3.672314,5.960597,20.714529,62.24759,-12.220136
3806,-164.24225,3.6703281,5.97443,17.787775,61.26238,-12.101327
3816,-164.24199,3.671321,5.9675136,16.005112,60.182407,-12.562841
3826,-164.23459,3.6867352,5.955748,14.76713,58.93654,-13.191271
3836,-164.23442,3.679825,5.954801,14.412397,58.549377,-13.328056
3849,-164.24149,3.650591,5.964674,14.279716,58.874195,-12.971354
3860,-164.23444,3.657109,5.9657927,13.583101,59.009388,-12.478483
3865,-164.2346,3.664019,5.9667397,12.3472805,58.792934,-12.0654545
3876,-164.23436,3.6650121,5.9598236,11.115753,58.346462,-11.856694
3886,-164.24698,3.6310768,5.954356,10.345651,57.946396,-11.596632
3896,-164.25392,3.6324596,5.9472685,9.703945,57.441677,-11.146959
3906,-164.26147,3.6239576,5.9599853,8.603157,56.43491,-10.621237
3916,-164.26147,3.6239576,5.9599853,7.234814,55.045723,-9.935251
3928,-164.26123,3.6249492,5.9530687,5.5510745,53.769333,-8.994445
3936,-164.25392,3.6324596,5.9472685,3.288908,52.539406,-8.08433
3946,-164.2542,3.6314685,5.9541855,0.46912166,51.320843,-7.2683544
3956,-164.26791,3.6046095,5.9500628,-2.6271558,50.306633,-6.452111
3965,-164.27469,3.5990798,5.9420314,-5.864421,49.317642,-5.641738
3976,-164.27443,3.60007,5.9351144,-9.013556,48.054474,-4.687977
3986,-164.2808,3.592393,5.9405293,-11.25088,46.87996,-3.7439544
3996,-164.30156,3.559009,5.935306,-11.874023,47.21588,-2.6802185
4005,-164.3013,3.5599978,5.928389,-11.040561,49.037586,-1.5608573
4016,-164.30095,3.5461755,5.9265018,-9.259096,50.610752,-1.1461287
4026,-164.30095,3.5461755,5.9265018,-7.111006,50.885128,-1.6947979
