millis,A0,A1,A2,B0,B1,B2,C0,C1,C2,D0,D1,D2,E0,E1,E2,F0,F1,F2,G0,G1,G2,H0,H1,H2,I0,I1,I2,J0,J1,J2,K0,K1,K2
3409,28.643848,-6.5948443,-40.62187,-13.077243,-30.321434,-50.836662,-6.3182917,38.43501,8.82187,-22.602758,41.94345,-32.634583,-149.06749,40.18226,46.707325,96.544304,37.14894,-0.6123856,154.57368,56.626476,19.41579,-86.66703,71.45855,8.849434,-63.069134,49.76074,39.052204,69.11193,54.540092,-5.7889237,-127.85972,53.234715,-35.58018
3427,28.669249,-6.6218657,-40.467976,-13.043254,-30.2217,-50.82772,-6.30353,38.54699,8.9016075,-22.557629,42.05498,-32.501434,-149.07973,40.284706,46.657974,96.7788,37.24143,-0.546679,154.6527,56.64991,19.312002,-86.61706,71.5622,8.878685,-63.350304,49.82247,38.960373,69.22017,54.66714,-5.7582755,-127.742,53.347286,-35.465454
3512,28.618254,-6.5548444,-39.77135,-13.093279,-29.771578,-51.01723,-6.4778266,38.988094,9.14555,-22.64225,42.46256,-32.02024,-149.37132,40.67449,46.436916,97.573326,37.629677,-0.33989355,155.07718,56.846333,18.838238,-86.516785,71.988785,8.924419,-64.30153,50.076904,38.610992,69.49997,55.100346,-5.7128205,-127.28816,53.80879,-35.01394
3527,28.550957,-6.5318513,-39.51044,-13.181195,-29.663475,-51.10113,-6.6158957,39.08803,9.218433,-22.811403,42.552944,-31.897985,-149.75548,40.772457,46.39315,97.72908,37.743423,-0.2662301,155.26851,56.91335,18.676764,-86.536964,72.12361,8.907443,-64.51712,50.142117,38.51866,69.54072,55.229187,-5.676102,-127.15767,53.9459,-34.884247
3547,28.450487,-6.513212,-39.194054,-13.318669,-29.559351,-51.214397,-6.7981186,39.18288,9.308184,-23.05532,42.629772,-31.779581,-150.29512,40.86503,46.36213,97.86216,37.867115,-0.18385364,155.53528,56.961285,18.508339,-86.55503,72.24801,8.899952,-64.69802,50.190998,38.44168,69.587326,55.347622,-5.611625,-127.04773,54.072037,-34.761982
3627,28.046984,-6.5887074,-38.46994,-13.780712,-29.351788,-51.300262,-7.258209,39.348167,9.721151,-23.756193,42.73115,-31.363682,-151.9275,40.919743,46.482494,98.514725,38.005543,0.16692103,156.68636,56.863804,18.239126,-86.457726,72.39789,9.09458,-65.24634,50.07215,38.452076,69.89418,55.55419,-5.2843304,-126.82694,54.31113,-34.469975
3647,27.99445,-6.652548,-38.401054,-13.847938,-29.350445,-51.230938,-7.2917747,39.33071,9.823006,-23.835348,42.708202,-31.288342,-152.18152,40.886707,46.55047,98.7101,37.98777,0.25186256,157.00456,56.82626,18.194904,-86.40906,72.39945,9.168642,-65.36221,50.028786,38.471134,69.95346,55.593422,-5.207639,-126.800095,54.3481,-34.41536
3730,27.589437,-6.7748704,-38.049194,-14.2921295,-29.301577,-51.097378,-7.7118444,39.39456,10.178547,-24.51921,42.69908,-30.988571,-153.79768,40.84566,46.717163,99.31012,38.001064,0.4932328,158.1738,56.821014,17.909826,-86.39654,72.508194,9.308253,-65.813255,49.96626,38.441322,70.10609,55.781742,-4.9777837,-126.63663,54.551716,-34.16621
3753,27.471172,-6.777728,-37.96122,-14.413052,-29.274567,-51.0918,-7.851848,39.430878,10.242335,-24.72312,42.7177,-30.913351,-154.30144,40.858925,46.728798,99.43132,38.0151,0.5337114,158.45888,56.84004,17.836649,-86.41365,72.54595,9.320356,-65.90242,49.958794,38.430233,70.11629,55.825745,-4.9388604,-126.58825,54.611202,-34.10222
3827,26.912666,-6.861453,-37.98488,-15.078404,-29.355326,-51.060574,-8.526522,39.53043,10.508369,-25.619558,42.809814,-30.622818,-156.82817,40.918888,46.782997,99.87048,38.13545,0.72228193,159.69666,56.978237,17.495298,-86.57872,72.76677,9.287373,-66.1989,49.96121,38.364216,70.129036,56.038387,-4.780942,-126.38063,54.867294,-33.843403
3847,26.788834,-6.860537,-37.928673,-15.209909,-29.342607,-51.073048,-8.639552,39.56629,10.534612,-25.791624,42.827217,-30.590233,-157.21562,40.92238,46.778473,99.96469,38.130524,0.704416,160.00496,57.009487,17.421516,-86.62589,72.81462,9.269826,-66.26294,49.961975,38.351315,70.1211,56.06757,-4.7440214,-126.376595,54.88371,-33.82694
3866,26.712051,-6.8669124,-37.89922,-15.30914,-29.329865,-51.08156,-8.726624,39.573196,10.577078,-25.926956,42.835167,-30.55418,-157.70885,40.916847,46.79599,100.06834,38.120632,0.7158349,160.33736,57.01385,17.37587,-86.66495,72.83749,9.271647,-66.29648,49.938217,38.361988,70.13718,56.088608,-4.681158,-126.38564,54.887135,-33.81513
3928,26.481705,-6.925825,-37.951565,-15.607428,-29.345215,-51.065548,-8.849464,39.533592,10.689082,-26.241306,42.77078,-30.50391,-158.66306,40.831814,46.908646,100.508896,38.02407,0.7785136,161.26093,57.004265,17.337687,-86.74644,72.81624,9.318559,-66.33888,49.83081,38.44819,70.16808,56.07874,-4.5577555,-126.46674,54.83544,-33.850643
3947,26.40445,-6.9183893,-37.958633,-15.718707,-29.349627,-51.083942,-8.87982,39.512596,10.7092285,-26.318708,42.730255,-30.51444,-158.8651,40.796143,46.94727,100.66322,37.976852,0.7830428,161.52255,56.99038,17.369267,-86.762085,72.780815,9.346594,-66.29277,49.77168,38.51453,70.163315,56.03627,-4.5441985,-126.49914,54.8006,-33.887474
3967,26.355312,-6.925324,-37.99277,-15.803708,-29.350668,-51.11119,-8.842789,39.473175,10.712215,-26.329573,42.6839,-30.538588,-158.88719,40.745205,46.991302,100.83792,37.899487,0.7748328,161.73877,56.975895,17.434235,-86.78371,72.72689,9.362844,-66.24643,49.724224,38.5751,70.15163,55.964973,-4.5571923,-126.542755,54.75431,-33.93807
4028,26.382587,-6.983783,-38.15967,-15.907224,-29.330873,-51.16835,-8.639363,39.346313,10.622131,-26.10472,42.5563,-30.698755,-158.29872,40.61695,47.05244,101.40438,37.689278,0.65108556,162.2207,57.00289,17.63126,-86.88803,72.59421,9.360395,-66.09618,49.646667,38.71506,70.08527,55.766094,-4.6765895,-126.70078,54.576633,-34.146458
4046,26.421312,-6.9547963,-38.223392,-15.898026,-29.274458,-51.24468,-8.565339,39.309715,10.539833,-26.001455,42.523987,-30.785255,-158.03188,40.607655,47.028454,101.5825,37.63473,0.5770155,162.33029,57.046917,17.693657,-86.95263,72.5759,9.315096,-65.99723,49.645832,38.748955,70.0203,55.68646,-4.7627144,-126.73931,54.531395,-34.21451
4067,26.485321,-6.912239,-38.287533,-15.889152,-29.215996,-51.32635,-8.499767,39.29388,10.446731,-25.888525,42.51126,-30.871197,-157.74834,40.600163,46.997887,101.74647,37.599228,0.47983626,162.41304,57.111195,17.7416,-87.02556,72.57206,9.258174,-65.90967,49.66913,38.762234,69.95918,55.61512,-4.8578267,-126.765045,54.49478,-34.274033
4147,26.864265,-6.743458,-38.507645,-15.710968,-28.905983,-51.663605,-8.229891,39.33697,10.050174,-25.296474,42.59151,-31.144623,-156.63266,40.688915,46.759876,102.42494,37.54238,0.08027634,162.70584,57.35669,17.855034,-87.28436,72.64723,9.024853,-65.71588,49.810196,38.740116,69.76624,55.431046,-5.211132,-126.83819,54.38795,-34.466072
4167,26.951986,-6.6841445,-38.54483,-15.664493,-28.811571,-51.75288,-8.169575,39.359432,9.964355,-25.168076,42.626423,-31.196884,-156.4334,40.71583,46.70354,102.58765,37.54227,0.0013079464,162.79741,57.413876,17.86106,-87.336395,72.6774,8.977088,-65.71151,49.846237,38.723465,69.731125,55.39637,-5.278325,-126.83819,54.38158,-34.49055
4249,27.257702,-6.573891,-38.78001,-15.500066,-28.551779,-51.94637,-7.654609,39.239662,9.7922,-24.59286,42.572784,-31.408806,-155.44972,40.696224,46.6241,103.41144,37.406807,-0.20032468,163.28217,57.40027,18.084517,-87.432526,72.58809,8.949321,-65.74227,49.781063,38.8333,69.814316,55.261837,-5.3294487,-127.01075,54.18023,-34.710827
4267,27.31078,-6.6231256,-38.85198,-15.481567,-28.540615,-51.924538,-7.471439,39.166054,9.776464,-24.424112,42.50608,-31.471909,-155.00063,40.66731,46.633278,103.66698,37.33004,-0.2215673,163.38527,57.34288,18.199928,-87.42353,72.50781,8.981959,-65.797455,49.719044,38.89724,69.87286,55.19851,-5.318864,-127.07735,54.100613,-34.788578
4348,27.480446,-6.7380166,-39.0796,-15.404315,-28.438602,-51.971455,-6.7386546,38.882248,9.6713705,-23.601154,42.241188,-31.748484,-152.73903,40.493404,46.688293,104.74678,37.004044,-0.3424959,163.74405,57.177185,18.639694,-87.366104,72.20092,9.114768,-65.78463,49.513042,39.16449,70.01341,54.845715,-5.4278183,-127.30606,53.813633,-35.074085
4368,27.54554,-6.7589054,-39.1593,-15.386334,-28.423136,-51.977062,-6.5759826,38.82129,9.6278925,-23.416595,42.18509,-31.816565,-152.27635,40.45202,46.69863,104.99527,36.938404,-0.3816415,163.85541,57.171734,18.70944,-87.37056,72.14984,9.12587,-65.77993,49.49274,39.20192,70.02431,54.774017,-5.477197,-127.361786,53.752445,-35.13881
4386,27.601925,-6.7711177,-39.216938,-15.36479,-28.391,-51.997204,-6.440372,38.75573,9.584185,-23.23769,42.13596,-31.88724,-151.92241,40.42763,46.69623,105.21969,36.894188,-0.4254936,163.97153,57.177063,18.747894,-87.38762,72.12503,9.124788,-65.80343,49.492428,39.215954,70.03847,54.738617,-5.5227537,-127.3878,53.71964,-35.17648
4467,27.725288,-6.68266,-39.2505,-15.406398,-28.208511,-52.15394,-6.252635,38.72587,9.488921,-22.999826,42.110806,-32.00492,-151.70743,40.4768,46.61101,105.93951,36.90292,-0.54015785,164.72098,57.266674,18.6971,-87.52165,72.21367,9.044007,-65.96073,49.547108,39.185024,70.06726,54.71589,-5.5745463,-127.40107,53.695663,-35.22596
4488,27.73778,-6.666856,-39.263607,-15.438863,-28.175665,-52.18867,-6.208514,38.715218,9.4787855,-22.939203,42.10866,-32.0124,-151.68568,40.454624,46.62436,106.131226,36.88276,-0.5549744,164.91647,57.24332,18.731798,-87.52644,72.1963,9.057717,-65.981,49.514294,39.220753,70.10562,54.684853,-5.5697083,-127.430466,53.663734,-35.251694
4567,27.803532,-6.7604227,-39.38831,-15.567923,-28.17308,-52.143616,-5.80529,38.54625,9.502355,-22.566898,41.94132,-32.11287,-150.85718,40.340904,46.713863,107.0703,36.732418,-0.53953105,165.58286,57.133366,18.900738,-87.48521,72.04789,9.180923,-66.16899,49.417202,39.333927,70.25306,54.554264,-5.5853252,-127.52117,53.552002,-35.35118
4587,27.805021,-6.7858024,-39.40756,-15.609029,-28.171295,-52.140083,-5.734682,38.520237,9.50011,-22.497557,41.911808,-32.131462,-150.68713,40.331703,46.717934,107.299675,36.710274,-0.54272246,165.75002,57.113144,18.942444,-87.48366,72.02757,9.199044,-66.208466,49.39803,39.357296,70.288185,54.52588,-5.5858574,-127.54388,53.524265,-35.374645
4667,27.956615,-6.7988844,-39.58734,-15.643654,-28.088713,-52.18288,-5.343415,38.4656,9.416235,-21.996399,41.839256,-32.248596,-149.74347,40.288643,46.703495,108.206924,36.612343,-0.6540947,166.18379,57.161835,19.086287,-87.53322,71.94753,9.201512,-66.2645,49.42158,39.3858,70.31209,54.394886,-5.769506,-127.60672,53.43585,-35.491352
4686,28.001596,-6.75232,-39.603493,-15.647033,-28.029125,-52.251003,-5.2779765,38.46504,9.353049,-21.893253,41.839645,-32.296364,-149.55293,40.315548,46.65413,108.40662,36.621555,-0.71049434,166.21812,57.206642,19.119728,-87.58136,71.957664,9.153717,-66.22361,49.457222,39.375355,70.27741,54.34266,-5.8623915,-127.599396,53.430973,-35.515656
4768,28.438469,-6.5218434,-39.77292,-15.479731,-27.740519,-52.578354,-4.77459,38.47182,8.930775,-21.037186,41.876965,-32.613007,-147.75949,40.438652,46.367638,109.340706,36.61365,-1.0901588,165.89592,57.458458,19.407784,-87.790054,71.9493,8.90791,-65.83876,49.671738,39.313828,70.07815,54.01638,-6.4540567,-127.623924,53.343002,-35.71453
4787,28.608475,-6.445418,-39.819656,-15.388092,-27.64076,-52.678944,-4.62702,38.493725,8.779614,-20.714127,41.91458,-32.704853,-147.12451,40.492184,46.25683,109.585205,36.61326,-1.2290248,165.72176,57.548004,19.483692,-87.85485,71.9551,8.821767,-65.7586,49.76341,39.264603,70.012085,53.933216,-6.637944,-127.62042,53.33048,-35.754696
4868,29.247154,-6.0800695,-40.05028,-15.037508,-27.204763,-53.103004,-4.1479177,38.69595,8.181111,-19.566242,42.157394,-33.016487,-145.18564,40.799988,45.72518,110.448204,36.760986,-1.7701597,165.08414,57.99951,19.592426,-88.16498,72.14719,8.38486,-65.53722,50.196262,38.971947,69.74393,53.726986,-7.3530784,-127.522995,53.36481,-35.841133
4887,29.37637,-5.957121,-40.05949,-14.974582,-27.078506,-53.236923,-4.057582,38.770866,8.058854,-19.329905,42.22984,-33.069977,-144.78441,40.89991,45.58785,110.66625,36.822426,-1.8851101,164.87737,58.115498,19.629202,-88.23986,72.20065,8.276134,-65.44244,50.30549,38.898796,69.67376,53.676605,-7.543582,-127.48286,53.384262,-35.85387
4968,29.928082,-5.5908823,-40.232784,-14.730754,-26.690594,-53.62209,-3.6113791,39.064598,7.562942,-18.378235,42.51759,-33.274376,-143.21738,41.27071,45.035873,111.5166,37.03332,-2.3541234,164.08066,58.59066,19.713003,-88.57832,72.41725,7.8229184,-65.036354,50.757053,38.582615,69.37042,53.466404,-8.252938,-127.38631,53.420654,-35.935047
4995,30.110826,-5.488101,-40.348488,-14.605835,-26.573488,-53.7323,-3.3467875,39.12358,7.4222765,-17.96107,42.584553,-33.342083,-142.48035,41.3411,44.89847,111.83278,37.040306,-2.4914558,163.64413,58.69193,19.826826,-88.62321,72.39754,7.7352605,-64.83232,50.8613,38.52518,69.308205,53.344444,-8.505634,-127.38973,53.386154,-36.003304
5067,31.260654,-4.8369856,-40.936966,-13.866039,-25.957737,-54.440216,-2.0494165,39.134403,6.341971,-15.725149,42.657623,-34.13171,-138.56158,41.774204,43.98438,113.028564,37.049282,-3.5317278,161.3329,59.44715,20.350529,-89.26476,72.37924,6.870163,-62.782974,51.424904,38.21812,68.557236,52.489315,-9.952958,-127.68503,52.949375,-36.638268
5087,31.555658,-4.5509453,-41.146458,-13.691007,-25.765593,-54.745705,-1.768665,39.084064,5.9732466,-15.149809,42.64148,-34.435154,-137.80676,41.864307,43.725708,113.26788,37.043507,-3.870577,160.73222,59.65251,20.530087,-89.5341,72.33964,6.5691805,-61.93015,51.544353,38.16655,68.29585,52.200317,-10.357127,-127.841194,52.75705,-36.882233
