millis,A0,A1,A2,B0,B1,B2,C0,C1,C2,D0,D1,D2,E0,E1,E2,F0,F1,F2,G0,G1,G2,H0,H1,H2
6573,-30.34165,19.447401,-21.875193,101.91889,13.993448,-31.683937,-58.59002,7.1086426,0.46688265,-131.56,9.921421,-1.9388471,119.89939,2.4942741,-1.3447882,-9.823509,-0.8809298,-3.3152037,176.1384,-48.143852,-15.801206,107.67711,17.342426,-17.041908
6588,-29.932766,18.972727,-20.519455,102.676605,13.832174,-30.230246,-58.59329,7.0989594,0.4638087,-131.54399,9.914778,-1.9405018,119.892044,2.4942174,-1.3450259,-9.830338,-0.88172215,-3.3220978,176.18983,-48.186985,-15.805175,107.6827,17.323055,-17.044697
6604,-29.493118,18.429081,-19.11717,103.43441,13.614769,-28.722715,-58.60511,7.0991645,0.46323025,-131.52954,9.911553,-1.9483727,119.882645,2.5001206,-1.348614,-9.830338,-0.88172215,-3.3220978,176.253,-48.208088,-15.802968,107.68663,17.309282,-17.052595
6616,-29.042814,17.859161,-17.646927,104.15796,13.371504,-27.181543,-58.604893,7.102569,0.4693212,-131.51442,9.911884,-1.9470335,119.8753,2.5000641,-1.3488528,-9.837201,-0.88191956,-3.3220263,176.31071,-48.21664,-15.815171,107.690056,17.299696,-17.054716
6630,-28.587845,17.247345,-16.160114,104.86867,13.07941,-25.619926,-58.608166,7.0928845,0.46624866,-131.50029,9.905843,-1.9485526,119.866196,2.4999163,-1.3489435,-9.836997,-0.87495416,-3.322628,176.37408,-48.237736,-15.81299,107.69573,17.30638,-17.056574
6643,-28.151552,16.621454,-14.690297,105.526955,12.788336,-24.07804,-58.61144,7.0832,0.46317735,-131.48584,9.902624,-1.9564261,119.86794,2.500007,-1.3490912,-9.843656,-0.86818653,-3.3231602,176.43248,-48.259937,-15.817884,107.7022,17.317448,-17.054111
6657,-27.711805,16.026587,-13.242995,106.17268,12.539311,-22.566025,-58.61983,7.0714025,0.46981254,-131.47137,9.899407,-1.9643009,119.858765,2.503364,-1.3431284,-9.850313,-0.8614189,-3.3236923,176.50067,-48.2804,-15.825788,107.71433,17.3352,-17.0535
6672,-27.235266,15.502161,-11.835528,106.844154,12.373259,-21.103521,-58.620007,7.052405,0.4644528,-131.45724,9.893369,-1.9658241,119.85142,2.5033076,-1.3433672,-9.8565645,-0.8407212,-3.325432,176.56369,-48.2878,-15.830981,107.71391,17.365438,-17.046782
6687,-26.640972,15.031006,-10.509481,107.59624,12.237219,-19.649462,-58.62315,7.0366282,0.4647954,-131.44089,9.889554,-1.9738388,119.84262,2.4971104,-1.3399589,-9.862816,-0.820024,-3.327174,176.62477,-48.30128,-15.8356495,107.71914,17.402359,-17.041904
6699,-25.908918,14.358729,-9.249888,108.38821,12.014198,-18.217299,-58.626423,7.026944,0.46172825,-131.43492,9.8864765,-1.9823161,119.83497,2.5031033,-1.343697,-9.862409,-0.806094,-3.3283808,176.68549,-48.317333,-15.841139,107.72859,17.434084,-17.034824
6714,-25.169004,13.793468,-7.998601,109.12517,11.804299,-16.786518,-58.6263,7.0208507,0.46513954,-131.4198,9.886809,-1.98098,119.825874,2.502956,-1.3437883,-9.869065,-0.79932714,-3.3289177,176.74673,-48.3308,-15.845832,107.74069,17.451836,-17.034185
6727,-24.558558,13.245555,-6.701368,109.775475,11.556192,-15.320946,-58.629566,7.0111685,0.46207383,-131.40533,9.883601,-1.9888595,119.81852,2.5028992,-1.3440268,-9.875722,-0.7925606,-3.3294559,176.80804,-48.344254,-15.850534,107.737724,17.457235,-17.037828
6742,-24.020746,12.673912,-5.326126,110.36793,11.331128,-13.786951,-58.63809,7.005461,0.4653014,-131.38931,9.8769655,-1.9905251,119.81852,2.5028992,-1.3440268,-9.884178,-0.78585917,-3.3301935,176.88336,-48.36004,-15.852818,107.74118,17.447647,-17.03996
6756,-23.490343,12.078458,-3.850272,110.95439,11.068769,-12.150633,-58.641354,6.9957776,0.46223715,-131.37483,9.87376,-1.9984063,119.81116,2.5028427,-1.3442655,-9.883975,-0.77889395,-3.3307981,176.94241,-48.382133,-15.857836,107.75326,17.439346,-17.040281
6770,-22.909883,11.372947,-2.3020086,111.574905,10.729429,-10.433064,-58.641323,6.9801846,0.46297178,-131.36072,9.867729,-1.9999388,119.80207,2.5026953,-1.3443568,-9.890633,-0.7721272,-3.3313382,177.00395,-48.39556,-15.862577,107.76019,17.446232,-17.043583
6785,-22.229008,10.509831,-0.69171125,112.24341,10.258514,-8.650843,-58.64438,6.973909,0.46599907,-131.34723,9.858159,-2.01069,119.79471,2.5026386,-1.3445954,-9.897494,-0.77232575,-3.3312736,177.06511,-48.411552,-15.868152,107.762375,17.462498,-17.043285
6799,-21.479094,9.5222,0.90313584,112.938194,9.675647,-6.8468165,-58.656197,6.974111,0.4654309,-131.33307,9.852129,-2.0122266,119.785614,2.5024905,-1.3446862,-9.897494,-0.77232575,-3.3312736,177.1249,-48.431034,-15.872397,107.76931,17.469385,-17.046577
6812,-20.70387,8.453857,2.4763212,113.647354,9.043841,-5.014102,-58.656406,6.9707046,0.45934138,-131.31892,9.846098,-2.0137644,119.77825,2.502434,-1.344925,-9.897655,-0.77989084,-3.3376327,177.18896,-48.454594,-15.871241,107.77922,17.470871,-17.046227
6826,-19.891075,7.4127827,4.079169,114.354706,8.406894,-3.1738446,-58.65946,6.9644284,0.4623702,-131.3038,9.846435,-2.0124342,119.769165,2.5022864,-1.345016,-9.904558,-0.7794892,-3.3306026,177.26013,-48.468807,-15.879862,107.781876,17.456898,-17.052683
6840,-19.044336,6.3715215,5.716925,115.073265,7.7557726,-1.3275193,-58.66819,6.955312,0.45951125,-131.28741,9.842639,-2.0204573,119.770905,2.5023773,-1.3451637,-9.904516,-0.7800897,-3.3375673,177.31972,-48.49083,-15.884979,107.78533,17.447317,-17.054817
6855,-18.17338,5.363328,7.333576,115.79124,7.1257205,0.50257814,-58.67124,6.949037,0.46254155,-131.27328,9.836611,-2.021999,119.76181,2.5022295,-1.3452548,-9.911172,-0.77332366,-3.3381093,177.38176,-48.504192,-15.889801,107.78582,17.443132,-17.060595
6868,-17.290176,4.3828263,8.881866,116.528015,6.522771,2.2735593,-58.671417,6.9300356,0.45719102,-131.2588,9.833417,-2.0298896,119.75445,2.5021727,-1.3454933,-9.917625,-0.75959283,-3.3392575,177.44572,-48.511463,-15.895145,107.79098,17.453997,-17.056652
6883,-16.38187,3.4976864,10.344734,117.302155,5.9794693,3.9589815,-58.674442,6.908168,0.46096265,-131.24333,9.83659,-2.0349073,119.74504,2.5080717,-1.3490885,-9.923874,-0.7388975,-3.3410149,177.50792,-48.5248,-15.899988,107.793976,17.500706,-17.051043
6896,-15.43416,2.709388,11.68882,118.17776,5.557443,5.507563,-58.67453,6.8986673,0.45828784,-131.23735,9.8335285,-2.0433967,119.7376,2.5115259,-1.3432779,-9.930325,-0.7251674,-3.3421671,177.57674,-48.533596,-15.899108,107.80506,17.55288,-17.037825
6910,-14.356135,2.1211562,12.882006,119.13316,5.1249156,6.957236,-58.677673,6.8828926,0.45864746,-131.22,9.836104,-2.0485473,119.7285,2.5113778,-1.3433695,-9.936777,-0.71143746,-3.343321,177.6409,-48.540844,-15.904472,107.813126,17.610449,-17.028217
6925,-13.29758,1.1136951,13.86039,120.01771,4.5590615,8.266109,-58.677765,6.8733916,0.4559732,-131.20584,9.830081,-2.050094,119.72114,2.5113213,-1.3436089,-9.936777,-0.71143746,-3.343321,177.70511,-48.548088,-15.909846,107.81309,17.636501,-17.027206
6939,-12.311917,0.4262247,14.757662,120.82399,4.0752773,9.447413,-58.680904,6.8576183,0.456335,-131.19136,9.826895,-2.0579875,119.71204,2.5111735,-1.3437002,-9.943433,-0.7046725,-3.343868,177.76707,-48.56397,-15.915563,107.82053,17.61316,-17.037277
6954,-11.517483,-0.112269826,15.616511,121.55029,3.6838834,10.540678,-58.680965,6.832524,0.45440233,-131.17818,9.81451,-2.0624154,119.70468,2.5111167,-1.3439395,-9.950087,-0.69790757,-3.344416,177.82964,-48.577267,-15.920459,107.82106,17.58292,-17.044064
6967,-10.774221,-0.49724472,16.447206,122.28141,3.4233298,11.527183,-58.67229,6.760272,0.45487025,-131.16475,9.791643,-2.0790794,119.687515,2.5265152,-1.3452367,-9.950087,-0.69790757,-3.344416,177.89876,-48.586037,-15.919619,107.817375,17.585567,-17.064365
6982,-10.016722,-1.0149996,17.137083,122.93734,3.0310748,12.47752,-58.67241,6.7100797,0.45100254,-131.16049,9.765384,-2.105567,119.67096,2.5298247,-1.3395218,-9.942569,-0.67741746,-3.3532643,177.97731,-48.543083,-15.92595,107.79169,17.595016,-17.084702
6995,-9.306861,-1.629568,17.716162,123.52506,2.585899,13.356531,-58.684074,6.7448735,0.45506138,-131.146,9.762208,-2.1134715,119.66329,2.5358129,-1.3432711,-9.9417515,-0.6495593,-3.3556967,178.0621,-48.44308,-15.929786,107.81579,17.630533,-17.08332
7010,-8.726556,-2.244258,18.266323,124.031456,2.1378188,14.218792,-58.695724,6.7640753,0.4598576,-131.12453,9.760185,-2.1050851,119.65419,2.5356638,-1.3433639,-9.948406,-0.64279544,-3.3562477,178.13217,-48.410725,-15.941288,107.81871,17.651192,-17.078667
7024,-8.206715,-2.7906406,18.885002,124.49993,1.7191374,15.102499,-58.68722,6.7291026,0.45543164,-131.11569,9.762903,-2.1108332,119.64673,2.5391238,-1.3375582,-9.948406,-0.64279544,-3.3562477,178.19553,-48.44027,-15.939791,107.824326,17.657871,-17.080475
7038,-7.662337,-3.341676,19.59973,124.98852,1.3300145,16.052208,-58.699127,6.7197948,0.45221114,-131.1012,9.759731,-2.1187396,119.639366,2.5390682,-1.3377995,-9.956462,-0.62215847,-3.358218,178.24974,-48.48551,-15.9452915,107.82782,17.64829,-17.08262
7052,-7.025769,-3.8837867,20.397524,125.54877,0.962905,17.054066,-58.698925,6.7232056,0.4582999,-131.08507,9.7664385,-2.1145368,119.639366,2.5390682,-1.3377995,-9.969567,-0.6016663,-3.3599358,178.31905,-48.494278,-15.944439,107.833,17.633099,-17.079666
7066,-6.3221188,-4.428901,21.194422,126.19409,0.59342515,18.054995,-58.702183,6.7135286,0.4552568,-131.0696,9.7696295,-2.1195588,119.631996,2.5390124,-1.338041,-9.976018,-0.5879381,-3.3611012,178.3795,-48.482494,-15.947419,107.8434,17.630413,-17.085089
7143,11.403485,-17.380089,26.774277,143.55681,-11.962459,30.787281,-58.743958,6.713761,0.45287454,-130.61748,9.782143,-2.1402693,119.589935,2.538455,-1.3388027,-10.122299,-0.5429082,-3.35774,-179.63937,-48.83278,-16.056307,108.04524,17.630878,-17.095652
7182,12.511398,-17.34358,27.057644,144.99486,-12.1903105,31.359232,-58.890347,6.636146,0.44792208,-130.57123,9.78892,-2.148957,119.40428,2.5458937,-1.3404977,-10.142049,-0.5156571,-3.3600667,-179.4457,-48.86316,-16.063639,108.06247,17.607382,-17.09306
7196,12.59562,-17.208105,27.156174,145.16763,-12.162711,31.469921,-58.890434,6.6266384,0.44526583,-130.5557,9.792139,-2.1539612,119.39517,2.545745,-1.3405908,-10.148494,-0.5019313,-3.361257,-179.37267,-48.865757,-16.063488,108.07237,17.608877,-17.092701
7211,12.546632,-17.056114,27.140934,145.21492,-12.110357,31.513979,-58.89365,6.6013627,0.443016,-130.5405,9.792484,-2.1526363,119.387474,2.5517242,-1.3443561,-10.154941,-0.488206,-3.3624501,-179.30576,-48.8727,-16.06917,108.07749,17.619736,-17.088705
7224,12.415988,-16.932821,27.070019,145.15904,-12.037998,31.507614,-58.881653,6.5483036,0.44929126,-130.53458,9.776193,-2.1671114,119.379776,2.557703,-1.3481225,-10.154534,-0.47427893,-3.3636913,-179.2375,-48.873608,-16.07526,108.07742,17.645794,-17.087633
7239,12.242546,-16.798616,26.991827,145.05249,-11.962474,31.468197,-58.858093,6.3790436,0.4492911,-130.52664,9.718226,-2.20773,119.345665,2.5824559,-1.3472958,-10.154267,-0.4679326,-3.3712754,-179.1575,-48.841824,-16.090395,108.07178,17.645548,-17.123121
7253,12.06541,-16.676315,26.892431,144.9028,-11.909576,31.390142,-58.852577,6.234737,0.44993085,-130.53934,9.637989,-2.2675416,119.32852,2.5943165,-1.3546877,-10.1320715,-0.41161573,-3.3763692,-179.05869,-48.680614,-16.101486,108.0412,17.546358,-17.188976
7266,11.888768,-16.578897,26.725748,144.71494,-11.882149,31.235502,-58.867172,6.257199,0.46047744,-130.53157,9.577159,-2.3018599,119.32074,2.6038265,-1.3524234,-10.130777,-0.37044987,-3.3870473,-178.97379,-48.48869,-16.121637,108.03548,17.45457,-17.21277
7281,11.688251,-16.430414,26.473394,144.46085,-11.829692,30.962431,-58.923023,6.255548,0.48251015,-130.52121,9.532506,-2.3211088,119.32042,2.6098602,-1.3559501,-10.116862,-0.3630782,-3.3877468,-178.88814,-48.427757,-16.136282,108.03152,17.44869,-17.243172
7294,11.419615,-16.200525,26.101057,144.13193,-11.738804,30.531313,-58.993584,6.2573743,0.50976956,-130.53136,9.522794,-2.3338604,119.31089,2.6192746,-1.353536,-10.1174755,-0.3839697,-3.3858926,-178.82658,-48.45787,-16.14249,108.01381,17.456688,-17.278322
7309,11.065622,-15.878547,25.595814,143.74126,-11.574353,29.963528,-59.023426,6.226237,0.50964266,-130.53963,9.512495,-2.3467247,119.3035,2.6192188,-1.3537843,-10.123308,-0.3493547,-3.3889437,-178.76297,-48.47941,-16.148197,107.99874,17.470371,-17.281607
7323,10.632165,-15.434861,25.008406,143.28185,-11.316044,29.25018,-59.03519,6.282725,0.509398,-130.53297,9.512974,-2.3460252,119.3035,2.6192188,-1.3537843,-10.129345,-0.32170418,-3.3913798,-178.68886,-48.451164,-16.153843,108.02315,17.514482,-17.270098
7337,10.123398,-14.863356,24.300653,142.77242,-10.972973,28.376314,-59.04365,6.2865033,0.5153158,-130.50635,9.532275,-2.3353934,119.296104,2.6191626,-1.3540326,-10.135994,-0.314945,-3.391961,-178.62292,-48.4162,-16.155952,108.022285,17.536165,-17.27336
7350,9.5280485,-14.18111,23.457521,142.17188,-10.552633,27.32051,-59.046967,6.2673163,0.5096827,-130.49872,9.539103,-2.331772,119.286995,2.6190104,-1.354129,-10.14909,-0.2944637,-3.3937461,-178.55307,-48.408566,-16.161343,108.03569,17.52809,-17.275173
7364,8.821248,-13.395972,22.435314,141.4943,-10.061171,26.088629,-59.050007,6.276669,0.5119759,-130.48132,9.5417595,-2.3369224,119.279594,2.6189544,-1.3543773,-10.155739,-0.287705,-3.3943305,-178.48145,-48.4172,-16.16065,108.036865,17.526655,-17.26429
7379,8.036123,-12.516275,21.23315,140.81868,-9.464379,24.688799,-59.06183,6.292453,0.5106687,-130.46703,9.549064,-2.3325963,119.270485,2.6188023,-1.3544734,-10.155739,-0.287705,-3.3943305,-178.41344,-48.418118,-16.166582,108.052444,17.508797,-17.266796
7394,7.2801747,-11.525392,19.947985,140.24834,-8.751985,23.194704,-59.064957,6.292291,0.51031923,-130.45085,9.555777,-2.328382,119.26308,2.618746,-1.3547218,-10.162388,-0.28094655,-3.3949153,-178.34464,-48.416492,-16.171604,108.05937,17.515703,-17.27007
7407,6.632622,-10.50129,18.644428,139.79373,-8.035396,21.671019,-59.07363,6.292641,0.51015735,-130.43468,9.562491,-2.3241668,119.25397,2.6185942,-1.3548179,-10.175685,-0.26742995,-3.3960874,-178.27654,-48.41739,-16.17754,108.06399,17.530748,-17.26029
7422,6.1192636,-9.547027,17.363506,139.43651,-7.366527,20.193596,-59.076874,6.2985597,0.5063693,-130.4182,9.572083,-2.3262737,119.255684,2.61869,-1.35497,-10.182537,-0.26763493,-3.3960528,-178.2036,-48.41999,-16.177225,108.0691,17.541622,-17.256298
7435,5.7211537,-8.650112,16.129923,139.18596,-6.7437406,18.78772,-59.088577,6.308263,0.50849587,-130.40202,9.578793,-2.3220537,119.246574,2.6185374,-1.3550662,-10.182537,-0.26763493,-3.3960528,-178.14473,-48.420208,-16.179268,108.07259,17.532045,-17.258467
7451,5.404408,-7.8120427,14.978025,138.98729,-6.192178,17.446224,-59.10029,6.317964,0.5106208,-130.3871,9.576278,-2.3144336,119.239174,2.6184814,-1.3553145,-10.191651,-0.28180137,-3.3949783,-178.07654,-48.421093,-16.185211,108.08119,17.533339,-17.256641
7464,5.1535835,-7.0281787,13.83882,138.79677,-5.695456,16.107262,-59.10342,6.3333974,0.5094671,-130.36237,9.582872,-2.3096218,119.23004,2.6183295,-1.3554106,-10.19206,-0.29572815,-3.3937328,-178.00455,-48.429703,-16.184551,108.0911,17.53484,-17.25629
7478,4.9003315,-6.2753997,12.669295,138.61815,-5.1837044,14.780555,-59.115135,6.3431005,0.5115885,-130.3484,9.57401,-2.3049302,119.22266,2.6182728,-1.3556589,-10.192674,-0.31661832,-3.3918645,-177.9391,-48.445137,-16.190718,108.0997,17.536137,-17.254465
7491,4.6303782,-5.4658093,11.544111,138.44894,-4.6179295,13.526791,-59.12684,6.352804,0.5137085,-130.33318,9.574372,-2.3036346,119.22266,2.6182728,-1.3556589,-10.193288,-0.33750856,-3.3899968,-177.86696,-48.453743,-16.190077,108.10319,17.526558,-17.256634
7506,4.3402166,-4.658289,10.572985,138.26276,-4.0804906,12.378904,-59.13007,6.3587213,0.5099146,-130.30939,9.574622,-2.3017502,119.21526,2.618217,-1.3559072,-10.200346,-0.34467608,-3.3893344,-177.79854,-48.454605,-16.196037,108.11527,17.518274,-17.256979
7521,4.043841,-3.9094627,9.723533,138.04941,-3.5904732,11.328419,-59.141872,6.3589106,0.5093976,-130.2932,9.581326,-2.297524,119.20612,2.6180646,-1.3560032,-10.200346,-0.34467608,-3.3893344,-177.72931,-48.45295,-16.201077,108.11825,17.512869,-17.253359
7534,3.7536263,-3.248007,8.95982,137.82036,-3.1650558,10.3567705,-59.1449,6.368262,0.51167834,-130.27797,9.581688,-2.2962275,119.19905,2.611978,-1.3527184,-10.206994,-0.337917,-3.3899188,-177.657,-48.461544,-16.200449,108.13377,17.521072,-17.254807
7549,3.4623582,-2.6311946,8.248498,137.59601,-2.7732232,9.397431,-59.156696,6.368451,0.5111606,-130.26176,9.588389,-2.2919981,119.189926,2.6118267,-1.3528142,-10.213846,-0.3381212,-3.3898795,-177.58752,-48.45638,-16.20676,108.138885,17.531942,-17.250809
7562,3.1556747,-2.0057,7.43002,137.37552,-2.307528,8.362884,-59.156803,6.37453,0.507718,-130.24654,9.588749,-2.2907007,119.189926,2.6118267,-1.3528142,-10.220699,-0.33832544,-3.3898404,-177.5133,-48.456444,-16.205551,108.148285,17.537613,-17.244665
7577,2.8481638,-1.3518574,6.4768243,137.17014,-1.7650858,7.2050953,-59.168404,6.3781567,0.5132749,-130.2313,9.58911,-2.289403,119.18253,2.6117702,-1.3530619,-10.220903,-0.3452885,-3.3892162,-177.44565,-48.4633,-16.211184,108.159874,17.533495,-17.239223
7590,2.5457087,-0.60898596,5.4383645,136.98352,-1.1950011,5.9892993,-59.171635,6.3840704,0.50947756,-130.21605,9.58947,-2.2881055,119.17341,2.611618,-1.3531575,-10.227756,-0.34549266,-3.3891761,-177.37793,-48.470142,-16.21683,108.16335,17.52392,-17.241398
7609,2.2545898,0.18621765,4.370153,136.81812,-0.5959283,4.775455,-59.18343,6.38426,0.50895846,-130.19986,9.596169,-2.2838714,119.16601,2.611562,-1.3534052,-10.234607,-0.34569678,-3.3891373,-177.3053,-48.478725,-16.216227,108.172455,17.521044,-17.245363
7620,1.9773291,0.96203816,3.3611088,136.64847,-0.045053642,3.5942261,-59.186543,6.384095,0.50860435,-130.17574,9.599307,-2.2883017,119.156555,2.617438,-1.3570359,-10.241459,-0.3459009,-3.3890977,-177.24669,-48.48141,-16.219233,108.17756,17.531916,-17.241364
7633,1.6933348,1.6424228,2.3961058,136.47919,0.43901572,2.4759116,-59.19825,6.393801,0.51071453,-130.16049,9.599665,-2.2870023,119.14916,2.6173816,-1.3572841,-10.241869,-0.35982668,-3.387846,-177.17308,-48.48397,-16.218971,108.18746,17.533415,-17.24101
7647,1.4128402,2.2687554,1.469203,136.29788,0.9142751,1.4343052,-59.198147,6.4033175,0.51334393,-130.14555,9.597128,-2.2793853,119.14916,2.6173816,-1.3572841,-10.242073,-0.36678952,-3.3872204,-177.10516,-48.490803,-16.224638,108.18615,17.533205,-17.239538
7662,1.1544642,2.8828182,0.61676407,136.12279,1.354444,0.4422752,-59.21006,6.4095855,0.5093779,-130.1303,9.597486,-2.2780857,119.14176,2.6173244,-1.3575323,-10.249059,-0.37457976,-3.3935156,-177.03314,-48.505383,-16.223736,108.19955,17.52513,-17.241364
7675,0.88071305,3.4288957,-0.14862399,135.92009,1.707335,-0.47968513,-59.221767,6.4192915,0.5114844,-130.10745,9.591391,-2.2791378,119.14184,2.6137822,-1.3635639,-10.2497425,-0.39484468,-3.3846745,-176.9549,-48.510323,-16.2324,108.2052,17.505772,-17.244244
7690,0.60526,3.9219615,-0.8751538,135.77336,2.0733757,-1.3630729,-59.22489,6.43472,0.5103096,-130.09348,9.582511,-2.2744644,119.14966,2.6042695,-1.3658124,-10.250423,-0.4151097,-3.3758328,-176.88762,-48.519627,-16.239029,108.21614,17.472876,-17.256563
7704,0.41146776,4.4537435,-1.5519654,135.70517,2.4098203,-2.2417932,-59.2396,6.453777,0.5146811,-130.07158,9.57008,-2.2784638,119.16618,2.6044796,-1.3654702,-10.25761,-0.4210278,-3.361237,-176.81703,-48.542683,-16.238789,108.21636,17.408054,-17.274628
7718,0.33025476,4.8240933,-2.331404,135.75342,2.7449574,-3.162442,-59.248302,6.469728,0.5136925,-130.04999,9.554748,-2.276153,119.16618,2.6044796,-1.3654702,-10.2511,-0.43537495,-3.366991,-176.7386,-48.57837,-16.241869,108.2282,17.288637,-17.301716
7732,0.41851038,5.3090057,-3.103829,135.9215,3.1455615,-4.0589137,-59.251305,6.4634857,0.51678103,-130.03503,9.552202,-2.2685442,119.157135,2.6007857,-1.3715972,-10.258018,-0.43495345,-3.3599837,-176.67189,-48.624416,-16.242626,108.22481,17.156845,-17.333033
7746,0.5909145,5.8665786,-3.8294137,136.13634,3.6488185,-4.9329348,-59.262993,6.4731946,0.51887965,-130.01978,9.552555,-2.2672505,119.15886,2.6008801,-1.3717498,-10.264665,-0.42819253,-3.3605661,-176.60335,-48.63117,-16.248379,108.228905,17.060745,-17.349855
7760,0.7593178,6.585633,-4.4833646,136.30307,4.1948214,-5.7936683,-59.2661,6.4730277,0.51852065,-129.99498,9.559127,-2.262424,119.149734,2.6007273,-1.3718444,-10.264665,-0.42819253,-3.3605661,-176.53236,-48.62343,-16.2538,108.231384,17.020756,-17.357359
7774,0.8346519,7.405869,-5.120467,136.34375,4.884249,-6.680609,-59.278023,6.479295,0.5145455,-129.9797,9.55948,-2.2611294,119.142334,2.600669,-1.3720914,-10.271311,-0.42143178,-3.361149,-176.45645,-48.61746,-16.252972,108.25085,17.053957,-17.349909
7788,0.7387981,8.370285,-5.783463,136.22478,5.7522936,-7.589534,-59.2778,6.482737,0.520617,-129.96349,9.566167,-2.2568862,119.13321,2.6005163,-1.3721858,-10.279826,-0.41471472,-3.361935,-176.38777,-48.6242,-16.258728,108.252304,17.130714,-17.335941
7802,0.46502697,9.531501,-6.4150105,135.94841,6.7776732,-8.494231,-59.2896,6.4829288,0.52008975,-129.9479,9.569425,-2.2619035,119.1258,2.6004581,-1.3724332,-10.286474,-0.40795383,-3.36252,-176.32362,-48.62861,-16.255564,108.263084,17.213118,-17.315807
7817,0.014575204,10.698433,-7.007143,135.50563,7.7719693,-9.370656,-59.29282,6.488837,0.5162808,-129.93169,9.57611,-2.2576573,119.125725,2.6040018,-1.3664019,-10.293121,-0.40119317,-3.3631055,-176.25414,-48.62934,-16.261633,108.27425,17.265293,-17.30248
7831,-0.53049207,11.70672,-7.5976515,134.9798,8.769458,-10.129177,-59.30451,6.4829545,0.51920295,-129.91449,9.589125,-2.2504582,119.118324,2.603944,-1.3666492,-10.306212,-0.38070947,-3.3649094,-176.183,-48.621586,-16.267042,108.27839,17.284494,-17.286919
7844,-1.1107299,12.603914,-8.081414,134.39156,9.739399,-10.724481,-59.307728,6.4888616,0.5153932,-129.89922,9.589477,-2.2491596,119.10919,2.6037912,-1.3667439,-10.312452,-0.36002403,-3.366758,-176.10855,-48.624107,-16.266869,108.28483,17.295565,-17.284407
7859,-1.7158177,13.452765,-8.37246,133.74564,10.626863,-11.1324215,-59.31631,6.4987397,0.51784503,-129.88298,9.596157,-2.244908,119.101776,2.6037335,-1.3669913,-10.319301,-0.36022666,-3.3667176,-176.03737,-48.61634,-16.272272,108.29343,17.296864,-17.282602
7872,-2.3539736,14.1529455,-8.446256,133.04428,11.367308,-11.316598,-59.319534,6.5046453,0.514034,-129.8677,9.596508,-2.243608,119.09264,2.6035812,-1.3670862,-10.319505,-0.36718926,-3.3660872,-175.9635,-48.62485,-16.271805,108.29855,17.307737,-17.278618
7886,-3.0410821,14.632077,-8.30745,132.24884,11.866283,-11.304248,-59.331112,6.5082827,0.5195747,-129.8534,9.590527,-2.2452624,119.09264,2.6035812,-1.3670862,-10.3262205,-0.35980102,-3.3597147,-175.89601,-48.64004,-16.27827,108.305016,17.318804,-17.276102
7900,-3.8473804,14.868923,-8.023337,131.337,12.198582,-11.1334715,-59.342922,6.524068,0.5182111,-129.83269,9.582101,-2.2398973,119.08524,2.6035233,-1.3673333,-10.326557,-0.37435427,-3.365415,-175.82689,-48.64674,-16.284065,108.32299,17.325756,-17.26816
7915,-4.8048224,15.026708,-7.6168675,130.3442,12.461369,-10.8565,-59.346035,6.5394907,0.51701474,-129.8098,9.576001,-2.2409692,119.0762,2.599825,-1.3734576,-10.327437,-0.40157598,-3.355929,-175.75279,-48.65523,-16.283625,108.32217,17.321396,-17.272486
7930,-5.8490434,15.119979,-7.156305,129.31949,12.7320175,-10.557691,-59.35751,6.552649,0.52516806,-129.78943,9.551412,-2.235341,119.0762,2.599825,-1.3734576,-10.328451,-0.43638846,-3.3527737,-174.84319,3.2095456,-86.76976,108.339005,17.303732,-17.2765
7990,-35.899845,10.265217,-1.2794614,99.01967,12.425672,-7.702415,-59.384457,6.5961947,0.5151514,-129.02122,9.561502,-1.981381,119.05186,2.6091273,-1.3715578,-10.387042,-0.9630159,-3.2626982,-173.41177,-49.62408,-16.396927,108.52043,15.754015,-17.71097
8005,-36.55915,10.259089,-1.6252426,98.37812,12.430937,-8.130614,-59.387558,6.6116133,0.5139457,-128.99916,9.549053,-1.985503,119.04445,2.609069,-1.3718055,-10.381195,-0.997636,-3.2595987,-173.33789,-49.67524,-16.398727,108.52236,15.744314,-17.711672
8030,-37.74601,10.303622,-2.3714662,97.10056,12.486141,-8.9505005,-59.252354,7.0853076,0.35203803,-128.94212,9.562811,-1.9594516,119.10313,2.576082,-1.3588685,-10.389444,-1.0465664,-3.2550702,-173.17752,-49.76117,-16.404907,108.52104,15.6550455,-17.74249
8044,-38.445045,10.35989,-2.6348648,96.301956,12.564464,-9.221761,-59.263725,7.0923796,0.3636004,-128.91455,9.601009,-1.9549912,119.09401,2.5759308,-1.3589623,-10.389646,-1.0535288,-3.254434,-173.09769,-49.814198,-16.400604,108.53651,15.6028385,-17.757515
8059,-39.331432,10.522458,-2.6800923,95.32415,12.683677,-9.407711,-59.266506,7.089551,0.3727289,-128.88727,9.636236,-1.9442264,119.08496,2.5722344,-1.3650855,-10.396694,-1.0606834,-3.2537158,-173.02565,-49.828793,-16.407808,108.53537,15.580931,-17.752579
8073,-40.453556,10.788255,-2.594529,94.162186,12.852367,-9.563177,-59.266506,7.089551,0.3727289,-128.85649,9.636829,-1.9416087,119.086685,2.5723271,-1.365237,-10.396722,-1.0600543,-3.246754,-172.94826,-49.845352,-16.408813,108.55503,15.60564,-17.755615
