millis,A0,A1,A2,B0,B1,B2,C0,C1,C2,D0,D1,D2,E0,E1,E2,F0,F1,F2,G0,G1,G2,H0,H1,H2,I0,I1,I2,J0,J1,J2,K0,K1,K2
2066,25.252686,-13.767341,74.7626,144.79251,0.24884078,58.067024,157.18594,24.65328,65.3278,-151.44034,4.481081,68.94193,163.43997,3.3589227,76.86811,163.55002,11.579553,74.16591,61.713703,13.227374,32.85258,58.03011,3.8669746,73.574104,12.836835,-13.583306,74.53933,-155.545,1.2599006,76.23021,0.29777813,-0.79699725,81.13602
2123,25.508757,-13.798371,74.704605,144.88394,0.26584867,57.98224,157.09692,24.63185,65.3515,-149.38065,4.715025,68.12036,163.48367,3.3206382,76.820786,163.60204,11.521649,74.20616,62.144016,13.267061,32.816708,58.397633,3.910587,73.45963,12.725875,-13.514095,74.52215,-155.47989,1.3181155,76.33035,0.40020278,-0.8622561,81.006485
2133,25.524345,-13.803492,74.70302,144.92036,0.26708046,57.987785,157.11554,24.629234,65.35389,-149.30315,4.7147017,68.09551,163.51704,3.3050823,76.83306,163.5971,11.516276,74.193115,62.247673,13.264823,32.833572,58.405014,3.9072597,73.45789,12.715966,-13.514385,74.50786,-155.42975,1.3138146,76.34129,0.4241583,-0.87766385,80.99059
2146,25.522516,-13.809083,74.70564,144.9552,0.27160582,58.00605,157.13483,24.62903,65.3538,-149.2358,4.7015333,68.083244,163.54822,3.3064518,76.85473,163.57492,11.523457,74.16226,62.336437,13.264561,32.857227,58.42309,3.9046843,73.46172,12.711318,-13.519526,74.494606,-155.34746,1.3050479,76.34358,0.4492508,-0.89214617,80.983696
2156,25.494379,-13.809705,74.71735,144.99107,0.27064008,58.027065,157.18547,24.63377,65.34815,-149.15973,4.683062,68.07371,163.59312,3.3016694,76.89063,163.55101,11.529113,74.12955,62.42482,13.258131,32.89505,58.41024,3.89625,73.48187,12.712643,-13.528896,74.48237,-155.26643,1.2886916,76.348236,0.46917984,-0.90175706,80.98776
2176,25.455372,-13.813674,74.728355,145.03268,0.2684135,58.05931,157.244,24.644182,65.336334,-149.10873,4.664999,68.08183,163.63374,3.295767,76.926994,163.52228,11.539323,74.089264,62.50871,13.253162,32.941814,58.351307,3.8795254,73.51091,12.722876,-13.548669,74.461914,-155.16573,1.2593669,76.345894,0.48927546,-0.91131103,80.99634
2197,25.391016,-13.814518,74.74795,145.07896,0.27040526,58.100048,157.31969,24.644781,65.33427,-149.049,4.6416197,68.09268,163.69131,3.2917817,76.97723,163.485,11.551424,74.03986,62.599262,13.243748,32.996677,58.26285,3.8624141,73.546585,12.744268,-13.577251,74.4383,-155.06467,1.2300482,76.34347,0.5096665,-0.92050534,81.02001
2217,25.29674,-13.816232,74.77194,145.12181,0.2686901,58.15323,157.41731,24.65557,65.321205,-148.99695,4.61333,68.11268,163.74464,3.2866838,77.02791,163.44336,11.56886,73.98604,62.675602,13.230853,33.05529,58.17015,3.839011,73.591,12.7625475,-13.601637,74.420815,-154.93678,1.1976215,76.32772,0.53002644,-0.92972714,81.043655
2237,25.20347,-13.820913,74.794586,145.17664,0.26663697,58.2134,157.5227,24.669859,65.30437,-148.94826,4.5819335,68.13803,163.81404,3.2836738,77.09348,163.39955,11.583993,73.9271,62.758568,13.213485,33.12198,58.042233,3.819389,73.64475,12.789261,-13.635006,74.39829,-154.80139,1.1635498,76.30443,0.54089475,-0.9288598,81.08246
2258,25.101898,-13.820907,74.82218,145.23563,0.26061872,58.279354,157.63225,24.685804,65.2855,-148.90822,4.550486,68.17458,163.88872,3.2754447,77.16129,163.34457,11.607866,73.856476,62.840805,13.201402,33.191696,57.897,3.7919097,73.70071,12.822016,-13.672555,74.37673,-154.65608,1.1228555,76.28389,0.5561473,-0.93325,81.12161
