millis,A0,A1,A2,B0,B1,B2,C0,C1,C2,D0,D1,D2,E0,E1,E2,F0,F1,F2,G0,G1,G2,H0,H1,H2,I0,I1,I2,J0,J1,J2
5768,-164.76836,5.2545877,-65.16762,116.77163,9.942003,-47.641525,-150.29031,3.6492488,-5.1017537,-129.39015,16.811193,-25.689487,-143.43288,2.1730313,2.360682,-5.7619076,1.9317563,-4.38525,-110.62003,-51.49206,1.7248921,116.951385,-49.64475,-3.3282557,-142.60818,5.342695,-24.069555,-150.25955,11.779701,-4.5214043
5784,-166.07773,4.526593,-63.93906,113.396736,10.557121,-47.497997,-150.28511,3.636277,-5.1053157,-129.40512,16.741203,-25.666794,-143.44084,2.17321,2.3606012,-5.7684135,1.9380955,-4.3926826,-110.567726,-51.503414,1.7052567,116.969185,-49.645382,-3.3301415,-142.59044,5.378473,-24.078453,-150.20184,11.786129,-4.5289526
5800,-167.44894,3.9178822,-62.87311,109.92996,11.324103,-47.389343,-150.29132,3.6339686,-5.098622,-129.39822,16.73345,-25.662775,-143.4488,2.1733882,2.3605204,-5.7752867,1.9451662,-4.3861556,-110.53247,-51.51407,1.7109661,116.98839,-49.64879,-3.3308485,-142.60637,5.3578243,-24.071028,-150.14574,11.77493,-4.5265965
5818,-168.48883,3.6313434,-61.899216,106.71868,12.198267,-47.23434,-150.29807,3.647235,-5.0953026,-129.37799,16.802437,-25.693804,-143.45512,2.171288,2.3669012,-5.782052,1.944526,-4.393241,-110.4914,-51.53026,1.7134445,117.00051,-49.648632,-3.32325,-142.62326,5.3307037,-24.066053,-150.08142,11.765519,-4.5301995
5837,-169.02869,3.737195,-61.073,104.15024,13.053559,-46.924118,-150.30493,3.6587346,-5.08524,-129.35788,16.86884,-25.718998,-143.46309,2.1714668,2.36682,-5.7887406,1.9512302,-4.393695,-110.45229,-51.540424,1.7050864,117.03101,-49.6351,-3.3254654,-142.60735,5.3513503,-24.073479,-150.0171,11.756113,-4.533813
5853,-168.87059,4.342229,-60.192505,102.41401,13.717574,-46.372093,-150.31787,3.6696975,-5.0752335,-129.33046,16.919699,-25.742779,-143.47105,2.1716456,2.3667395,-5.795429,1.9579347,-4.39415,-110.409424,-51.540974,1.6987251,117.05579,-49.627365,-3.3247113,-142.61555,5.3522544,-24.080692,-149.95891,11.758389,-4.5278587
5871,-168.16055,5.248198,-59.166313,101.69087,14.119926,-45.583527,-150.33269,3.675967,-5.074022,-129.31195,16.964336,-25.756706,-143.47723,2.1717439,2.36648,-5.8034325,1.9577656,-4.39453,-110.36934,-51.554146,1.6957622,117.06525,-49.62701,-3.323892,-142.62257,5.34154,-24.076359,-149.90117,11.75563,-4.5304303
5889,-167.03795,6.2823215,-57.88934,101.9667,14.207209,-44.641857,-150.33878,3.6754293,-5.074078,-129.30344,16.99133,-25.772703,-143.48518,2.171923,2.3663995,-5.810383,1.9574916,-4.394636,-110.33312,-51.56782,1.7068304,117.08445,-49.630424,-3.324599,-142.62257,5.34154,-24.076359,-149.83578,11.752967,-4.5322404
5906,-165.7715,7.2913165,-56.450092,102.83248,14.006081,-43.68975,-150.34685,3.6684296,-5.0761786,-129.29655,16.983582,-25.76869,-143.49329,2.169906,2.3729594,-5.817593,1.9502387,-4.394391,-110.293045,-51.581,1.7038454,117.11065,-49.62546,-3.3226624,-142.62262,5.3574514,-24.079079,-149.77908,11.755995,-4.5263643
5923,-164.75572,8.152003,-55.196354,103.64296,13.7786455,-42.90967,-150.36258,3.6611865,-5.078574,-129.29106,16.959234,-25.76505,-143.49933,2.1721997,2.366059,-5.824543,1.9499645,-4.3944964,-110.250374,-51.587284,1.7014083,117.128456,-49.626095,-3.3245437,-142.6206,5.354488,-24.071459,-149.71161,11.766802,-4.5245166
5941,-164.1723,8.8586035,-54.423756,103.95855,13.7844095,-42.43198,-150.36334,3.6494374,-5.0889277,-129.29263,16.95302,-25.768522,-143.5073,2.1723788,2.3659785,-5.832014,1.9357336,-4.393899,-110.21417,-51.600986,1.7124407,117.13637,-49.646454,-3.3237672,-142.61879,5.3696165,-24.072937,-149.65076,11.78425,-4.5215883
5959,-163.74745,9.394641,-53.878975,104.46102,13.714418,-42.297993,-150.37738,3.6436617,-5.0978246,-129.29782,16.955153,-25.785137,-143.5151,2.174752,2.359256,-5.8405266,1.8935885,-4.39189,-110.16403,-51.624607,1.7214876,117.15121,-49.665016,-3.3268745,-142.61967,5.3768754,-24.071728,-149.58739,11.7806225,-4.516762
5977,-163.06602,9.226675,-53.487812,105.32002,13.670369,-42.036938,-150.3649,3.6259394,-5.1096334,-129.31244,16.864388,-25.756409,-143.52127,2.165962,2.341347,-5.847216,1.9002931,-4.3923445,-110.121315,-51.65263,1.7385763,117.15479,-49.693943,-3.321982,-142.63373,5.3554463,-24.06306,-149.52751,11.791332,-4.51565
5994,-163.0537,9.816259,-54.3362,104.867386,14.332284,-41.966595,-150.33679,3.6137028,-5.1123085,-129.34738,16.75909,-25.737944,-143.52924,2.166139,2.341266,-5.846174,1.9282069,-4.3937554,-110.088455,-51.664448,1.7396656,117.16995,-49.687794,-3.3241324,-142.63278,5.377833,-24.06333,-149.46819,11.800304,-4.5078235
6014,-163.17165,10.746987,-55.741364,103.29398,15.53025,-42.20603,-150.3421,3.6249106,-5.1020036,-129.34575,16.809397,-25.772678,-143.53555,2.1640425,2.3476496,-5.8523407,1.9488682,-4.3949184,-110.04001,-51.676266,1.73393,117.19487,-49.685402,-3.3278127,-142.60503,5.427832,-24.066484,-149.40672,11.831966,-4.5012217
