millis,A0,A1,A2,B0,B1,B2,C0,C1,C2,D0,D1,D2,E0,E1,E2
18576,-13.159492,18.610172,14.209592,-151.13268,2.97427,-83.03907,-91.98019,2.615542,8.726338,98.0925,15.524949,-17.94097,-160.99965,8.652556,2.5220594
18586,-16.088694,16.167349,14.153361,-152.26112,3.4930081,-82.643814,-91.96258,2.5943267,8.7272625,98.139275,15.443648,-17.740435,-160.95413,8.703732,2.5127668
18595,-18.222658,13.892913,13.66808,-152.2636,3.8552792,-82.218285,-91.93407,2.572768,8.7377825,98.15602,15.403967,-17.607517,-160.94504,8.732153,2.5109003
18606,-19.576141,11.972288,13.241706,-152.3934,4.111005,-81.994255,-91.91459,2.5855777,8.723645,98.1627,15.445541,-17.60066,-160.94339,8.748247,2.4993982
18616,-20.168299,10.756418,13.167593,-153.08203,4.353407,-82.022194,-91.912445,2.610407,8.717686,98.20241,15.458801,-17.619152,-160.94316,8.742551,2.49139
18624,-20.077614,10.10727,12.9586315,-153.7173,4.4628005,-82.22629,-91.94007,2.6126935,8.737167,98.246216,15.3811245,-17.58542,-160.92201,8.736633,2.4851213
18636,-19.209257,10.10603,12.680394,-154.15648,4.453951,-82.51123,-91.97737,2.6014376,8.771024,98.28299,15.291012,-17.598253,-160.93468,8.578205,2.579006
18645,-17.67115,10.680386,12.036973,-153.5163,4.2986503,-82.72955,-92.02943,2.6407454,8.803775,98.23928,15.364933,-17.883524,-160.95276,8.564766,2.618179
18656,-15.509284,11.574063,11.032732,-151.85338,3.9954484,-82.90687,-92.03712,2.6903198,8.772822,98.03571,15.60445,-18.377907,-161.00308,8.496201,2.6883204
18666,-12.768855,12.782669,10.360637,-149.4494,3.625165,-83.12554,-92.040695,2.8687003,8.74897,97.92801,15.8158455,-18.782839,-161.11726,8.419237,2.7310581
18676,-9.616275,14.215663,9.788085,-146.02946,3.2226043,-83.37134,-92.052025,2.978166,8.716301,97.85996,15.916939,-19.021626,-161.1908,8.384083,2.733955
18687,-6.0745206,15.648902,9.260421,-140.95935,2.8686779,-83.57984,-92.047935,3.0175962,8.7153635,97.79999,15.939455,-19.108894,-161.29085,8.212368,2.8338737
18694,-2.2597487,17.052858,9.067427,-134.83615,2.7016242,-83.83466,-92.107925,2.9780447,8.749771,97.740036,15.95725,-19.201628,-161.34424,8.159298,2.856786
18705,1.6895032,18.224108,9.080973,-126.398315,2.6332831,-84.02524,-92.11257,3.0280814,8.748294,97.67506,15.992204,-19.32725,-161.41786,8.062003,2.9352908
18715,5.5214114,19.142292,9.2661705,-115.12492,2.662389,-84.231384,-92.12896,3.0785441,8.72681,97.6134,16.076412,-19.478453,-161.55492,8.031136,2.9203637
18725,9.113832,19.740574,9.837345,-102.56514,2.816613,-84.488075,-92.20327,3.0946548,8.754359,97.55401,16.138884,-19.613314,-161.65356,7.9540496,2.9647925
18736,12.369103,20.051409,10.452326,-90.10575,3.1083245,-84.64165,-92.24337,3.0877993,8.753464,97.47865,16.188251,-19.752806,-161.68127,8.015879,2.9796572
18746,15.181559,20.01131,10.965936,-80.53488,3.584733,-84.594185,-92.32216,3.1588285,8.774339,97.4671,16.237389,-19.875824,-161.70648,8.143506,2.983838
18756,16.575855,20.052422,12.400213,-77.8566,4.147228,-84.49338,-92.361244,3.1473222,8.7883415,97.476395,16.243698,-19.868721,-161.71777,8.215107,2.9799685
18765,16.056484,20.371239,12.758202,-88.40083,4.458938,-84.28541,-92.36436,3.117754,8.789136,97.52383,16.184813,-19.739622,-161.72028,8.136687,2.9815726
18777,15.000087,20.382544,12.4678545,-104.93378,4.8662267,-83.78165,-92.38037,3.0496957,8.800551,97.574715,16.09676,-19.558416,-161.72218,7.8867292,2.9918015
18787,13.166382,20.083487,12.881695,-121.45114,5.441773,-83.32811,-92.400475,2.937378,8.8180895,97.59489,16.037052,-19.417587,-161.72694,7.757868,2.9995816
18796,10.939702,19.287138,13.310694,-134.87294,6.205923,-82.74399,-92.41334,2.8988936,8.828726,97.62432,16.00575,-19.350134,-161.72069,7.830017,2.9473324
18806,8.46794,18.05834,13.525352,-144.07639,7.170223,-81.93729,-92.42308,2.89965,8.828453,97.64878,15.991668,-19.31556,-161.72545,7.8680835,2.9316418
18817,5.8028355,16.441124,13.880438,-150.16034,8.345297,-80.92503,-92.41436,2.8890374,8.82899,97.66289,15.980659,-19.275612,-161.73228,7.86947,2.9243054
18825,3.068522,14.393795,14.31888,-154.169,9.684193,-79.74874,-92.42413,2.8849592,8.833777,97.690475,15.961533,-19.23693,-161.74026,7.849079,2.9206066
18836,0.3340316,12.003409,14.810032,-156.65732,11.211668,-78.36847,-92.43492,2.871026,8.838834,97.70708,15.945558,-19.191349,-161.73837,7.8662405,2.9021037
18845,-2.3049655,9.28462,15.406492,-158.24652,12.853774,-76.85841,-92.42599,2.8606591,8.838855,97.733574,15.9190645,-19.12953,-161.74284,7.898552,2.8784304
18855,-4.857757,6.393525,16.152287,-159.19804,14.669427,-75.16204,-92.42701,2.8508034,8.839119,97.75935,15.892617,-19.066181,-161.74896,7.907949,2.865284
18865,-7.2836266,3.3367035,16.937311,-159.54851,16.572384,-73.34624,-92.42701,2.8508034,8.839119,97.77643,15.876507,-19.02213,-161.74586,7.934254,2.8340828
18876,-9.599448,0.1516848,17.864353,-159.68475,18.550018,-71.429855,-92.42805,2.8361135,8.844444,97.80205,15.850003,-18.958776,-161.74084,7.9903483,2.793438
18886,-11.731077,-2.9961119,19.04003,-159.57716,20.5448,-69.455086,-92.4203,2.8204772,8.840178,97.84197,15.812262,-18.857,-161.72926,8.053533,2.7545824
18895,-13.779171,-6.0601444,20.142818,-159.32729,22.437536,-67.535095,-92.41176,2.8144479,8.836155,97.87473,15.767906,-18.751183,-161.73512,8.069804,2.7425115
18905,-15.655963,-8.871712,21.262472,-158.87361,24.2113,-65.69231,-92.40281,2.804084,8.836169,97.9049,15.7435465,-18.70838,-161.74243,8.07005,2.7420516
18916,-17.4829,-11.353219,22.118322,-158.18416,25.83234,-63.981476,-92.42051,2.8202279,8.840687,97.90122,15.763726,-18.768393,-161.7495,8.077177,2.742674
18926,-19.204876,-13.503196,22.746859,-157.335,27.267725,-62.4574,-92.438,2.8366225,8.844689,97.89049,15.806229,-18.866898,-161.7578,8.075164,2.7559936
18937,-20.802013,-15.308402,23.180971,-156.38881,28.572115,-61.07497,-92.44551,2.8573415,8.843378,97.89508,15.844852,-18.95011,-161.7665,8.056668,2.7806857
18946,-22.186504,-16.813807,23.439116,-155.40631,29.759096,-59.82459,-92.46318,2.8734891,8.847879,97.89724,15.85958,-18.996399,-161.77576,8.039765,2.7987337
18956,-23.355776,-18.025164,23.450872,-154.38303,30.821383,-58.72611,-92.47193,2.8792713,8.852404,97.9023,15.8739,-19.033121,-161.79184,8.0242405,2.8094378
18965,-24.289963,-18.975859,23.228369,-153.45262,31.692657,-57.842617,-92.49063,2.8855658,8.857169,97.900185,15.886291,-19.060362,-161.79964,8.02336,2.815871
18976,-24.853546,-19.689896,22.946264,-152.74289,32.32916,-57.20885,-92.49042,2.8858128,8.856655,97.919716,15.88941,-19.058674,-161.79881,8.016024,2.8145454
18986,-24.971752,-20.163015,22.61389,-152.33617,32.704628,-56.838497,-92.49142,2.8807878,8.851864,97.930626,15.878676,-19.028307,-161.80685,8.008262,2.8198998
18996,-24.764853,-20.235323,22.111984,-152.11414,32.846325,-56.71795,-92.5024,2.8714433,8.852377,97.95791,15.859397,-18.989658,-161.81416,8.00851,2.8194437
19007,-24.352571,-19.923752,21.343456,-151.96608,32.77018,-56.844326,-92.50218,2.8716908,8.851864,97.97051,15.855959,-18.983953,-161.82076,8.01677,2.8131762
19016,-23.671232,-19.291576,20.457645,-151.9365,32.47446,-57.20528,-92.51115,2.877227,8.856899,97.97093,15.863402,-19.005568,-161.82855,8.015893,2.8196104
19025,-22.784147,-18.312305,19.518515,-151.9586,32.018394,-57.73377,-92.510925,2.8774745,8.856385,97.98818,15.86686,-19.014963,-161.83537,8.017266,2.812263
19036,-21.810158,-17.098806,18.476902,-152.01663,31.438854,-58.38432,-92.52088,2.877986,8.85663,98.00013,15.863487,-19.007736,-161.84163,8.017061,2.8115609
19046,-20.686237,-15.740466,17.506964,-152.14886,30.730427,-59.153778,-92.520676,2.8782334,8.856115,98.01858,15.859211,-18.98292,-161.84894,8.017308,2.8111043
19056,-19.527182,-14.254982,16.629257,-152.306,29.956167,-59.976624,-92.5217,2.8683772,8.856387,98.03885,15.8333435,-18.94026,-161.85576,8.018682,2.8037565
19067,-18.388212,-12.709766,15.822959,-152.4673,29.149347,-60.818333,-92.52272,2.8585215,8.856662,98.05571,15.817105,-18.896244,-161.85455,8.027815,2.7910514
19076,-17.314478,-11.152678,15.123886,-152.58743,28.340816,-61.64914,-92.52393,2.8532474,8.852384,98.069626,15.801275,-18.861792,-161.86041,8.044076,2.7789648
19106,-14.674174,-6.921092,13.72754,-153.00874,26.0302,-63.960575,-92.532455,2.8592803,8.856393,98.10283,15.808307,-18.87755,-161.8816,8.052822,2.7717726
19115,-14.003474,-5.8026657,13.568765,-153.26758,25.340279,-64.64118,-92.54242,2.859791,8.856637,98.111595,15.809945,-18.87444,-161.88892,8.053068,2.7713137
19127,-13.507048,-4.831464,13.517838,-153.51561,24.706587,-65.26438,-92.5422,2.8600392,8.856124,98.12438,15.801875,-18.874203,-161.88869,8.059953,2.7723887
19137,-13.18624,-4.0903635,13.577528,-153.86984,24.07309,-65.889626,-92.55094,2.8658252,8.860645,98.13246,15.815838,-18.901352,-161.8942,8.067746,2.765869
19146,-12.895758,-3.5446234,13.930397,-154.45651,23.445372,-66.517105,-92.559875,2.8761926,8.860613,98.14053,15.8298025,-18.928497,-161.90152,8.067993,2.7654088
19155,-12.765158,-3.1195855,14.292902,-155.10483,22.769188,-67.19395,-92.56065,2.871412,8.85531,98.14682,15.836423,-18.930992,-161.90884,8.068238,2.7649486
19166,-12.665107,-2.7962773,14.70505,-155.88013,22.025475,-67.940575,-92.570625,2.8670957,8.86062,98.16229,15.832534,-18.915735,-161.91664,8.067364,2.7713795
19175,-12.559954,-2.4801137,15.132976,-156.76295,21.154236,-68.81425,-92.570625,2.8670957,8.86062,98.170815,15.822087,-18.896471,-161.92418,8.060727,2.7698464
19186,-12.373163,-2.0307372,15.408059,-157.59378,20.234535,-69.73342,-92.570625,2.8670957,8.86062,98.18561,15.818252,-18.879702,-161.93149,8.060974,2.7693865
19196,-12.105328,-1.3421712,15.3193035,-158.13728,19.30504,-70.65323,-92.58037,2.8678546,8.86035,98.19279,15.8202,-18.889175,-161.93735,8.077226,2.7572873
19207,-11.720258,-0.46243176,14.990137,-158.51392,18.308443,-71.6317,-92.58037,2.8678546,8.86035,98.19617,15.827251,-18.90123,-161.93588,8.093232,2.745648
19236,-9.357869,3.4792366,14.110541,-159.82275,14.789029,-75.08028,-92.58243,2.843315,8.865971,98.2618,15.774363,-18.754015,-161.9456,8.142853,2.7029088
19246,-8.2486315,5.2872787,13.808415,-160.16139,13.408349,-76.42641,-92.58243,2.843315,8.865971,98.288765,15.754905,-18.715403,-161.94412,8.158856,2.6912687
19257,-7.0159945,7.3224897,13.368585,-160.01836,11.936358,-77.839066,-92.583435,2.8382862,8.861182,98.298164,15.756463,-18.713814,-161.95119,8.165983,2.691873
19266,-5.5931573,9.47947,12.830122,-159.25996,10.3899145,-79.29388,-92.58243,2.843315,8.865971,98.306335,15.770462,-18.740952,-161.9585,8.166226,2.6914062
19277,-3.974155,11.783556,12.342281,-157.66557,8.855019,-80.701485,-92.59114,2.8539307,8.865424,98.31383,15.78452,-18.766582,-161.96555,8.173352,2.6920094
19287,-2.1551664,14.172085,11.802225,-154.64096,7.4429655,-81.92561,-92.59887,2.8695748,8.869664,98.313965,15.799803,-18.823898,-161.97504,8.146896,2.7225518
19295,-0.11275716,16.550182,11.237721,-149.65253,6.255369,-82.844185,-92.62527,2.891523,8.878657,98.316124,15.834582,-18.92198,-161.9848,8.128908,2.7475157
19305,2.1218865,18.759893,10.770763,-143.03214,5.282873,-83.49709,-92.65142,2.9137223,8.887125,98.299255,15.882891,-19.033895,-161.99408,8.112037,2.765591
19317,4.3987226,20.753332,10.583028,-135.52429,4.542393,-83.93223,-92.66785,2.9351633,8.895856,98.299095,15.914865,-19.101812,-162.0096,8.0949545,2.782963
19326,6.6135974,22.426754,10.557154,-128.02045,4.1095285,-84.12192,-92.6778,2.9356792,8.896098,98.312515,15.923466,-19.113745,-162.01886,8.078088,2.8010442
19337,8.683415,23.6801,10.5544,-121.79503,3.9633923,-84.04733,-92.68755,2.9316175,8.900892,98.34401,15.906489,-19.094194,-162.02905,8.046339,2.8238883
19365,12.517931,24.650894,10.820335,-123.39773,5.433439,-82.54685,-92.73464,3.0204923,8.921368,98.34337,16.005554,-19.34049,-162.07047,7.986239,2.889475
19375,12.705093,23.897303,10.862622,-128.60927,6.544492,-81.605675,-92.74329,3.0359313,8.915712,98.35377,16.01462,-19.361937,-162.0787,7.971609,2.8937871
19386,12.195322,22.563786,10.943257,-134.0088,7.9729905,-80.41452,-92.74539,3.0114012,8.921378,98.374084,15.993302,-19.313938,-162.08649,7.9707494,2.9002266
19396,11.066055,20.584969,10.996172,-139.00638,9.69877,-78.95442,-92.76616,2.9931908,8.93178,98.39138,15.972407,-19.275482,-162.09402,7.964116,2.8987103
19420,4.4701066,10.915119,12.210576,-149.98238,15.998283,-73.49496,-92.76157,2.95279,8.923389,98.44211,15.92803,-19.138224,-162.0953,8.009904,2.834635
19436,1.5675256,6.821555,13.054968,-152.03348,18.255014,-71.4482,-92.748116,2.8875568,8.93026,98.517166,15.80323,-18.863228,-162.09805,8.052351,2.7912366
19447,-1.4600657,2.6208324,14.084596,-153.2517,20.596346,-69.25788,-92.749176,2.8728817,8.935625,98.53693,15.781741,-18.815207,-162.09732,8.060347,2.7854056
19457,-4.601104,-1.5073792,15.175159,-153.72482,22.930796,-67.01617,-92.75683,2.8933568,8.934765,98.53619,15.80178,-18.865501,-162.10391,8.068588,2.7791142
19467,-7.762613,-5.4711003,16.401806,-153.81905,25.158792,-64.835175,-92.76552,2.903977,8.934198,98.54525,15.827927,-18.910217,-162.11122,8.068834,2.7786536
19506,-19.381395,-17.461931,21.828373,-153.11914,31.329092,-58.459915,-92.7862,2.9002218,8.929388,98.60067,15.808533,-18.872341,-162.13939,8.069358,2.776568
19517,-21.620682,-19.170588,22.85113,-153.1382,31.95438,-57.74256,-92.78597,2.90047,8.92887,98.61294,15.809634,-18.861183,-162.14621,8.070711,2.7692142
19527,-23.484995,-20.20257,23.460575,-153.27426,32.169117,-57.46201,-92.78599,2.8956516,8.933946,98.62668,15.79363,-18.826818,-162.14548,8.078704,2.7633798
19565,-24.939445,-17.576817,21.91123,-156.2514,27.974064,-61.842407,-92.813324,2.9174078,8.933044,98.64964,15.83928,-18.946173,-162.17302,8.115221,2.7599287
19577,-23.774626,-15.083542,20.169052,-157.07094,25.796824,-64.12911,-92.82098,2.9378831,8.93217,98.63717,15.874935,-19.019693,-162.18106,8.107475,2.7653015
19587,-21.900515,-11.84202,18.234283,-157.65904,23.339949,-66.65243,-92.82073,2.9381294,8.931649,98.65059,15.883565,-19.031609,-162.18782,8.106154,2.77149
19626,-9.611198,5.716707,9.760514,-152.40637,12.751999,-76.56903,-92.863655,2.986143,8.944709,98.68143,15.938768,-19.183367,-162.22325,8.039456,2.83679
19637,-5.429263,10.50774,8.281804,-147.16354,10.557035,-78.290695,-92.87106,3.002047,8.948372,98.68038,15.958857,-19.233547,-162.24025,8.021771,2.8613434
19646,-0.8564184,15.063157,7.197385,-139.4098,8.670296,-79.57506,-92.88738,3.028327,8.9519615,98.681046,15.986396,-19.308302,-162.24948,8.004942,2.8794634
19657,3.9409118,19.212278,6.816152,-130.17033,7.149562,-80.589386,-92.902916,3.0594058,8.960836,98.686806,16.013073,-19.36242,-162.25786,7.980775,2.896285
19681,17.728733,27.727451,7.730354,-99.03279,4.923384,-81.57498,-92.9084,3.1044025,8.954223,98.71575,16.040874,-19.437721,-162.28375,7.94049,2.931036
19696,20.927277,28.865187,8.608286,-93.78028,4.862978,-81.6327,-92.92578,3.111204,8.968257,98.72517,16.042494,-19.436085,-162.29915,7.9107985,2.9394715
19706,22.99395,29.151485,9.466725,-92.86711,5.216612,-81.510826,-92.93782,3.0968354,8.964037,98.74642,16.028564,-19.411213,-162.30666,7.904163,2.937971
19716,23.874043,28.594585,10.114403,-96.794975,5.992511,-81.12681,-92.94971,3.0634575,8.979622,98.76345,16.012148,-19.367361,-162.31374,7.9113045,2.9385712
19741,20.325819,24.545086,6.6548448,-122.52568,9.746603,-77.89478,-92.954926,3.018998,8.976106,98.84781,15.917632,-19.132053,-162.32536,7.9157543,2.9098394
19752,16.223135,22.65488,11.556417,-135.55309,11.312152,-77.1785,-92.949135,2.9790576,8.977116,98.866104,15.8839855,-19.065042,-162.32466,7.9237385,2.9039924
19767,12.373919,20.03912,10.394014,-140.60161,13.20587,-75.47563,-92.96782,2.9805806,8.986926,98.87444,15.893552,-19.097551,-162.32901,7.9654636,2.867658
19777,7.918299,16.695328,10.151271,-144.58621,15.478919,-73.482414,-92.95991,2.9651608,8.982228,98.88268,15.887582,-19.07288,-162.33177,8.00783,2.8241763
19787,3.20428,12.574815,11.961868,-148.55066,17.69485,-71.66823,-92.934845,2.9426868,8.963988,98.91147,15.856568,-18.96067,-162.32655,8.070605,2.7842975
19811,-9.933159,-2.2322066,16.668829,-153.26729,24.539444,-65.42939,-92.93903,2.8936439,8.975388,98.99428,15.752234,-18.736277,-162.33192,8.087915,2.7652476
19827,-13.675139,-7.101572,18.90453,-153.86644,26.674332,-63.32341,-92.938736,2.9035168,8.964705,98.99529,15.764388,-18.753862,-162.33727,8.10522,2.7461948
19837,-17.120022,-11.611385,21.015905,-154.14235,28.535105,-61.39846,-92.9487,2.9040349,8.964951,99.002266,15.770969,-18.75783,-162.34384,8.113445,2.739884
19846,-20.230873,-15.556883,22.961164,-154.28831,30.044416,-59.754326,-92.948715,2.8992236,8.970032,99.03137,15.746233,-18.713795,-162.35114,8.113689,2.7394197
19871,-27.596842,-22.587618,26.146536,-154.26805,32.344425,-57.04225,-92.95842,2.8999908,8.969756,99.0488,15.797869,-18.846619,-162.35846,8.126616,2.7479444
19882,-28.76157,-23.293634,26.214844,-154.398,32.30347,-57.06281,-92.973694,2.940944,8.967953,99.02557,15.860514,-19.005919,-162.37527,8.115841,2.7735512
19896,-29.217033,-23.29227,25.589102,-154.80414,31.736664,-57.681595,-93.01424,3.0041327,8.984876,99.01794,15.903439,-19.094305,-162.39343,8.07378,2.8154273
19907,-28.58066,-22.437284,24.576796,-155.31454,30.797235,-58.7329,-93.01526,2.999087,8.980109,99.03766,15.901979,-19.098083,-162.40123,8.072936,2.8218622
19932,-22.607285,-15.237592,18.684683,-156.87466,25.62557,-64.32221,-93.03469,2.9958153,8.984627,99.07132,15.896648,-19.083597,-162.41573,8.058104,2.8255053
19941,-19.686245,-11.478632,16.280046,-156.93835,23.37107,-66.62826,-93.02575,2.9902468,8.979618,99.089874,15.887588,-19.064337,-162.42326,8.051462,2.8240023
19951,-16.455803,-7.2837973,13.9692335,-156.49545,21.061779,-68.90319,-93.0357,2.9907691,8.97986,99.09128,15.890622,-19.09287,-162.43011,8.065489,2.8256273
19967,-12.98784,-2.8629885,11.867338,-155.40025,18.776001,-71.058464,-93.05199,3.0170603,8.983415,99.094475,15.917994,-19.156477,-162.44783,8.039867,2.8560634
19976,-9.342524,1.6410842,10.038566,-153.54134,16.643797,-72.9671,-93.05857,3.042583,8.9872465,99.09806,15.949876,-19.216099,-162.4555,8.023705,2.8670695
20002,1.9565492,13.487192,7.821723,-144.54604,11.274369,-77.48606,-93.07723,3.0441184,8.997049,99.12534,15.958138,-19.250805,-162.47151,8.008247,2.8778675
20011,5.33741,16.467693,8.038465,-140.70706,9.935474,-78.59534,-93.08692,3.0448875,8.996758,99.13979,15.95879,-19.22856,-162.47882,8.008497,2.8774102
20026,8.335293,18.81362,8.362693,-136.6091,8.852063,-79.485,-93.08877,3.0254242,8.996882,99.1568,15.937622,-19.190264,-162.49258,8.001653,2.8752112
20037,10.780383,20.537413,8.938153,-132.89774,8.044802,-80.174736,-93.092125,3.0004234,8.993296,99.18485,15.909898,-19.117771,-162.49799,8.018943,2.8561409
20061,14.109904,21.979921,10.699165,-128.21133,7.4357243,-80.8737,-93.09527,2.9708607,8.994267,99.24499,15.856888,-18.991772,-162.50287,8.037314,2.830172
20071,13.819958,21.283617,11.175013,-130.31224,7.858275,-80.62904,-93.095,2.9711072,8.993743,99.24713,15.876714,-19.032331,-162.50995,8.044451,2.8307505
20081,12.892456,20.050587,11.648554,-133.94609,8.545475,-80.16577,-93.103645,2.9817302,8.993135,99.24422,15.897518,-19.093489,-162.51703,8.051588,2.8313282
20096,11.402288,18.321135,12.086577,-138.46077,9.452387,-79.49958,-93.12017,3.0125844,8.992112,99.25638,15.918871,-19.133936,-162.53162,8.052082,2.8304086
20122,4.9763365,10.936472,13.763118,-151.39142,12.861848,-76.72812,-93.12307,2.9784646,8.997656,99.31479,15.853642,-18.988926,-162.54611,8.037256,2.8340707
20131,2.5812259,8.160859,14.3935375,-154.16321,14.14151,-75.58735,-93.13406,2.9691339,8.998227,99.329384,15.849657,-18.972204,-162.55289,8.038588,2.8267143
20141,0.19864185,5.4337487,15.011111,-156.11716,15.4253025,-74.4058,-93.13406,2.9691339,8.998227,99.34669,15.853225,-18.98155,-162.55219,8.046561,2.8208523
20153,-2.1025155,2.865719,15.632705,-157.35028,16.688513,-73.21241,-93.13379,2.9693804,8.997702,99.35002,15.8604,-18.993513,-162.55948,8.046807,2.8203924
20166,-4.2827315,0.5283976,16.202015,-158.04276,17.860426,-72.085144,-93.15242,2.975724,9.002422,99.35962,15.857417,-18.997398,-162.57385,8.054191,2.8205066
20191,-9.76927,-4.4400754,17.155178,-158.15105,20.59536,-69.39728,-93.16108,2.9863472,9.001808,99.38963,15.890093,-19.06867,-162.58823,8.061574,2.8206186
20201,-11.117495,-5.373551,17.350368,-158.08717,21.15277,-68.84428,-93.169716,2.9969704,9.001193,99.38597,15.911016,-19.128263,-162.5964,8.04434,2.8385415
20211,-12.199593,-5.9791927,17.375557,-158.03839,21.503023,-68.49584,-93.17629,3.022499,9.005001,99.38706,15.939021,-19.202843,-162.6136,8.019843,2.862119
20226,-12.9761,-6.241764,17.30243,-157.9572,21.693674,-68.30564,-93.210106,3.0650008,9.012885,99.38806,15.967016,-19.2774,-162.63046,7.9869266,2.8913252
20252,-13.419048,-5.3079123,16.127645,-157.62805,21.294035,-68.69938,-93.21982,3.0609713,9.017688,99.44199,15.944419,-19.21116,-162.64624,7.9783797,2.9031806
20261,-13.016763,-4.5368953,15.480721,-157.36177,20.907154,-69.076096,-93.221924,3.0412643,9.01836,99.461784,15.922615,-19.163383,-162.65373,7.9717402,2.9016962
20271,-12.38148,-3.5771854,14.750586,-156.95714,20.43138,-69.53195,-93.223755,3.0218022,9.018506,99.47927,15.918109,-19.137123,-162.66052,7.9730673,2.894343
20282,-11.579744,-2.4837031,13.94477,-156.34027,19.918404,-70.009384,-93.22477,3.0167487,9.013748,99.48888,15.915139,-19.141005,-162.66782,7.973317,2.893888
20298,-10.612296,-1.3588127,13.145853,-155.60617,19.376719,-70.499565,-93.233406,3.027372,9.0131235,99.48978,15.92737,-19.158491,-162.6734,7.981082,2.8873158
20322,-7.1101522,1.7475147,11.880664,-154.42755,17.67758,-72.079544,-93.24441,3.018045,9.013701,99.53538,15.91076,-19.1169,-162.68727,7.9895487,2.880533
20331,-5.9371905,2.5861895,11.672504,-153.97581,17.239414,-72.489044,-93.25412,3.0140166,9.018508,99.55095,15.881747,-19.055672,-162.69267,8.006806,2.8614345
20341,-4.775224,3.231601,11.491399,-153.67485,16.830013,-72.88306,-93.24728,2.9887304,9.014189,99.58147,15.853193,-18.973732,-162.68745,8.056754,2.8124087
20352,-3.6494298,3.7689238,11.658864,-153.83337,16.44189,-73.286354,-93.2496,2.9735763,9.010296,99.6098,15.81693,-18.867266,-162.6844,8.098117,2.776396
20392,0.9067134,5.502929,13.551011,-159.4966,14.486962,-75.45415,-93.32741,2.9174035,9.074285,99.87363,15.741115,-18.519331,-162.64055,8.294016,2.6527088
20401,2.7397962,6.4818416,12.477359,-151.06566,14.210913,-75.48499,-93.48387,2.9179578,9.175052,100.067184,15.684846,-18.392216,-162.5366,8.379094,2.6449218
20412,3.454896,8.263455,8.31312,-135.58788,14.016454,-74.7641,-93.534706,2.8602986,9.116991,100.125,15.363507,-17.821692,-162.46153,8.189886,2.714329
20422,3.6316621,9.306311,6.645727,-124.585205,14.278371,-73.59645,-93.27534,2.6939018,9.053826,99.985596,15.284722,-17.834574,-162.35175,8.2333555,2.7007816
20451,1.3852248,6.3871555,11.314708,-138.37941,15.942784,-73.15485,-93.34634,3.2637846,8.992754,99.91738,15.942232,-18.851675,-162.37296,8.2674265,2.7114882
20462,0.43667036,5.3775268,11.968134,-143.66132,16.336584,-73.02918,-93.35709,2.972192,9.007512,100.05705,15.471049,-18.132568,-162.36823,8.309512,2.668451
20472,-0.23479246,4.6484947,11.996576,-146.68387,16.608612,-72.88119,-93.41212,2.7457685,9.098821,100.047844,15.336934,-17.991251,-162.36226,8.41406,2.6350636
20481,-0.6536983,4.2184086,11.860492,-147.64699,16.783918,-72.72338,-93.4511,2.7009916,9.148762,100.00376,15.562432,-18.310892,-162.36172,8.415153,2.6281686
20493,-1.0430248,3.9632843,11.305079,-147.24503,16.94814,-72.50388,-93.39167,2.8677328,9.069597,100.00615,15.773254,-18.607464,-162.37857,8.363665,2.6403365
20531,-2.751207,2.3223143,11.071969,-146.43939,18.214344,-71.17103,-93.4145,2.8250988,9.085918,100.098335,15.569019,-18.26393,-162.3876,8.426875,2.5994658
20542,-3.2373776,1.9565839,10.82041,-145.88889,18.549025,-70.78751,-93.393906,2.8669417,9.050419,100.07537,15.672673,-18.463297,-162.3939,8.457326,2.5896008
20555,-3.030917,0.35998023,10.443785,-142.90686,17.86106,-71.08585,-93.40984,2.898299,9.048294,100.07858,15.683748,-18.514832,-162.39366,8.464214,2.5906446
20591,-7.5219574,8.903314,9.512545,-141.79648,14.538464,-73.723434,-93.465225,2.898725,9.081799,100.1228,15.711989,-18.61295,-162.43575,8.397362,2.6552546
20602,-7.901962,10.239655,9.170035,-140.64331,13.758152,-74.15569,-93.50664,2.9521725,9.098832,100.12566,15.757359,-18.699364,-162.44757,8.349749,2.6899
20612,-8.026237,11.45415,7.867933,-138.19263,12.904926,-74.33274,-93.5045,2.9766634,9.093007,100.150635,15.745671,-18.693638,-162.4651,8.30299,2.7169425
20622,-7.985626,12.71746,6.6202097,-135.56085,12.001391,-74.38733,-93.505486,2.9763854,9.083157,100.13689,15.757661,-18.731785,-162.47118,8.324985,2.7126882
20662,-9.380216,18.983912,4.461025,-132.6462,7.972285,-75.616486,-93.53345,2.983779,9.087043,100.177284,15.767707,-18.711763,-162.50108,8.302646,2.721218
20672,-10.295023,20.411213,4.587934,-132.98637,7.169068,-75.8863,-93.52926,2.9430647,9.0794525,100.20418,15.739198,-18.639505,-162.50081,8.296841,2.713285
20682,-11.186879,21.769377,4.3542013,-133.57947,6.4572268,-76.005394,-93.520325,2.9374728,9.074464,100.23636,15.730227,-18.598139,-162.50735,8.305058,2.7069502
20693,-12.036854,22.906334,3.8457472,-134.54056,5.77744,-76.119576,-93.548676,2.9302595,9.094206,100.2212,15.748594,-18.553135,-162.5132,8.333938,2.7037241
20731,-15.959792,26.435452,3.5912156,-139.87259,2.459465,-76.957794,-93.56759,2.9464161,9.07779,100.25886,15.836304,-18.58879,-162.54367,8.338549,2.7235355
