millis,A0,A1,A2,B0,B1,B2,C0,C1,C2,D0,D1,D2,E0,E1,E2
6283,6.753736,11.163936,44.65051,105.74882,-18.77656,6.0052614,-10.537224,2.1197412,11.847687,112.626495,15.104776,-20.359621,131.99583,7.752924,4.667779
6293,-179.69302,-10.64116,79.35876,105.74882,-18.77656,6.0052614,-10.537427,2.1191287,11.840765,112.626495,15.104776,-20.359621,131.99583,7.752924,4.667779
11774,-44.00942,4.93076,-51.745785,-119.684814,-12.12932,5.406161,-74.360855,-24.375124,-33.1003,89.31797,17.011843,-25.904686,-156.73824,3.5909514,1.2878987
11785,-43.962574,4.902702,-51.796677,-119.670906,-12.187664,5.419762,-74.55133,-24.234613,-32.844597,89.35364,17.012459,-25.847624,-156.74562,3.6087828,1.3056046
11794,-43.927998,4.875066,-51.840885,-119.65556,-12.255479,5.4357758,-74.74688,-24.095846,-32.576694,89.37898,17.011196,-25.790394,-156.75285,3.6334627,1.3247111
11805,-43.88777,4.850242,-51.886055,-119.64272,-12.307786,5.452886,-74.93169,-23.95353,-32.320038,89.40842,17.005342,-25.728941,-156.76009,3.6581442,1.3438145
11823,-43.81637,4.787937,-51.98144,-119.61966,-12.366062,5.4656143,-75.29296,-23.6663,-31.805342,89.469086,17.00496,-25.612759,-156.76715,3.7073853,1.3822162
11832,-43.77598,4.763146,-52.026608,-119.60386,-12.423597,5.4792395,-75.470146,-23.526814,-31.542326,89.49418,17.003586,-25.555538,-156.7744,3.732072,1.4013112
11854,-43.692955,4.712086,-52.113014,-119.56233,-12.5960655,5.5292363,-75.81766,-23.23978,-31.031849,89.554436,17.002602,-25.441254,-156.78882,3.7760172,1.4312435
11864,-43.65504,4.6819363,-52.15556,-119.54638,-12.653599,5.5427966,-75.98888,-23.097692,-30.779394,89.5896,17.002987,-25.384186,-156.79605,3.8007102,1.4503292
11875,-43.620106,4.654381,-52.199722,-119.533295,-12.705927,5.55979,-76.157524,-22.95482,-30.526554,89.61443,16.996563,-25.332214,-156.80347,3.818559,1.4680127
11892,-43.538807,4.6049294,-52.290012,-119.518974,-12.764302,5.573215,-76.496735,-22.668993,-30.019852,89.674164,16.994947,-25.219799,-156.81772,3.8693652,1.4993206
11903,-43.510506,4.580596,-52.328465,-119.504616,-12.822682,5.5866218,-76.65264,-22.527607,-29.770224,89.69473,16.993036,-25.17206,-156.82513,3.8872206,1.5169964
11913,-43.469738,4.555896,-52.373608,-119.49144,-12.875025,5.603566,-76.809906,-22.38101,-29.51822,89.72961,16.993286,-25.11499,-156.83238,3.9119227,1.5360667
11935,-43.393715,4.5037107,-52.462875,-119.43872,-13.039783,5.64048,-77.1275,-22.098375,-29.019865,89.78482,16.986591,-25.015432,-156.84697,3.9490523,1.5645576
11944,-43.3528,4.4790444,-52.50801,-119.42542,-13.092136,5.6573567,-77.28212,-21.955666,-28.771338,89.805214,16.98953,-24.96246,-156.85309,3.9666982,1.5820807
11955,-43.32695,4.4493575,-52.543816,-119.41081,-13.150534,5.670659,-77.42953,-21.816149,-28.526886,89.835785,16.98893,-24.916723,-156.86035,3.9914076,1.6011381
11974,-43.244095,4.4045787,-52.625443,-119.395966,-13.198604,5.6816607,-77.730316,-21.527376,-28.040012,89.89061,16.982052,-24.817177,-156.87477,4.0353947,1.6310009
11982,-43.20981,4.3831353,-52.664886,-119.38255,-13.250967,5.698491,-77.87098,-21.385893,-27.794704,89.91081,16.979973,-24.76946,-156.88219,4.053265,1.6486557
12004,-43.135082,4.330204,-52.742847,-119.33208,-13.410601,5.7384896,-78.15256,-21.096605,-27.312681,89.96133,16.977177,-24.676004,-156.89662,4.0972633,1.678502
12014,-43.100685,4.308789,-52.782288,-119.31708,-13.45867,5.749421,-78.29057,-20.958708,-27.07332,89.99164,16.976458,-24.63026,-156.90405,4.1151385,1.6961493
12024,-43.064373,4.2858763,-52.817734,-119.303764,-13.507627,5.7602215,-78.43105,-20.81624,-26.829233,90.01167,16.9743,-24.582554,-156.91138,4.127577,1.7055548
12043,-42.988575,4.2399263,-52.902287,-119.29015,-13.560011,5.776955,-78.7059,-20.534142,-26.35437,90.06185,16.97135,-24.489101,-156.92624,4.163337,1.7408391
12052,-42.954884,4.2116513,-52.93509,-119.27678,-13.608976,5.787726,-78.835205,-20.388546,-26.118988,90.08801,16.975542,-24.445765,-156.93324,4.189471,1.7530184
12063,-42.927124,4.193448,-52.968845,-119.26167,-13.657047,5.7986045,-78.96187,-20.247217,-25.880487,90.107895,16.968008,-24.405148,-156.94067,4.2073555,1.7706542
12084,-42.842827,4.1534104,-53.041798,-119.21329,-13.801257,5.839401,-79.223885,-19.96556,-25.412533,90.164,16.971317,-24.316057,-156.95528,4.244536,1.7990698
12094,-42.80815,4.1320696,-53.08123,-119.19807,-13.849327,5.8502245,-79.34095,-19.82184,-25.180832,90.179794,16.973646,-24.272612,-156.96118,4.2635975,1.8096895
12104,-42.771645,4.1092362,-53.11664,-119.18451,-13.898309,5.8609085,-79.46385,-19.678577,-24.953032,90.20976,16.967838,-24.232107,-156.96835,4.2828918,1.820466
12122,-42.704193,4.0657096,-53.184246,-119.17066,-13.950716,5.877519,-79.712,-19.402788,-24.492706,90.25538,16.96429,-24.148163,-156.9834,4.3118343,1.8543235
12132,-42.6751,4.0415587,-53.2226,-119.15667,-13.992754,5.891878,-79.826256,-19.262596,-24.266954,90.28127,16.963413,-24.110088,-156.99057,4.3311334,1.8650934
12142,-42.63278,4.0216107,-53.259064,-119.134026,-14.041638,5.9015994,-79.93816,-19.126806,-24.038033,90.30713,16.967089,-24.068575,-156.99776,4.3504343,1.8758605
12165,-42.565132,3.9781566,-53.326656,-119.0926,-14.181669,5.9371443,-80.16574,-18.84507,-23.589582,90.35249,16.963406,-23.984638,-157.01237,4.3876376,1.9042367
12174,-42.535328,3.9585361,-53.356373,-119.079124,-14.227247,5.9417934,-80.27789,-18.708586,-23.369799,90.37829,16.962112,-23.948376,-157.0198,4.4055414,1.9218459
12192,-42.464775,3.920526,-53.42659,-119.0667,-14.270227,5.955944,-80.50112,-18.430107,-22.925112,90.41954,16.958054,-23.87395,-157.03433,4.4373097,1.9419761
12202,-42.429184,3.9037838,-53.457394,-119.052895,-14.319235,5.9665008,-80.60832,-18.292305,-22.70487,90.445244,16.961634,-23.832432,-157.04195,4.448373,1.958197
12213,-42.40208,3.8787994,-53.484463,-119.02834,-14.36719,5.976241,-80.71304,-18.153692,-22.486261,90.464615,16.953878,-23.791828,-157.04913,4.467683,1.9689481
12225,-42.359592,3.8589368,-53.52092,-119.01585,-14.410177,5.990351,-80.81328,-18.019268,-22.270409,90.49022,16.95285,-23.753767,-157.05632,4.4869947,1.9796966
12245,-42.295654,3.8241525,-53.58547,-118.97546,-14.540812,6.0232296,-81.02173,-17.746344,-21.835535,90.52736,16.952953,-23.6854,-157.06982,4.517132,2.006482
12255,-42.259975,3.8074524,-53.61627,-118.95413,-14.580269,6.030409,-81.11652,-17.610378,-21.621048,90.55293,16.95155,-23.649134,-157.07718,4.529601,2.0158439
12273,-42.194298,3.771216,-53.676758,-118.940155,-14.629293,6.0408673,-81.30783,-17.343285,-21.196535,90.59375,16.947266,-23.574734,-157.08456,4.5598135,2.043039
12282,-42.158554,3.7545412,-53.707546,-118.92612,-14.66792,6.0491185,-81.40714,-17.20754,-20.983477,90.61927,16.940908,-23.54373,-157.09192,4.572286,2.0523968
12293,-42.1256,3.7324858,-53.735703,-118.91348,-14.710928,6.0631385,-81.5023,-17.076044,-20.773348,90.64088,16.944098,-23.511719,-157.09909,4.591605,2.0631301
12315,-42.054047,3.6991832,-53.797287,-118.86529,-14.832035,6.092461,-81.68737,-16.806406,-20.359291,90.681564,16.93448,-23.444368,-157.1139,4.622006,2.090063
12325,-42.024,3.6796772,-53.82697,-118.85285,-14.871633,6.1005096,-81.77495,-16.678173,-20.153614,90.7031,16.937637,-23.412357,-157.12126,4.634483,2.099414
12342,-41.955162,3.6410375,-53.88591,-118.83842,-14.913681,6.114617,-81.95753,-16.412111,-19.745413,90.73973,16.937822,-23.342224,-157.13625,4.6580462,2.1249611
12353,-41.926193,3.6275415,-53.91106,-118.82595,-14.953283,6.1226454,-82.040405,-16.28262,-19.541048,90.765076,16.931383,-23.311224,-157.1436,4.670528,2.1343074
12362,-41.890324,3.6109364,-53.941853,-118.80443,-14.9927635,6.129683,-82.131775,-16.154346,-19.33671,90.78654,16.934494,-23.279215,-157.14949,4.6896024,2.1448412
12373,-41.867104,3.594582,-53.965874,-118.78994,-15.034814,6.143757,-82.20863,-16.02335,-19.141808,90.79782,16.930943,-23.252386,-157.15686,4.702086,2.1541831
12395,-41.79529,3.5614142,-54.02746,-118.74156,-15.152535,6.166869,-82.38167,-15.764368,-18.742357,90.84452,16.927546,-23.189383,-157.17168,4.732508,2.1810853
12405,-41.769085,3.5425627,-54.04997,-118.72868,-15.195576,6.180739,-82.45437,-15.637508,-18.543861,90.86591,16.930616,-23.157373,-157.17886,4.751841,2.191794
12423,-41.696835,3.5139327,-54.102924,-118.71752,-15.229182,6.192284,-82.613266,-15.38531,-18.155039,90.90232,16.920513,-23.099558,-157.19357,4.7768197,2.2104626
12432,-41.666668,3.4945068,-54.132584,-118.70321,-15.267809,6.200378,-82.692696,-15.2541,-17.959814,90.92366,16.923548,-23.067553,-157.20094,4.7893095,2.2197945
12442,-41.640434,3.4756832,-54.15509,-118.690575,-15.307433,6.208303,-82.767494,-15.132022,-17.765934,90.945015,16.921677,-23.04081,-157.2083,4.8018017,2.2291248
12452,-41.60158,3.464545,-54.188522,-118.67033,-15.34092,6.2188215,-82.8508,-15.005866,-17.576946,90.96635,16.919794,-23.014067,-157.2158,4.8074484,2.2370849
12477,-41.54511,3.426335,-54.24068,-118.63203,-15.4528055,6.246261,-82.99176,-14.759638,-17.198538,91.00254,16.91449,-22.950998,-157.22974,4.823939,2.2610288
12492,-41.479618,3.4009192,-54.288002,-118.61761,-15.491436,6.2542934,-83.13808,-14.508594,-16.824848,91.04127,16.920227,-22.896511,-157.24445,4.8489323,2.2796764
12502,-41.450447,3.3875246,-54.313164,-118.5973,-15.524931,6.264752,-83.2133,-14.390819,-16.635553,91.06252,16.918297,-22.86977,-157.25163,4.868277,2.2903652
12512,-41.41438,3.3710432,-54.343952,-118.58453,-15.564576,6.272599,-83.27691,-14.266065,-16.452295,91.08385,16.916069,-22.844784,-157.25882,4.8876224,2.3010507
12523,-41.388065,3.3522723,-54.366463,-118.57155,-15.597194,6.284209,-83.34992,-14.142601,-16.267736,91.09489,16.912394,-22.817982,-157.26617,4.900124,2.3103683
12533,-41.3586,3.343383,-54.38301,-118.558754,-15.636844,6.2920356,-83.418594,-14.023196,-16.089317,91.1161,16.910439,-22.791245,-157.27354,4.9126263,2.3196845
12554,-41.299103,3.3106737,-54.437805,-118.51132,-15.745213,6.312309,-83.556335,-13.779426,-15.726148,91.15845,16.906496,-22.737774,-157.28844,4.930787,2.3369477
12572,-41.233494,3.285368,-54.485134,-118.498276,-15.777834,6.323874,-83.68453,-13.548821,-15.368993,91.19698,16.907206,-22.688562,-157.30206,4.948684,2.3540068
12582,-41.204235,3.2720263,-54.5103,-118.4872,-15.808059,6.3293624,-83.74902,-13.428526,-15.18908,91.21811,16.905201,-22.661827,-157.30962,4.9543457,2.361953
12592,-41.17497,3.258693,-54.535465,-118.46358,-15.846551,6.336271,-83.80947,-13.31238,-15.015276,91.22906,16.90147,-22.635038,-157.31697,4.966853,2.3712606
12603,-41.141495,3.2413697,-54.55499,-118.45216,-15.880208,6.347636,-83.86904,-13.196045,-14.841434,91.25026,16.899174,-22.610048,-157.32434,4.9793625,2.3805668
12613,-41.11805,3.2251515,-54.578987,-118.440735,-15.913871,6.3589945,-83.92717,-13.07938,-14.668765,91.26759,16.901838,-22.58757,-157.3317,4.991873,2.3898711
12642,-41.022877,3.191102,-54.642876,-118.39279,-16.015226,6.3828096,-84.10764,-12.724725,-14.151831,91.32343,16.899933,-22.522898,-157.35332,5.0376434,2.412283
12652,-40.993393,3.1822832,-54.659428,-118.380104,-16.051476,6.3846173,-84.169754,-12.61305,-13.9839735,91.34445,16.897875,-22.49617,-157.36069,5.0501575,2.421581
12662,-40.95716,3.1659198,-54.690212,-118.36861,-16.085152,6.395926,-84.22164,-12.495011,-13.819699,91.36175,16.900501,-22.473698,-157.36823,5.0558267,2.4295182
12673,-40.934727,3.1557083,-54.709766,-118.346695,-16.11421,6.4004707,-84.282135,-12.382992,-13.651768,91.37263,16.891827,-22.452194,-157.3745,5.061223,2.437249
12683,-40.89833,3.143836,-54.73194,-118.3352,-16.147888,6.4117594,-84.329704,-12.274255,-13.4886675,91.390015,16.894176,-22.431454,-157.38203,5.0668936,2.4451845
12704,-40.83257,3.1187072,-54.77928,-118.28728,-16.245832,6.4294844,-84.43507,-12.047816,-13.161243,91.42827,16.889801,-22.387533,-157.39714,5.0782375,2.4610546
12723,-40.7825,3.0883737,-54.817192,-118.2757,-16.279526,6.4407353,-84.54456,-11.83148,-12.83499,91.466606,16.885138,-22.34534,-157.41156,5.1046624,2.4727807
12733,-40.747135,3.082507,-54.834927,-118.264435,-16.309788,6.446093,-84.59593,-11.722504,-12.681601,91.47366,16.886013,-22.322828,-157.41873,5.124032,2.483423
12742,-40.72463,3.0723326,-54.854492,-118.251495,-16.338993,6.451626,-84.64884,-11.613957,-12.518415,91.491035,16.883446,-22.307362,-157.4261,5.1365557,2.492708
12754,-40.694107,3.0575984,-54.87548,-118.23086,-16.37254,6.4617925,-84.698814,-11.504698,-12.36499,91.50823,16.886015,-22.284895,-157.43333,5.143615,2.4937842
12764,-40.664608,3.0488403,-54.89204,-118.217896,-16.401747,6.4673085,-84.75026,-11.395855,-12.20177,91.52547,16.883701,-22.267706,-157.43945,5.1558623,2.5028558
12792,-40.579212,3.0082703,-54.956318,-118.181946,-16.494932,6.489325,-84.8915,-11.076541,-11.742499,91.58083,16.881504,-22.203056,-157.46227,5.166055,2.5252817
12802,-40.54971,2.9995346,-54.97288,-118.1599,-16.523989,6.493747,-84.93812,-10.97177,-11.584182,91.59817,16.878914,-22.18759,-157.46982,5.1717367,2.5332074
12812,-40.513313,2.9877498,-54.995056,-118.150116,-16.548273,6.5026703,-84.98153,-10.866268,-11.436618,91.6153,16.881441,-22.165125,-157.47687,5.185646,2.5356305
12822,-40.49075,2.977614,-55.014645,-118.136765,-16.580914,6.514022,-85.024864,-10.765879,-11.283255,91.63248,16.879091,-22.147938,-157.48442,5.191329,2.543554
12832,-40.46125,2.9688954,-55.0312,-118.12539,-16.6112,6.519298,-85.07687,-10.661091,-11.135693,91.653465,16.87177,-22.128218,-157.49147,5.20524,2.545974
12843,-40.42485,2.957132,-55.05338,-118.1033,-16.640255,6.523684,-85.11886,-10.555306,-10.987142,91.65674,16.8773,-22.109976,-157.49757,5.2174916,2.5550313
12872,-40.346237,2.9242125,-55.103455,-118.069,-16.724056,6.5432677,-85.246,-10.252458,-10.549389,91.71199,16.865217,-22.055895,-157.51955,5.2496247,2.574634
12883,-40.316742,2.9155204,-55.12002,-118.04654,-16.756544,6.553489,-85.29314,-10.151723,-10.406733,91.72555,16.87218,-22.039404,-157.52711,5.255314,2.5825512
12893,-40.28035,2.9037902,-55.142204,-118.035416,-16.78341,6.552845,-85.33026,-10.050046,-10.263159,91.74633,16.865072,-22.017973,-157.52724,5.2607846,2.5907526
12902,-40.250854,2.895109,-55.15877,-118.02359,-16.810062,6.5677705,-85.37632,-9.954225,-10.115667,91.76359,16.862438,-22.002508,-157.5348,5.266475,2.598669
12913,-40.22824,2.8850148,-55.178364,-118.00308,-16.840206,6.5718975,-85.41187,-9.852295,-9.972969,91.780624,16.864904,-21.980051,-157.54202,5.273542,2.5997314
12923,-40.198742,2.8763433,-55.194935,-117.99163,-16.870512,6.5771,-85.454994,-9.755793,-9.835277,91.79406,16.86722,-21.967129,-157.54958,5.2792344,2.6076465
12975,-40.05428,2.8276682,-55.275185,-117.92362,-17.003206,6.603924,-85.64254,-9.270125,-9.147563,91.87623,16.859135,-21.89064,-157.5923,5.330935,2.6370275
12983,-40.0248,2.8190272,-55.291767,-117.91044,-17.032423,6.609283,-85.6821,-9.173013,-9.010647,91.89328,16.856697,-21.873474,-157.59987,5.336633,2.6449366
13012,-39.94908,2.788786,-55.34331,-117.86866,-17.106705,6.6252456,-85.79385,-8.895277,-8.613305,91.94099,16.858492,-21.824343,-157.61372,5.347742,2.6605308
13022,-39.9196,2.7801657,-55.3599,-117.848015,-17.129772,6.633123,-85.83025,-8.802531,-8.480613,91.95799,16.85604,-21.807177,-157.62094,5.354814,2.6615832
13040,-39.900017,2.7691753,-55.36824,-117.836426,-17.160099,6.638242,-85.86582,-8.709684,-8.348666,91.975,16.853577,-21.790014,-157.6285,5.3605156,2.669489
13044,-39.87054,2.760563,-55.384827,-117.82482,-17.183327,6.6472077,-85.89945,-8.621468,-8.221725,91.98203,16.849201,-21.774523,-157.63554,5.3744364,2.6718807
13072,-39.788998,2.7377775,-55.42899,-117.783226,-17.254204,6.657186,-85.99982,-8.351671,-7.8344564,92.03614,16.857334,-21.729671,-157.66512,5.399991,2.6897843
13082,-39.759525,2.7291853,-55.445576,-117.76254,-17.277271,6.6650205,-86.03167,-8.263158,-7.707515,92.04304,16.848312,-21.71778,-157.67108,5.4067745,2.690606
13093,-39.733097,2.715196,-55.459526,-117.752556,-17.301626,6.673748,-86.06304,-8.169461,-7.5853972,92.056564,16.850336,-21.706564,-157.67865,5.4124804,2.6985064
13102,-39.7105,2.7096305,-55.470524,-117.7409,-17.324865,6.6826806,-86.092674,-8.085538,-7.463474,92.07351,16.847845,-21.68941,-157.67845,5.4193287,2.699844
13113,-39.681038,2.701051,-55.48711,-117.720535,-17.3516,6.6807714,-86.12325,-7.9968176,-7.3365326,92.09064,16.845125,-21.673944,-157.68619,5.418188,2.7064056
13142,-39.59953,2.678359,-55.5313,-117.678474,-17.418837,6.7003293,-86.21874,-7.745098,-6.9701333,92.13439,16.846869,-21.63267,-157.70854,5.4366817,2.7232456
13152,-39.57008,2.669801,-55.54789,-117.66679,-17.442081,6.7092304,-86.246376,-7.6608486,-6.8482347,92.1515,16.844133,-21.617205,-157.71558,5.450608,2.7256227
13162,-39.54063,2.6612475,-55.564487,-117.655426,-17.468992,6.7084036,-86.283424,-7.5720572,-6.731142,92.164795,16.846355,-21.604301,-157.7219,5.4560256,2.7332911
13172,-39.52109,2.6503034,-55.57285,-117.6347,-17.492064,6.716171,-86.30873,-7.492442,-6.6148915,92.181885,16.843613,-21.588842,-157.72913,5.463104,2.7343307
13183,-39.49181,2.6461926,-55.580826,-117.62496,-17.512999,6.7189918,-86.33516,-7.402914,-6.497827,92.195435,16.84076,-21.582922,-157.73666,5.468816,2.7422245
13193,-39.46237,2.6376512,-55.597424,-117.6116,-17.542223,6.724207,-86.36993,-7.32377,-6.380947,92.212326,16.838228,-21.56577,-157.7439,5.475895,2.7432623
13222,-39.38779,2.6180649,-55.63604,-117.569725,-17.606043,6.7377715,-86.45229,-7.0796947,-6.0352426,92.25615,16.839668,-21.526194,-157.76625,5.4944043,2.7600827
13236,-39.35836,2.609542,-55.652637,-117.55058,-17.630253,6.7452784,-86.47541,-6.9946685,-5.923814,92.26942,16.84187,-21.513296,-157.77255,5.499825,2.767743
13242,-39.328934,2.6010244,-55.669243,-117.53919,-17.65006,6.7482843,-86.50729,-6.9199758,-5.8120055,92.28653,16.834251,-21.50313,-157.77997,5.5000563,2.7674463
13252,-39.306362,2.5955124,-55.68025,-117.52943,-17.67101,6.751066,-86.53004,-6.834821,-5.700035,92.299995,16.83623,-21.491913,-157.7875,5.5057745,2.7753353
13263,-39.28379,2.5900023,-55.691265,-117.50864,-17.694084,6.75877,-86.56094,-6.7600436,-5.5887837,92.31325,16.83842,-21.479017,-157.79474,5.512856,2.776368
13273,-39.247726,2.582927,-55.704834,-117.498856,-17.715036,6.7615404,-86.58194,-6.6795588,-5.4818673,92.326775,16.835548,-21.4731,-157.8023,5.518576,2.7842557
13303,-39.170284,2.5609725,-55.742073,-117.45683,-17.778877,6.7749653,-86.661514,-6.453846,-5.1570153,92.37056,16.83207,-21.438826,-157.82271,5.539524,2.787115
13312,-39.147717,2.5554802,-55.7531,-117.4454,-17.798689,6.7779365,-86.68096,-6.3732243,-5.050649,92.383995,16.834036,-21.427612,-157.83028,5.545247,2.7949996
13323,-39.111713,2.5484288,-55.76667,-117.433624,-17.821945,6.7867417,-86.70928,-6.297786,-4.948789,92.40088,16.826607,-21.415771,-157.83751,5.55233,2.7960272
13335,-39.08916,2.5429413,-55.77769,-117.41477,-17.842728,6.7883377,-86.728134,-6.222168,-4.8376083,92.41431,16.828566,-21.404556,-157.84526,5.551204,2.8025832
13343,-39.07259,2.5345082,-55.78748,-117.40331,-17.862541,6.7912955,-86.75557,-6.146681,-4.736246,92.42752,16.830729,-21.391666,-157.85246,5.5582876,2.8036098
13372,-38.992107,2.5180407,-55.827374,-117.36288,-17.920431,6.80828,-86.82664,-5.92452,-4.4269485,92.471306,16.82235,-21.3627,-157.87375,5.5696745,2.8188388
13383,-38.96298,2.514001,-55.83536,-117.352715,-17.944849,6.816826,-86.84307,-5.848412,-4.3256598,92.48471,16.824297,-21.351484,-157.88098,5.5767593,2.8198626
13393,-38.93361,2.5055506,-55.85198,-117.33218,-17.96448,6.8186097,-86.868515,-5.7774425,-4.2289295,92.4982,16.821404,-21.345572,-157.88821,5.5838456,2.820885
13402,-38.91106,2.5000877,-55.863003,-117.3207,-17.984299,6.8215394,-86.89429,-5.7067704,-4.1227736,92.51138,16.82355,-21.332682,-157.89575,5.589573,2.8287637
13413,-38.885067,2.4906478,-55.86837,-117.31256,-17.999304,6.8279147,-86.90905,-5.6353498,-4.026553,92.52479,16.82549,-21.321468,-157.90298,5.5966597,2.8297849
13424,-38.86253,2.4851894,-55.879402,-117.292015,-18.018934,6.829682,-86.93345,-5.564314,-3.9302795,92.54185,16.81783,-21.311312,-157.91055,5.60239,2.8376622
13452,-38.788387,2.4702635,-55.90945,-117.25147,-18.076849,6.8465414,-86.99523,-5.3505793,-3.6415608,92.58196,16.814156,-21.286602,-157.93149,5.615144,2.8460186
13462,-38.759045,2.461845,-55.92608,-117.2416,-18.097834,6.8492117,-87.01812,-5.28413,-3.5499759,92.59535,16.816084,-21.275387,-157.93924,5.614026,2.8525722
13473,-38.736523,2.4564023,-55.93712,-117.22103,-18.117466,6.8509507,-87.04127,-5.217976,-3.4489148,92.61871,16.815035,-21.267807,-157.94646,5.621114,2.8535893
13484,-38.707485,2.4523947,-55.945107,-117.21286,-18.132488,6.8572955,-87.053566,-5.151145,-3.3578048,92.632095,16.81696,-21.256592,-157.95403,5.6268487,2.861463
13493,-38.684963,2.4469585,-55.956146,-117.20133,-18.15231,6.860184,-87.07622,-5.079852,-3.261591,92.648895,16.809473,-21.24477,-157.96124,5.6339383,2.8624785
13503,-38.66244,2.4415252,-55.967182,-117.180756,-18.17194,6.861906,-87.09791,-5.0133276,-3.17043,92.662346,16.806557,-21.238861,-157.96864,5.6341763,2.8621738
13533,-38.59152,2.4212615,-55.99464,-117.14044,-18.226427,6.8728185,-87.15154,-4.813287,-2.8974144,92.70239,16.802835,-21.21416,-157.9894,5.6537886,2.8718343
13543,-38.562534,2.4172726,-56.002636,-117.13052,-18.247423,6.8754473,-87.17235,-4.7466354,-2.806287,92.71576,16.804749,-21.202946,-157.99716,5.6526766,2.8783865
13552,-38.70401,2.4311545,-55.927147,-117.10146,-18.159786,6.7563705,-87.192314,-4.6847634,-2.7202156,92.71552,16.80494,-21.20128,-157.99696,5.659527,2.8797035
13563,-39.028404,2.3595731,-55.568233,-116.86906,-17.996998,6.3313932,-87.18994,-4.626694,-2.6597443,92.729164,16.805367,-21.161427,-158.013,5.63675,2.888858
13573,-39.05733,2.5592263,-55.11868,-116.757515,-17.867434,6.1629567,-87.1968,-4.604138,-2.5752454,92.73297,16.799109,-21.128542,-158.0188,5.686301,2.8909078
13602,-38.721306,2.5781977,-55.678238,-116.72984,-18.040884,6.3518744,-87.268875,-4.3694787,-2.2956054,92.79236,16.80534,-21.123856,-158.04027,5.6908693,2.9047768
13612,-38.60138,2.6348565,-55.669727,-116.750755,-18.025888,6.450335,-87.309006,-4.3032646,-2.1939325,92.80544,16.808735,-21.141275,-158.04839,5.676058,2.9086995
13623,-38.60565,2.6357503,-55.503826,-116.713165,-18.056797,6.451359,-87.32679,-4.2511487,-2.1084292,92.823425,16.769041,-21.105703,-158.05595,5.6694474,2.9070787
13633,-39.10549,2.8654974,-54.915936,-116.211296,-18.440477,5.9575143,-87.26346,-4.2943387,-2.1165166,92.73018,16.786427,-21.091417,-158.06844,5.7219357,2.8950803
13643,-39.832043,2.7839959,-54.608727,-116.060356,-18.390034,6.0863123,-87.25967,-4.2967324,-2.00793,92.588776,16.845467,-21.171436,-158.0825,5.9129214,2.866518
13654,-39.405903,2.9462647,-54.678997,-116.31884,-17.567081,6.4357114,-87.41062,-4.0799546,-1.854723,92.53376,16.876986,-21.297092,-158.10402,6.1318593,2.8430216
13685,-44.48972,1.9502153,-44.229458,-115.391365,-8.854825,0.3985838,-87.532906,-3.8787642,-1.6291701,92.49229,16.947998,-21.541918,-158.14175,6.3871393,2.88957
13692,-45.68978,1.617546,-39.131584,-114.35972,-5.1206007,-2.368319,-87.51792,-3.7797773,-1.6177098,92.44896,17.06241,-21.738844,-158.14857,6.4381566,2.9202294
13703,-47.30152,0.47291318,-35.54934,-113.69591,-2.856767,-3.8363357,-87.53651,-3.6725662,-1.5455533,92.41128,17.122927,-21.863085,-158.15572,6.4576135,2.9306455
13713,-49.060844,-1.2489973,-33.564404,-113.250694,-0.74554986,-4.917362,-87.56135,-3.6450047,-1.4654921,92.43606,17.104885,-21.812479,-158.16417,6.435972,2.9332395
13724,-50.63778,-2.690253,-31.235003,-113.08414,1.2591321,-5.627302,-87.5783,-3.5976737,-1.3649224,92.50208,17.076855,-21.715502,-158.16765,6.381305,2.958404
13734,-52.26614,-4.1497874,-26.547472,-112.73367,3.8540783,-6.968806,-87.647705,-3.5269911,-1.2279934,92.624535,17.044012,-21.605213,-158.19737,6.3834515,2.9854927
13763,-55.639717,-10.04316,-15.707052,-111.24355,12.710225,-12.094994,-87.45657,-3.2682192,-1.2088039,93.032036,17.134434,-21.700438,-158.30876,6.8445663,2.7876596
13773,-56.331367,-11.747391,-12.447926,-110.87511,15.114401,-13.456463,-87.24043,-3.1888752,-1.1241673,93.179405,17.093182,-21.735434,-158.27504,6.939686,2.7719662
13782,-56.780556,-13.089506,-9.488459,-110.548416,17.44018,-14.909505,-87.015,-3.0959244,-1.0047071,93.21718,17.076687,-21.673742,-158.23569,7.0569925,2.7895696
13794,-57.12197,-13.960015,-7.1314154,-110.36138,19.458704,-16.250256,-86.82769,-3.0430398,-0.8947854,93.29038,17.020882,-21.525778,-158.21294,7.1224384,2.8176818
13823,-57.096245,-13.63962,-1.9297436,-110.62513,23.781048,-20.113482,-86.75462,-3.079532,-0.6306803,93.34702,16.968014,-21.207655,-158.24202,7.4781246,2.790367
13832,-56.687454,-12.669735,-0.837533,-110.97906,24.721613,-21.505262,-86.746574,-3.0357015,-0.60499334,93.35462,16.947174,-21.18131,-158.2551,7.6598554,2.7736971
13842,-56.20512,-11.475083,-0.21391512,-111.477776,25.180212,-22.885662,-86.741035,-2.902924,-0.57680064,93.32648,16.981998,-21.252237,-158.26828,7.8223777,2.746228
13852,-55.579174,-10.034638,0.105071396,-112.08631,25.15718,-24.261534,-86.72267,-2.8539603,-0.55613476,93.291916,17.024387,-21.306326,-158.27658,7.913061,2.719703
