millis,A0,A1,A2,B0,B1,B2,C0,C1,C2,D0,D1,D2,E0,E1,E2,F0,F1,F2,G0,G1,G2,H0,H1,H2,I0,I1,I2,J0,J1,J2,K0,K1,K2
5123,-28.39646,-16.815063,52.816525,2.254512,-5.2646317,75.77095,-16.805647,14.340128,75.41237,150.96082,-4.1363363,60.24316,-8.334173,-8.522434,63.80711,59.078854,6.750401,44.710278,68.52474,1.6590071,48.466335,27.273018,-16.76304,71.824585,-52.18415,-7.868037,58.35654,-14.568098,4.6567154,75.12206,99.412224,27.402304,-3.4181268
5140,-28.932482,-16.646053,52.5696,2.0131366,-5.0965276,75.50558,-17.17941,14.362916,75.31794,150.55466,-4.003243,59.93363,-8.713511,-8.35865,63.49597,59.022194,6.8495655,44.33921,68.498245,1.7326707,48.875736,27.821127,-16.688595,71.74136,-52.30183,-7.3629403,58.353172,-15.048778,5.089462,74.78273,99.3365,27.444843,-3.567447
5157,-29.326864,-16.301054,52.415558,1.7284313,-4.8342104,75.26517,-17.665041,14.576559,75.04087,150.26425,-3.6445756,59.73582,-9.084827,-8.048393,63.27208,59.122063,7.164555,44.000206,68.065575,1.7749014,49.24142,28.243038,-16.465614,71.797905,-52.07618,-6.918075,58.468002,-15.363366,5.4679756,74.56905,99.231094,27.767456,-3.5612698
5178,-29.499475,-15.91537,52.37315,1.4827689,-4.583848,75.08996,-18.202639,14.911488,74.64957,150.10065,-3.1463675,59.606895,-9.321593,-7.8415303,63.11552,59.279633,7.498684,43.73053,67.4664,1.7964622,49.552574,28.629059,-16.206802,71.89125,-51.78127,-6.6108356,58.61804,-15.553231,5.7310295,74.42148,99.08163,28.227882,-3.4639106
5198,-29.58494,-15.639241,52.333134,1.3107096,-4.4086504,74.9096,-18.656425,15.181206,74.318695,150.00291,-2.7287407,59.437847,-9.466432,-7.7376876,62.95237,59.382072,7.693662,43.520798,66.86972,1.7226987,49.859745,29.04862,-16.101355,71.85478,-51.59357,-6.386684,58.61378,-15.759599,5.913762,74.199455,98.90232,28.647024,-3.4297419
5220,-29.626974,-15.374793,52.22522,1.1899517,-4.271376,74.68861,-18.919003,15.252572,74.17691,149.92844,-2.4861872,59.16421,-9.496141,-7.8620453,62.717625,59.448017,7.7056503,43.298283,66.7564,1.6838514,50.185493,29.600882,-16.208506,71.62187,-51.624054,-6.1675625,58.440666,-16.096478,6.0512433,73.81091,98.86723,28.95984,-3.381582
5240,-29.721788,-15.216611,51.987648,1.1166508,-4.242989,74.274765,-19.132051,15.096776,74.19921,149.67659,-2.4933822,58.646328,-9.585986,-8.128545,62.17937,59.396,7.4865513,42.977753,66.828804,1.5414193,50.65172,30.528921,-16.564198,71.09685,-52.14325,-5.9212904,57.926395,-16.693254,6.205693,73.138405,98.14983,29.016565,-3.7720182
5260,-30.089718,-15.121022,51.4011,1.088511,-4.3437757,73.534836,-19.254354,14.625478,74.4384,149.27591,-2.7760832,57.86131,-9.715511,-8.535172,61.275677,59.498768,7.289026,42.35875,67.17023,1.3084805,51.351063,31.852898,-17.16879,70.27717,-52.877457,-5.5868597,57.149227,-17.495031,6.357338,72.1986,97.835236,28.341702,-4.255586
5281,-30.667522,-15.253905,50.442863,1.1706367,-4.636455,72.49624,-19.280943,13.916528,74.81077,148.8532,-3.2591193,56.859188,-9.620807,-9.442003,60.075645,59.64192,6.8553205,41.487305,67.96046,1.001474,52.210495,33.411827,-18.040348,69.173515,-53.80927,-5.305231,56.065052,-18.426329,6.3932834,71.00599,97.46511,27.1112,-5.031903
5302,-31.006496,-15.550662,49.274204,1.4470301,-5.2412496,71.173645,-19.067154,12.870784,75.39519,148.38673,-4.1281433,55.608513,-9.421779,-10.988542,58.44529,59.562817,5.787306,40.444424,69.15258,0.5388123,53.108353,35.12566,-19.254076,67.7584,-55.188927,-5.197987,54.579567,-19.521305,6.186199,69.59703,96.78389,25.722523,-6.0594854
5323,-31.769716,-16.294641,47.640682,1.7703104,-6.09499,69.60432,-18.779438,11.496857,76.08848,147.64653,-5.264687,54.065308,-9.458726,-12.433364,56.61173,59.39862,4.3929515,39.166626,71.20039,0.13347541,54.12132,37.054943,-20.68774,66.06466,-57.292976,-5.0987124,52.65591,-21.023844,5.977607,67.8413,96.07194,24.08083,-7.0839376
5344,-32.918476,-16.846718,45.855385,1.8723193,-6.7682204,67.84046,-18.94259,10.173447,76.3167,146.65025,-6.1010737,52.240643,-9.839571,-13.431517,54.772068,59.366608,3.3352437,37.65064,72.97962,-0.3414298,55.449356,39.438282,-21.965815,64.31519,-59.46622,-4.7657394,50.639572,-22.839205,6.0373497,65.92458,95.36837,22.23212,-8.055161
5365,-34.158607,-17.051926,44.03661,1.7224356,-7.2331033,65.91282,-19.626945,9.0559,75.94099,145.44722,-6.6028724,50.27889,-10.504097,-14.18842,52.70133,59.400364,2.6356487,35.940613,74.14594,-0.8988132,57.033913,41.99832,-23.095568,62.516785,-61.09925,-3.9475663,48.913765,-24.80036,6.6171823,63.94354,94.640625,20.492659,-8.952036
5384,-35.610588,-17.236626,41.99763,1.4105791,-7.700761,63.822594,-20.598425,8.091051,75.07182,144.19171,-6.8359804,48.24769,-11.344748,-14.650567,50.563522,59.54438,2.270222,33.996464,75.28823,-1.3635899,58.754707,44.554707,-24.082306,60.70422,-62.174137,-2.6643407,47.46811,-26.7914,7.483783,61.96805,93.74179,19.113869,-9.808731
5406,-37.272606,-17.481588,39.862133,0.9692961,-8.1057415,61.745594,-21.786518,7.2728543,73.86642,142.91489,-6.889393,46.25354,-12.352853,-14.789249,48.57394,59.70708,2.227244,31.998255,76.08654,-1.7863942,60.544125,47.01968,-24.823864,59.012417,-63.47447,-1.562463,45.95344,-28.683163,8.038385,60.170506,93.12447,18.069437,-10.435958
5426,-38.770332,-17.469933,37.940334,0.4044309,-8.29534,59.84019,-23.072191,6.6158466,72.55074,141.59167,-6.907645,44.39904,-13.319486,-14.897862,46.786873,59.708527,2.3465319,30.13782,76.28231,-2.1866755,62.1664,49.149563,-25.375101,57.499065,-65.02967,-0.9690754,44.35392,-30.382135,8.280252,58.53916,92.630585,17.45682,-10.77628
5448,-40.125954,-17.459566,36.247437,-0.16819267,-8.476625,58.189884,-24.206905,5.9954185,71.35056,140.4644,-6.9710455,42.730946,-14.2266035,-14.814106,45.303165,59.574467,2.3965094,28.504185,76.9626,-2.4966464,63.523544,50.81789,-25.98165,56.08737,-66.590515,-0.5461386,42.834747,-31.92417,8.437507,57.109665,91.723236,17.39939,-11.008989
5468,-41.316574,-17.5404,34.742527,-0.6632726,-8.635572,56.81825,-25.180157,5.341761,70.34949,139.44447,-7.1765237,41.322243,-15.0110445,-15.05041,43.955467,59.341324,2.3587718,27.114197,78.21852,-2.7063804,64.605606,52.013187,-26.575861,54.866226,-67.825905,-0.028282141,41.65975,-33.22611,8.736295,55.995853,91.08388,17.6737,-10.9818535
5488,-42.252445,-17.582588,33.701794,-1.1408387,-8.664849,55.870728,-26.004517,4.888422,69.61202,138.60481,-7.3513765,40.32704,-15.718659,-15.092848,43.099472,58.995983,2.2130287,26.068499,79.492256,-2.7683964,65.385475,52.78831,-26.865393,54.0818,-68.601425,0.47509098,41.14175,-34.02817,9.101234,55.373074,90.25883,18.22871,-11.046536
5511,-42.82708,-17.175537,33.20947,-1.6748276,-8.265821,55.297405,-26.682241,4.7218113,69.13859,137.88504,-7.377066,39.709145,-16.389318,-14.815441,42.54033,58.651203,2.2815232,25.361977,79.699486,-2.7506897,65.818,53.33826,-26.735172,53.73571,-69.10811,0.61839384,40.933163,-34.4833,9.134753,55.12325,89.03315,19.061386,-11.432278
